,NCBP2 (22916)
ACH-000004,-2.10856263405
ACH-000007,-1.4782484603900001
ACH-000009,-1.8993997363400001
ACH-000011,-1.7259196935299999
ACH-000012,-1.5007208861
ACH-000013,-1.46742561
ACH-000014,-1.67920160905
ACH-000015,-1.8331322179900003
ACH-000017,-1.40601804941
ACH-000018,-1.7367162151599997
ACH-000019,-1.5778724726499997
ACH-000021,-1.5701492540200002
ACH-000022,-1.4720448275600002
ACH-000025,-1.5963574745299998
ACH-000028,-1.4447695948600001
ACH-000030,-1.81689682023
ACH-000035,-1.61047651458
ACH-000036,-1.69055007019
ACH-000037,-1.03660384671
ACH-000039,-1.7646649985299998
ACH-000040,-1.5739493296899998
ACH-000041,-2.4172548825
ACH-000042,-1.60021576315
ACH-000045,-2.17683784155
ACH-000047,-1.9608622455000002
ACH-000052,-1.53103586071
ACH-000053,-1.6323065173299998
ACH-000054,-1.49748978865
ACH-000055,-1.48736423281
ACH-000060,-1.9338608064200002
ACH-000067,-1.7178555213100002
ACH-000070,-1.56957339875
ACH-000075,-1.40763180975
ACH-000078,-1.7716016307900002
ACH-000082,-1.92869057432
ACH-000085,-1.74190307018
ACH-000086,-1.5918194389700002
ACH-000087,-1.8468691158300001
ACH-000092,-1.4465229247600002
ACH-000095,-1.71516959258
ACH-000097,-1.8942528298900003
ACH-000098,-1.7605364210799999
ACH-000099,-1.61032882308
ACH-000108,-1.7583724400099998
ACH-000113,-1.77325291163
ACH-000115,-1.80460184938
ACH-000116,-1.7353569007599998
ACH-000118,-1.49362937546
ACH-000120,-1.64932128796
ACH-000123,-1.49458197257
ACH-000127,-1.6635350728799998
ACH-000128,-2.03066167281
ACH-000132,-1.76234835752
ACH-000133,-1.69270054258
ACH-000137,-1.5755249335400001
ACH-000138,-1.8810812259799998
ACH-000142,-1.68692818622
ACH-000143,-1.6003784403499999
ACH-000146,-1.7856944509700001
ACH-000148,-1.6562084783500002
ACH-000150,-1.6858704557
ACH-000152,-1.66338591697
ACH-000153,-1.8287783666900004
ACH-000159,-1.71116734461
ACH-000160,-0.996478330654
ACH-000163,-1.93443487032
ACH-000167,-1.4419870808500002
ACH-000168,-1.94621869613
ACH-000169,-1.7629653372599998
ACH-000178,-1.8537198975599998
ACH-000182,-1.82346379999
ACH-000183,-1.4882702162
ACH-000188,-1.47883389395
ACH-000189,-1.91382158365
ACH-000190,-0.957956792681
ACH-000198,-1.90608678146
ACH-000204,-1.26360709531
ACH-000206,-2.0962530743
ACH-000207,-1.41874145604
ACH-000211,-1.73475705227
ACH-000215,-1.8907557972799998
ACH-000221,-1.7797519257700003
ACH-000222,-1.5985747696700001
ACH-000223,-1.5204306911
ACH-000226,-1.82350272748
ACH-000227,-1.35116844304
ACH-000228,-1.76294970235
ACH-000231,-1.43460838865
ACH-000232,-1.8782437020599998
ACH-000233,-1.9948340251099999
ACH-000234,-1.8117237631099998
ACH-000235,-1.9495035673099999
ACH-000237,-1.9431011151400004
ACH-000238,-1.46949763914
ACH-000243,-1.8370363496700002
ACH-000244,-1.57152988646
ACH-000246,-1.78582595939
ACH-000248,-1.27323816763
ACH-000250,-2.08103468436
ACH-000251,-2.23536360943
ACH-000253,-1.7197879767500002
ACH-000255,-1.44533621335
ACH-000256,-2.04431258792
ACH-000257,-1.71469176973
ACH-000258,-2.1197964427400002
ACH-000259,-1.78592166401
ACH-000260,-1.76073933998
ACH-000261,-2.0950827247799997
ACH-000262,-1.7112778740399999
ACH-000263,-1.76382200188
ACH-000264,-1.67424439674
ACH-000265,-1.77969866369
ACH-000266,-1.7671108326099998
ACH-000272,-1.498546181
ACH-000273,-1.6381226178900001
ACH-000274,-1.64600538796
ACH-000277,-1.3377989401200001
ACH-000278,-1.6983811041299999
ACH-000279,-1.64219772882
ACH-000280,-1.71927628687
ACH-000281,-1.83390552167
ACH-000288,-1.69487845924
ACH-000291,-2.0360947307700004
ACH-000293,-2.05352321317
ACH-000294,-2.1556283243900003
ACH-000295,-1.65361756924
ACH-000296,-1.6478230525400002
ACH-000302,-1.77888334583
ACH-000304,-1.93316874347
ACH-000307,-1.83658381698
ACH-000308,-1.46919870141
ACH-000310,-1.4158132894600002
ACH-000311,-1.9874504815599998
ACH-000312,-1.5981022411899999
ACH-000315,-1.41362262427
ACH-000316,-1.74965518595
ACH-000317,-1.33751016729
ACH-000318,-1.90685699287
ACH-000319,-1.80823996224
ACH-000320,-1.6439536342399999
ACH-000322,-1.41253109773
ACH-000323,-1.76801454192
ACH-000324,-1.69147965336
ACH-000329,-1.97890019121
ACH-000330,-1.56009892558
ACH-000331,-1.7143670823100001
ACH-000332,-1.62407620421
ACH-000334,-2.40960175427
ACH-000335,-1.7111290707
ACH-000336,-1.9065189820299997
ACH-000337,-2.0822390362400003
ACH-000339,-1.85834635474
ACH-000341,-1.9128940641299998
ACH-000348,-1.4991997092200002
ACH-000350,-1.7455299293900002
ACH-000352,-1.8422941770900003
ACH-000356,-1.7775501941799998
ACH-000361,-1.79855390816
ACH-000362,-2.2100233510900003
ACH-000363,-1.9406068563699999
ACH-000364,-1.65786539215
ACH-000365,-1.5709894888799998
ACH-000366,-1.7845226352799999
ACH-000368,-1.37652655609
ACH-000374,-1.66561832959
ACH-000375,-1.62938674299
ACH-000376,-1.5968042941299998
ACH-000381,-1.81102767035
ACH-000383,-1.7394871885099998
ACH-000387,-1.49681344285
ACH-000389,-1.5982386978999998
ACH-000390,-1.5427246018
ACH-000393,-2.32228537895
ACH-000395,-1.4085317267200002
ACH-000397,-1.8235012503
ACH-000401,-1.57990763313
ACH-000402,-2.02776505379
ACH-000403,-1.528747405
ACH-000404,-1.4181607165999999
ACH-000406,-2.0616443803
ACH-000407,-1.70190917653
ACH-000408,-1.39878622624
ACH-000410,-1.70756300855
ACH-000411,-1.9554630501499999
ACH-000414,-1.89541057028
ACH-000415,-1.55136283376
ACH-000416,-1.54845144907
ACH-000420,-1.69877573891
ACH-000421,-1.60114219755
ACH-000424,-1.8595791430900002
ACH-000425,-1.4118911985299998
ACH-000426,-2.64195557722
ACH-000427,-1.65117704318
ACH-000433,-1.46989165591
ACH-000436,-1.8693472418400001
ACH-000444,-1.3302452402200002
ACH-000445,-1.4547671575999999
ACH-000448,-1.8998163217099997
ACH-000450,-1.79095585634
ACH-000452,-1.6535135430899999
ACH-000454,-1.6784192564700002
ACH-000458,-1.81086871103
ACH-000459,-1.8351204817500002
ACH-000460,-1.65132697977
ACH-000461,-1.8167340596900001
ACH-000463,-1.79993672101
ACH-000464,-1.6255630489700001
ACH-000466,-1.9501535998500001
ACH-000467,-1.6471589101700002
ACH-000468,-1.79257696058
ACH-000469,-1.80028689093
ACH-000470,-1.7311106972699999
ACH-000471,-1.58003090621
ACH-000472,-1.6498695237799998
ACH-000473,-1.71061592412
ACH-000475,-1.69217948709
ACH-000476,-1.79146157477
ACH-000477,-1.80241006915
ACH-000480,-1.9168711470500002
ACH-000481,-2.1193461725200002
ACH-000483,-1.85069973687
ACH-000484,-2.1797016019099997
ACH-000485,-1.5735972302399999
ACH-000486,-1.4391031262799998
ACH-000487,-2.0435688975
ACH-000488,-1.7674688414500002
ACH-000490,-1.74033144738
ACH-000491,-1.8306576189200001
ACH-000495,-1.7517048935
ACH-000496,-1.74953522713
ACH-000499,-1.79859580312
ACH-000500,-1.6481959169
ACH-000502,-1.64426552041
ACH-000503,-1.65022495553
ACH-000505,-1.72446944418
ACH-000507,-1.76795568052
ACH-000510,-1.50968033614
ACH-000511,-1.67471210368
ACH-000512,-1.5516939760600001
ACH-000516,-2.07574494136
ACH-000517,-1.6785456675100001
ACH-000518,-1.61618512359
ACH-000520,-1.9482667642400002
ACH-000521,-1.67896347833
ACH-000522,-1.8472450595900003
ACH-000524,-2.11177987719
ACH-000527,-1.4613501168799998
ACH-000528,-1.4312631755200003
ACH-000537,-1.4010210620299999
ACH-000541,-1.87252103372
ACH-000542,-1.7014473234
ACH-000544,-1.36603789678
ACH-000545,-1.69216618421
ACH-000547,-1.65768915825
ACH-000548,-1.80205864312
ACH-000549,-1.62180688321
ACH-000550,-1.8223428657499998
ACH-000552,-1.5927755646500001
ACH-000556,-2.1720091896200002
ACH-000557,-1.8307483423400002
ACH-000570,-1.70355490514
ACH-000571,-2.12619834259
ACH-000573,-1.85834116002
ACH-000576,-1.8683851642099998
ACH-000580,-1.7549111800400001
ACH-000584,-2.15803552548
ACH-000585,-1.8711025895400002
ACH-000588,-1.70361793178
ACH-000589,-1.4461691658200002
ACH-000591,-1.84148216161
ACH-000593,-1.67134760565
ACH-000600,-1.68175107128
ACH-000601,-1.73486141735
ACH-000604,-1.94654126034
ACH-000605,-1.79462869325
ACH-000606,-1.3076405383
ACH-000608,-1.67736152247
ACH-000614,-1.54610170701
ACH-000616,-1.9142536592
ACH-000618,-1.29292747641
ACH-000619,-1.29229490671
ACH-000620,-1.7154187114100001
ACH-000621,-1.55290610664
ACH-000622,-1.79996584622
ACH-000623,-1.7602584717200003
ACH-000624,-1.65455088214
ACH-000627,-1.9235484861400003
ACH-000630,-1.68368277889
ACH-000632,-1.37987732875
ACH-000633,-1.43014319652
ACH-000637,-1.5779480019799998
ACH-000638,-1.5700273596
ACH-000646,-1.40336611752
ACH-000647,-1.8098088294299999
ACH-000648,-1.97480509098
ACH-000649,-1.85319574242
ACH-000651,-1.65684146784
ACH-000652,-1.7385775190900001
ACH-000653,-1.88667162259
ACH-000657,-1.9141970720800001
ACH-000658,-2.06083891436
ACH-000661,-1.89279008705
ACH-000662,-1.44442406072
ACH-000663,-1.89802626053
ACH-000665,-1.7918598670400003
ACH-000671,-1.8668073156599998
ACH-000673,-1.43660415219
ACH-000676,-1.63317897933
ACH-000677,-1.34260144661
ACH-000681,-2.01061335157
ACH-000682,-1.36513571324
ACH-000683,-1.6217253899000001
ACH-000684,-1.66905460042
ACH-000688,-1.7162042417399999
