,GTPBP4 (23560)
ACH-000004,-1.65814741086
ACH-000007,-1.30473791531
ACH-000009,-1.05886780675
ACH-000011,-1.1487797801100001
ACH-000012,-1.2256981194
ACH-000013,-1.2162224141
ACH-000014,-1.66649087701
ACH-000015,-1.13293421082
ACH-000017,-1.35357493037
ACH-000018,-1.31365082392
ACH-000019,-1.2987972971500001
ACH-000021,-1.6140586995100001
ACH-000022,-1.02126668112
ACH-000025,-1.6844826277399998
ACH-000028,-1.40041182382
ACH-000030,-1.34008837687
ACH-000035,-0.979136156858
ACH-000036,-1.54544468352
ACH-000037,-2.25138097345
ACH-000039,-1.3612960225600002
ACH-000040,-1.44937370307
ACH-000041,-1.54180066525
ACH-000042,-1.34662576631
ACH-000045,-1.35442506086
ACH-000047,-1.0968596211
ACH-000052,-1.15362582046
ACH-000053,-1.36660466841
ACH-000054,-1.4636525058399998
ACH-000055,-1.3444109399700002
ACH-000060,-1.35117296741
ACH-000067,-1.5070983367700002
ACH-000070,-1.3141149955700002
ACH-000075,-1.40395757664
ACH-000078,-1.16918539004
ACH-000082,-1.04668721177
ACH-000085,-1.313970743
ACH-000086,-1.23079175707
ACH-000087,-1.4159943479700001
ACH-000092,-1.2843622804100001
ACH-000095,-1.3049080928499999
ACH-000097,-1.4787021118500001
ACH-000098,-1.3555072482100001
ACH-000099,-1.16849161117
ACH-000108,-1.49423180408
ACH-000113,-1.40961259564
ACH-000115,-1.3218875090200002
ACH-000116,-1.1155513264
ACH-000118,-1.20170549323
ACH-000120,-1.5993907179
ACH-000123,-1.4007273044
ACH-000127,-1.6008804060100001
ACH-000128,-1.81940921939
ACH-000132,-1.52258163974
ACH-000133,-1.48528621528
ACH-000137,-1.2338973629
ACH-000138,-1.18376408756
ACH-000142,-1.1734224624299998
ACH-000143,-1.1528199477299998
ACH-000146,-1.55514672322
ACH-000148,-1.4701657975
ACH-000150,-1.22233548549
ACH-000152,-1.26459409656
ACH-000153,-1.37279033682
ACH-000159,-1.4900581246899998
ACH-000160,-1.98136668715
ACH-000163,-1.5206613207600002
ACH-000167,-1.4407281657
ACH-000168,-0.948431414501
ACH-000169,-1.20158392342
ACH-000178,-1.28717978002
ACH-000182,-1.2795155605700002
