,ADRA2B (151)
ACH-000004,0.08893732826680001
ACH-000007,0.0691074389217
ACH-000009,-0.11561960334
ACH-000011,-0.126327086792
ACH-000012,-0.113286181008
ACH-000013,-0.282182593063
ACH-000014,-0.125304535965
ACH-000015,-0.10434110520999999
ACH-000017,0.149814463265
ACH-000018,-0.224276876118
ACH-000019,-0.38293783269299997
ACH-000021,-0.0785010470735
ACH-000022,-0.159175951953
ACH-000025,-0.128399692787
ACH-000028,-0.24136901919700002
ACH-000030,-0.26811946116700003
ACH-000035,-0.336285132227
ACH-000036,-0.26330870250599997
ACH-000037,-0.361883114256
ACH-000039,-0.213585347297
ACH-000040,-0.100426322156
ACH-000041,-0.04224476800580001
ACH-000042,0.0446433910372
ACH-000045,-0.0516320430719
ACH-000047,-0.22535339897599999
ACH-000052,-0.0067331124815600005
ACH-000053,-0.06534636038319999
ACH-000054,-0.19545446438499997
ACH-000055,-0.223457554945
ACH-000060,-0.171446820416
ACH-000067,-0.16897826774900002
ACH-000070,0.0446295238121
ACH-000075,-0.08504741630380001
ACH-000078,-0.137914697213
ACH-000082,-0.15356794184800002
ACH-000085,0.144011089383
ACH-000086,-0.0833962569297
ACH-000087,-0.21231550476
ACH-000092,-0.344697384511
ACH-000095,-0.13681289146
ACH-000097,-0.13009928579000002
ACH-000098,-0.24550028804000001
ACH-000099,-0.0282839268129
ACH-000108,-0.10919821270199999
ACH-000113,0.0256946447224
ACH-000115,-0.046419772804199996
ACH-000116,-0.165484374279
ACH-000118,-0.137649109347
ACH-000120,-0.21044916543699999
ACH-000123,-0.12065530894200001
ACH-000127,-0.166882455323
ACH-000128,-0.11644158267999999
ACH-000132,-0.340137987213
ACH-000133,-0.116254793735
ACH-000137,-0.00116713385284
ACH-000138,-0.0320320815985
ACH-000142,-0.16995425425299998
ACH-000143,-0.115646371743
ACH-000146,-0.05326027428169999
ACH-000148,-0.0474171235071
ACH-000150,0.044551696464
ACH-000152,-0.123184057474
ACH-000153,-0.22008716362300002
ACH-000159,-0.0777285402178
ACH-000160,-0.157612674088
ACH-000163,-0.197629675426
ACH-000167,-0.038946912642
ACH-000168,-0.210588627405
ACH-000169,0.04801594632759999
ACH-000178,-0.0878605249138
ACH-000182,-0.22423908661800002
ACH-000183,-0.17226015693500002
ACH-000188,-0.134975285725
ACH-000189,-0.077534484292
ACH-000190,-0.153260209798
ACH-000198,-0.0514326299681
ACH-000204,-0.019949957614900003
ACH-000206,-0.223452627793
ACH-000207,-0.0881434988098
ACH-000211,-0.259848266438
ACH-000215,-0.12265942826099999
ACH-000221,-0.3853868929
ACH-000222,-0.25284769737
ACH-000223,-0.23794590414099998
ACH-000226,-0.462950350831
ACH-000227,-0.218648950308
ACH-000228,-0.19414134819
ACH-000231,-0.162359456327
ACH-000232,-0.050789309490000004
ACH-000233,-0.148429262851
ACH-000234,-0.137138332259
ACH-000235,-0.0568045330385
ACH-000237,-0.202752041452
ACH-000238,0.0168671974755
ACH-000243,-0.079303205592
ACH-000244,-0.18531275691799998
ACH-000246,0.020702461603400002
ACH-000248,-0.315654258099
ACH-000250,-0.257102689691
ACH-000251,-0.42585215153399997
ACH-000253,-0.08476625696620001
ACH-000255,-0.175068692867
ACH-000256,0.08222987892780001
ACH-000257,-0.0657304763223
ACH-000258,-0.17053711760600002
