,ACTR1A (10121)
ACH-000004,-1.09035795408
ACH-000007,-0.726444182669
ACH-000009,-1.4549817520800001
ACH-000011,-1.6183347703100002
ACH-000012,-0.7568310188580001
ACH-000013,-0.764887049322
ACH-000014,-0.87665248355
ACH-000015,-1.12370595536
ACH-000017,-0.385317123727
ACH-000018,-1.18274470508
ACH-000019,-0.47570474195900003
ACH-000021,-0.882595502454
ACH-000022,-1.20324502782
ACH-000025,-1.16992082988
ACH-000028,-1.24305588827
ACH-000030,-1.0763092468000002
ACH-000035,-1.58945146303
ACH-000036,-0.8059292675740001
ACH-000037,-1.65584581585
ACH-000039,-1.02317378052
ACH-000040,-1.37450360054
ACH-000041,-0.758910159417
ACH-000042,-0.903035730864
ACH-000045,-0.690497624808
ACH-000047,-1.37426437458
ACH-000052,-1.1018711107299999
ACH-000053,-0.57110775218
ACH-000054,-0.704256124409
ACH-000055,-0.493669700378
ACH-000060,-1.3903492648
ACH-000067,-1.40468977778
ACH-000070,-1.02480673853
ACH-000075,-0.5280192518419999
ACH-000078,-1.5130689171899998
ACH-000082,-0.848720844051
ACH-000085,-1.37628204734
ACH-000086,-1.38699792198
ACH-000087,-1.47759536866
ACH-000092,-0.984278688486
ACH-000095,-0.972920601633
ACH-000097,-1.17903732653
ACH-000098,-0.863799281168
ACH-000099,-0.8626686605689999
ACH-000108,-1.00620761295
ACH-000113,-0.441821278571
ACH-000115,-0.6230598831199999
ACH-000116,-0.7680659542460001
ACH-000118,-0.7493227121780001
ACH-000120,-1.0415936193000002
ACH-000123,-1.02387446251
ACH-000127,-0.9167012223440001
ACH-000128,-1.42346578257
ACH-000132,-0.43836726462399994
ACH-000133,-1.23484693722
ACH-000137,-0.725054899385
ACH-000138,-0.799326021851
ACH-000142,-1.16966093526
ACH-000143,-1.05798997626
ACH-000146,-0.340719306393
ACH-000148,-1.4841017864800001
ACH-000150,-1.7420025027500001
ACH-000152,-1.58390004988
ACH-000153,-0.522934150938
ACH-000159,-0.982423052897
ACH-000160,-0.997194348031
