,FSCB (84075)
ACH-000004,-0.29725248284600003
ACH-000007,-0.060197409007699994
ACH-000009,-0.22586874918900002
ACH-000011,-0.09480878263939999
ACH-000012,-0.0305190016744
ACH-000013,-0.154552776143
ACH-000014,0.0702064655886
ACH-000015,-0.115703268884
ACH-000017,-0.11720569615599999
ACH-000018,0.079737017187
ACH-000019,-0.0626561433745
ACH-000021,-0.0950007778295
ACH-000022,-0.0267745015503
ACH-000025,-0.261212878348
ACH-000028,-0.116357295052
ACH-000030,-0.09613440216399999
ACH-000035,-0.035624873005199995
ACH-000036,-0.06750546718969999
ACH-000037,-0.23581625774599999
ACH-000039,-0.21903289191599998
ACH-000040,-0.206394488712
ACH-000041,-0.140340559698
ACH-000042,-0.205609850959
ACH-000045,-0.115145418985
ACH-000047,-0.206721333011
ACH-000052,0.0199043916479
ACH-000053,0.07640348227180001
ACH-000054,-0.309918882532
ACH-000055,0.044971533346699996
ACH-000060,-0.49720791134
ACH-000067,-0.160908500692
ACH-000070,0.17765184839200002
ACH-000075,-0.09920306531189999
ACH-000078,0.06404500640790001
ACH-000082,0.0490233099263
ACH-000085,0.171023543869
ACH-000086,-0.0779275972333
ACH-000087,-0.44188939267099997
ACH-000092,-0.11041157953
ACH-000095,-0.169426520124
ACH-000097,-0.11625081141100001
ACH-000098,-0.10616764922599999
ACH-000099,-0.050071632069
ACH-000108,0.074576654848
ACH-000113,-0.08498611210760001
ACH-000115,-0.0778903066457
ACH-000116,-0.039146261688
ACH-000118,-0.0736224589142
ACH-000120,-0.236782347272
ACH-000123,0.0989133583734
ACH-000127,-0.19796393083299998
ACH-000128,-0.014854444206700002
ACH-000132,-0.124590919305
ACH-000133,-0.10693973698300001
ACH-000137,-0.165317582621
ACH-000138,-0.173138277598
ACH-000142,0.024417161655599998
ACH-000143,-0.36574066965499996
ACH-000146,0.0017570515968399999
ACH-000148,-0.0603425439875
ACH-000150,-0.121509015211
ACH-000152,-0.20034134357500002
ACH-000153,0.00476525374661
ACH-000159,-0.13290606567500002
ACH-000160,-0.0878112962827
ACH-000163,-0.038519935634199996
ACH-000167,0.42593476288599996
ACH-000168,-0.14181729288699998
ACH-000169,-0.172824090999
ACH-000178,-0.23228664256099998
ACH-000182,-0.119411039862
ACH-000183,-0.105243988608
ACH-000188,0.0684912078987
ACH-000189,0.08397287453600001
ACH-000190,-0.218462365271
ACH-000198,-0.26408271010699996
ACH-000204,-0.31200860707899997
ACH-000206,0.0408768377267
ACH-000207,0.0979926361603
ACH-000211,-0.0538196871958
ACH-000215,-0.118943750174
ACH-000221,-0.033556733381
ACH-000222,0.09377693203060002
ACH-000223,-0.0716844379422
ACH-000226,-0.318220330667
ACH-000227,0.1113097782
ACH-000228,-0.285374231753
ACH-000231,-0.07252608955380001
ACH-000232,-0.11186880852299999
ACH-000233,0.00032351535762700003
ACH-000234,0.0799236648315
ACH-000235,-0.109616762306
ACH-000237,0.0504693235287
ACH-000238,-0.028658621657199998
ACH-000243,-0.333248593912
