,CYB5R4 (51167)
ACH-000004,-0.207098154974
ACH-000007,-0.715245556028
ACH-000009,-0.691861396406
ACH-000011,-0.7328789300409999
ACH-000012,-1.07208070953
ACH-000013,-0.595870092404
ACH-000014,-0.456274591154
ACH-000015,-0.408786296142
ACH-000017,-0.6758684793780001
ACH-000018,-0.36539203908100004
ACH-000019,-0.493855992848
ACH-000021,-0.739824928688
ACH-000022,-0.885188056655
ACH-000025,-0.45319608183999993
ACH-000028,-0.813989211132
ACH-000030,-0.384713893661
ACH-000035,-0.345402174582
ACH-000036,-0.601037362247
ACH-000037,-0.31008388304400003
ACH-000039,-0.406954287636
ACH-000040,-0.457358115529
ACH-000041,-0.369840067975
ACH-000042,-0.605862006859
ACH-000045,-0.46372569029
ACH-000047,-0.45642768305
ACH-000052,-0.675535389794
ACH-000053,-0.4436542328
ACH-000054,-0.36804547913
ACH-000055,-0.314255199629
ACH-000060,-0.353710391532
ACH-000067,-0.11162147377999998
ACH-000070,0.0964386751826
ACH-000075,-0.267543338437
ACH-000078,-1.1021686284899999
ACH-000082,-0.876158799307
ACH-000085,-0.548380649699
ACH-000086,-0.555832237235
ACH-000087,-0.6562401724979999
ACH-000092,-0.31157118409400003
ACH-000095,-0.336916478574
ACH-000097,-0.79019312808
ACH-000098,-0.0677629599771
ACH-000099,-0.93277479144
ACH-000108,-0.587175823925
ACH-000113,-0.6747193072669999
ACH-000115,-0.06597215967230001
ACH-000116,-0.337376226094
ACH-000118,-0.7725014125849999
ACH-000120,-0.454804265759
ACH-000123,-0.635541491877
ACH-000127,-0.504451232571
ACH-000128,-0.597720815245
ACH-000132,-0.509518931106
ACH-000133,-0.5559571407580001
ACH-000137,-0.602204351687
ACH-000138,-0.5800722262219999
ACH-000142,-0.352069138005
ACH-000143,-0.47834717550399997
ACH-000146,-0.269191275916
ACH-000148,-0.568010860642
ACH-000150,-0.28028933601100003
ACH-000152,-0.7456056229629999
ACH-000153,-0.297365264765
ACH-000159,-0.816636791734
ACH-000160,-0.380574563068
ACH-000163,-0.595535172591
ACH-000167,-0.63541928948
ACH-000168,-0.496930242094
ACH-000169,-0.720777900197
ACH-000178,-0.485122550374
ACH-000182,-0.401259877133
ACH-000183,-0.31417360024700003
ACH-000188,-0.316679974957
ACH-000189,-0.291472412583
ACH-000190,-0.676639126278
ACH-000198,-0.254274924837
ACH-000204,-0.40930416386999996
ACH-000206,-0.22491960902199998
ACH-000207,-0.293355786076
ACH-000211,-0.437818137472
ACH-000215,-0.7369096330580001
ACH-000221,-0.68316197364
ACH-000222,-0.551115154139
ACH-000223,-0.960717342934
ACH-000226,-0.391904108989
ACH-000227,-0.509553452176
ACH-000228,-0.5541623246899999
ACH-000231,-0.36431986766400004
ACH-000232,-0.264167936208
