,RAD54L2 (23132)
ACH-000004,-0.404376652338
ACH-000007,-0.580694295997
ACH-000009,-0.276147339153
ACH-000011,-0.296471827595
ACH-000012,-0.280739403851
ACH-000013,-0.329790796456
ACH-000014,-0.3593493108
ACH-000015,0.0159434114732
ACH-000017,-0.0277845180517
ACH-000018,-0.227743012883
ACH-000019,-0.126806716717
ACH-000021,-0.19660548973499997
ACH-000022,-0.24942227047200002
ACH-000025,-0.518832684303
ACH-000028,-0.26603651450800003
ACH-000030,-0.242514953427
ACH-000035,-0.21116667591899999
ACH-000036,-0.296646577042
ACH-000037,-0.9773654759489999
ACH-000039,-0.36031150297700004
ACH-000040,-0.449276651921
ACH-000041,-0.0674308864644
ACH-000042,-0.361267723235
ACH-000045,-0.33669881029
ACH-000047,-0.39324186819300005
ACH-000052,-0.18308451909200002
ACH-000053,-0.271773985925
ACH-000054,-0.294102526599
ACH-000055,-0.431344950251
ACH-000060,-0.448488327415
ACH-000067,-0.178618580597
ACH-000070,-0.76303761767
ACH-000075,-0.589852017693
ACH-000078,-0.105069266057
ACH-000082,-0.24185241514400002
ACH-000085,-0.314023915747
ACH-000086,-0.232731585946
ACH-000087,-0.257684829327
ACH-000092,-0.35760262707400003
ACH-000095,-0.29540816473000003
ACH-000097,-0.18446212558
ACH-000098,-0.245639648385
ACH-000099,-0.272546282906
ACH-000108,-0.075805617949
ACH-000113,-0.254990482326
ACH-000115,-0.663171766896
ACH-000116,-0.227520661451
ACH-000118,-0.412485719094
ACH-000120,-0.21195057289500002
ACH-000123,-0.25126108958
ACH-000127,-0.27594827773
ACH-000128,-0.204541260451
ACH-000132,-0.08262379891760001
ACH-000133,-0.403754590605
ACH-000137,-0.26101404346900003
ACH-000138,-0.41579803989200004
ACH-000142,-0.332459808617
ACH-000143,-0.13194046957
ACH-000146,-0.278358988705
ACH-000148,-0.198706605826
ACH-000150,-0.440039159095
ACH-000152,-0.143461542961
ACH-000153,-0.289444568656
ACH-000159,-0.36528371067599996
ACH-000160,-0.36236265328100004
ACH-000163,-0.257626564938
ACH-000167,-0.64860863878
