,TROVE2 (6738)
ACH-000004,-0.175009486974
ACH-000007,0.058158822766000005
ACH-000009,-0.135481162299
ACH-000011,0.041823689641699996
ACH-000012,-0.180069836438
ACH-000013,0.07512860090139999
ACH-000014,-0.133539987339
ACH-000015,0.023175992519499998
ACH-000017,-0.110853210957
ACH-000018,0.0599504020216
ACH-000019,-0.123526186196
ACH-000021,-0.0309336143503
ACH-000022,0.06212232286259999
ACH-000025,-0.207516532929
ACH-000028,-0.18399055818799998
ACH-000030,0.0177873555879
ACH-000035,-0.15027759603
ACH-000036,-0.039260850535
ACH-000037,-0.100955644473
ACH-000039,-0.131113800505
ACH-000040,-0.11988649984500001
ACH-000041,0.12701050217499998
ACH-000042,-0.07337118132960001
ACH-000045,-0.118699642863
ACH-000047,0.0405996397024
ACH-000052,0.17020376053300001
ACH-000053,-0.124357869345
ACH-000054,-0.05480399969719999
ACH-000055,-0.05529449571719999
ACH-000060,0.19835015299800002
ACH-000067,0.128266424007
ACH-000070,-0.18904120215300002
ACH-000075,0.00963062420977
ACH-000078,0.041457347810199996
ACH-000082,0.0386107846021
ACH-000085,-0.15906763375299998
ACH-000086,-0.11904946635
ACH-000087,-0.0066664489134199995
ACH-000092,-0.051105868707800005
ACH-000095,-0.15024881555199998
ACH-000097,0.07697773914360001
ACH-000098,-0.0741198863153
ACH-000099,-0.0998771237986
ACH-000108,-0.147563175814
ACH-000113,-0.174439114261
ACH-000115,0.0244803431094
ACH-000116,-0.0442766112647
ACH-000118,0.009013803889110002
ACH-000120,0.138063601219
ACH-000123,-0.0629499332892
ACH-000127,-0.00990662498024
ACH-000128,0.0029447680832700002
ACH-000132,-0.120985129627
ACH-000133,-0.329285978062
ACH-000137,-0.07898682770019999
ACH-000138,-0.143454480276
ACH-000142,-0.00455948139521
ACH-000143,-0.026808717393400003
ACH-000146,-0.00253732734261
ACH-000148,-0.0808750988644
ACH-000150,0.07087596676249999
ACH-000152,-0.0171755954104
ACH-000153,-0.337016850175
ACH-000159,-0.057484015506800004
ACH-000160,-0.09396250461760002
ACH-000163,-0.0838972381854
ACH-000167,0.0340590058075
ACH-000168,0.00856959901703
ACH-000169,-0.0104478501776
ACH-000178,0.011534327768700002
ACH-000182,0.0986900515429
ACH-000183,0.0156292989486
ACH-000188,-0.00153638431443
ACH-000189,-0.0856566340505
ACH-000190,0.202900088814
ACH-000198,0.07094699530500001
ACH-000204,-0.5265688796019999
ACH-000206,-0.13117438704099998
ACH-000207,0.0669311930502
ACH-000211,0.0862661242246
ACH-000215,-0.103910373328
ACH-000221,0.140362963498
ACH-000222,-0.156945498761
ACH-000223,-0.0185095963684
ACH-000226,0.0422337338072
ACH-000227,-0.016165186632
ACH-000228,-0.0115744896485
ACH-000231,-0.023719970826500004
ACH-000232,0.015044490030399999
ACH-000233,-0.019489734034599998
ACH-000234,-0.0629138476483
ACH-000235,-0.162922486873
ACH-000237,0.0965720044392
ACH-000238,0.124085205922
ACH-000243,-0.0818039530313
ACH-000244,-0.103391167019
ACH-000246,-0.139110812539
ACH-000248,-0.048909468539199995
ACH-000250,0.0155467934928
ACH-000251,-0.198000350103
ACH-000253,0.0400563443096
ACH-000255,-0.0445022759533
ACH-000256,0.185008469716
ACH-000257,-0.09114615062010001
ACH-000258,0.016119271475100002
ACH-000259,-0.012485122245
ACH-000260,-0.0754450284897
ACH-000261,0.0183178365032
ACH-000262,-0.15080824235999998
ACH-000263,-0.204881157159
ACH-000264,-0.26996429012400003
ACH-000265,0.132680461944
ACH-000266,-0.12187205597100001
ACH-000272,-0.13498503710100002
ACH-000273,-0.081277155365
ACH-000274,0.0226748209943
ACH-000277,-0.0890932731928
ACH-000278,0.030534819362499997
ACH-000279,-0.06437352209269999
ACH-000280,0.0714588124489
ACH-000281,-0.290814042781
ACH-000288,0.08951836768210002
ACH-000291,0.188713142291
ACH-000293,-0.11692085594
ACH-000294,0.104964308168
ACH-000295,0.0030327674890000002
ACH-000296,0.176318996166
ACH-000302,0.039836664878699996
ACH-000304,-0.130272066282
ACH-000307,0.045511826079
ACH-000308,-0.010672775147599999
ACH-000310,-0.0661378273658
ACH-000311,0.0162298273905
ACH-000312,-0.0127422189935
ACH-000315,-0.16458786768
ACH-000316,0.039879901134
ACH-000317,0.00428773960281
ACH-000318,0.184353367421
ACH-000319,-0.0182723755038
ACH-000320,-0.301291778911
ACH-000322,-0.109627439011
ACH-000323,-0.0639589379338
ACH-000324,0.0826456705221
ACH-000329,-0.0331638697019
ACH-000330,0.279799747012
ACH-000331,0.047121618896699996
ACH-000332,-0.00499334226096
ACH-000334,-0.20188859006700002
ACH-000335,0.11836049842700001
ACH-000336,-0.342668095096
ACH-000337,-0.10620889671700001
ACH-000339,-0.0439515111018
ACH-000341,-0.06301685350330001
ACH-000348,-0.028951490120599995
ACH-000350,-0.0187256397431
ACH-000352,0.05363321060909999
ACH-000356,0.18610309547200002
ACH-000361,0.18714054315499998
ACH-000362,-0.012353557234499999
ACH-000363,-0.08824766235619999
