,MKRN1 (23608)
ACH-000004,-0.46894977567100005
ACH-000007,-0.44494130219899997
ACH-000009,-0.6519086796670001
ACH-000011,-0.840925715046
ACH-000012,-0.693982352058
ACH-000013,-0.538593907084
ACH-000014,-0.8057454888079999
ACH-000015,-0.568729069529
ACH-000017,-0.809513271977
ACH-000018,-0.451564762918
ACH-000019,-0.27909850977
ACH-000021,-0.802810399156
ACH-000022,-0.44272941743600003
ACH-000025,-0.390050784654
ACH-000028,-0.529215487128
ACH-000030,-0.45332836352399997
ACH-000035,-0.54328900021
ACH-000036,-0.642630826934
ACH-000037,-0.744904847163
ACH-000039,-0.530308492219
ACH-000040,-0.546679629479
ACH-000041,-0.529919757639
ACH-000042,-0.7428951010729999
ACH-000045,-0.615127264156
ACH-000047,-0.5116459337979999
ACH-000052,-0.7000610587880001
ACH-000053,-0.383623926678
ACH-000054,-0.704069934422
ACH-000055,-0.708831819974
ACH-000060,-0.49076910097800003
ACH-000067,-0.550380718221
ACH-000070,-0.253424736466
ACH-000075,-0.749542743874
ACH-000078,-0.5209591414670001
ACH-000082,-0.837296774352
ACH-000085,-0.6143875745
ACH-000086,-0.31642582061700003
ACH-000087,-0.6377514305349999
ACH-000092,-0.434575161659
ACH-000095,-0.628857040949
ACH-000097,-0.556693375478
ACH-000098,-0.420814425222
ACH-000099,-0.556123199359
ACH-000108,-0.664120716964
ACH-000113,-0.39610624418799995
ACH-000115,-0.512007453231
ACH-000116,-0.588191352807
ACH-000118,-0.5507875267100001
ACH-000120,-0.580573498994
ACH-000123,-0.456578138811
ACH-000127,-0.522541918609
ACH-000128,-0.582933607976
ACH-000132,-0.635701717858
ACH-000133,-0.6889275256380001
ACH-000137,-0.409399503935
ACH-000138,-0.412597453239
ACH-000142,-0.470852320908
ACH-000143,-0.546914767055
ACH-000146,-0.644521863269
ACH-000148,-0.570145801672
ACH-000150,-0.56753784264
ACH-000152,-0.435937545984
ACH-000153,-0.40634663323700004
ACH-000159,-0.7001693458230001
ACH-000160,-0.134070665162
ACH-000163,-0.49438015181
ACH-000167,-0.138974118256
ACH-000168,-0.43220492332500005
ACH-000169,-0.41595438230400006
ACH-000178,-0.653832949684
ACH-000182,-0.47930364682
ACH-000183,-0.332815881046
ACH-000188,-0.41477452460299996
ACH-000189,-0.463026343496
ACH-000190,-0.12313322185
ACH-000198,-0.471059708813
ACH-000204,-0.44882537096
ACH-000206,-0.44440434452
ACH-000207,-0.374635102998
ACH-000211,-0.389456826498
ACH-000215,-0.491093918225
ACH-000221,-0.531185467102
ACH-000222,-0.596112179203
ACH-000223,-0.623071656299
ACH-000226,-0.675720959054
ACH-000227,-0.759565034413
ACH-000228,-0.568777830932
ACH-000231,-0.5164431043550001
ACH-000232,-0.772297069132
ACH-000233,-0.651196736239
ACH-000234,-0.841057809569
ACH-000235,-0.648680201006
ACH-000237,-0.616638800841
ACH-000238,-0.49029083693400005
ACH-000243,-0.36692614750200003
ACH-000244,-0.706110411763
ACH-000246,-0.659623242166
ACH-000248,-0.43021409879199995
ACH-000250,-0.636711747994
ACH-000251,-0.922040545063
ACH-000253,-0.592677592458
ACH-000255,-0.516729850496
ACH-000256,-0.48353498503700004
ACH-000257,-0.146117361331
ACH-000258,-0.55153370661
ACH-000259,-0.45109349168000007
ACH-000260,-0.529829367018
ACH-000261,-0.629301951272
