,FASN (2194)
ACH-000004,-0.12121420578299999
ACH-000007,-0.82651676479
ACH-000009,-0.645050661625
ACH-000011,-0.115683845069
ACH-000012,0.0110217535861
ACH-000013,-0.101949665326
ACH-000014,-0.538905169043
ACH-000015,-0.08380285237099999
ACH-000017,-0.0674645350653
ACH-000018,-0.36513509455
ACH-000019,-0.49145269696599997
ACH-000021,0.013078035860899999
ACH-000022,-1.24608708997
ACH-000025,-0.959658253543
ACH-000028,-0.14338246185599998
ACH-000030,-0.08463322743039998
ACH-000035,-0.44427758751900004
ACH-000036,-0.46382127977399995
ACH-000037,0.0261530427668
ACH-000039,-0.215736907654
ACH-000040,-0.30151043605300004
ACH-000041,-0.174108690545
ACH-000042,-0.17052684453400002
ACH-000045,1.0283004082
ACH-000047,0.0314182619597
ACH-000052,-0.46386375048999995
ACH-000053,0.10948098310900001
ACH-000054,0.29085417230099997
ACH-000055,-0.300992370311
ACH-000060,-0.30170940178399996
ACH-000067,-0.501629477046
ACH-000070,-0.173411923803
ACH-000075,-0.239498401968
ACH-000078,-0.36000420444799996
ACH-000082,0.185466277913
ACH-000085,-0.131531960494
ACH-000086,-1.03043594715
ACH-000087,-0.18606581078200002
ACH-000092,0.10484618837000001
ACH-000095,-0.282265927503
ACH-000097,-0.046131462521
ACH-000098,-0.9314808040970001
ACH-000099,-0.24488133866
ACH-000108,-0.160274964136
ACH-000113,0.22421912766399998
ACH-000115,-0.39766242909
ACH-000116,-0.23668127337499997
ACH-000118,0.39558293281199997
ACH-000120,-0.34595464375699997
ACH-000123,-0.637583771041
ACH-000127,0.0737132750989
ACH-000128,-0.373245666871
ACH-000132,0.24168126687
ACH-000133,-0.0419127577018
ACH-000137,0.0764697252208
ACH-000138,-0.841589530713
ACH-000142,-0.517088827888
ACH-000143,-0.051948693125800006
ACH-000146,0.7287597714569999
ACH-000148,-0.12982111750800002
ACH-000150,-0.17250568214499998
ACH-000152,-0.290114412253
ACH-000153,0.235444473941
ACH-000159,-0.0133250006158
ACH-000160,-0.269656859327
ACH-000163,0.04652233024730001
ACH-000167,-0.8499101728139999
ACH-000168,-0.037437007728900004
ACH-000169,-0.530137204506
ACH-000178,-0.43188226775
ACH-000182,-0.222128368781
ACH-000183,0.027022039898299998
ACH-000188,-0.179881957399
ACH-000189,-0.026954529789100002
ACH-000190,-0.471195546179
ACH-000198,-0.0147416314619
ACH-000204,0.051214945149600004
ACH-000206,0.644518901864
ACH-000207,-0.485025131818
ACH-000211,-0.0990768709725
ACH-000215,-0.577980684406
ACH-000221,-0.456603579725
ACH-000222,-0.653578571932
ACH-000223,-0.172492990832
ACH-000226,-0.09006970678239999
ACH-000227,0.00692159774094
ACH-000228,-0.010463349992
ACH-000231,-0.22366087831700002
ACH-000232,-0.455238402682
ACH-000233,-0.911872569188
ACH-000234,-0.402769972288
ACH-000235,-0.35075462470299995
ACH-000237,-0.369985794569
ACH-000238,-0.76996955298
ACH-000243,0.11572037971100001
ACH-000244,-0.451137939818
ACH-000246,-0.0605981613193
ACH-000248,-0.492414503947
ACH-000250,-0.142342713499
ACH-000251,0.00199347619176
ACH-000253,-0.561706534625
ACH-000255,-0.49104467651199996
ACH-000256,-0.186086016458
ACH-000257,-0.35565385848399994
ACH-000258,-0.0934752143299
ACH-000259,-0.164748465007
ACH-000260,-0.191333419138
ACH-000261,-0.138115740226
ACH-000262,-0.644620233022
ACH-000263,-0.08235600542839999
ACH-000264,-0.210353492102
ACH-000265,-0.144314627369
ACH-000266,-0.051760569494
ACH-000272,-0.165726837207
ACH-000273,-0.509079359988
ACH-000274,-0.14084238504000002
ACH-000277,-0.24031839849199998
ACH-000278,-0.026287739164200002
ACH-000279,-0.33779790966799994
ACH-000280,-0.22552328655
ACH-000281,-0.250922917277
ACH-000288,-0.40849614715000004
ACH-000291,-0.385441364704
ACH-000293,-0.24288128523299998
ACH-000294,2.54315434218
ACH-000295,0.215166371888
ACH-000296,-0.452172358999
ACH-000302,-0.164507015865
ACH-000304,0.0428289070685
ACH-000307,-0.050908839495599996
ACH-000308,-0.023052101291799996
ACH-000310,-0.480315431268
ACH-000311,-0.513291456403
ACH-000312,-0.37295835253700005
ACH-000315,0.08354783576210001
ACH-000316,-0.957056020625
ACH-000317,-0.0338108283015
ACH-000318,-0.269796538219
ACH-000319,-0.28472227334600003
ACH-000320,0.393330708337
ACH-000322,-0.379972943373
ACH-000323,-0.191870906974
ACH-000324,-0.119997564739
ACH-000329,-0.0793693784519
ACH-000330,-0.00575474978748
ACH-000331,-0.341247489186
ACH-000332,-0.133096783206
ACH-000334,0.0683529691232
ACH-000335,0.20464757765900002
ACH-000336,-0.137580671307
ACH-000337,-0.6202646528010001
ACH-000339,-0.114116449966
ACH-000341,-0.0787139721028
ACH-000348,-0.08765383545810002
ACH-000350,-0.249350204486
ACH-000352,-0.42139760115099995
ACH-000356,-0.604629564289
ACH-000361,0.0110453613529
ACH-000362,1.6254947872
ACH-000363,-0.297503651407
ACH-000364,-0.021303071615299998
ACH-000365,-0.171773582951
ACH-000366,-0.09512225045289999
ACH-000368,-0.0976925148638
ACH-000374,-0.131151405453
ACH-000375,-0.39190922920500004
ACH-000376,0.020921613115299997
ACH-000381,-0.430227212302
ACH-000383,-0.6625905871769999
ACH-000387,-0.36489498297899997
ACH-000389,-0.091628600635
ACH-000390,-0.812309741275
ACH-000393,-0.12011668231799999
ACH-000395,-0.8166178032089999
ACH-000397,-0.13626720340600001
ACH-000401,-0.271989259646
ACH-000402,0.518019465519
ACH-000403,-0.436595979588
ACH-000404,-0.880370463627
ACH-000406,-0.5671970491539999
ACH-000407,-0.139117412199
ACH-000408,-0.667575427778
ACH-000410,0.17096064821499998
ACH-000411,0.020381325417400002
ACH-000414,-1.05988894433
ACH-000415,-0.102088912063
ACH-000416,-0.16772290965
ACH-000420,-0.187416983768
ACH-000421,-0.325634384003
ACH-000424,-0.48261547988000003
ACH-000425,-0.145436130982
ACH-000426,-0.029958080824
ACH-000427,-0.411750914616
ACH-000433,-0.111663189097
ACH-000436,0.191435424673
ACH-000444,-0.00656793191307
ACH-000445,-0.282820588058
ACH-000448,-0.00589274923201
ACH-000450,-0.627092927798
ACH-000452,0.0762123792972
ACH-000454,-0.8856259774899999
ACH-000458,-0.0374176601533
ACH-000459,-0.334868379523
ACH-000460,-0.0119492329881
ACH-000461,-0.216931063141
ACH-000463,-0.34241313934100004
ACH-000464,-0.31197222170899996
ACH-000466,-0.502432017179
ACH-000467,-0.686981400156
ACH-000468,-0.48066634918799994
ACH-000469,-0.036217977225900005
ACH-000470,-0.737869743661
ACH-000471,0.0515596692315
ACH-000472,-0.120618329765
ACH-000473,-0.26446302170499997
ACH-000475,-0.473423315262
ACH-000476,-0.34191307156499995
ACH-000477,0.19623092824900001
ACH-000480,-0.33148950688
ACH-000481,-0.119013873817
ACH-000483,-0.0543763568768
ACH-000484,0.0029262780867499996
ACH-000485,-0.304783740539
ACH-000486,-0.423259676031
ACH-000487,-0.174862541663
ACH-000488,-0.27395780726999996
ACH-000490,0.107649932194
ACH-000491,-0.36423095371299996
ACH-000495,-0.208438805807
ACH-000496,-0.125970994868
ACH-000499,-0.41790323486599995
ACH-000500,-0.658110841927
ACH-000502,-0.44421866771000007
ACH-000503,-0.215046107213
ACH-000505,0.10852365036699999
ACH-000507,-0.72210197102
ACH-000510,-0.0481613891904
ACH-000511,-0.131753745004
ACH-000512,0.00796596657825
ACH-000516,-0.014041590243200001
ACH-000517,0.091137491517
ACH-000518,-0.16680852417199998
ACH-000520,-0.340644039208
ACH-000521,-0.592921250285
ACH-000522,0.0444699558519
ACH-000524,-0.209532461006
ACH-000527,-0.109114196733
ACH-000528,-0.340678546899
ACH-000537,0.09478725081150001
ACH-000541,-0.280286225701
ACH-000542,-0.474007951961
ACH-000544,-0.108789533802
ACH-000545,-0.5990510693159999
ACH-000547,-0.492417564785
ACH-000548,-0.8930946091230001
ACH-000549,-0.594125320364
ACH-000550,-0.39237609647
ACH-000552,-0.75007186287
ACH-000556,-0.1758980176
ACH-000557,-0.24869975876400002
ACH-000570,-0.791685208227
ACH-000571,-0.525570140515
ACH-000573,0.057910061633
ACH-000576,-0.07693141231669999
ACH-000580,-0.665550563413
ACH-000584,-0.0477408347554
ACH-000585,0.055893735635000004
ACH-000588,0.103140902886
ACH-000589,-0.608264818062
ACH-000591,0.10918276517000002
ACH-000593,-0.257570585231
ACH-000600,0.0262822724504
ACH-000601,-0.0946829648415
ACH-000604,0.200669820621
ACH-000605,0.161647728303
ACH-000606,-0.452009545044
ACH-000608,-0.49326679732
ACH-000614,-0.8864387355460001
ACH-000616,-0.09131296460480001
ACH-000618,-0.17819123650600002
ACH-000619,-0.327754670977
ACH-000620,0.041636758514
ACH-000621,-0.055002476528699995
ACH-000622,-0.232975000992
ACH-000623,-0.161287192819
ACH-000624,-0.161293923798
ACH-000627,-0.897534098742
ACH-000630,-0.15032087624
ACH-000632,-0.88516173653
ACH-000633,-0.560311415195
ACH-000637,0.18820298196199997
ACH-000638,-0.29998254679999997
ACH-000646,-0.346516917474
ACH-000647,-0.00355488664959
ACH-000648,-0.124839642339
ACH-000649,-0.779528939934
ACH-000651,0.00518054087999
ACH-000652,-1.04540563093
ACH-000653,-0.0217956779907
ACH-000657,-0.233862125031
ACH-000658,0.0227400326655
ACH-000661,-0.562305775695
ACH-000662,-0.382317045081
ACH-000663,-0.0283099584534
ACH-000665,0.0398219105524
ACH-000671,-0.405354453314
ACH-000673,-0.32437771071
ACH-000676,-1.13405221671
ACH-000677,-0.00257828135904
ACH-000681,-0.833837807485
ACH-000682,-0.384195316743
ACH-000683,-0.118910119893
ACH-000684,-0.33244385105700003
ACH-000688,-0.280486071322
ACH-000693,-0.287151785935
ACH-000694,-0.292004227289
ACH-000695,-0.66022864309
ACH-000696,-0.104053395882
ACH-000697,0.0758949825907
ACH-000699,-0.0134339326887
ACH-000701,-0.500517250941
ACH-000706,-0.312987108316
ACH-000711,-0.237025810827
ACH-000713,-0.18458324026099998
ACH-000714,-0.06567387105019999
ACH-000718,-0.18075755159
ACH-000720,-0.153519652472
ACH-000721,-0.7467715857639999
ACH-000724,-0.156734141483
ACH-000725,0.130675120949
ACH-000732,0.21910314910599998
ACH-000734,-0.314178614318
ACH-000735,0.21420172949900002
ACH-000736,-0.29671668115600003
ACH-000738,-0.086284271407
ACH-000746,-0.24564401728799998
ACH-000747,-0.031616172297299995
ACH-000748,-0.0310551676409
ACH-000753,-0.114289094748
ACH-000756,0.00239315420852
ACH-000757,-0.171576585569
ACH-000758,-0.50989596577
ACH-000760,-0.0016510650546800003
ACH-000763,0.189158519537
ACH-000764,-0.082403196636
ACH-000765,-0.793567046582
ACH-000766,-0.04419240148299999
ACH-000767,-0.17424297799600003
ACH-000768,-0.147051143928
ACH-000769,-0.40179136302100005
ACH-000770,-0.293704362281
ACH-000771,0.465965256017
ACH-000773,-0.226760445331
ACH-000776,-0.35356028272100004
ACH-000777,-0.369644746876
ACH-000778,-0.183146902903
ACH-000781,-0.102428799048
ACH-000782,-0.031021510180599995
ACH-000783,-0.0763711610819
ACH-000784,-0.44592930271799996
ACH-000785,-1.05553940342
ACH-000787,-0.22060468169
ACH-000788,-1.0328542927200002
ACH-000791,-0.321985156818
ACH-000792,-1.00425253559
ACH-000794,-0.7071466277840001
ACH-000796,0.088037184561
ACH-000799,0.0216694844441
ACH-000800,-0.051989124863599995
ACH-000802,-0.49807109278000006
ACH-000804,-0.126277055275
ACH-000805,-0.24214229217900002
ACH-000809,-0.180281997771
ACH-000810,-0.757593832321
ACH-000811,-0.14235497444599998
ACH-000817,-0.630366325915
ACH-000819,-0.8202994981399999
ACH-000820,-0.179647563904
ACH-000821,-0.190770420889
ACH-000822,0.07005724132919999
ACH-000823,-0.38020746752499995
ACH-000824,-0.270608331408
ACH-000827,-0.207605295625
ACH-000829,-0.122376366216
ACH-000831,0.0506402662441
ACH-000832,-0.747092022578
ACH-000833,-0.19689924700999997
ACH-000834,-1.0019542779700001
ACH-000835,-0.180159586298
ACH-000836,-1.1978281931399999
ACH-000837,-0.00364909234169
ACH-000838,-0.270373503477
ACH-000839,-0.35627052221999994
ACH-000840,-0.0763726405698
ACH-000841,-0.520701311675
ACH-000843,-0.577796145907
ACH-000846,-0.353629026994
ACH-000847,-0.160067463694
ACH-000848,-0.44335846788500005
ACH-000849,-0.40397256205399995
ACH-000851,-0.220655082425
ACH-000855,-0.424166674086
ACH-000856,-0.06611187973430001
