,H2AFV (94239)
ACH-000004,-0.10480021005699999
ACH-000007,-0.12749834182800002
ACH-000009,-0.20938235144200001
ACH-000011,-0.101713111043
ACH-000012,0.00175214756524
ACH-000013,0.149423915487
ACH-000014,0.06984126761239999
ACH-000015,0.0672595963153
ACH-000017,-0.09426771738369999
ACH-000018,-0.1648072569
ACH-000019,-0.428888710452
ACH-000021,0.022063954961299998
ACH-000022,-0.199523463144
ACH-000025,-0.020757798442099996
ACH-000028,-0.0433036066428
ACH-000030,0.012236204904399998
ACH-000035,-0.132734891896
ACH-000036,0.057145252520199995
ACH-000037,0.115032956745
ACH-000039,0.0395676864359
ACH-000040,-0.012587126152600001
ACH-000041,-0.240979712799
ACH-000042,-0.0819872900748
ACH-000045,-0.0368379178758
ACH-000047,-0.135297568791
ACH-000052,-0.49588835278399995
ACH-000053,0.0882068512263
ACH-000054,-0.20356714126800002
ACH-000055,-0.160996964865
ACH-000060,-0.24929758367600002
ACH-000067,-0.121215921293
ACH-000070,0.07590506499310001
ACH-000075,-0.29789786728100004
ACH-000078,-0.322448168268
ACH-000082,-0.044166165852499994
ACH-000085,-0.10577679488
ACH-000086,-0.0138754789464
ACH-000087,-0.20585564967
ACH-000092,0.0177242464529
ACH-000095,-0.055886839668500006
ACH-000097,0.0051561142953999994
ACH-000098,-0.00764602789986
ACH-000099,-0.36803601835
ACH-000108,-0.006903604511109999
ACH-000113,0.16433004144000002
ACH-000115,-0.214825670269
ACH-000116,-0.20702871684799998
ACH-000118,0.008406225386510001
ACH-000120,0.0150034381826
ACH-000123,-0.176141557746
ACH-000127,0.058024786735899996
ACH-000128,0.106063222979
ACH-000132,-0.0117098889747
ACH-000133,-0.197609760457
ACH-000137,0.253097298916
ACH-000138,0.0764422462701
ACH-000142,-0.190749502135
ACH-000143,-0.10955738957000001
ACH-000146,0.0113906622031
ACH-000148,-0.0643197991697
ACH-000150,-0.17985836093
ACH-000152,0.0187062361764
ACH-000153,0.21029768665100002
ACH-000159,-0.09350375209480001
ACH-000160,-0.08817098609020001
ACH-000163,0.28106254222
ACH-000167,0.18323575708
ACH-000168,0.22431298882
ACH-000169,0.00256909538733
ACH-000178,-0.09403644651569999
ACH-000182,-0.00949703492412
ACH-000183,0.247059449894
ACH-000188,0.169962230084
ACH-000189,0.116651704892
ACH-000190,0.0768767179114
ACH-000198,-0.159022782141
ACH-000204,0.059245554048699994
ACH-000206,-0.026979028426
ACH-000207,-0.13555930982699999
ACH-000211,-0.101796431614
ACH-000215,-0.04767295894859999
ACH-000221,-0.18240052619000002
ACH-000222,0.109007392816
ACH-000223,-0.129829891285
ACH-000226,0.117666787204
ACH-000227,-0.440096928012
ACH-000228,-0.0379379131845
ACH-000231,-0.042105818700400005
ACH-000232,-0.0583450907911
ACH-000233,0.123761499158
ACH-000234,-0.12177037324899999
ACH-000235,-0.200520733473
ACH-000237,-0.162350982235
ACH-000238,-0.311222767892
ACH-000243,-0.0172784419515
ACH-000244,-0.233799272081
ACH-000246,0.037277048169199994
ACH-000248,-0.0839174075415
ACH-000250,-0.0988289634258
ACH-000251,-0.221988711969
ACH-000253,-0.188288467764
ACH-000255,-0.0061954463680099995
ACH-000256,0.120493410771
ACH-000257,0.188527296404
ACH-000258,0.17162619414799998
ACH-000259,-0.19478617058699998
ACH-000260,-0.0372390074876
ACH-000261,-0.266922778029
ACH-000262,0.054756973388
ACH-000263,-0.00914550884074
ACH-000264,0.0506122355325
ACH-000265,0.00498468726765
ACH-000266,-0.219099089064
ACH-000272,-0.232532670332
ACH-000273,0.152298199504
ACH-000274,-0.0452584447745
ACH-000277,-0.0587353316859
ACH-000278,0.0132722115415
ACH-000279,-0.222848981487
ACH-000280,-0.102665433646
ACH-000281,-0.35906264457500003
ACH-000288,-0.166749085471
ACH-000291,-0.13188370313
ACH-000293,-0.32587458012
ACH-000294,0.0662437994673
ACH-000295,0.232467252181
ACH-000296,0.154491963192
ACH-000302,-0.061430220394800006
ACH-000304,-0.37084433009400003
ACH-000307,-0.21447748235800002
ACH-000308,-0.263193831044
ACH-000310,-0.172397515492
ACH-000311,-0.35025913974699996
ACH-000312,-0.00621167882917
ACH-000315,-0.053492434736
ACH-000316,-0.143445249917
ACH-000317,0.44938152285300004
ACH-000318,0.19410544647
ACH-000319,-0.0275449228259
ACH-000320,-0.160422434144
ACH-000322,-0.186629674513
ACH-000323,-0.0670063329758
ACH-000324,0.13355223775
ACH-000329,-0.09998091323139999
ACH-000330,-0.162399486926
ACH-000331,-0.186471061387
ACH-000332,-0.150721960542
ACH-000334,0.0799823554907
ACH-000335,0.330337477426
ACH-000336,-0.163587926375
ACH-000337,-0.0321746694125
ACH-000339,-0.146967547624
ACH-000341,0.08253914821210001
ACH-000348,-0.00423217235514
ACH-000350,-0.376543563601
ACH-000352,-0.05779546649469999
ACH-000356,-0.116555034016
ACH-000361,-0.133727394908
ACH-000362,0.0842782024222
ACH-000363,-0.153163267755
ACH-000364,-0.0619291487743
ACH-000365,-0.19185930704999998
ACH-000366,-0.006429294356560001
ACH-000368,0.06883026086619999
ACH-000374,0.12597902388499999
ACH-000375,-0.243310131001
ACH-000376,0.023783099709900002
ACH-000381,-0.116756884934
ACH-000383,0.0564334411912
ACH-000387,-0.061588446345699994
ACH-000389,-0.311535503971
ACH-000390,-0.044276892421900006
ACH-000393,-0.0418995521072
ACH-000395,0.0180874672091
ACH-000397,-0.0201446176838
ACH-000401,-0.130257013938
ACH-000402,-0.0177967596442
ACH-000403,-0.13598529675999999
ACH-000404,-0.322034210941
ACH-000406,-0.120327710444
ACH-000407,-0.0262476870278
ACH-000408,-0.332966660685
ACH-000410,-0.15899906075099998
ACH-000411,-0.0724999224493
ACH-000414,0.011100496255299998
ACH-000415,0.115428850028
ACH-000416,-0.283159864445
ACH-000420,-0.09243100993110001
ACH-000421,-0.181115923297
ACH-000424,0.129602735038
ACH-000425,-0.19740322116999998
ACH-000426,0.0782658887551
ACH-000427,-0.0825812219178
ACH-000433,-0.061665912375499995
ACH-000436,0.07035093271250001
ACH-000444,-0.0308199922081
ACH-000445,0.056499824588099996
ACH-000448,-0.33934795380500005
ACH-000450,-0.20876250225600002
ACH-000452,-0.33275104092700003
ACH-000454,-0.09302296094620001
ACH-000458,0.028522270173599998
ACH-000459,0.062232054847
ACH-000460,-0.026717352079599997
ACH-000461,-0.144018337203
ACH-000463,-0.134995353988
ACH-000464,-0.223116442759
ACH-000466,-0.230552683994
ACH-000467,-0.136694008471
ACH-000468,-0.00824905283704
ACH-000469,-0.0951452266413
ACH-000470,0.132251707898
ACH-000471,0.000568476914023
ACH-000472,0.07371433715180001
ACH-000473,-0.017508226233700002
ACH-000475,-0.0041813715864
ACH-000476,-0.10999953715399999
ACH-000477,-0.213998125359
ACH-000480,-0.111223240659
ACH-000481,-0.060056292149999996
ACH-000483,-0.0515049473582
ACH-000484,0.15080604454500002
ACH-000485,0.0074572388224300006
ACH-000486,0.004254820178690001
ACH-000487,-0.0469565135338
ACH-000488,-0.0030381521523899996
ACH-000490,0.120061253895
ACH-000491,-0.0542540532783
ACH-000495,-0.241433209489
ACH-000496,-0.105606823817
ACH-000499,0.19086052725000002
ACH-000500,-0.0914125450535
ACH-000502,-0.0490966849031
ACH-000503,0.28312592178199997
ACH-000505,-0.15310217765999998
ACH-000507,0.0739080807083
ACH-000510,0.109167419978
ACH-000511,-0.101687760849
ACH-000512,-0.164300740619
ACH-000516,-0.30996960918
ACH-000517,-0.203586723897
ACH-000518,-0.226376366439
ACH-000520,-0.0019908821504500004
ACH-000521,0.047749722499
ACH-000522,-0.13748284032400002
ACH-000524,-0.123435256369
ACH-000527,-0.182707236198
ACH-000528,-0.0307483733117
ACH-000537,0.0239855115056
ACH-000541,-0.010888143212299998
ACH-000542,-0.0140784938415
ACH-000544,-0.08371819800210001
ACH-000545,-0.0494115270212
ACH-000547,0.015364600279700002
ACH-000548,0.08862231480239999
ACH-000549,0.009041263809389999
ACH-000550,-0.223496241208
ACH-000552,0.0718710008943
ACH-000556,-0.053189442107199995
ACH-000557,-0.0803757711043
ACH-000570,-0.185890125353
ACH-000571,0.160257489075
ACH-000573,-0.23781125183200003
ACH-000576,-0.307113632881
ACH-000580,-0.08776019183730001
ACH-000584,-0.0952287095563
ACH-000585,-0.108813333333
