,LOH12CR1 (118426)
ACH-000238,-0.544645564171
ACH-000243,-0.296347432115
ACH-000244,-0.440043530304
ACH-000246,-0.323547041175
ACH-000248,-0.29182218458799997
ACH-000250,-0.381644706664
ACH-000251,-0.641629524675
ACH-000253,-0.3848665482
ACH-000255,-0.333685061331
ACH-000256,-0.21057659975200002
ACH-000257,-0.316749467821
ACH-000258,-0.203934618868
ACH-000259,-0.39679816105
ACH-000260,-0.316973400044
ACH-000261,-0.367271671456
ACH-000262,-0.383262173787
ACH-000263,-0.50819802632
ACH-000264,-0.47938600192100006
ACH-000265,-0.190719279502
ACH-000266,-0.408485742072
ACH-000272,-0.535561730299
ACH-000273,-0.5893662905479999
ACH-000274,-0.383696425921
ACH-000277,-0.528278557941
ACH-000278,-0.281082878408
ACH-000279,-0.424395541563
ACH-000280,-0.300360965524
ACH-000281,-0.42154308045999994
ACH-000288,-0.41624687520000003
ACH-000291,-0.464861774085
ACH-000293,-0.23755800204799998
ACH-000294,-0.682210326089
ACH-000295,-0.966776886716
ACH-000296,-0.7301719787600001
ACH-000302,-0.32761088220199996
ACH-000304,-0.6569857380399999
ACH-000307,-0.42319076312200005
ACH-000308,-0.316651980165
ACH-000310,-0.320019516566
ACH-000311,-0.320620671827
ACH-000312,-0.363306487844
ACH-000315,-0.0671208974494
ACH-000316,-0.35419790191
ACH-000317,-0.51606288858
ACH-000318,-0.33292050602699996
ACH-000319,-0.5902407551100001
ACH-000320,-0.445643811585
ACH-000322,-0.217174681629
ACH-000323,-0.384075734229
ACH-000324,-0.39707672741899996
ACH-000329,-0.414972823427
ACH-000330,-0.515844051811
ACH-000331,-0.5069863958399999
ACH-000332,-0.355168742434
ACH-000334,-0.101859873085
ACH-000335,-0.43927703323399997
ACH-000336,-0.410891780311
ACH-000337,-0.32544114130999996
ACH-000339,-0.498299185423
ACH-000341,-0.225088502291
ACH-000348,-0.448209454558
ACH-000350,-0.36063784863399995
ACH-000352,-0.318887587431
ACH-000356,-0.365034194529
ACH-000361,-0.44285917855499995
ACH-000362,-0.449383805888
ACH-000363,-0.461066904579
ACH-000364,-0.25134999743700004
ACH-000365,-0.338558135242
ACH-000366,-0.36135543919
ACH-000368,-0.551455330847
ACH-000374,-0.405790398275
ACH-000375,-0.127508778851
ACH-000376,-0.327562111055
ACH-000381,-0.29560332409
ACH-000383,-0.380263849321
ACH-000387,-0.412270316338
ACH-000389,-0.294722662205
ACH-000390,-0.36955699540299997
ACH-000393,-0.455862635689
ACH-000395,-0.275699804814
ACH-000397,-0.374128142436
ACH-000401,-0.272893982345
ACH-000402,-0.539243081109
ACH-000403,-0.558457588853
ACH-000404,-0.586753657483
ACH-000406,-0.316995117356
ACH-000407,-0.591614049664
ACH-000408,-0.40301599964100004
ACH-000410,-0.39553120621
ACH-000411,-0.536687519534
ACH-000414,-0.540093768209
ACH-000415,-0.36182514295
ACH-000416,-0.37114270172200003
ACH-000420,-0.279907506971
ACH-000421,-0.468377686969
ACH-000424,-0.5731556977319999
ACH-000425,-0.36202084272600005
ACH-000426,-0.341004068752
ACH-000427,-0.350920817778
ACH-000433,-0.398339433896
ACH-000436,-0.42374717592200006
ACH-000444,-0.390146343073
ACH-000445,-0.280415493354
ACH-000448,-0.458071854891
ACH-000450,-0.5692378182819999
ACH-000452,-0.380322135635
ACH-000454,-0.575372318763
ACH-000458,-0.412300388693
ACH-000459,-0.238650567813
ACH-000460,-0.375602517877
ACH-000461,-0.296481094974
ACH-000463,-0.46936553551000004
ACH-000464,-0.551870406588
ACH-000466,-0.35718004142899995
ACH-000467,-0.39086851545400003
ACH-000468,-0.55211040352
ACH-000469,-0.35828224714400003
ACH-000470,-0.8356242838500001
ACH-000471,-0.5185103622039999
ACH-000472,-0.464757123584
ACH-000473,-0.379359600647
ACH-000475,-0.416633355292
ACH-000476,-0.47852612218
ACH-000477,-0.566794505167
ACH-000480,-0.463842906022
ACH-000481,-0.469860494995
ACH-000483,-0.263564855284
ACH-000484,-0.31871186944200003
ACH-000485,-0.426032714023
ACH-000486,-0.255048737584
ACH-000487,-0.362281838796
ACH-000488,-0.25502109202
ACH-000490,-0.386383157622
ACH-000491,-0.182398010244
ACH-000495,-0.535883774651
ACH-000496,-0.557429061218
ACH-000499,-0.261642069621
ACH-000500,-0.209086761882
ACH-000502,-0.320843959979
ACH-000503,-0.102511392217
ACH-000505,-0.465178273551
ACH-000507,-0.489619576588
ACH-000510,-0.288319846774
ACH-000511,-0.419941958391
ACH-000512,-0.465054543716
ACH-000516,-0.43291696160899995
ACH-000517,-0.39278108081999996
ACH-000518,-0.476137471555
ACH-000520,-0.504523343024
ACH-000521,-0.530188289177
ACH-000522,-0.37770887015199994
ACH-000524,-0.305916336675
ACH-000527,-0.35121597828
ACH-000528,-0.19159418941599998
ACH-000537,-0.436282165762
ACH-000541,-0.303028223983
ACH-000542,-0.396241794099
ACH-000544,-0.421141633744
ACH-000545,-0.6003971887640001
ACH-000547,-0.384575387431
ACH-000548,-0.578857646803
ACH-000549,-0.35047616046499996
ACH-000550,-0.405818108976
ACH-000552,-0.41772089556
ACH-000556,-0.350998922755
ACH-000557,-0.535336643548
ACH-000570,-0.399208355595
ACH-000571,-0.507101970931
ACH-000573,-0.48127749751599996
ACH-000576,-0.39789939365000004
ACH-000580,-0.349930712161
ACH-000584,-0.31091004815
ACH-000585,-0.367924895467
ACH-000588,-0.22015394916099998
ACH-000589,-0.430427974917
ACH-000591,-0.30594264447700004
ACH-000593,-0.47909474603600005
ACH-000600,-0.462123049036
ACH-000601,-0.3161567302
ACH-000604,-0.0702431835244
ACH-000605,-0.221277029719
ACH-000606,-0.323669462825
ACH-000608,-0.463917385932
ACH-000614,-0.604481401843
ACH-000616,-0.23297147761599998
ACH-000618,-0.241187132164
ACH-000619,-0.221453572357
ACH-000620,-0.391787461238
ACH-000621,-0.47548037732
ACH-000622,-0.34540241111500003
ACH-000623,-0.312902788168
ACH-000624,-0.35979145466300005
ACH-000627,-0.33900155166199997
ACH-000630,-0.578038166096
ACH-000632,-0.394459498692
ACH-000633,-0.454621770565
ACH-000637,-0.21712211483399999
ACH-000638,-0.333115070868
ACH-000646,-0.23077979223
ACH-000647,-0.38186225195100004
ACH-000648,-0.652069026632
ACH-000649,-0.514976797411
ACH-000651,-0.369893824163
ACH-000652,-0.42323625327200004
ACH-000653,-0.329011341477
ACH-000657,-0.397034293988
ACH-000658,-0.169701086355
ACH-000661,-0.7559020698800001
ACH-000662,-0.428519269908
ACH-000663,-0.227433576188
ACH-000665,-0.280659102934
ACH-000671,-0.390550171607
ACH-000673,-0.40626382261699995
ACH-000676,-0.27651038121
ACH-000677,-0.503434951816
ACH-000681,-0.45976214134900006
ACH-000682,-0.414129235643
ACH-000683,-0.28649749533
ACH-000684,-0.6778727180699999
ACH-000688,-0.461769471496
ACH-000693,-0.39158559688199995
ACH-000694,-0.42633520266900005
ACH-000695,-0.265128193887
ACH-000696,-0.37164306432300004
ACH-000697,-0.466681584566
ACH-000699,-0.474600535159
ACH-000701,-0.236877135859
ACH-000706,-0.41646258175399997
ACH-000711,-0.32212903177499996
ACH-000713,-0.194858012339
ACH-000714,-0.0752786684501
ACH-000718,-0.365295818677
ACH-000720,-0.42736990767599997
ACH-000721,-0.393468940731
ACH-000724,-0.352372906138
ACH-000725,-0.385116088369
ACH-000732,-0.331164737102
ACH-000734,-0.263972438718
ACH-000735,-0.457207564784
ACH-000736,-0.358920120072
ACH-000738,-0.218360517912
ACH-000746,-0.15821557161
ACH-000747,-0.410939604754
ACH-000748,-0.326268847109
ACH-000753,-0.31963477785100003
ACH-000756,-0.320733449872
ACH-000757,-0.255333805058
ACH-000758,-0.23911743914
ACH-000760,-0.439635202124
ACH-000763,-0.435565749745
ACH-000764,-0.38499501288800003
ACH-000765,-0.656944037262
ACH-000766,-0.49411512207900005
ACH-000767,-0.373367345625
ACH-000768,-0.4789478206
ACH-000769,-0.21251163481899998
ACH-000770,-0.3928812085
ACH-000771,-0.356019420381
ACH-000773,-0.335891871386
ACH-000776,-0.420723008183
ACH-000777,-0.331248377177
ACH-000778,-0.456455317405
ACH-000781,-0.321832832963
ACH-000782,-0.314279644843
ACH-000783,-0.242329445426
ACH-000784,-0.33426701331
ACH-000785,-0.291246579116
ACH-000787,-0.465242577363
ACH-000788,-0.490531430211
ACH-000791,-0.43547423666699997
ACH-000792,-0.505215497434
ACH-000794,-0.34017932644500004
ACH-000796,-0.519608005863
ACH-000799,-0.187748102678
ACH-000800,0.0698371194899
ACH-000802,-0.49407967734200003
ACH-000804,-0.348384647333
ACH-000805,-0.69322354455
ACH-000809,-0.353693161047
ACH-000810,-0.319444635103
ACH-000811,-0.40876225593599996
ACH-000817,-0.46307575134499995
ACH-000819,-0.25367534412799997
ACH-000820,-0.358135109116
ACH-000821,-0.422987381201
ACH-000822,-0.370469326931
ACH-000823,-0.42650920431999995
ACH-000824,-0.42863597266599995
ACH-000827,-0.41093271320600006
ACH-000829,-0.529272452591
ACH-000831,-0.466184388003
ACH-000832,-0.37937408772200004
ACH-000833,-0.17282746945799998
ACH-000834,-0.448885280708
ACH-000835,-0.328703764015
ACH-000836,-0.405609991022
ACH-000837,-0.395563783555
ACH-000838,-0.202795714473
ACH-000839,-0.494969266991
ACH-000840,-0.384100527345
ACH-000841,-0.49623879702299994
ACH-000843,-0.372406146877
ACH-000846,-0.373305601576
ACH-000847,-0.385087572064
ACH-000848,-0.385588148402
ACH-000849,-0.370402031214
ACH-000851,-0.20573164084399997
ACH-000855,-0.2213162665
ACH-000856,-0.426375510919
ACH-000858,-0.43801926530100005
ACH-000859,-0.337529297504
ACH-000861,-0.400167027337
ACH-000862,-0.325134361384
ACH-000865,-0.287067408191
ACH-000866,-0.383394604628
ACH-000867,-0.359845939932
ACH-000869,-0.590503192541
ACH-000872,-0.20469567644
ACH-000873,-0.319326140479
ACH-000876,-0.542203494904
ACH-000878,-0.497194432102
ACH-000880,-0.394092710818
ACH-000881,-0.340482135041
ACH-000882,-0.45188642712300003
ACH-000884,-0.209290684578
ACH-000885,-0.44702922869499995
ACH-000887,-0.480739203245
ACH-000888,-0.42955905380900006
ACH-000889,-0.378625384681
ACH-000890,-0.418978495627
ACH-000896,-0.44772731856299997
ACH-000898,-0.464460236119
ACH-000900,-0.298806683727
ACH-000901,-0.30617351780900004
ACH-000905,-0.321670327204
ACH-000906,-0.257727745041
ACH-000907,-0.430908755059
ACH-000910,-0.485318763647
ACH-000911,-0.368591834015
ACH-000912,-0.269600034356
ACH-000913,-0.37509438729500005
ACH-000915,-0.282809955157
ACH-000916,-0.38834107425
ACH-000917,-0.62648005269
ACH-000921,-0.31192155606800004
ACH-000924,-0.40920213809100003
ACH-000926,-0.5613759365550001
ACH-000928,-0.540353214739
ACH-000929,-0.372236996961
ACH-000932,-0.289029572317
ACH-000935,-0.34210375405
ACH-000936,-0.350607598468
ACH-000937,-0.45208867299500005
ACH-000938,-0.315688853999
ACH-000939,-0.41328902286700003
ACH-000941,-0.40050664955700005
ACH-000943,-0.332928530248
ACH-000946,-0.339625529471
ACH-000947,-0.317032848266
ACH-000948,-0.286842401558
ACH-000950,-0.364546789661
ACH-000953,-0.4179278666
ACH-000957,-0.556410112493
ACH-000958,-0.471863153837
ACH-000960,-0.347186666981
ACH-000963,-0.422971379112
ACH-000968,-0.571054147217
ACH-000969,-0.357142732553
ACH-000973,-0.31126526515700004
ACH-000974,-0.35874334724299994
ACH-000975,-0.410145767576
ACH-000976,-0.679050559489
ACH-000978,-0.0473081775158
ACH-000980,-0.268455225839
ACH-000984,-0.257927402053
ACH-000986,-0.5263831349229999
ACH-000988,-0.260427189724
ACH-000993,-0.197271215
ACH-000994,-0.459056121689
ACH-000996,-0.35848647256800004
ACH-001001,-0.44398325565700003
ACH-001020,-0.7067919066689999
ACH-001028,-0.419532928473
ACH-001031,-0.354638279076
ACH-001038,-0.37336158561300004
ACH-001048,-0.303418890148
ACH-001050,-0.603908348627
ACH-001053,-0.308620560865
ACH-001054,-0.343367998637
ACH-001061,-0.341120279706
ACH-001067,-0.364623021742
ACH-001075,-0.48791017742700005
ACH-001096,-0.25363669285100005
ACH-001128,-0.269596923633
ACH-001134,-0.36525586046499997
ACH-001151,-0.45863427797399997
ACH-001163,-0.410021086883
ACH-001164,-0.351697162946
ACH-001173,-0.331694102503
ACH-001183,-0.397205820848
ACH-001184,-0.413412214777
ACH-001190,-0.334814250095
ACH-001192,-0.5531398100230001
ACH-001193,-0.46027855576300003
ACH-001196,-0.478915403736
ACH-001197,-0.522622734367
ACH-001205,-0.497645700577
ACH-001211,-0.49373225726400005
ACH-001212,-0.36873071748999997
ACH-001228,-0.381913303345
ACH-001232,-0.543876125554
ACH-001239,-0.454514139727
ACH-001274,-0.444130135831
ACH-001275,-0.584657794401
ACH-001277,-0.22218638266899998
ACH-001278,-0.45523666949600006
ACH-001280,-0.198339790771
ACH-001283,-0.44102124166699996
ACH-001289,-0.33923082269
ACH-001295,-0.35646970707599995
ACH-001300,-0.63218505447
ACH-001301,-0.38339068600000004
ACH-001302,-0.231916270181
ACH-001303,-0.496819872077
ACH-001306,-0.432931383381
ACH-001318,-0.330244283682
ACH-001322,-0.363225893257
ACH-001328,-0.48645452370399994
ACH-001332,-0.216738189291
ACH-001333,-0.33159818996999996
ACH-001336,-0.262347625873
ACH-001340,-0.40752372706600004
ACH-001346,-0.413200902892
ACH-001353,-0.508746635298
ACH-001354,-0.44611622273699997
ACH-001367,-0.451588141904
ACH-001368,-0.33552303073
ACH-001374,-0.39083876696599995
ACH-001375,-0.273789380591
ACH-001377,-0.348326552952
ACH-001380,-0.310119515824
ACH-001391,-0.440685663901
ACH-001407,-0.544924614058
ACH-001408,-0.35724177057499995
ACH-001413,-0.36999403138000003
ACH-001430,-0.63700888806
ACH-001431,-0.286050943992
ACH-001450,-0.617730311601
ACH-001496,-0.715427846911
ACH-001500,-0.448533229014
ACH-001521,-0.301340379283
ACH-001523,-0.38227314013999997
ACH-001532,-0.335270599811
ACH-001536,-0.555120839796
ACH-001550,-0.568366231553
ACH-001552,-0.327318501004
ACH-001554,-0.652919447716
ACH-001645,-0.297830218862
ACH-001654,-0.29515342071
ACH-001715,-0.482427893466
ACH-001735,-0.258760553808
ACH-001736,-0.312154439288
ACH-001737,-0.19069604395300002
ACH-001740,-0.19438828732900001
ACH-001745,-0.34681818170199996
ACH-001750,-0.36116886809
ACH-001765,-0.274639857467
ACH-001956,-0.432661334402
ACH-001957,-0.43495862119400003
