,NIF3L1 (60491)
ACH-000004,-0.288575507898
ACH-000007,0.0476569360391
ACH-000009,-0.10913235430099999
ACH-000011,-0.0678690985532
ACH-000012,-0.162563736329
ACH-000013,-0.127485262344
ACH-000014,-0.0669189136678
ACH-000015,-0.0967542094922
ACH-000017,0.023820819643900003
ACH-000018,-0.46237587013000003
ACH-000019,0.00422801401754
ACH-000021,-0.228120646932
ACH-000022,0.0175210023505
ACH-000025,-0.15873868751700002
ACH-000028,-0.179214404656
ACH-000030,-0.20410144580400003
ACH-000035,0.058525516469099995
ACH-000036,-0.0589697465159
ACH-000037,-0.309732630858
ACH-000039,-0.35404225464199995
ACH-000040,-0.207127106631
ACH-000041,-0.11969337543299999
ACH-000042,-0.172590006067
ACH-000045,-0.101704082854
ACH-000047,-0.279804855637
ACH-000052,-0.152531877119
ACH-000053,-0.10882590323699999
ACH-000054,-0.228851375601
ACH-000055,-0.039893988225599995
ACH-000060,-0.14202908656
ACH-000067,-0.08272679837880001
ACH-000070,-0.019981863916
ACH-000075,-0.04405128331230001
ACH-000078,-0.205139419188
ACH-000082,-0.177822331857
ACH-000085,-0.338551000941
ACH-000086,-0.0586022806642
ACH-000087,0.0141867194606
ACH-000092,-0.339648558034
ACH-000095,-0.148915672621
ACH-000097,0.0381012155582
ACH-000098,-0.167357471006
ACH-000099,-0.137424868018
ACH-000108,-0.234839111995
ACH-000113,-0.0946749225526
ACH-000115,0.020690947133099998
ACH-000116,0.0563450373925
ACH-000118,-0.219448674615
ACH-000120,-0.256690604357
ACH-000123,-0.13340313902999998
ACH-000127,0.0979807155521
ACH-000128,0.0180327778563
ACH-000132,0.021761274449299997
ACH-000133,0.0226864134207
ACH-000137,-0.11717144497099999
ACH-000138,-0.218804773403
ACH-000142,0.14092381057
ACH-000143,-0.24921493231400002
ACH-000146,-0.17538454444200002
ACH-000148,-0.30014956079300004
ACH-000150,-0.0945519290485
ACH-000152,-0.20145852152899998
ACH-000153,-0.0759880608479
ACH-000159,-0.220279728228
ACH-000160,-0.08265770058680001
ACH-000163,-0.110474014444
ACH-000167,-0.19440288590500002
ACH-000168,-0.331067637475
ACH-000169,-0.107094690585
ACH-000178,-0.24668627298700002
ACH-000182,-0.158007615819
ACH-000183,-0.0155800139611
ACH-000188,-0.23193138201699998
ACH-000189,-0.229742111753
ACH-000190,-0.183356409153
ACH-000198,-0.273715006968
ACH-000204,-0.392170900506
ACH-000206,0.217949998818
ACH-000207,-0.09488193547660001
ACH-000211,-0.185212174943
ACH-000215,-0.07723256140589999
ACH-000221,-0.303977894852
ACH-000222,-0.22102045243500001
ACH-000223,-0.250401164581
ACH-000226,-0.087945684218
ACH-000227,-0.12877953329800002
ACH-000228,-0.150076308883
ACH-000231,-0.0801734572056
ACH-000232,-0.0549454009891
ACH-000233,-0.136011823641
ACH-000234,-0.626563409355
ACH-000235,-0.170638934122
ACH-000237,-0.18022740606499998
ACH-000238,-0.17450548233899998
ACH-000243,-0.21045750895799997
ACH-000244,-0.452151411487
ACH-000246,-0.0628394651744
ACH-000248,-0.136623707216
ACH-000250,-0.265819082536
ACH-000251,0.192334553599
ACH-000253,0.0588561592343
ACH-000255,0.0784575827522
ACH-000256,-0.214116703687
ACH-000257,0.038900109990500004
ACH-000258,-0.0700668856085
ACH-000259,-0.224716232703
ACH-000260,-0.054438156260599994
ACH-000261,-0.148970030848
ACH-000262,-0.249786327547
ACH-000263,-0.030468590263799996
ACH-000264,-0.244167819845
ACH-000265,-0.14253319444
ACH-000266,-0.165162729726
ACH-000272,-0.226921509093
ACH-000273,-0.102434829577
ACH-000274,-0.24978127545200002
ACH-000277,0.030000075987800003
ACH-000278,-0.0044132433037600005
ACH-000279,-0.266389696371
ACH-000280,-0.0578587688957
ACH-000281,-0.121612178006
ACH-000288,-0.31050225036400003
ACH-000291,0.102328309193
ACH-000293,0.117039274486
ACH-000294,0.00734603177066
ACH-000295,-0.19363670770799998
ACH-000296,-0.241836215505
ACH-000302,-0.0485776151486
ACH-000304,-0.397263708683
ACH-000307,-0.20494008314599998
ACH-000308,-0.11184929746200001
ACH-000310,-0.295632380768
ACH-000311,-0.115048923524
ACH-000312,-0.32396574341999995
ACH-000315,0.232390742463
ACH-000316,-0.190636382458
ACH-000317,-0.17858783433699998
ACH-000318,-0.041924133177
ACH-000319,-0.141027760308
ACH-000320,-0.43639809900700005
ACH-000322,-0.105103475371
ACH-000323,-0.20245941202799997
ACH-000324,-0.26157745388099995
ACH-000329,-0.143967313437
ACH-000330,-0.11275589537799999
ACH-000331,-0.10472816389900001
ACH-000332,-0.214011071578
ACH-000334,-0.10925421173000001
ACH-000335,-0.26100123115400004
ACH-000336,-0.25846386962400003
ACH-000337,0.022423587896599997
ACH-000339,-0.274260355103
ACH-000341,-0.169964456964
ACH-000348,-0.0110427552421
ACH-000350,-0.0986555076746
ACH-000352,-0.150240057961
ACH-000356,0.051642122593599994
ACH-000361,-0.057104735314999995
ACH-000362,-0.174810725301
ACH-000363,-0.21808105998000005
ACH-000364,-0.176029176153
ACH-000365,-0.07009912861989999
ACH-000366,0.00670911367257
ACH-000368,-0.292450038099
ACH-000374,-0.0927470541625
ACH-000375,-0.496338678607
