,CD8B (926)
ACH-000004,-0.524650526258
ACH-000007,-0.277142705441
ACH-000009,-0.065748795385
ACH-000011,-0.25262682899
ACH-000012,-0.13191067014
ACH-000013,-0.13617151100299998
ACH-000014,-0.20877622012000002
ACH-000015,-0.137023334638
ACH-000017,-0.133100702034
ACH-000018,-0.325618912483
ACH-000019,0.107374771497
ACH-000021,-0.0784648107363
ACH-000022,-0.295334647575
ACH-000025,-0.310188668753
ACH-000028,-0.15801196167
ACH-000030,-0.22686651324499998
ACH-000035,-0.42142846430799996
ACH-000036,-0.18220439801399999
ACH-000037,-0.0947880893554
ACH-000039,-0.06537314343100001
ACH-000040,-0.26460638386
ACH-000041,-0.310201676114
ACH-000042,0.100682606261
ACH-000045,-0.239568261281
ACH-000047,-0.0146606965998
ACH-000052,-0.189320404634
ACH-000053,-0.22841727317699997
ACH-000054,-0.188017383336
ACH-000055,-0.31369466594900003
ACH-000060,-0.190348321355
ACH-000067,-0.136173319484
ACH-000070,-0.5103182121459999
ACH-000075,0.174104563268
ACH-000078,-0.055610530563000006
ACH-000082,-0.159342693928
ACH-000085,-0.0602590266216
ACH-000086,-0.289139779542
ACH-000087,-0.15212559689000002
ACH-000092,-0.340479469112
ACH-000095,-0.066338361074
ACH-000097,-0.258805238373
ACH-000098,-0.261251147485
ACH-000099,0.025543758113199998
ACH-000108,0.0628917079316
ACH-000113,-0.162202152656
ACH-000115,-0.06766436533680001
ACH-000116,-0.14601532841499998
ACH-000118,-0.041035337826
ACH-000120,-0.0729384100076
ACH-000123,-0.11109892749099999
ACH-000127,-0.232041895545
ACH-000128,-0.279707659462
ACH-000132,-0.0972660383967
ACH-000133,-0.197095825904
ACH-000137,-0.285297814635
ACH-000138,0.0338477150391
ACH-000142,-0.333214135231
ACH-000143,-0.36743100043300003
ACH-000146,-0.23604207382599998
ACH-000148,-0.17175327950199998
ACH-000150,0.169339121787
ACH-000152,-0.399762370531
ACH-000153,-0.020094801853700002
ACH-000159,-0.25451391803199996
ACH-000160,-0.253065366558
ACH-000163,-0.0348837325338
ACH-000167,-0.277253747431
ACH-000168,-0.153162555141
ACH-000169,-0.206389232003
ACH-000178,-0.119074017057
ACH-000182,-0.103784204617
ACH-000183,-0.183342738333
ACH-000188,-0.480821229971
ACH-000189,-0.302091346376
ACH-000190,-0.240758504613
ACH-000198,0.0021885544470300004
ACH-000204,-0.133333553946
ACH-000206,-0.18517437950100002
ACH-000207,-0.07820091609
ACH-000211,-0.207308242148
ACH-000215,-0.152205428926
ACH-000221,-0.106000243396
ACH-000222,0.27919437994199997
