,GADD45GIP1 (90480)
ACH-000004,-0.306602369772
ACH-000007,-0.465385584848
ACH-000009,-0.236238603323
ACH-000011,-0.161070461814
ACH-000012,-0.492364385952
ACH-000013,-0.554612184317
ACH-000014,-0.395258046975
ACH-000015,-0.588129953949
ACH-000017,-0.049307832171300005
ACH-000018,-0.441919403613
ACH-000019,-0.6010438836159999
ACH-000021,-0.259189021407
ACH-000022,-0.65824022017
ACH-000025,-0.43758041584
ACH-000028,-0.386414493465
ACH-000030,-0.248604082566
ACH-000035,-0.416048373337
ACH-000036,-0.10121285935100001
ACH-000037,-0.213681143034
ACH-000039,-0.298423445519
ACH-000040,-0.14099792733799998
ACH-000041,-0.274911062222
ACH-000042,-0.13669734859000002
ACH-000045,-0.4148126032
ACH-000047,-0.47684586724399997
ACH-000052,-0.149948326495
ACH-000053,-0.230639238564
ACH-000054,-0.368845368873
ACH-000055,-0.24394009173099998
ACH-000060,-0.22819176684099998
ACH-000067,-0.255989342647
ACH-000070,-0.19516029615
ACH-000075,-0.024230375514599996
ACH-000078,-0.28480732036
ACH-000082,-0.110206417425
ACH-000085,-0.170967606131
ACH-000086,-0.586557135236
ACH-000087,-0.25231589230900003
ACH-000092,-0.271367567882
ACH-000095,-0.131704033489
ACH-000097,-0.206242356734
ACH-000098,-0.33993317776
ACH-000099,-0.22358779139899998
ACH-000108,-0.464624729393
ACH-000113,-0.526121795965
ACH-000115,-0.297764165309
ACH-000116,-0.478390213328
ACH-000118,-0.550516060539
ACH-000120,-0.374346034318
ACH-000123,-0.495847871866
ACH-000127,-0.191231041978
ACH-000128,-0.543562397751
ACH-000132,-0.274383221513
ACH-000133,-0.337106306531
ACH-000137,-0.491706414815
ACH-000138,-0.495589074272
ACH-000142,-0.26385292363
ACH-000143,-0.446557626055
ACH-000146,-0.41339758233499996
ACH-000148,-0.286311338721
ACH-000150,-0.48618361888899997
ACH-000152,-0.333724118357
ACH-000153,0.19585020029199998
ACH-000159,-0.39102235561399995
ACH-000160,-0.53519727099
ACH-000163,-0.36606338532399996
ACH-000167,0.0379799629865
ACH-000168,-0.158401821551
ACH-000169,-0.36265255029700005
ACH-000178,-0.458610223305
ACH-000182,-0.60704394875
ACH-000183,-0.503860537544
ACH-000188,-0.22759116307799998
ACH-000189,-0.39041579571400004
ACH-000190,-0.483520096842
ACH-000198,-0.0103652895744
ACH-000204,-0.49731577588200004
ACH-000206,-0.397276564806
ACH-000207,-0.209297683502
ACH-000211,-0.275852016618
ACH-000215,-0.411721011787
ACH-000221,-0.475860108058
ACH-000222,-0.361045930392
ACH-000223,-0.257068545935
ACH-000226,-0.42705025142999997
ACH-000227,-0.011196507731000001
ACH-000228,-0.473070927574
ACH-000231,-0.33837890905199997
ACH-000232,-0.234534909942
ACH-000233,-0.297912115556
ACH-000234,-0.322624409944
ACH-000235,-0.289472337332
ACH-000237,-0.0855374449387
ACH-000238,-0.172722671773
ACH-000243,-0.33669784651999995
ACH-000244,-0.332087880164
ACH-000246,-0.410231744156
ACH-000248,-0.665227549402
ACH-000250,-0.144011309792
ACH-000251,-0.290884932787
ACH-000253,-0.24106454964000001
ACH-000255,-0.36784832025200004
ACH-000256,-0.293141173877
ACH-000257,-0.36173231624700003
ACH-000258,-0.271870806117
ACH-000259,-0.6404759099
ACH-000260,-0.193035698132
ACH-000261,-0.0295517606635
ACH-000262,-0.467704752704
ACH-000263,0.0381667507956
ACH-000264,-0.210522903501
ACH-000265,-0.568061646524
ACH-000266,-0.06488742546019999
ACH-000272,-0.144086386283
ACH-000273,-0.0420945913523
ACH-000274,-0.267081003956
ACH-000277,-0.308273327223
ACH-000278,-0.08639363832869999
ACH-000279,-0.22167451651
ACH-000280,-0.44947283076800004
ACH-000281,-0.580207099659
ACH-000288,-0.349699416629
ACH-000291,-0.535363114914
ACH-000293,-0.515679888902
ACH-000294,-0.48094311050800004
ACH-000295,-0.230704924795
ACH-000296,-0.477326916348
ACH-000302,-0.452618595588
ACH-000304,-0.491571281374
ACH-000307,-0.388666968658
ACH-000308,-0.20443973466499998
ACH-000310,-0.0740455386493
ACH-000311,-0.261071408991
ACH-000312,-0.602266703225
ACH-000315,-0.323645508453
ACH-000316,-0.045081789350800004
ACH-000317,-0.516842407082
ACH-000318,-0.333128474259
ACH-000319,-0.337917609665
ACH-000320,-0.41502896494
ACH-000322,-0.295396585924
ACH-000323,-0.339041185423
ACH-000324,-0.326046679892
ACH-000329,-0.45761761638000004
ACH-000330,-0.348559969846
ACH-000331,-0.555267859027
ACH-000332,-0.06277781921350001
ACH-000334,-0.339342403442
ACH-000335,-0.094048977201
ACH-000336,-0.5252202709170001
ACH-000337,-0.34748628594000003
ACH-000339,-0.273327277742
ACH-000341,-0.399028730849
ACH-000348,-0.38491285332099995
ACH-000350,-0.41853034928000005
ACH-000352,-0.331348720351
ACH-000356,-0.486172816928
ACH-000361,-0.0757796837373
ACH-000362,-0.22923058133000002
ACH-000363,-0.399924770819
ACH-000364,-0.524983516342
ACH-000365,-0.47254297632500003
ACH-000366,-0.17174943954
ACH-000368,-0.238558921418
ACH-000374,-0.33109068938
ACH-000375,-0.29741305975000004
ACH-000376,-0.294045740833
ACH-000381,-0.627544724888
ACH-000383,-0.39156584883
ACH-000387,-0.206428682286
ACH-000389,0.25581704770799996
ACH-000390,-0.23656984868
ACH-000393,-0.208732708273
ACH-000395,0.019575221230799997
ACH-000397,-0.096877701591
ACH-000401,-0.333416280469
ACH-000402,-0.45075394920699996
ACH-000403,-0.241559388127
ACH-000404,-0.306631456909
ACH-000406,-0.47464898329300004
ACH-000407,-0.358524801268
ACH-000408,-0.416329342367
ACH-000410,-0.32846036101500004
ACH-000411,-0.146286249624
ACH-000414,-0.654926012048
ACH-000415,-0.493334267862
ACH-000416,-0.187508623861
ACH-000420,-0.108525889034
ACH-000421,-0.289554842805
ACH-000424,-0.6757346492149999
ACH-000425,-0.127924925512
ACH-000426,-0.660075680025
ACH-000427,-0.39653478905
ACH-000433,-0.37074424138400003
ACH-000436,0.145666018043
ACH-000444,-0.26150576148000004
ACH-000445,-0.36741918910899996
ACH-000448,-0.290174743627
ACH-000450,-0.227224444991
ACH-000452,-0.43394402361
ACH-000454,-0.584792659602
ACH-000458,-0.9300442350370001
ACH-000459,-0.746854046985
ACH-000460,-0.454618259308
ACH-000461,-0.826908673206
ACH-000463,-0.254492217834
ACH-000464,-0.16634413065
ACH-000466,-0.173385709563
ACH-000467,-0.790599923474
ACH-000468,-0.324495280834
ACH-000469,-0.507887758446
ACH-000470,-0.20815795054699998
ACH-000471,-0.20616700034200003
ACH-000472,-0.253207274298
ACH-000473,-0.484508784937
ACH-000475,-0.41221761165700005
ACH-000476,-0.514273007694
ACH-000477,-0.42902778159599997
ACH-000480,-0.418310066613
ACH-000481,-0.309522484637
ACH-000483,-0.57281992849
ACH-000484,-0.236002225085
ACH-000485,-0.0796348317655
ACH-000486,-0.41533544840099995
ACH-000487,-0.43800585693599997
ACH-000488,-0.524310722068
ACH-000490,-0.478518493665
ACH-000491,-0.505841781087
ACH-000495,-0.245210109229
ACH-000496,-0.379291177825
ACH-000499,-0.387465108605
ACH-000500,-0.464401729716
ACH-000502,-0.193812545533
ACH-000503,-0.447573869208
ACH-000505,-0.16857097270100002
ACH-000507,-0.560528547716
ACH-000510,-0.26448027249899997
ACH-000511,-0.0522157691985
ACH-000512,-0.6657945237389999
ACH-000516,-0.0748538016158
ACH-000517,-0.19030929797600002
ACH-000518,-0.34422554844000003
ACH-000520,-0.143504124997
ACH-000521,-0.273833319048
ACH-000522,-0.210223590978
ACH-000524,-0.452552360629
ACH-000527,-0.33510118855500004
ACH-000528,-0.48691152067000004
ACH-000537,-0.4711850022199999
ACH-000541,-0.273209552036
ACH-000542,-0.120979604581
ACH-000544,-0.44621538611199996
ACH-000545,-0.403766143626
ACH-000547,-0.381070302773
ACH-000548,-0.16209679032
ACH-000549,-0.632830746998
ACH-000550,-0.0563644257577
ACH-000552,-0.422871850977
ACH-000556,-0.428219181215
ACH-000557,-0.208814637071
ACH-000570,-0.291698318779
ACH-000571,-0.291698027203
ACH-000573,-0.229310190135
ACH-000576,-0.024455282941400005
ACH-000580,-0.516006520484
ACH-000584,-0.531513837545
ACH-000585,-0.257085121372
ACH-000588,-0.620090046586
ACH-000589,-0.495395708823
ACH-000591,-0.577563177311
ACH-000593,-0.331553543
ACH-000600,-0.341483835913
ACH-000601,-0.3912621129
ACH-000604,-0.334582794468
ACH-000605,-0.502414774375
ACH-000606,-0.459699883307
ACH-000608,-0.318461639315
ACH-000614,-0.197424837991
ACH-000616,-0.261769811075
ACH-000618,-0.618996429685
ACH-000619,-0.398917391128
ACH-000620,-0.41308355535499997
ACH-000621,-0.327051522071
ACH-000622,-0.135556158396
ACH-000623,-0.1876704243
ACH-000624,-0.182606995922
ACH-000627,-0.28260840500100004
ACH-000630,-0.640218468901
ACH-000632,-0.166969509755
ACH-000633,-0.49748961865099994
ACH-000637,-0.535129613874
ACH-000638,-0.621034097157
ACH-000646,-0.6326960875240001
ACH-000647,-0.510135237007
ACH-000648,-0.561978213233
ACH-000649,-0.356660906145
ACH-000651,-0.523277639334
ACH-000652,-0.7025419500560001
ACH-000653,-0.473421850493
ACH-000657,-0.290044040682
ACH-000658,-0.309059632724
ACH-000661,-0.36949260879600004
ACH-000662,-0.18760173298900001
ACH-000663,-0.19521635885699998
ACH-000665,-0.196835796394
ACH-000671,-0.6451322986720001
ACH-000673,-0.0651762409683
ACH-000676,-0.50441856336
ACH-000677,-0.8342501084939999
ACH-000681,-0.47763507276100003
ACH-000682,-0.39657307278399995
ACH-000683,-0.399774146003
ACH-000684,-0.38061944731799996
ACH-000688,-0.191311082366
ACH-000693,-0.38646995810400003
ACH-000694,-0.381799813808
ACH-000695,-0.351977210985
ACH-000696,-0.35155945467699995
ACH-000697,-0.35318144509000005
ACH-000699,-0.362722393213
ACH-000701,-0.371227894499
ACH-000706,-0.476233749465
ACH-000711,-0.433260998765
ACH-000713,-0.295666091428
ACH-000714,-0.2238344405
ACH-000718,-0.309166602815
ACH-000720,-0.509772345575
ACH-000721,-0.23730174856400002
ACH-000724,-0.48972750198799997
ACH-000725,-0.49340360760799995
ACH-000732,-0.725296442162
ACH-000734,-0.484141687975
ACH-000735,-0.258588329483
ACH-000736,-0.467881033475
ACH-000738,-0.40864549251000004
ACH-000746,-0.795062116528
ACH-000747,-0.358592465921
ACH-000748,-0.242043107826
ACH-000753,-0.28185340947799997
ACH-000756,-0.119195868932
ACH-000757,-0.7336135522
ACH-000758,-0.47403508407899997
ACH-000760,-0.336391928883
ACH-000763,-0.479162852903
ACH-000764,-0.153954611125
ACH-000765,-0.529010594522
ACH-000766,-0.38557096203
ACH-000767,-0.5892592139230001
ACH-000768,-0.389457986515
ACH-000769,-0.46837550813199996
ACH-000770,-0.284849183522
ACH-000771,-0.382857953791
ACH-000773,-0.0499820657307
ACH-000776,-0.09288150839029999
ACH-000777,-0.511403337062
ACH-000778,-0.521215999141
ACH-000781,-0.400012624125
ACH-000782,-0.49214970804499997
ACH-000783,-0.183230394037
ACH-000784,-0.470934011324
ACH-000785,-0.324150504863
ACH-000787,-0.277959266735
ACH-000788,-0.131288801401
ACH-000791,-0.207870731253
ACH-000792,-0.44453102797300004
ACH-000794,-0.264413957268
ACH-000796,-0.467661709754
ACH-000799,-0.291077384617
ACH-000800,-0.32241592219799997
ACH-000802,-0.47083200259900004
ACH-000804,-0.20435614201900001
ACH-000805,-0.452887137697
ACH-000809,-0.59160856679
ACH-000810,-0.614231452077
ACH-000811,-0.144790557684
ACH-000817,-0.20900017221099998
ACH-000819,-0.643880589092
ACH-000820,-0.38416149282
ACH-000821,-0.38580552986999994
ACH-000822,-0.359357870765
ACH-000823,-0.323243013388
ACH-000824,-0.058395523794599995
ACH-000827,-0.149990368999
ACH-000829,-0.31598471803000006
ACH-000831,-0.45789701616000006
ACH-000832,-0.474467290592
ACH-000833,-0.5467493709529999
ACH-000834,-0.5507244041730001
ACH-000835,-0.509065017787
ACH-000836,-0.346809478413
ACH-000837,-0.505322097785
ACH-000838,-0.301051124141
ACH-000839,-0.302093039497
ACH-000840,-0.18466399366
ACH-000841,-0.638427065301
ACH-000843,-0.271527596246
ACH-000846,-0.609830910328
ACH-000847,-0.0664619921202
ACH-000848,-0.282022445326
ACH-000849,-0.480589975206
ACH-000851,-0.801261803794
ACH-000855,-0.5554834710109999
ACH-000856,-0.44986277412000003
ACH-000858,-0.551144102509
ACH-000859,-0.322154987949
ACH-000861,-0.454024807339
ACH-000862,-0.54297197173
ACH-000865,-0.663318654306
ACH-000866,-0.34285323616400004
ACH-000867,-0.24766661622699998
ACH-000869,-0.257282417253
