,SEPT4 (5414)
ACH-000004,-0.10445956773800001
ACH-000007,-0.0111131473845
ACH-000009,-0.0931941743539
ACH-000011,0.07790540249389999
ACH-000012,-0.054829428663599994
ACH-000013,0.011865874471100001
ACH-000014,-0.222759552936
ACH-000015,-0.083979730689
ACH-000017,-0.030968229413200002
ACH-000018,-0.09865936721419999
ACH-000019,-0.0977055298522
ACH-000021,-0.201862405528
ACH-000022,-0.12375029523499999
ACH-000025,0.0639362622607
ACH-000028,-0.129393084958
ACH-000030,-0.146532189222
ACH-000035,-0.240073407346
ACH-000036,-0.0648358854864
ACH-000037,0.0694894172271
ACH-000039,-0.018309523331500002
ACH-000040,0.042709033882900004
ACH-000041,0.00669455573798
ACH-000042,-0.0592064477074
ACH-000045,-0.138967370286
ACH-000047,0.0642602060336
ACH-000052,-0.209676829223
ACH-000053,-0.159614917823
ACH-000054,0.043834503327299996
ACH-000055,-0.0226076092179
ACH-000060,-0.0490454313288
ACH-000067,0.0227471510486
ACH-000070,0.10062775462500001
ACH-000075,0.154011473505
ACH-000078,-0.292642675021
ACH-000082,-0.077559761284
ACH-000085,-0.0821847965839
ACH-000086,0.0704555751572
ACH-000087,0.00942011998369
ACH-000092,0.13948841895199998
ACH-000095,-0.00840620369967
ACH-000097,0.074187938475
ACH-000098,0.09109099018729999
ACH-000099,-0.161156798103
ACH-000108,-0.09723253349300001
ACH-000113,0.024561432216500003
ACH-000115,-0.21140707814800003
ACH-000116,-0.052729357476300004
ACH-000118,-0.047620435751199994
ACH-000120,-0.343745896457
ACH-000123,0.054973789167099996
ACH-000127,0.0622070009751
ACH-000128,-0.0316076899846
ACH-000132,0.0891322774161
ACH-000133,0.0562679787333
ACH-000137,0.09985356199069999
ACH-000138,-0.196828925616
ACH-000142,-0.0398030737466
ACH-000143,0.0623884029667
ACH-000146,-0.0013186891214900002
ACH-000148,0.017722079586900003
ACH-000150,-0.112863721569
ACH-000152,-0.09885459009339999
ACH-000153,0.07966998563819999
ACH-000159,0.10787960414100001
ACH-000160,-0.09851745157950001
ACH-000163,0.0444724313726
ACH-000167,0.020099571298900002
ACH-000168,-0.08027890399130001
ACH-000169,-0.07792807483610001
ACH-000178,0.128709498473
ACH-000182,0.0654535660494
ACH-000183,-0.042627642736400004
ACH-000188,-0.268066289213
ACH-000189,-0.00757267163054
ACH-000190,-0.102122932468
ACH-000198,0.0232966451195
ACH-000204,-0.114285638335
ACH-000206,0.0209310296934
ACH-000207,0.015568488884100002
ACH-000211,0.008938622390719998
ACH-000215,-0.0282013809717
ACH-000221,-0.011725468833700002
ACH-000222,-0.0629132118755
ACH-000223,0.0671113154571
ACH-000226,-0.128355061097
ACH-000227,-0.109839691633
ACH-000228,0.00152452845638
ACH-000231,-0.133011330037
ACH-000232,-0.026303611626800002
ACH-000233,-0.06362986435790001
ACH-000234,0.0378653491385
ACH-000235,-0.022650839984499998
ACH-000237,0.132502760783
ACH-000238,-0.286377687335
ACH-000243,-0.0718631202572
ACH-000244,0.07424081872999999
ACH-000246,0.0472122618892
ACH-000248,-0.09842711378260001
ACH-000250,-0.13040889843
ACH-000251,-0.00186707923248
ACH-000253,0.0500795781943
ACH-000255,0.10503345070699999
ACH-000256,-0.106791972683
ACH-000257,-0.152247112044
ACH-000258,0.040915909349300006
ACH-000259,-0.06411983711500001
ACH-000260,-0.0928817802437
ACH-000261,-0.0072450847064
ACH-000262,-0.0339849481825
ACH-000263,0.16204363460100002
ACH-000264,-0.19630656075599998
ACH-000265,-0.0214241205601
ACH-000266,0.040603970633900005
ACH-000272,0.0372198376819
ACH-000273,-0.0397937950269
ACH-000274,-0.153950936057
ACH-000277,-0.162050013524
ACH-000278,-0.014482869001
ACH-000279,-0.153748374311
ACH-000280,-0.042570865339199994
ACH-000281,-0.09662924179150001
ACH-000288,-0.10063349850600001
ACH-000291,-0.0167600956452
ACH-000293,-0.0912061561333
ACH-000294,-0.182879522699
ACH-000295,-0.263703627247
ACH-000296,-0.0482274524211
ACH-000302,0.0193355173364
ACH-000304,0.0397408800902
ACH-000307,-0.054435495581
ACH-000308,0.0680143186508
ACH-000310,-0.429894361861
ACH-000311,-0.059500604371100003
ACH-000312,0.0107069699341
ACH-000315,0.10085665918199999
ACH-000316,-0.35714358989699996
ACH-000317,-0.023516950032299998
ACH-000318,-0.0336123024462
ACH-000319,-0.012671534750000001
ACH-000320,0.00420401389834
ACH-000322,-0.2629789049
ACH-000323,0.102496462161
ACH-000324,0.045675855214
ACH-000329,-0.057666459556800005
ACH-000330,-0.180107864467
ACH-000331,0.07577677733799999
ACH-000332,0.0361785962611
ACH-000334,-0.127902121756
ACH-000335,0.21024512079399998
ACH-000336,0.17111601905999999
ACH-000337,-0.214426184023
ACH-000339,0.025699253371
ACH-000341,0.050717248188399996
ACH-000348,-0.0917650195734
ACH-000350,0.08405260437789999
ACH-000352,0.06201808041069999
ACH-000356,-0.228057423534
ACH-000361,0.276443548079
ACH-000362,-0.07623067916899999
ACH-000363,-0.0502159244084
ACH-000364,0.0824654704737
ACH-000365,-0.0580101078638
ACH-000366,-0.043339503173000005
ACH-000368,0.0018948251892
ACH-000374,0.0524791943562
ACH-000375,0.06895011907960001
ACH-000376,-0.0715395197822
ACH-000381,-0.06701473972590001
ACH-000383,-0.045153476848599994
ACH-000387,-0.08866950713169999
ACH-000389,0.117488185129
ACH-000390,-0.10312360655300001
ACH-000393,0.08588732005110002
ACH-000395,0.09134694647160001
ACH-000397,-0.00930919959834
ACH-000401,0.118269491039
ACH-000402,-0.08918317398499999
ACH-000403,-0.0634757232561
ACH-000404,-0.25261987253199997
ACH-000406,-0.014009974429899999
ACH-000407,-0.187595472441
ACH-000408,0.106475526151
ACH-000410,-0.14936000761
ACH-000411,0.027212328956400002
ACH-000414,-0.0755671203614
ACH-000415,-0.14502850537999998
ACH-000416,-0.0371981047951
ACH-000420,0.017741987134200003
ACH-000421,0.0746896924115
ACH-000424,-0.0315194267158
ACH-000425,-0.0484346592797
ACH-000426,-0.00948140958694
ACH-000427,0.0766787886587
ACH-000433,-0.24649888902199998
ACH-000436,-0.0306892860059
ACH-000444,-0.09180594014869999
ACH-000445,-0.011806108927
ACH-000448,-0.00507755963041
ACH-000450,-0.00170454742954
ACH-000452,-0.0117485922379
ACH-000454,0.121590335393
ACH-000458,-0.032574714376
