,INO80B (83444)
ACH-000461,-0.762056482929
ACH-000463,-0.494355786207
ACH-000464,-0.534030909792
ACH-000466,-0.5691435237770001
ACH-000467,-0.508559994443
ACH-000468,-0.579946704251
ACH-000469,-0.300911983739
ACH-000470,-0.787902121989
ACH-000471,-0.540118485295
ACH-000472,-0.460364245819
ACH-000473,-0.5206017316730001
ACH-000475,-0.260855918314
ACH-000476,-0.319454471787
ACH-000477,-0.811396045376
ACH-000480,-0.372922909658
ACH-000481,-0.373879727485
ACH-000483,-0.907034629965
ACH-000484,0.0243677461485
ACH-000485,-0.744746803956
ACH-000486,-0.924324932764
ACH-000487,-0.6053427923420001
ACH-000488,-0.558968766974
ACH-000490,-0.463388807139
ACH-000491,-0.532832365625
ACH-000495,-0.712475517479
ACH-000496,-0.43234280215599996
ACH-000499,-0.24840752454599999
ACH-000500,-0.666785741579
ACH-000502,-0.567886354666
ACH-000503,-0.414790896432
ACH-000505,-0.759241979516
ACH-000507,-0.399030640956
ACH-000510,-0.447479444539
ACH-000511,-0.5470368530799999
ACH-000512,-0.570251104115
ACH-000516,-0.524859002827
ACH-000517,-0.20996649151799998
ACH-000518,-0.327160256647
ACH-000520,-0.733307370081
ACH-000521,-0.31831370118
ACH-000522,-0.486314999626
ACH-000524,-0.0863691318037
ACH-000527,-0.704122375987
ACH-000528,-0.244232606554
ACH-000537,-0.5390454772469999
ACH-000541,-0.32894439675500003
ACH-000542,-0.44703784763000004
ACH-000544,-0.537203989631
ACH-000545,-0.739800415113
ACH-000547,-0.325689896708
ACH-000548,-0.8188647216
ACH-000549,-0.561195399736
ACH-000550,-0.7649042167110001
ACH-000552,-0.544518309466
ACH-000556,-0.767276493251
ACH-000557,-0.176325633064
ACH-000570,-0.524750201308
ACH-000571,-0.421360034055
ACH-000573,-0.36904053006399995
ACH-000576,-0.0524819050577
ACH-000580,-0.49152402476400003
ACH-000584,-0.339687698449
ACH-000585,-0.254546613345
ACH-000588,-0.304282175473
ACH-000589,-0.356773301704
ACH-000591,-0.735203975388
ACH-000593,-0.566882211599
ACH-000600,-0.47438014374700005
ACH-000601,-0.535366566704
ACH-000604,-0.182330691411
ACH-000605,-0.30369244358
ACH-000606,-0.919994679951
ACH-000608,-0.255362019201
ACH-000614,-0.8168513057369999
ACH-000616,-0.632630333579
ACH-000618,-0.365311695772
ACH-000619,-0.561592061689
ACH-000620,-0.521675068692
ACH-000621,-0.294946400172
ACH-000622,-0.535454945114
ACH-000623,-0.372318773195
ACH-000624,-0.39052740872599995
ACH-000627,-0.36604223178
ACH-000630,-0.5840434085589999
ACH-000632,-0.47682619602
ACH-000633,-0.34402590116
ACH-000637,-0.373684179156
ACH-000638,-0.324852011237
ACH-000646,0.40215867176
ACH-000647,-0.539172722329
ACH-000648,-0.298932600196
ACH-000649,-0.31019306924400003
ACH-000651,-0.34389650519299997
ACH-000652,-0.24472574128600003
ACH-000653,-0.669303521136
ACH-000657,-0.44846248405
ACH-000658,-0.5345554898830001
ACH-000661,-0.54794584401
ACH-000662,-0.16564037553
ACH-000663,-0.65384051385
ACH-000665,-0.548950358768
ACH-000671,-0.475691473489
ACH-000673,-0.5776921871549999
ACH-000676,-0.704518196179
ACH-000677,-0.685035151293
ACH-000681,-0.36994899082599997
ACH-000682,-0.202548862368
ACH-000683,-0.317348844682
ACH-000684,-0.33990878879600006
ACH-000688,-0.450277021586
ACH-000693,-0.453152185971
ACH-000694,-0.487931726766
ACH-000695,-0.543906916612
ACH-000696,-0.666651074302
ACH-000697,-0.5985368244479999
ACH-000699,-0.634056989057
ACH-000701,-0.337182400714
ACH-000706,-0.297994822806
ACH-000711,-0.597214702613
ACH-000713,-0.497187802096
ACH-000714,-0.443071475195
ACH-000718,-0.48913219491899995
ACH-000720,-0.750882127613
ACH-000721,-0.46819090560800003
ACH-000724,-0.13276460220699998
ACH-000725,-0.382581519262
ACH-000732,-0.522357612414
ACH-000734,-0.291848520151
ACH-000735,-0.42094727918499997
ACH-000736,-0.7330054979870001
ACH-000738,-0.348389057532
ACH-000746,-0.019844368309099997
ACH-000747,-0.6074293120300001
ACH-000748,-0.703285881056
ACH-000753,-0.5350391894309999
ACH-000756,-0.607890268734
ACH-000757,-0.47644927522200003
ACH-000758,-0.650209766331
ACH-000760,-0.433019479305
ACH-000763,-0.25154312256
ACH-000764,-0.603679424383
ACH-000765,-0.277553517256
ACH-000766,-0.670515177948
ACH-000767,-0.521405531297
ACH-000768,-0.700945718546
ACH-000769,-0.589446160269
ACH-000770,-0.48129316702299996
ACH-000771,-0.48080410020900005
ACH-000773,-0.25433359883400003
ACH-000776,-0.517729883312
ACH-000777,-0.46272641682800003
ACH-000778,-0.274787998366
ACH-000781,-0.0111955128884
ACH-000782,-0.474814364384
ACH-000783,-0.427123961429
ACH-000784,-0.455317274754
ACH-000785,-0.192822939089
ACH-000787,-0.393148774446
ACH-000788,-0.579566405964
ACH-000791,-0.566411876405
ACH-000792,-0.570521691712
ACH-000794,-0.6779815885860001
ACH-000796,-0.43861967688299996
ACH-000799,-0.454751989185
ACH-000800,-0.9464655542039999
ACH-000802,-0.590584254475
ACH-000804,-0.311882932298
ACH-000805,-0.778937377418
ACH-000809,-0.259061839838
ACH-000810,-0.462377017811
ACH-000811,-0.270056168067
ACH-000817,-0.267303304794
ACH-000819,-0.291823220531
ACH-000820,-0.544683987343
ACH-000821,-0.440228870474
ACH-000822,-0.579551601542
ACH-000823,-0.638158965914
ACH-000824,-0.17408176217399998
ACH-000827,-0.807216382542
ACH-000829,-0.6763014126520001
ACH-000831,-0.491810111035
ACH-000832,-0.500870504176
ACH-000833,-0.334234437691
ACH-000834,-0.579287389581
ACH-000835,-0.421072750119
ACH-000836,0.019310304654400003
ACH-000837,-0.0690398525143
ACH-000838,-0.623735877531
ACH-000839,-0.68066292076
ACH-000840,-0.437680080611
ACH-000841,-0.532167277638
ACH-000843,-0.427605104122
ACH-000846,-0.782686387421
ACH-000847,-0.666329030885
ACH-000848,-0.756373892873
ACH-000849,-0.419318298121
ACH-000851,-0.613332389771
ACH-000855,-0.6903693755529999
ACH-000856,-0.285466870552
ACH-000858,-0.40951635882700005
ACH-000859,-0.326119344437
ACH-000861,-0.395524621743
ACH-000862,-0.5375914867530001
ACH-000865,-0.5357395336699999
ACH-000866,-0.705393401836
ACH-000867,-0.606300523534
ACH-000869,-0.272842061204
ACH-000872,-0.631854991501
ACH-000873,-0.742774772543
ACH-000876,-0.162885340814
ACH-000878,-0.6069376532680001
ACH-000880,-0.555947767802
ACH-000881,-0.44002692065300003
ACH-000882,-0.521658342805
ACH-000884,-0.654894873759
ACH-000885,-0.444135952166
ACH-000887,-0.218225239891
ACH-000888,-0.472947851784
ACH-000889,-0.392629274242
ACH-000890,-0.625983978699
ACH-000896,-0.6723391282600001
ACH-000898,-0.59488291969
ACH-000900,-0.403355449652
ACH-000901,-0.507135190123
ACH-000905,-0.396807612243
ACH-000906,-0.251275283939
ACH-000907,-0.533657507236
ACH-000910,-0.257597693279
ACH-000911,-0.583975316602
ACH-000912,-0.75368847771
ACH-000913,-0.49467139586000003
ACH-000915,-0.246807082308
ACH-000916,0.11186866364600001
ACH-000917,-0.298762679092
ACH-000921,-0.777803245882
ACH-000924,-0.21741820274999998
ACH-000926,-0.518179377113
ACH-000928,-0.583677814265
ACH-000929,-0.43781159302100003
ACH-000932,-0.644504426625
ACH-000935,-0.563258969089
ACH-000936,-0.471800230019
ACH-000937,-0.568985466211
ACH-000938,-0.46710881251900005
ACH-000939,-0.156447338234
ACH-000941,-0.59356786261
ACH-000943,-0.494641815508
ACH-000946,-0.44097170738499997
ACH-000947,-0.644020344679
ACH-000948,-0.468165172879
ACH-000950,-0.42609725788099995
ACH-000953,-0.463845710384
ACH-000957,-0.634664451611
ACH-000958,-0.694127400619
ACH-000960,-0.45746089862899997
ACH-000963,-0.75563721549
ACH-000968,-0.656289734622
ACH-000969,-0.462770534787
ACH-000973,-0.435965677321
ACH-000974,-0.758447853465
ACH-000975,-0.520118388961
ACH-000976,-0.706034095029
ACH-000978,-0.464741060289
ACH-000980,-0.294790880014
ACH-000984,-0.562223386435
ACH-000986,-0.210929783186
ACH-000988,-0.00011997202824799999
ACH-000993,-0.7269982521259999
ACH-000994,-0.34782947913199996
ACH-000996,-0.736879285195
ACH-001001,-0.48311070594899996
ACH-001020,-0.07024329907389999
ACH-001028,-0.492663492624
ACH-001031,-0.620765207339
ACH-001038,-0.5125524366800001
ACH-001048,-0.398831323869
ACH-001050,-0.49487227413999996
ACH-001053,-0.29093309948699997
ACH-001054,-0.386294885841
ACH-001061,-0.467833002667
ACH-001067,-0.8431369155840001
ACH-001075,-0.680745497145
ACH-001096,-0.48847096386100003
ACH-001128,0.518081530963
ACH-001134,-0.47854275141099994
ACH-001151,-0.288573674393
ACH-001163,-0.29204251426100003
ACH-001164,-0.489757826251
ACH-001173,-0.530412829254
ACH-001183,-0.5787019939970001
ACH-001184,-0.48945101838699995
ACH-001190,-0.45399021389300004
ACH-001192,-0.5748462542239999
ACH-001193,-0.654790160312
ACH-001196,-0.327745236136
ACH-001197,-0.541783006282
ACH-001205,-0.7232477811660001
ACH-001211,-0.450520333748
ACH-001212,-0.419705698016
ACH-001228,-0.39613294674099997
ACH-001232,-0.38366636789
ACH-001239,-0.543037788928
ACH-001274,-0.44760007540799995
ACH-001275,-0.588545009861
ACH-001277,-0.35184112603100004
ACH-001278,-0.608698330527
ACH-001280,-0.165864351159
ACH-001283,-0.6676100104339999
ACH-001289,-0.39500495177100003
ACH-001295,-0.372420912377
ACH-001300,-0.395795834645
ACH-001301,-0.498776257764
ACH-001302,-0.6519942783120001
ACH-001303,-0.329033012936
ACH-001306,-0.584283548206
ACH-001318,-0.38520072610600004
ACH-001322,-0.314285858984
ACH-001328,-0.568613516453
ACH-001332,-0.498961657465
ACH-001333,-0.216789976311
ACH-001336,-0.5547314328399999
ACH-001340,-0.456044381631
ACH-001346,-0.274622076838
ACH-001353,-0.45547001927
ACH-001354,-0.315886561906
ACH-001367,-0.607765123483
ACH-001368,-0.537826565247
ACH-001374,-0.802493165317
ACH-001375,-0.136537427988
ACH-001377,-0.31397249068000005
ACH-001380,-0.338360446378
ACH-001391,-0.7355384701090001
ACH-001407,-0.209231167927
ACH-001408,-0.518751832115
ACH-001413,-0.614033910597
ACH-001430,-0.193178799171
ACH-001431,-0.4424515961
ACH-001450,-0.702506521897
ACH-001496,-0.223591051996
ACH-001500,-0.27462024144200003
ACH-001521,-0.611027736217
ACH-001523,-0.440038660555
ACH-001532,-0.6870090993800001
ACH-001536,-0.411711816006
ACH-001550,-0.18293652309500003
ACH-001552,-0.7153928972939999
ACH-001554,-0.611400936949
ACH-001645,-0.47145695664399995
ACH-001654,-0.375435933105
ACH-001715,-0.315901239663
ACH-001735,-0.314863844271
ACH-001736,-0.44663150145400005
ACH-001737,-1.09412559184
ACH-001740,-0.313787158869
ACH-001745,-0.416951414921
ACH-001750,-0.544463341841
ACH-001765,-0.548952331887
ACH-001956,-0.645253819671
ACH-001957,-0.404625615447
