,TSPEAR (54084)
ACH-000004,0.204815744931
ACH-000007,-0.16918805375100002
ACH-000009,0.0998449576409
ACH-000011,-0.0596841487849
ACH-000012,-0.013983475708899998
ACH-000013,-0.0361932670714
ACH-000014,0.258546648902
ACH-000015,0.119286943539
ACH-000017,-0.0465009875351
ACH-000018,-0.023788751030200003
ACH-000019,0.0447925457075
ACH-000021,0.262038339141
ACH-000022,0.05445390671630001
ACH-000025,0.0708271552155
ACH-000028,0.124702404883
ACH-000030,0.0570956836912
ACH-000035,0.10954526120300001
ACH-000036,-0.0024259346865999998
ACH-000037,-0.12119866890799999
ACH-000039,0.22713822482299997
ACH-000040,-0.0169406400294
ACH-000041,0.123309789375
ACH-000042,0.0587015810051
ACH-000045,0.0333396291575
ACH-000047,0.17652739058800002
ACH-000052,0.254728103657
ACH-000053,0.0726502016164
ACH-000054,0.017866617556099997
ACH-000055,0.270303913564
ACH-000060,-0.179526079463
ACH-000067,0.102642504939
ACH-000070,0.167547571754
ACH-000075,-0.0541050821709
ACH-000078,0.11289561508
ACH-000082,0.263533692585
ACH-000085,-0.049761614301000005
ACH-000086,0.16824565339000003
ACH-000087,-0.100968373845
ACH-000092,0.10936642639000001
ACH-000095,0.08368253739569999
ACH-000097,-0.0410801018396
ACH-000098,0.0537771308483
ACH-000099,0.25578617097600004
ACH-000108,0.083738679914
ACH-000113,-0.13954494332599998
ACH-000115,-0.222158163901
ACH-000116,-0.0735577193906
ACH-000118,0.224325522797
ACH-000120,0.16045304770500002
ACH-000123,-0.21483967034899998
ACH-000127,-0.019744127658
ACH-000128,-0.0427638874328
ACH-000132,0.00371604264474
ACH-000133,0.145883666293
ACH-000137,-0.0165751991992
ACH-000138,0.186340257559
ACH-000142,0.016891622648200003
ACH-000143,-0.116599938594
ACH-000146,-0.024555109223599998
ACH-000148,-0.13852019082800002
ACH-000150,-0.049603649858400004
ACH-000152,-0.13587671294700002
ACH-000153,0.0537776370314
ACH-000159,0.142688075415
ACH-000160,0.187048491244
ACH-000163,-0.32696960800700003
ACH-000167,-0.042208271784199995
ACH-000168,-0.16075518764399999
ACH-000169,0.262741590748
ACH-000178,0.106189043892
ACH-000182,0.11438102529500001
ACH-000183,0.0072448171476999996
ACH-000188,-0.036777937906
ACH-000189,0.08858438704169999
ACH-000190,0.235556558577
ACH-000198,0.02084774271
ACH-000204,0.170607435671
ACH-000206,-0.0018229342765
ACH-000207,-0.0526991718162
ACH-000211,0.09551766588050001
ACH-000215,0.06989467401050001
ACH-000221,0.110931379154
ACH-000222,0.12594118093599999
ACH-000223,-0.0252589449405
ACH-000226,0.055357144511199996
ACH-000227,-0.487446275409
ACH-000228,0.12766115587000001
ACH-000231,0.0124311375434
ACH-000232,0.168670356321
ACH-000233,-0.0734770262032
ACH-000234,0.058910867141300005
ACH-000235,0.0955808869492
ACH-000237,0.0019968786742999996
ACH-000238,-0.09882799429689999
ACH-000243,0.0761210553609
ACH-000244,-0.436922136842
ACH-000246,0.142964486464
ACH-000248,-0.113343188166
ACH-000250,-0.16941973444400002
ACH-000251,-0.09347931116939999
ACH-000253,-0.07193031694810001
ACH-000255,0.050004341584300005
ACH-000256,-0.0107790369863
ACH-000257,-0.217314952766
ACH-000258,0.13643950801
ACH-000259,-0.0475309324699
ACH-000260,0.0705138532433
ACH-000261,-0.0385163995762
ACH-000262,0.212313945621
ACH-000263,-0.11672296684399999
ACH-000264,-0.038683208824
ACH-000265,0.04649305557519999
ACH-000266,0.0988388075176
ACH-000272,0.0604884037113
ACH-000273,0.148893664729
ACH-000274,-0.00343111123983
ACH-000277,-0.11910486266300001
ACH-000278,-0.05501610361169999
ACH-000279,0.029126894819799996
ACH-000280,0.016356255913299998
ACH-000281,0.0954432773192
ACH-000288,-0.06422631786859999
ACH-000291,0.110966704723
ACH-000293,-0.0962996553293
ACH-000294,0.0566539360405
ACH-000295,0.15331944671199998
ACH-000296,0.0341841911324
ACH-000302,-0.122742462488
ACH-000304,0.29130321696199996
ACH-000307,0.0249022569881
ACH-000308,-0.056298998455099995
ACH-000310,0.0413356761302
ACH-000311,0.0626226268747
ACH-000312,0.0853315783855
ACH-000315,0.12209825897
ACH-000316,0.0560598227099
ACH-000317,0.124943031823
ACH-000318,0.0543841041692
ACH-000319,0.0692885429241
ACH-000320,0.1355017245
ACH-000322,-0.0879882830943
ACH-000323,0.15340200424
ACH-000324,-0.04778872674719999
ACH-000329,0.143280375365
ACH-000330,0.101559160899
ACH-000331,0.08109894372439999
ACH-000332,0.017818652395599998
ACH-000334,-0.10562644496300001
ACH-000335,0.24494962232099998
ACH-000336,-0.43364603208999997
ACH-000337,0.17309350457400002
