,SMPDL3B (27293)
ACH-000004,0.074256028572
ACH-000007,-0.028079633782000003
ACH-000009,-0.11557960037699999
ACH-000011,-0.14491600764499998
ACH-000012,-0.269309001379
ACH-000013,-0.24583592854800002
ACH-000014,-0.056406692894800006
ACH-000015,-0.0651874741149
ACH-000017,-0.0265649184958
ACH-000018,-0.147530238981
ACH-000019,0.119141029743
ACH-000021,-0.061403055497900004
ACH-000022,-0.123845812327
ACH-000025,-0.046243014241000004
ACH-000028,-0.143422001483
ACH-000030,-0.12393697091700001
ACH-000035,-0.325777932276
ACH-000036,0.127296419812
ACH-000037,-0.0818242063851
ACH-000039,0.05265734369519999
ACH-000040,-0.255595971997
ACH-000041,0.0885822357833
ACH-000042,0.0805096081196
ACH-000045,-0.10901867584899999
ACH-000047,-0.13653743243799998
ACH-000052,-0.134558560833
ACH-000053,-0.135663705398
ACH-000054,-0.0174109302546
ACH-000055,-0.0687749294647
ACH-000060,-0.198005319111
ACH-000067,-0.300835181693
ACH-000070,-0.125319093792
ACH-000075,0.195699779789
ACH-000078,-0.0672712919859
ACH-000082,-0.168525627845
ACH-000085,-0.334812301025
ACH-000086,-0.08580892794530001
ACH-000087,0.140817104402
ACH-000092,-0.213735134947
ACH-000095,-0.013942212557299999
ACH-000097,-0.0431871446442
ACH-000098,-0.034228864144000004
ACH-000099,0.0483395880355
ACH-000108,0.0498537712694
ACH-000113,-0.185708749626
ACH-000115,0.09165781401249999
ACH-000116,-0.0298809410721
ACH-000118,-0.060665794799699996
ACH-000120,-0.147497950937
ACH-000123,-0.07450689411839999
ACH-000127,0.011397683801799998
ACH-000128,-0.18127672661699998
ACH-000132,-0.156830237586
ACH-000133,-0.0432702791152
ACH-000137,-0.09965757635530001
ACH-000138,-0.0199381403643
ACH-000142,0.10866755806
ACH-000143,0.139582017567
ACH-000146,-0.147411786203
ACH-000148,-0.026650620889599998
ACH-000150,-0.312309934999
ACH-000152,-0.221146645506
ACH-000153,-0.127146809212
ACH-000159,-0.16110746455299998
ACH-000160,0.0624147498945
ACH-000163,-0.0924239728703
ACH-000167,-0.064094553967
ACH-000168,0.0119155417961
ACH-000169,-0.261691249519
ACH-000178,-0.0483210175268
ACH-000182,0.123012112918
ACH-000183,-0.0290021348396
ACH-000188,-0.12615684453700002
ACH-000189,0.00672121000741
ACH-000190,-0.17637671905400001
ACH-000198,-0.11966740435499999
