,VAT1 (10493)
ACH-000402,0.0955999581699
ACH-000403,-0.259954226039
ACH-000404,0.12665621390999998
ACH-000406,-0.10189939371099999
ACH-000407,-0.31830248578000003
ACH-000408,-0.335994432254
ACH-000410,-0.04943801764669999
ACH-000411,-0.330892249083
ACH-000414,-0.153303294279
ACH-000415,-0.25060995544500003
ACH-000416,-0.285324336256
ACH-000420,-0.131312245686
ACH-000421,-0.16117188235
ACH-000424,-0.40481448794799996
ACH-000425,-0.39911364873000005
ACH-000426,-0.11496937319
ACH-000427,-0.645311274931
ACH-000433,-0.378726666949
ACH-000436,-0.243347866349
ACH-000444,-0.162700514974
ACH-000445,-0.102767840473
ACH-000448,-0.185935421255
ACH-000450,-0.046728594747199995
ACH-000452,-0.187011436476
ACH-000454,-0.145366616078
ACH-000458,-0.052917215696599997
ACH-000459,-0.181454101782
ACH-000460,-0.10929710643200001
ACH-000461,-0.0318368236284
ACH-000463,-0.465324936334
ACH-000464,-0.315476118877
ACH-000466,0.09266235930269999
ACH-000467,-0.267067552069
ACH-000468,-0.0394151893703
ACH-000469,-0.175192943526
ACH-000470,-0.115999690281
ACH-000471,-0.280200059005
ACH-000472,-0.172414925092
ACH-000473,-0.332012848894
ACH-000475,-0.205284511898
ACH-000476,-0.226021750471
ACH-000477,0.1670246229
ACH-000480,-0.41565434824600006
ACH-000481,-0.12815584023
ACH-000483,-0.0500302112286
ACH-000484,-0.124710463072
ACH-000485,-0.07588727095919999
ACH-000486,-0.263459354146
ACH-000487,-0.129998610832
ACH-000488,-0.206389081997
ACH-000490,-0.0751371797537
ACH-000491,-0.278476150964
ACH-000495,-0.370322158097
ACH-000496,-0.105801120127
ACH-000499,-0.28188681891600004
ACH-000500,-0.332405974415
ACH-000502,-0.153083127253
ACH-000503,-0.325262162779
ACH-000505,-0.0714625830175
ACH-000507,-0.127844914626
ACH-000510,-0.0851642198964
ACH-000511,-0.24260426169500002
ACH-000512,0.00716202235863
ACH-000516,-0.219414502262
ACH-000517,-0.09981707134510001
ACH-000518,-0.128454404167
ACH-000520,-0.304244592032
ACH-000521,-0.0884014759596
ACH-000522,-0.204244155415
ACH-000524,-0.176293505014
ACH-000527,-0.348210409317
ACH-000528,-0.112482140613
ACH-000537,0.006635025068
ACH-000541,-0.189244225701
ACH-000542,-0.145648306306
ACH-000544,-0.227166581529
ACH-000545,-0.109881247878
ACH-000547,-0.17874169447000002
ACH-000548,-0.23147330003199998
ACH-000549,-0.36158797786200003
ACH-000550,-0.19346106458700002
ACH-000552,-0.397807959247
ACH-000556,-0.150524481661
ACH-000557,0.0640585493322
ACH-000570,-0.22464340241
ACH-000571,-0.09541922011819999
ACH-000573,-0.0474438518233
ACH-000576,-0.17515908626200002
ACH-000580,-0.07798902002210001
ACH-000584,-0.151936269
ACH-000585,-0.0958512114105
ACH-000588,-0.294902330777
ACH-000589,-0.09693207894549999
ACH-000591,-0.15547546632099998
ACH-000593,-0.386633672937
ACH-000600,-0.352591264095
ACH-000601,-0.102536223074
ACH-000604,-0.386190718887
ACH-000605,-0.127714231571
ACH-000606,-0.280396390356
ACH-000608,-0.220228378323
ACH-000614,-0.0562799109996
ACH-000616,-0.25795368244000005
ACH-000618,-0.23368651609000002
ACH-000619,-0.146389050601
ACH-000620,-0.129178816708
ACH-000621,-0.0922282535301
ACH-000622,-0.492316953706
ACH-000623,-0.252738514567
ACH-000624,-0.26559012094900003
ACH-000627,-0.142993526249
ACH-000630,-0.111423952833
ACH-000632,-0.18478862630800003
ACH-000633,-0.0745374591517
ACH-000637,-0.23688991338399998
ACH-000638,-0.144090623335
ACH-000646,-0.17109039492800002
ACH-000647,-0.353552482231
ACH-000648,-0.0810102734099
ACH-000649,-0.231383301649
ACH-000651,-0.033847519743300004
ACH-000652,-0.11626164990999999
ACH-000653,-0.260004474304
ACH-000657,-0.143714473177
ACH-000658,-0.15250725728700001
ACH-000661,-0.244876145711
ACH-000662,-0.32568629091
ACH-000663,-0.331626318162
ACH-000665,-0.170145886435
ACH-000671,-0.152481801665
ACH-000673,-0.267819448766
ACH-000676,-0.222359445618
ACH-000677,-0.298572751166
ACH-000681,-0.232600378694
ACH-000682,-0.130016004091
ACH-000683,-0.11266873432499999
ACH-000684,-0.0972130332846
ACH-000688,-0.241502647099
ACH-000693,-0.12481411436699999
ACH-000694,-0.22778503087699997
ACH-000695,-0.478206370599
ACH-000696,-0.21975439696
ACH-000697,-0.049324974041599995
ACH-000699,-0.217494622628
ACH-000701,0.0335364516284
ACH-000706,-0.20867246845100001
ACH-000711,-0.0476641676929
ACH-000713,-0.07453115790249999
ACH-000714,-0.229738281765
ACH-000718,-0.054600243529599995
ACH-000720,-0.30993775577
ACH-000721,-0.21374786280299998
ACH-000724,-0.320904594825
ACH-000725,-0.24563887438499998
ACH-000732,-0.36176319481700003
ACH-000734,0.0289496206249
ACH-000735,-0.36350703101099996
ACH-000736,-0.18411283208299997
ACH-000738,-0.22565065773499998
ACH-000746,-0.278243190014
ACH-000747,-0.307545295194
ACH-000748,-0.22305201080200002
ACH-000753,-0.112653369571
ACH-000756,-0.408969249338
ACH-000757,0.0421700988949
ACH-000758,-0.376002838649
ACH-000760,-0.16338734577400002
ACH-000763,-0.122134696959
ACH-000764,-0.260122778903
ACH-000765,0.0514777883089
ACH-000766,-0.314055608389
ACH-000767,-0.07304111445230001
ACH-000768,-0.230013153635
ACH-000769,-0.0661546075589
ACH-000770,-0.117473977328
ACH-000771,-0.149370356137
ACH-000773,0.026518000992200003
ACH-000776,-0.365150808406
ACH-000777,-0.0333635028448
ACH-000778,-0.33987301621699995
ACH-000781,-0.09394308863230001
ACH-000782,-0.123467578037
ACH-000783,-0.143563056349
ACH-000784,-0.17497634892900002
ACH-000785,-0.105983005598
ACH-000787,-0.14304311262
ACH-000788,-0.15723874800100002
ACH-000791,-0.217713153477
ACH-000792,-0.275290308351
ACH-000794,-0.145986211123
ACH-000796,-0.134901845024
ACH-000799,-0.0890241804156
ACH-000800,-0.27324758644499997
ACH-000802,-0.13874670066199998
ACH-000804,-0.158015162966
ACH-000805,-0.0670926163256
ACH-000809,-0.157523888717
ACH-000810,-0.535783265456
ACH-000811,-0.34680000316200005
ACH-000817,-0.20883055173
ACH-000819,0.0469206671079
ACH-000820,0.015601147740400001
ACH-000821,-0.33901188823600004
ACH-000822,-0.146935814693
ACH-000823,-0.302346331204
ACH-000824,-0.0500137405985
ACH-000827,-0.125609951359
ACH-000829,-0.43576891123800005
ACH-000831,-0.126956964941
ACH-000832,-0.32060142563099997
ACH-000833,-0.09320365144750001
ACH-000834,-0.320696349743
ACH-000835,-0.101118659545
ACH-000836,-0.132198002961
ACH-000837,-0.166634291045
ACH-000838,0.014039201136700001
ACH-000839,-0.377349603204
ACH-000840,-0.17792919414099997
ACH-000841,-0.101889583221
ACH-000843,-0.284099077019
ACH-000846,-0.10643914754
ACH-000847,-0.177851259723
ACH-000848,-0.035555824938
ACH-000849,-0.241623278913
ACH-000851,-0.295919326459
ACH-000855,-0.260127569389
ACH-000856,-0.275797128701
ACH-000858,-0.33561924625
ACH-000859,-0.262501427821
ACH-000861,-0.158240306232
ACH-000862,-0.07177817441260001
ACH-000865,-0.141077013429
ACH-000866,-0.174091183444
ACH-000867,-0.23113714344300001
ACH-000869,-0.178862303493
ACH-000872,-0.233811696013
ACH-000873,-0.160724229811
ACH-000876,-0.174030312358
ACH-000878,-0.0667020631149
ACH-000880,-0.0579468822888
ACH-000881,-0.207199444406
ACH-000882,-0.19666393142299998
ACH-000884,-0.227025793279
ACH-000885,-0.122043912835
ACH-000887,-0.11226063797000001
ACH-000888,-0.188225512298
ACH-000889,-0.13269904551
ACH-000890,-0.41148782935500006
ACH-000896,-0.0917872199577
ACH-000898,-0.00368720098061
ACH-000900,-0.601141527116
ACH-000901,-0.16449616923000002
ACH-000905,-0.1904219049
ACH-000906,-0.0883999723175
ACH-000907,-0.00378166011079
ACH-000910,0.043751460969000004
ACH-000911,-0.131015751204
ACH-000912,-0.182473292273
ACH-000913,-0.268688120977
ACH-000915,-0.163669948264
ACH-000916,-0.423147941914
ACH-000917,-0.332243760674
ACH-000921,-0.21021139030900002
ACH-000924,-0.206304971576
ACH-000926,-0.20211696554000003
ACH-000928,-0.293581978129
ACH-000929,-0.38403091500299996
ACH-000932,-0.00232060823147
ACH-000935,-0.11742742592399999
ACH-000936,-0.14678369054
ACH-000937,-0.00030587090667600004
ACH-000938,-0.0725109397832
ACH-000939,-0.20377320375500002
ACH-000941,-0.222429977868
ACH-000943,-0.0435131175305
ACH-000946,-0.201759853313
ACH-000947,-0.0143402985394
ACH-000948,-0.39473814843099997
ACH-000950,0.055760335353
ACH-000953,-0.100592499869
ACH-000957,-0.27427222695799996
ACH-000958,-0.00345073994806
ACH-000960,-0.0799030881862
ACH-000963,-0.560916933237
ACH-000968,-0.11360838170999998
ACH-000969,-0.036806058508099995
ACH-000973,-0.11954424052200001
ACH-000974,-0.23698905533599998
ACH-000975,-0.155197524789
ACH-000976,-0.126162946867
ACH-000978,0.561570458292
ACH-000980,-0.193632932841
ACH-000984,-0.26286260138
ACH-000986,-0.308994126765
ACH-000988,-0.195915653013
ACH-000993,-0.258988474489
ACH-000994,-0.00797945675744
ACH-000996,-0.272197284863
ACH-001001,-0.22323936487100002
ACH-001020,-0.353647737686
ACH-001028,-0.20527501717500002
ACH-001031,-0.324397348586
ACH-001038,-0.344153739595
ACH-001048,-0.08609656148980001
ACH-001050,-0.257398277119
ACH-001053,-0.11565669003699999
ACH-001054,-0.377622499432
ACH-001061,-0.0502615334968
ACH-001067,-0.304380166032
ACH-001075,-0.146641924861
ACH-001096,-0.127184306973
ACH-001128,-0.319483660588
ACH-001134,-0.283812421494
ACH-001151,-0.219049753068
ACH-001163,-0.335235909186
ACH-001164,-0.09045338859169999
ACH-001173,-0.21500139620900002
ACH-001183,-0.307587677954
ACH-001184,-0.279298490112
ACH-001190,0.0467768001005
ACH-001192,-0.209695416571
ACH-001193,-0.44908809951800005
ACH-001196,8.853218901500001e-05
ACH-001197,-0.39030613180600005
ACH-001205,-0.433950397757
ACH-001211,-0.08154583018089999
ACH-001212,-0.40069665257799997
ACH-001228,-0.194514521886
ACH-001232,-0.204208706523
ACH-001239,-0.204052944465
ACH-001274,-0.18971109675700001
ACH-001275,0.053606505848900005
ACH-001277,-0.106918996875
ACH-001278,-0.217360590927
ACH-001280,-0.279941300117
ACH-001283,-0.30839317804099997
ACH-001289,-0.447415673254
ACH-001295,-0.225333824111
ACH-001300,-0.26552180159899996
ACH-001301,-0.567138165153
ACH-001302,0.0799610960914
ACH-001303,-0.0302253203675
ACH-001306,-0.270560179037
ACH-001318,-0.0593010614589
ACH-001322,-0.16814325548
ACH-001328,-0.296103557701
ACH-001332,-0.136000420428
ACH-001333,-0.20084390112999997
ACH-001336,-0.318320980887
ACH-001340,-0.193082358365
ACH-001346,-0.23877981475499999
ACH-001353,-0.27279509221799997
ACH-001354,-0.237251493596
ACH-001367,-0.11928361764
ACH-001368,-0.351125827912
ACH-001374,-0.22712122891
ACH-001375,-0.426149607958
ACH-001377,-0.10632914788999999
ACH-001380,-0.35030887298600005
ACH-001391,-0.34542754460299996
ACH-001407,-0.00580908453123
ACH-001408,-0.2541808664
ACH-001413,-0.37743329673299997
ACH-001430,-0.018215163696700003
ACH-001431,-0.223042411858
ACH-001450,-0.39544595588299997
ACH-001496,-0.086052476158
ACH-001500,-0.212306459547
ACH-001521,-0.12238288726
ACH-001523,-0.305955717892
ACH-001532,-0.221650576276
ACH-001536,-0.34663133793000006
ACH-001550,-0.24453980904
ACH-001552,-0.728745700809
ACH-001554,-0.0760940406851
ACH-001645,-0.0547712560639
ACH-001654,-0.213519270328
ACH-001715,-0.0946720118738
ACH-001735,-0.114951632412
ACH-001736,-0.225576423481
ACH-001737,-0.143425215291
ACH-001740,-0.296442229716
ACH-001745,-0.09330468576060001
ACH-001750,-0.18620017619000004
ACH-001765,-0.273235927632
ACH-001956,-0.121019019191
ACH-001957,-0.259844931767
