,ANGPTL1 (9068)
ACH-000004,0.009788395235160001
ACH-000007,0.270618544648
ACH-000009,-0.190926451472
ACH-000011,-0.0199243462515
ACH-000012,0.0349561869707
ACH-000013,0.0457614327168
ACH-000014,-0.0677738644854
ACH-000015,0.0472592695865
ACH-000017,0.0009576114472729999
ACH-000018,0.0007184521259139999
ACH-000019,0.15263455485
ACH-000021,-0.060910901013299996
ACH-000022,0.021112456757
ACH-000025,0.0237045448087
ACH-000028,0.0874936699422
ACH-000030,0.129233301391
ACH-000035,0.106718458748
ACH-000036,0.11139576058299999
ACH-000037,0.0380719608052
ACH-000039,0.064779423136
ACH-000040,-0.0063803774166599995
ACH-000041,-0.0832909402651
ACH-000042,-0.110281479925
ACH-000045,0.151140990373
ACH-000047,-0.0660894950848
ACH-000052,0.0801895497992
ACH-000053,0.0448131218616
ACH-000054,-0.0866174046396
ACH-000055,-0.0695150478861
ACH-000060,0.13480029448
ACH-000067,0.055820349293999996
ACH-000070,0.10104371982999999
ACH-000075,-0.156336121192
ACH-000078,0.056970789362699996
ACH-000082,0.15456650795600002
ACH-000085,0.0971970449115
ACH-000086,-0.165836389327
ACH-000087,0.120391425484
ACH-000092,0.0538400430914
ACH-000095,0.08459567323439998
ACH-000097,0.0409515693167
ACH-000098,-0.07085052853149999
ACH-000099,0.176121925817
ACH-000108,0.19556172933600002
ACH-000113,-0.014209367905899998
ACH-000115,0.181280538981
ACH-000116,0.07616200354960001
ACH-000118,0.0270527536031
ACH-000120,-0.0119916029361
ACH-000123,0.100943230702
ACH-000127,-0.04491524029619999
ACH-000128,0.07002380968710001
ACH-000132,0.0959242418355
ACH-000133,-0.0168621950539
ACH-000137,0.274496584664
ACH-000138,0.05861433310269999
ACH-000142,-0.0667626891029
ACH-000143,-0.0356781440409
ACH-000146,0.102301451076
ACH-000148,0.00974178171628
ACH-000150,0.128944792792
ACH-000152,0.0128699885499
ACH-000153,0.112926952217
ACH-000159,0.0032060597760599995
ACH-000160,-0.018645639114400002
ACH-000163,-0.0123246028016
ACH-000167,0.19145811332499998
ACH-000168,-0.0462201519015
ACH-000169,0.07267072912110001
ACH-000178,0.012122987184600002
ACH-000182,0.20864024992199998
ACH-000183,0.0045119711338
ACH-000188,0.0709084736025
ACH-000189,0.16622088028100002
ACH-000190,0.198686611471
ACH-000198,0.00615739034934
ACH-000204,-0.201817709484
ACH-000206,-0.008374497586140001
ACH-000207,0.13005812111600001
ACH-000211,0.03613508295869999
ACH-000215,0.115044645048
ACH-000221,0.012872778017899999
ACH-000222,-0.132261718054
ACH-000223,0.039257087663800004
ACH-000226,0.0332543147008
ACH-000227,0.136076273523
ACH-000228,-0.0112680506504
ACH-000231,0.0313750636402
ACH-000232,0.0713325783265
ACH-000233,0.194878389126
