,TSFM (10102)
ACH-000004,-0.43009558379699997
ACH-000007,-0.74957078326
ACH-000009,-0.7671781475830001
ACH-000011,-0.554679555798
ACH-000012,-0.731497587675
ACH-000013,-0.819109429357
ACH-000014,-0.5651118222899999
ACH-000015,-0.69692600384
ACH-000017,-0.666978382872
ACH-000018,-1.01407965974
ACH-000019,-1.00114479954
ACH-000021,-0.710352333263
ACH-000022,-0.644861080996
ACH-000025,-0.863884491383
ACH-000028,-0.775315172676
ACH-000030,-0.667151052706
ACH-000035,-0.813177385715
ACH-000036,-0.6058424532109999
ACH-000037,-1.2017329156899998
ACH-000039,-0.7837745013580001
ACH-000040,-0.625319773033
ACH-000041,-0.839872795076
ACH-000042,-0.601227436303
ACH-000045,-1.02369262396
ACH-000047,-0.66678712679
ACH-000052,-0.7279689274860001
ACH-000053,-0.714242607798
ACH-000054,-0.559783764827
ACH-000055,-0.47372290370700004
ACH-000060,-0.622191283669
ACH-000067,-0.7396756448630001
ACH-000070,-0.827644048087
ACH-000075,-0.85192590999
ACH-000078,-0.815718098325
ACH-000082,-0.660096518855
ACH-000085,-0.563251170099
ACH-000086,-0.847342848909
ACH-000087,-0.5172615433609999
ACH-000092,-0.568189438531
ACH-000095,-0.580815781938
ACH-000097,-0.695230296321
ACH-000098,-0.48693524192800003
ACH-000099,-0.594879919203
ACH-000108,-0.595147116684
ACH-000113,-0.712782884452
ACH-000115,-0.690717212048
ACH-000116,-0.582667993992
ACH-000118,-0.871351216934
ACH-000120,-0.7399122307100001
ACH-000123,-0.707752426481
ACH-000127,-0.6865931510150001
ACH-000128,-1.0369979022700002
ACH-000132,-0.6800289059260001
ACH-000133,-0.838090185343
ACH-000137,-0.995810060133
ACH-000138,-0.761799827445
ACH-000142,-0.874937208741
ACH-000143,-0.8138339246619999
ACH-000146,-0.7442094367209999
ACH-000148,-0.8745794724670001
ACH-000150,-0.716326520427
ACH-000152,-0.804236382588
ACH-000153,-0.855236606761
ACH-000159,-0.787317193651
ACH-000160,-0.850941960032
ACH-000163,-0.613085022653
ACH-000167,-0.7320370080940001
ACH-000168,-0.8870164904539999
ACH-000169,-0.782961808522
ACH-000178,-0.767725726212
ACH-000182,-0.89821754912
ACH-000183,-0.563002776538
ACH-000188,-0.647583069858
ACH-000189,-0.804715289517
ACH-000190,-0.784969651693
ACH-000198,-0.715466025995
ACH-000204,-0.588413178168
ACH-000206,-0.950413325238
ACH-000207,-0.710933429227
ACH-000211,-0.731605605713
ACH-000215,-0.855663964459
ACH-000221,-0.707917873874
ACH-000222,-0.47950317313100005
ACH-000223,-0.682097490897
ACH-000226,-0.682156387287
ACH-000227,-0.780279011548
ACH-000228,-0.862511978695
ACH-000231,-0.682036430333
ACH-000232,-0.7992928856559999
ACH-000233,-0.625284675821
ACH-000234,-0.8938825649050001
ACH-000235,-0.662038140082
ACH-000237,-0.636946929328
ACH-000238,-0.607608066811
ACH-000243,-0.858860822158
ACH-000244,-0.8620580885760001
ACH-000246,-0.8794341387510001
ACH-000248,-0.61486760976
ACH-000250,-0.510683184337
ACH-000251,-0.895111549958
ACH-000253,-0.7623754123919999
ACH-000255,-0.599340698402
ACH-000256,-0.7320896905509999
ACH-000257,-0.418515383187
ACH-000258,-0.611706448741
ACH-000259,-0.84539505751
ACH-000260,-0.618472349981
ACH-000261,-0.7673739453689999
ACH-000262,-0.416332818555
ACH-000263,-0.9711444102619999
ACH-000264,-0.744916793627
ACH-000265,-0.8210564139059999
ACH-000266,-0.734793927699
ACH-000272,-0.726949819604
ACH-000273,-0.9252572878990001
ACH-000274,-0.6327633749939999
ACH-000277,-0.7377408285770001
ACH-000278,-0.833892945239
ACH-000279,-0.8614590855609999
ACH-000280,-0.560446854803
ACH-000281,-0.593318771896
ACH-000288,-0.883092668597
ACH-000291,-0.814550675944
ACH-000293,-0.585283570119
ACH-000294,-0.667822770434
ACH-000295,-0.548717241985
ACH-000296,-0.71671739109
ACH-000302,-0.584943195899
ACH-000304,-0.8565601595469999
ACH-000307,-0.625376154464
ACH-000308,-0.685650782008
ACH-000310,-0.514330615998
ACH-000311,-0.575545750022
ACH-000312,-0.8644274232529999
ACH-000315,-0.7412028011249999
ACH-000316,-0.454613194516
ACH-000317,-0.6585680570369999
ACH-000318,-0.599836637836
ACH-000319,-0.673723463559
ACH-000320,-0.778516575571
ACH-000322,-0.941747108449
ACH-000323,-0.632974952526
ACH-000324,-0.7653584875689999
ACH-000329,-0.694216710957
ACH-000330,-0.322613905903
ACH-000331,-0.730293627649
ACH-000332,-0.622829984947
ACH-000334,-0.898128375008
ACH-000335,-0.6757213928650001
ACH-000336,-0.328691795062
ACH-000337,-0.88006688365
ACH-000339,-0.9121951490279999
ACH-000341,-0.8687701654209999
ACH-000348,-0.7865997184100001
ACH-000350,-0.660137314486
ACH-000352,-0.706639272764
ACH-000356,-0.7259947709260001
ACH-000361,-0.638937194557
ACH-000362,-0.668738160136
ACH-000363,-0.64688066025
ACH-000364,-0.819290106911
ACH-000365,-0.71122145905
ACH-000366,-0.8029703326559999
ACH-000368,-0.9679564395069999
ACH-000374,-0.822030913583
ACH-000375,-0.8749514180079999
ACH-000376,-0.760658644552
ACH-000381,-0.596773641808
ACH-000383,-0.611413567982
ACH-000387,-0.63226454128
ACH-000389,-0.5280381845350001
ACH-000390,-0.664713675221
ACH-000393,-0.495412503635
ACH-000395,-0.422009323915
ACH-000397,-0.473546303413
ACH-000401,-0.606882725611
ACH-000402,-0.708274992415
ACH-000403,-0.7499741935870001
ACH-000404,-0.523857655152
ACH-000406,-0.879458735528
ACH-000407,-0.502668124442
ACH-000408,-0.6341797822590001
ACH-000410,-0.7046325564489999
ACH-000411,-0.759432962076
ACH-000414,-0.933240120115
ACH-000415,-0.567573361661
ACH-000416,-0.65346122425
ACH-000420,-0.802409813574
ACH-000421,-0.5807241351219999
ACH-000424,-0.7673620988950001
ACH-000425,-0.812201225161
ACH-000426,-0.7046950451940001
ACH-000427,-0.711727983802
ACH-000433,-0.6390241097980001
ACH-000436,-0.5778892941170001
ACH-000444,-0.57439600127
ACH-000445,-0.735941243623
ACH-000448,-0.822800490063
ACH-000450,-0.836424871347
ACH-000452,-0.7853887556810001
ACH-000454,-0.74471456632
ACH-000458,-0.706903998383
ACH-000459,-0.9627842080169999
ACH-000460,-0.7163609917329999
ACH-000461,-1.00779886572
ACH-000463,-0.496657687523
ACH-000464,-0.596702254691
ACH-000466,-0.460956439579
ACH-000467,-0.703061554074
ACH-000468,-0.818534440643
ACH-000469,-0.899764694098
ACH-000470,-0.6734156145450001
ACH-000471,-0.582200455097
ACH-000472,-0.800520973686
ACH-000473,-0.698026786857
ACH-000475,-0.7096811637170001
ACH-000476,-0.921139067397
ACH-000477,-0.681571390732
ACH-000480,-0.8287252981100001
ACH-000481,-0.763292998972
ACH-000483,-0.588680540328
ACH-000484,-0.713008593176
ACH-000485,-0.8616625550660001
ACH-000486,-0.628162280208
ACH-000487,-0.7751917723880001
ACH-000488,-0.734224580627
ACH-000490,-0.738499099327
ACH-000491,-0.825889877916
ACH-000495,-0.487071515459
ACH-000496,-0.906644702835
ACH-000499,-0.676581377907
ACH-000500,-0.487242308375
ACH-000502,-0.652694818471
ACH-000503,-0.728002042957
ACH-000505,-0.49655970270099997
ACH-000507,-0.8502036217360001
ACH-000510,-0.620271818861
ACH-000511,-0.82498249058
ACH-000512,-0.572904528903
ACH-000516,-0.549307477855
ACH-000517,-0.583859001952
ACH-000518,-0.560457708093
ACH-000520,-0.610503747848
ACH-000521,-0.674160473135
ACH-000522,-0.712741005967
ACH-000524,-0.705124051727
ACH-000527,-0.633591274615
ACH-000528,-0.558370441561
ACH-000537,-0.690469902256
ACH-000541,0.059518505376300004
ACH-000542,-0.626578719007
ACH-000544,-0.5306270612089999
ACH-000545,-0.6979482215199999
ACH-000547,-0.60752989455
ACH-000548,-0.501900829909
ACH-000549,-0.495168554927
ACH-000550,-0.741363451772
ACH-000552,-1.0703912749200002
ACH-000556,-0.7182565246510001
ACH-000557,-0.737438104974
ACH-000570,-0.562004703906
ACH-000571,-0.854374166968
ACH-000573,-0.5920333792679999
ACH-000576,-0.6936915912270001
ACH-000580,-0.54502048404
ACH-000584,-0.771761440135
ACH-000585,-0.604399226228
ACH-000588,-0.799835250386
ACH-000589,-0.9265777775190001
ACH-000591,-0.726439222369
ACH-000593,-0.700482207483
ACH-000600,-0.729183988718
ACH-000601,-0.7962520939309999
ACH-000604,-0.9798907386489999
ACH-000605,-0.854836699875
ACH-000606,-0.655422463337
ACH-000608,-0.861464961949
ACH-000614,-1.0128629531
ACH-000616,-0.925579542863
ACH-000618,-0.844308908788
ACH-000619,-0.517123859046
ACH-000620,-0.664569770687
ACH-000621,-0.7997988629639999
ACH-000622,-0.551061340204
ACH-000623,-0.714257786072
ACH-000624,-0.516500037354
ACH-000627,-0.6976617444059999
ACH-000630,-0.7375948302580001
ACH-000632,-0.7136737105200001
ACH-000633,-0.9382489469299999
ACH-000637,-0.505305502309
ACH-000638,-0.902371728234
ACH-000646,-0.5510432664880001
ACH-000647,-0.842947871785
ACH-000648,-0.921986903293
ACH-000649,-0.6211022336240001
ACH-000651,-0.695073019627
ACH-000652,-0.5752235268320001
ACH-000653,-0.657839929308
ACH-000657,-0.8905993222799998
ACH-000658,-0.681209670217
ACH-000661,-0.691390307739
ACH-000662,-0.5113128409809999
ACH-000663,-0.857214372851
ACH-000665,-0.675321334391
ACH-000671,-0.912481911796
ACH-000673,-0.768092511176
ACH-000676,-0.88671603187
ACH-000677,-1.08966857499
ACH-000681,-0.658125817405
ACH-000682,-0.621245019063
ACH-000683,-0.639001819076
ACH-000684,-0.556327583713
ACH-000688,-0.918975365368
ACH-000693,-0.8447913900920001
ACH-000694,-0.838015455908
ACH-000695,-0.545808419017
ACH-000696,-0.754324870956
ACH-000697,-1.11924640285
ACH-000699,-0.634704140679
ACH-000701,-0.792914889903
ACH-000706,-0.83829157162
ACH-000711,-0.443008441981
ACH-000713,-0.593327737588
ACH-000714,-0.341623318066
ACH-000718,-0.571416197642
ACH-000720,-0.836402750143
ACH-000721,-0.711480903548
ACH-000724,-0.723156560783
ACH-000725,-0.8997145055329999
ACH-000732,-0.708939220552
ACH-000734,-0.79463395459
ACH-000735,-0.748639336427
ACH-000736,-0.575386096571
ACH-000738,-0.765889856264
ACH-000746,-0.7722246951899999
ACH-000747,-0.899881683399
ACH-000748,-0.556228206759
ACH-000753,-0.810209232104
ACH-000756,-0.7618680744769999
ACH-000757,-1.0282713159299999
ACH-000758,-0.7969497978389999
ACH-000760,-0.895013227718
ACH-000763,-1.09763551055
ACH-000764,-0.604905354535
ACH-000765,-0.9493576596809999
ACH-000766,-0.718134600181
ACH-000767,-0.601738954734
ACH-000768,-0.6590907204290001
ACH-000769,-0.938381619041
ACH-000770,-0.7264287927519999
ACH-000771,-0.81851478682
ACH-000773,-0.642030430301
ACH-000776,-0.9650570373109999
ACH-000777,-0.8278414263959999
ACH-000778,-0.536880183529
ACH-000781,-0.69784054456
ACH-000782,-0.714317352641
ACH-000783,-1.0141557506899999
ACH-000784,-0.757573095841
ACH-000785,-0.753784733872
ACH-000787,-0.574119700917
ACH-000788,-0.6641519209319999
ACH-000791,-0.70476525586
ACH-000792,-0.728450402839
ACH-000794,-0.55165927248
ACH-000796,-0.819831156459
ACH-000799,-0.965069325451
ACH-000800,-0.7160771682979999
ACH-000802,-0.7236874719390001
ACH-000804,-0.729364203062
ACH-000805,-0.789956670595
ACH-000809,-0.6700002218869999
ACH-000810,-0.938905381253
ACH-000811,-0.7859260345819999
ACH-000817,-0.7905545532780001
ACH-000819,-0.831016104304
ACH-000820,-0.747679688689
ACH-000821,-0.6160890266560001
ACH-000822,-0.6457514481809999
ACH-000823,-0.771804116644
ACH-000824,-0.679793503058
ACH-000827,-0.624940378135
ACH-000829,-0.7654577619230001
ACH-000831,-0.8024028660089999
ACH-000832,-0.7974981051369999
