,GBA2 (57704)
ACH-000004,-0.0498333118168
ACH-000007,-0.0287922525657
ACH-000009,-0.233489831505
ACH-000011,0.137097190855
ACH-000012,-0.00634894043701
ACH-000013,0.0131273433119
ACH-000014,0.157398057357
ACH-000015,-0.07808558251400001
ACH-000017,0.188837630926
ACH-000018,-0.11277900607899999
ACH-000019,0.0761806522848
ACH-000021,-0.0692881692122
ACH-000022,0.0054218155035
ACH-000025,0.041377669283
ACH-000028,-0.0325518431148
ACH-000030,-0.0772468018308
ACH-000035,-0.11507371204399999
ACH-000036,0.014340679472100002
ACH-000037,-0.134622300747
ACH-000039,0.033033882327799996
ACH-000040,0.0783624911391
ACH-000041,-0.285183960493
ACH-000042,-0.09811278424419999
ACH-000045,0.0973013634939
ACH-000047,0.0347035870385
ACH-000052,-0.0753221181128
ACH-000053,0.0781888215252
ACH-000054,0.197046501506
ACH-000055,0.0264181635775
ACH-000060,0.139368426756
ACH-000067,-0.0505842793617
ACH-000070,0.215932753095
ACH-000075,-0.050269509753800005
ACH-000078,0.09710993634260001
ACH-000082,-0.212339967943
ACH-000085,-0.0903304304262
ACH-000086,0.0410596897451
ACH-000087,-0.282057294349
ACH-000092,-0.0249631216851
ACH-000095,0.000359212374203
ACH-000097,-0.12137050227900001
ACH-000098,-0.072084845106
ACH-000099,0.177206927379
ACH-000108,-0.19438404746
ACH-000113,-0.010016287685599999
ACH-000115,0.0409806203158
ACH-000116,0.231341503584
ACH-000118,-0.128764538979
ACH-000120,-0.00974920742211
ACH-000123,-0.06538430766009999
ACH-000127,-0.009742523000069999
ACH-000128,0.144291968291
ACH-000132,-0.008588413424449999
ACH-000133,-0.0557962136266
ACH-000137,0.179985780543
ACH-000138,-0.0200847437607
ACH-000142,0.13188871281
ACH-000143,0.123912274822
ACH-000146,0.0455787733103
ACH-000148,-0.013510735383799998
ACH-000150,-0.157030380169
ACH-000152,0.218323440884
ACH-000153,-0.175447767323
ACH-000159,-0.0147915367781
ACH-000160,0.05874248329080001
ACH-000163,0.0476983857952
ACH-000167,0.118316164873
ACH-000168,-0.015422152843799998
ACH-000169,0.0183080712544
ACH-000178,-0.0249492431722
ACH-000182,0.0407934604381
ACH-000183,0.121404186921
ACH-000188,0.10356438745999999
ACH-000189,-0.21239691469799998
ACH-000190,-0.061925191257300005
ACH-000198,0.10471901489
ACH-000204,0.09049120121160001
ACH-000206,0.24925449279399997
ACH-000207,0.184916242289
ACH-000211,-0.0230723222777
ACH-000215,0.0634924446359
ACH-000221,0.0549622219591
ACH-000222,-0.220561428788
ACH-000223,0.174048087007
ACH-000226,0.013890827194499999
ACH-000227,0.0248670906544
ACH-000228,-0.0790662110657
ACH-000231,-0.0128850639135
ACH-000232,0.115151054778
ACH-000233,0.047008592833000004
ACH-000234,0.013692526776399998
ACH-000235,-0.10982606916
ACH-000237,0.0487729651074
ACH-000238,-0.07233556290639999
ACH-000243,-0.0681139007013
ACH-000244,-0.164167197235
ACH-000246,0.0950176832398
ACH-000248,0.0458460174697
ACH-000250,0.148209711313
ACH-000251,0.224992760209
ACH-000253,0.12205246016799999
ACH-000255,-0.0254502384534
ACH-000256,0.0823952741376
ACH-000257,-0.18908946252999997
ACH-000258,0.134071038949
ACH-000259,0.0965795029434
ACH-000260,-0.0031918268565200004
ACH-000261,-0.018196019456400002
ACH-000262,-0.027583406803599997
ACH-000263,0.191595447098
ACH-000264,-0.008673266660200001
ACH-000265,-0.147318781335
ACH-000266,-0.010947724121100002
ACH-000272,-0.0445941815434
ACH-000273,0.124023853695
ACH-000274,-0.0798711982709
ACH-000277,0.101763546557
ACH-000278,-0.124108678483
ACH-000279,0.0364716965886
ACH-000280,-0.0534400218375
ACH-000281,-0.113373213411
ACH-000288,0.110694952456
ACH-000291,0.0217271717226
ACH-000293,0.09111477806900001
ACH-000294,0.006561228234539999
ACH-000295,0.13062019345599998
ACH-000296,-0.0269502051945
ACH-000302,0.0151589602087
ACH-000304,-0.0615876869552
ACH-000307,-0.0305284626572
ACH-000308,0.041973704356
ACH-000310,-0.027038294824099997
ACH-000311,-0.035274764674900004
ACH-000312,0.108989608934
ACH-000315,0.0760672517413
ACH-000316,-0.0008891038156919999
ACH-000317,-0.0673656763038
ACH-000318,0.0253420401358
ACH-000319,0.120804648128
ACH-000320,-0.22812338242
ACH-000322,-0.107808141125
ACH-000323,0.1300153234
ACH-000324,-0.092016375968
ACH-000329,0.21851180033300002
ACH-000330,0.0031678205141300003
ACH-000331,0.0797729279397
ACH-000332,-0.09423625410879999
ACH-000334,-0.00413228114019
ACH-000335,0.0943106371857
ACH-000336,0.0813806268183
ACH-000337,-0.334499501631
ACH-000339,-0.0442416447567
ACH-000341,0.0981466656239
ACH-000348,-0.119727560161
ACH-000350,0.137089052204
ACH-000352,-0.0314023882039
ACH-000356,0.143110645855
ACH-000361,-0.0188855771934
ACH-000362,-0.0144956863875
ACH-000363,-0.0324310539873
ACH-000364,-0.285025172143
ACH-000365,0.08336754393819999
ACH-000366,0.025724961134900002
ACH-000368,0.056116642892199996
ACH-000374,-0.0255692624512
ACH-000375,-0.143078987668
ACH-000376,-0.0539473724952
ACH-000381,-0.178021967276
ACH-000383,0.0120980546559
ACH-000387,-0.0235989978004
ACH-000389,0.132467727378
ACH-000390,-0.11267977761800001
ACH-000393,-0.0413878061226
ACH-000395,0.0936734882119
ACH-000397,-0.027819554007
ACH-000401,-0.0334056177979
ACH-000402,0.09027932023089999
ACH-000403,0.06805867708100001
ACH-000404,0.0824849689638
ACH-000406,-0.0320871756491
ACH-000407,-0.0716505572147
ACH-000408,-0.175659483485
ACH-000410,-0.0820392262624
ACH-000411,-0.00174376057981
ACH-000414,-0.050374031267400005
ACH-000415,0.10235427863299999
ACH-000416,0.012177650435899998
ACH-000420,-0.029313873428
ACH-000421,0.08945908882860001
ACH-000424,0.11625414049499999
ACH-000425,0.025323403979099997
ACH-000426,0.242904276061
ACH-000427,0.136486275863
ACH-000433,-0.07152469373499999
ACH-000436,0.0657242687356
ACH-000444,0.009848628682170001
ACH-000445,0.123372183511
ACH-000448,0.0319870100612
ACH-000450,-0.0060202761568100005
ACH-000452,0.012365934270000002
ACH-000454,0.0827774685017
ACH-000458,0.134643723292
ACH-000459,0.221717753415
ACH-000460,0.09618247825639999
ACH-000461,0.102311170561
ACH-000463,0.087484386126
ACH-000464,0.022196796881400003
ACH-000466,-0.0213437776314
ACH-000467,0.168211501316
ACH-000468,0.00397594613801
ACH-000469,-0.0417418077735
ACH-000470,0.113657953782
ACH-000471,0.0200925950763
ACH-000472,0.005018102072270001
ACH-000473,-0.0707782893628
ACH-000475,-0.012848317551799998
ACH-000476,0.014732308972399999
ACH-000477,-0.10661581455199999
ACH-000480,0.0500118996349
ACH-000481,-0.0725405626173
ACH-000483,0.0263110239066
ACH-000484,0.0453076477171
ACH-000485,0.09522825862610002
ACH-000486,0.14240490496400002
ACH-000487,-0.0333154076707
ACH-000488,0.09881756890900001
ACH-000490,-0.06868425382780001
ACH-000491,0.218560829071
ACH-000495,0.130855249296
ACH-000496,0.051322903439
ACH-000499,-0.34067928228200006
ACH-000500,0.622829256132
ACH-000502,0.0459304658308
ACH-000503,0.396421146663
ACH-000505,0.0120659033729
ACH-000507,0.0230300365598
ACH-000510,-0.0504015178173
