,TYW3 (127253)
ACH-000004,-0.201680901455
ACH-000007,0.00966057143868
ACH-000009,0.09880878267010001
ACH-000011,-0.032523408865
ACH-000012,-0.024664718935500003
ACH-000013,0.000899064713971
ACH-000014,-0.026795954025599998
ACH-000015,-0.00424616928679
ACH-000017,-0.221353516094
ACH-000018,-0.09330662253350001
ACH-000019,-0.0652351710069
ACH-000021,-0.411570469994
ACH-000022,0.10454819827400001
ACH-000025,-0.27159357913000004
ACH-000028,-0.09261501347860002
ACH-000030,-0.0500772396442
ACH-000035,0.0697026202417
ACH-000036,-0.171282368317
ACH-000037,-0.04328665418600001
ACH-000039,-0.154904817318
ACH-000040,0.272022316848
ACH-000041,-0.0990772333614
ACH-000042,0.134307560064
ACH-000045,0.0716812901237
ACH-000047,-0.021938285417
ACH-000052,0.0987191389377
ACH-000053,-0.123793356544
ACH-000054,-0.12456566911900001
ACH-000055,-0.24561075024999998
ACH-000060,0.03901081185
ACH-000067,-0.189284418521
ACH-000070,-0.252489319384
ACH-000075,-0.168690165792
ACH-000078,-0.276382753439
ACH-000082,-0.0728679085011
ACH-000085,0.11680906840399999
ACH-000086,-0.24455413142700003
ACH-000087,-0.0833495592425
ACH-000092,0.0649097464399
ACH-000095,-0.117987326987
ACH-000097,-0.00804394050781
ACH-000098,-0.22236675220600002
ACH-000099,-0.19284672669
ACH-000108,0.056512211513599996
ACH-000113,-0.12816288798800002
ACH-000115,0.051514341464599996
ACH-000116,-0.124200067742
ACH-000118,0.0205748842498
ACH-000120,-0.17297194823800002
ACH-000123,-0.122326753443
ACH-000127,-0.08253416581239999
ACH-000128,-0.11409613800000001
ACH-000132,0.0183265416573
ACH-000133,-0.236822006398
ACH-000137,-0.288609630082
ACH-000138,-0.029298810889400003
ACH-000142,-0.366962048385
ACH-000143,0.0443463381257
ACH-000146,0.00442992809106
ACH-000148,-0.154452420571
ACH-000150,-0.082313580003
ACH-000152,-0.263655403934
ACH-000153,0.194046040053
ACH-000159,-0.07134656376660001
ACH-000160,-0.120856900937
ACH-000163,0.05077646164340001
ACH-000167,-0.284272332521
ACH-000168,-0.019559387134900002
ACH-000169,0.051626461250099995
ACH-000178,0.0082796223736
ACH-000182,-0.139830484035
ACH-000183,-0.134738300227
ACH-000188,-0.0778608840477
ACH-000189,0.429454927024
ACH-000190,-0.022025355150799997
ACH-000198,-0.103225636511
ACH-000204,-0.142868312477
ACH-000206,0.0718917186427
ACH-000207,-0.0861986689645
ACH-000211,-0.205875138086
ACH-000215,-0.172060829109
ACH-000221,0.148625943428
ACH-000222,0.05196797455780001
ACH-000223,-0.17391057834000004
ACH-000226,-0.332030811563
ACH-000227,-0.12187752341800001
ACH-000228,0.0214757313413
ACH-000231,-0.110011651985
ACH-000232,-0.10625308662499999
ACH-000233,0.03919810378980001
ACH-000234,-0.035045116785199996
ACH-000235,-0.011333253681900001
ACH-000237,-0.0931795335669
ACH-000238,-0.142583534081
ACH-000243,-0.0249904798844
ACH-000244,0.0379853160944
ACH-000246,-0.0342556381732
ACH-000248,-0.198181139888
ACH-000250,-0.0491387198322
ACH-000251,0.015153374697799999
ACH-000253,-0.10171770634400001
ACH-000255,-0.015199416762500001
ACH-000256,0.011166911370700002
ACH-000257,-0.379788378695
ACH-000258,-0.178464052787
ACH-000259,-0.118077477394
ACH-000260,-0.0380470361353
ACH-000261,-0.0507661917734
ACH-000262,-0.295971231018
ACH-000263,0.0998685688589
ACH-000264,-0.0435751367176
ACH-000265,-0.0970713886727
ACH-000266,0.07777528164389999
ACH-000272,-0.06571036480600001
ACH-000273,-0.14733914135
ACH-000274,-0.069316729834
ACH-000277,-0.252619155296
ACH-000278,-0.0787695794594
ACH-000279,-0.248413037883
ACH-000280,-0.00114059506702
ACH-000281,0.11168992593699999
ACH-000288,-0.138711029056
ACH-000291,0.00156163571837
ACH-000293,0.17630861793400002
ACH-000294,-0.04666188557
ACH-000295,-0.17565623237199998
ACH-000296,-0.23715210720899998
ACH-000302,-0.135922563957
ACH-000304,-0.346016440612
ACH-000307,-0.116864260022
ACH-000308,-0.0124337344744
ACH-000310,-0.400431180976
ACH-000311,0.0558052067299
ACH-000312,-0.174582807023
ACH-000315,-0.0461066239915
ACH-000316,-0.0286393230749
ACH-000317,-0.175335557714
ACH-000318,0.0725068625343
ACH-000319,-0.0620834564453
ACH-000320,-0.25657100393599996
ACH-000322,-0.33247570568
ACH-000323,-0.306335620638
ACH-000324,-0.0897964530689
ACH-000329,-0.201205609425
ACH-000330,0.07399523329010001
ACH-000331,-0.143394104387
ACH-000332,-0.0203908942506
ACH-000334,0.185384358279
ACH-000335,-0.470922246497
ACH-000336,0.08672280434480001
ACH-000337,-0.05326201002019999
ACH-000339,-0.0856827711187
ACH-000341,-0.123607856717
ACH-000348,-0.102986618342
ACH-000350,-0.07365210120789999
ACH-000352,-0.160939920311
ACH-000356,-0.0653397100509
ACH-000361,-0.20430214132599997
ACH-000362,-0.00601397571214
ACH-000363,-0.0108194451981
ACH-000364,-0.00607173402078
ACH-000365,-0.166342229562
ACH-000366,-0.0633901690214
ACH-000368,-0.129440300574
ACH-000374,-0.0721244296445
ACH-000375,-0.0315058152198
ACH-000376,-0.207236496569
ACH-000381,-0.011226992869200002
ACH-000383,-0.156231689931
ACH-000387,0.0339987278229
ACH-000389,-0.0804614563646
ACH-000390,-0.11210915677100002
ACH-000393,-0.16597807992900002
ACH-000395,0.263677342513
ACH-000397,0.0134947118276
ACH-000401,-0.0702092837748
ACH-000402,0.483959474777
ACH-000403,-0.0551251735173
ACH-000404,-0.324219897052
ACH-000406,-0.0366064995444
ACH-000407,-0.0764071308378
ACH-000408,-0.176870848332
ACH-000410,-0.19511992679
ACH-000411,-0.0423014576702
ACH-000414,-0.162318411408
ACH-000415,-0.17320580365600002
ACH-000416,-0.0364468233452
ACH-000420,-0.15340066302000002
ACH-000421,0.0682044024732
ACH-000424,-0.0852188392127
ACH-000425,-0.18945446519499998
ACH-000426,0.016538353549600003
ACH-000427,-0.00814883332348
ACH-000433,-0.195877970972
ACH-000436,-0.112429699886
ACH-000444,-0.12045632526599999
ACH-000445,-0.0413546973963
ACH-000448,-0.251010412452
ACH-000450,-0.306292781094
ACH-000452,0.0295317411192
ACH-000454,0.0444332626721
ACH-000458,-0.23950926904800002
ACH-000459,-0.0484735664058
ACH-000460,-0.135605282693
ACH-000461,-0.19788318432500002
ACH-000463,-0.0254250477162
ACH-000464,-0.200733688582
ACH-000466,0.033455963739200005
ACH-000467,-0.0766453166695
ACH-000468,-0.0813015600476
ACH-000469,-0.09218093930089999
ACH-000470,0.021901688795400002
ACH-000471,-0.00690829911219
ACH-000472,-0.0563178122824
ACH-000473,0.031891136057700005
ACH-000475,-0.13314727918299998
ACH-000476,0.055847637386300004
ACH-000477,0.15560433792
ACH-000480,-0.223998316461
ACH-000481,-0.0316245218203
ACH-000483,0.09945443804739999
ACH-000484,-0.06464408652630001
ACH-000485,0.00893175381272
ACH-000486,-0.168082353157
ACH-000487,0.141469607597
ACH-000488,-0.0685788430506
ACH-000490,-0.053874899729199996
ACH-000491,0.11200871975
ACH-000495,-0.069473636374
ACH-000496,-0.23394761123799998
ACH-000499,-0.022884898891500003
ACH-000500,-0.08828665477499999
ACH-000502,-0.027268867324200002
ACH-000503,-0.016023357736799998
ACH-000505,-0.055402484273800005
ACH-000507,-0.08967878394039999
ACH-000510,-0.123423433403
ACH-000511,-0.140068572465
ACH-000512,0.0643446120287
ACH-000516,-0.054017470786800005
ACH-000517,-0.0625755684872
ACH-000518,0.122239728413
ACH-000520,-0.108966384148
ACH-000521,-0.050948742097399996
ACH-000522,-0.277748478209
ACH-000524,0.027311484923200003
ACH-000527,-0.014067784158700001
ACH-000528,-0.04507791453980001
ACH-000537,-0.09022980047419998
ACH-000541,-0.273640316677
ACH-000542,-0.170254746725
ACH-000544,0.059847474036499995
ACH-000545,-0.314760441991
ACH-000547,-0.21407804585499998
ACH-000548,-0.185819121334
ACH-000549,-0.12850519033399999
ACH-000550,-0.25675133751699997
ACH-000552,-0.0821196226777
ACH-000556,-0.11937789320699999
ACH-000557,0.00454136979246
ACH-000570,-0.0505141705992
ACH-000571,-0.078898870218
ACH-000573,-0.163549414758
ACH-000576,-0.062925594081
ACH-000580,-0.105911752299
ACH-000584,0.025484515187599997
ACH-000585,-0.169152589452
ACH-000588,-0.039664388311800004
ACH-000589,-0.221779290568
ACH-000591,-0.176134150789
ACH-000593,-0.18494811365299998
ACH-000600,-0.16852975045000002
ACH-000601,-0.0017035506665299999
ACH-000604,-0.181386560322
ACH-000605,-0.305911949913
ACH-000606,0.0475143311265
ACH-000608,-0.140315665123
ACH-000614,-0.14576961650999998
ACH-000616,-0.06700554638619999
ACH-000618,0.0544504266484
ACH-000619,0.18169275470899998
ACH-000620,-0.113605296978
ACH-000621,-0.244773203711
ACH-000622,-0.20939844191799997
ACH-000623,-0.18941952615899998
ACH-000624,-0.10266302942399999
ACH-000627,-0.0896394345804
ACH-000630,-0.244857172754
ACH-000632,-0.159069973921
ACH-000633,0.0940872617708
ACH-000637,0.00182427130934
ACH-000638,-0.16758494362
ACH-000646,-0.0582920660802
ACH-000647,0.0114035247775
ACH-000648,-0.297668879208
ACH-000649,-0.165447307666
ACH-000651,-0.00354126366356
ACH-000652,0.0823922114082
ACH-000653,-0.131218782329
ACH-000657,-0.06403405856819999
ACH-000658,-0.078049060282
ACH-000661,-0.059190302477900004
ACH-000662,0.18820179853799998
ACH-000663,0.233539730684
ACH-000665,-0.256332596969
ACH-000671,-0.12005979609000002
ACH-000673,-0.112437739174
ACH-000676,-0.107238476016
ACH-000677,-0.185405278513
ACH-000681,0.04297566027290001
ACH-000682,-0.14554284580399998
ACH-000683,-0.213963364577
ACH-000684,-0.316537776525
ACH-000688,-0.14976939606200002
ACH-000693,-0.169999350557
ACH-000694,-0.13627401251399998
ACH-000695,0.0424535669916
ACH-000696,-0.0945901587029
ACH-000697,0.0808023120787
ACH-000699,0.10994569474600001
ACH-000701,-0.133149751456
ACH-000706,0.0256244142408
ACH-000711,-0.07328211212069999
ACH-000713,-0.298159819833
ACH-000714,-0.0274156806981
ACH-000718,0.05421923604809999
ACH-000720,-0.112016105973
ACH-000721,-0.17534423295899998
ACH-000724,0.150708886954
ACH-000725,0.00395146550338
ACH-000732,-0.128898952204
ACH-000734,-0.0949204495212
ACH-000735,-0.231174624927
ACH-000736,-0.0073036565409
ACH-000738,0.0343571392401
ACH-000746,-0.15119512516
ACH-000747,-0.038920166288099994
ACH-000748,-0.0443343642557
ACH-000753,-0.182013898677
ACH-000756,-0.127285469258
ACH-000757,0.115670186022
ACH-000758,-0.087243448362
ACH-000760,0.14968356984099998
ACH-000763,-0.0311411171569
ACH-000764,-0.447788257125
ACH-000765,-0.00514094434807
ACH-000766,0.153233459939
ACH-000767,-0.0535463879469
ACH-000768,-0.164618703955
ACH-000769,-0.262180091407
ACH-000770,0.000498744818826
ACH-000771,-0.0503010665544
ACH-000773,-0.0506033320307
ACH-000776,-0.049491461579300004
ACH-000777,-0.10634835515499999
ACH-000778,0.168621850731
ACH-000781,0.010525955132200001
ACH-000782,-0.252172213195
ACH-000783,-0.07215707320930001
ACH-000784,-0.0279938123701
ACH-000785,-0.322826308221
ACH-000787,0.116316286914
ACH-000788,-0.0646284525801
ACH-000791,-0.16504754617200001
ACH-000792,-0.109241149933
ACH-000794,-0.0713303148007
ACH-000796,-0.0325168293529
ACH-000799,-0.50827769422
ACH-000800,-0.288525525209
ACH-000802,-0.114706561966
ACH-000804,-0.0077568454978
ACH-000805,-0.24008877900400002
ACH-000809,0.065665759269
