,BAG2 (9532)
ACH-000004,-0.313414342326
ACH-000007,-0.234359921633
ACH-000009,-0.324615925621
ACH-000011,-0.273457394678
ACH-000012,-0.195711326444
ACH-000013,-0.147311653574
ACH-000014,-0.663132498365
ACH-000015,-0.153950691403
ACH-000017,-0.35616344341300005
ACH-000018,-0.417256758592
ACH-000019,-0.139385461987
ACH-000021,-0.265465728847
ACH-000022,-0.10126903839
ACH-000025,-0.408539701281
ACH-000028,-0.36385042991899996
ACH-000030,-0.18096485069
ACH-000035,-0.385540632634
ACH-000036,-0.332818769566
ACH-000037,-0.14831133911
ACH-000039,-0.321870961385
ACH-000040,-0.169264260209
ACH-000041,-0.05183358063569999
ACH-000042,-0.203458790655
ACH-000045,-0.0745472370285
ACH-000047,-0.291886125562
ACH-000052,-0.36300039968000003
ACH-000053,-0.116527004616
ACH-000054,-0.41124020071
ACH-000055,-0.347651757348
ACH-000060,-0.35493291790299997
ACH-000067,-0.608803067942
ACH-000070,-0.42630762176299997
ACH-000075,-0.13812837682600002
ACH-000078,-0.261378554662
ACH-000082,-0.462148983939
ACH-000085,-0.161948488836
ACH-000086,-0.315941485025
ACH-000087,-0.200175679207
ACH-000092,-0.279842693787
ACH-000095,-0.260091224733
ACH-000097,-0.41423109551700005
ACH-000098,-0.25640828609
ACH-000099,-0.343376146115
ACH-000108,-0.130765486363
ACH-000113,-0.333170812711
ACH-000115,-0.21304788589600002
ACH-000116,-0.182394278765
ACH-000118,-0.259757590643
ACH-000120,-0.279968674056
ACH-000123,-0.184963568548
ACH-000127,-0.251702374628
ACH-000128,-0.496300522628
ACH-000132,-0.294807806074
ACH-000133,-0.247442303174
ACH-000137,-0.387579116629
ACH-000138,-0.24923193837699997
ACH-000142,-0.300974564528
ACH-000143,-0.142760697574
ACH-000146,-0.21439861567899998
ACH-000148,-0.289947560061
ACH-000150,-0.333052698764
ACH-000152,-0.356761718063
ACH-000153,-0.22556117030499998
ACH-000159,-0.36946776671899995
ACH-000160,-0.148136613491
ACH-000163,-0.27110615608000005
ACH-000167,-0.178262593838
ACH-000168,-0.0179831737074
ACH-000169,-0.283013198875
ACH-000178,-0.115890838072
ACH-000182,-0.304230311045
ACH-000183,-0.238899114519
ACH-000188,-0.264823736837
ACH-000189,-0.0598262763079
ACH-000190,-0.23746962562899998
ACH-000198,-0.276896215792
ACH-000204,-0.367838156668
ACH-000206,-0.43738931164800005
ACH-000207,-0.460344320671
ACH-000211,-0.369447797096
ACH-000215,-0.364064347863
ACH-000221,-0.0630196947967
