,DYRK1A (1859)
ACH-000004,-0.892305515655
ACH-000007,0.10574932071000001
ACH-000009,-0.28333765203
ACH-000011,-0.10840903335999999
ACH-000012,-0.0034855526510999997
ACH-000013,-0.333152238424
ACH-000014,-0.216672017351
ACH-000015,-0.575069755514
ACH-000017,-0.695979765809
ACH-000018,-0.04928536401169999
ACH-000019,0.215988044108
ACH-000021,0.0674473356933
ACH-000022,-0.225661554425
ACH-000025,0.143598651035
ACH-000028,0.0199909381704
ACH-000030,0.037866598089199996
ACH-000035,-0.241298940497
ACH-000036,-0.228580777302
ACH-000037,-0.136987121951
ACH-000039,-0.722653074721
ACH-000040,0.248503588939
ACH-000041,0.285497868855
ACH-000042,0.148850790992
ACH-000045,-0.147322083451
ACH-000047,-0.0573003506333
ACH-000052,0.10609899624
ACH-000053,-0.505862533406
ACH-000054,-0.165124170625
ACH-000055,0.23429564302900002
ACH-000060,0.119742136644
ACH-000067,0.14353019195
ACH-000070,-0.28440267936700003
ACH-000075,0.0439796322075
ACH-000078,-0.389991604471
ACH-000082,-0.022701384832900004
ACH-000085,-0.38105161929799997
ACH-000086,0.0112218101276
ACH-000087,0.07557430941360001
ACH-000092,-0.44095327771399995
ACH-000095,-0.37304274327200004
ACH-000097,-0.382394652688
ACH-000098,-0.9049486404930001
ACH-000099,-0.347386302779
ACH-000108,-0.283336455694
ACH-000113,-0.779661857085
ACH-000115,-0.502824451255
ACH-000116,-0.271667113642
ACH-000118,0.0635167509872
ACH-000120,-0.646304811934
ACH-000123,-0.163598455698
ACH-000127,0.0591321157211
ACH-000128,-0.581324305502
ACH-000132,-0.489880741048
ACH-000133,-0.26268138240899996
ACH-000137,-0.234151411993
ACH-000138,-0.21090053590100002
ACH-000142,0.32434753621999995
ACH-000143,0.00846565114059
ACH-000146,-0.23826839027
ACH-000148,0.108553660571
ACH-000150,0.00759816187014
ACH-000152,-0.231812985418
ACH-000153,0.076841264424
ACH-000159,-0.535417041741
ACH-000160,-0.207150693455
ACH-000163,0.018666927926
ACH-000167,-0.123692326478
ACH-000168,-0.31529121422600004
ACH-000169,0.00535458080575
ACH-000178,-0.42038969452299996
ACH-000182,0.0543960436922
ACH-000183,-0.31010158026
ACH-000188,-0.10124816624399999
ACH-000189,-0.309147384666
ACH-000190,0.127182893864
ACH-000198,-0.595953751615
ACH-000204,-0.475814999385
ACH-000206,-0.251184043629
ACH-000207,-0.051176217346199995
ACH-000211,-0.0328730015874
ACH-000215,0.00264581092787
ACH-000221,-0.136348328038
ACH-000222,-0.261471507211
ACH-000223,-0.32792819011700003
ACH-000226,-0.14771594507000002
ACH-000227,-0.330595386803
ACH-000228,0.128202788283
ACH-000231,-0.724403928412
ACH-000232,-0.07219184979960001
ACH-000233,-0.17543542214400001
ACH-000234,-0.0406241287116
ACH-000235,-0.09730791617139999
ACH-000237,0.645723288392
ACH-000238,-0.140300460606
ACH-000243,-0.276568024611
ACH-000244,-0.150367682243
ACH-000246,-0.08228159645870001
ACH-000248,-0.818448712603
ACH-000250,-0.272539777383
ACH-000251,0.203311033358
ACH-000253,-0.571275846183
ACH-000255,0.0842790372085
ACH-000256,-0.219814098814
ACH-000257,-0.274204334317
ACH-000258,-0.40557498725
ACH-000259,-0.09073664200760001
ACH-000260,0.11514059020199999
ACH-000261,-0.192544304239
ACH-000262,-0.165275663767
ACH-000263,-0.970179959775
ACH-000264,-0.662351649578
ACH-000265,-0.0368390116746
ACH-000266,-0.11889992189899999
ACH-000272,-0.48111269728999995
ACH-000273,-0.911182690983
ACH-000274,-0.282823573275
ACH-000277,0.09086962264799998
ACH-000278,-0.10298391660499999
ACH-000279,-0.26692285481600003
ACH-000280,-0.09826170256010001
ACH-000281,0.296181094508
ACH-000288,-0.462024786827
ACH-000291,-0.337465333469
ACH-000293,0.0733522904841
ACH-000294,0.426834098547
ACH-000295,-0.352784819155
ACH-000296,-0.190398242691
ACH-000302,-0.331568918562
ACH-000304,-0.295617444849
ACH-000307,0.09999113168269999
ACH-000308,-0.0669877452195
ACH-000310,-0.600243348511
ACH-000311,-0.0717509351544
ACH-000312,-0.19852104161800002
ACH-000315,-0.370291612002
ACH-000316,-0.348919457805
ACH-000317,-0.348945484225
ACH-000318,-0.0532519323023
ACH-000319,-0.270262611991
ACH-000320,0.225761962852
ACH-000322,-0.012950588312399999
ACH-000323,-0.48616270783699994
ACH-000324,-0.268907239671
ACH-000329,-0.0899642091331
ACH-000330,-0.545678348741
ACH-000331,0.051416359880800004
ACH-000332,-0.567890782741
ACH-000334,-0.905116963883
ACH-000335,0.0892390858075
ACH-000336,-0.20846734668400002
ACH-000337,0.013219470384500002
ACH-000339,0.16372896917500002
ACH-000341,0.0571377412529
ACH-000348,-0.476920090177
ACH-000350,-0.6845118251819999
ACH-000352,-0.311821344555
ACH-000356,-0.326306165963
ACH-000361,0.394240195212
ACH-000362,-0.556286210722
ACH-000363,-0.671547823967
ACH-000364,-0.155196037952
ACH-000365,-0.506345194723
ACH-000366,0.09239739418299998
ACH-000368,-0.187056162498
ACH-000374,-0.238783645719
ACH-000375,-0.028428339610000002
ACH-000376,-0.40098534603299996
ACH-000381,-0.0510783445471
ACH-000383,0.10410936018200001
ACH-000387,-0.715054033555
ACH-000389,-0.394985388317
ACH-000390,-0.181118280273
ACH-000393,-0.442626134277
ACH-000395,0.0750948365174
ACH-000397,-0.188122687897
ACH-000401,-0.0890787766808
ACH-000402,-0.32170882576
ACH-000403,0.122936257947
ACH-000404,0.203826435616
ACH-000406,-0.652620353553
ACH-000407,0.348257525146
ACH-000408,0.0756667180042
ACH-000410,-0.7942551374
ACH-000411,-0.139953887331
ACH-000414,-0.508202918767
ACH-000415,-0.230122934025
ACH-000416,-0.236677584514
ACH-000420,-0.520326302187
ACH-000421,-0.047476055123300005
ACH-000424,0.21924548040800002
ACH-000425,-0.17807431214000002
ACH-000426,-0.278930789438
ACH-000427,0.007651632581279999
ACH-000433,0.243250489465
ACH-000436,-0.795350762287
ACH-000444,-0.356609714552
ACH-000445,-0.17020294598700003
ACH-000448,-0.25354507792500003
ACH-000450,0.206570507619
ACH-000452,-0.244067916917
ACH-000454,-0.354882366442
ACH-000458,-0.325142886189
ACH-000459,-0.376900349359
ACH-000460,-0.29585698198399996
ACH-000461,-0.255583397291
ACH-000463,0.218423397172
ACH-000464,-0.13144486815300002
ACH-000466,-0.095972545216
ACH-000467,-0.30306235608300003
ACH-000468,0.116930670461
ACH-000469,0.584039476502
ACH-000470,-0.308503604443
ACH-000471,-0.315079941531
ACH-000472,-0.550647793368
ACH-000473,-0.148691209875
ACH-000475,0.08125406457939999
ACH-000476,-0.192380560704
ACH-000477,-0.5284203510159999
ACH-000480,0.0167244415091
