,EIF3J (8669)
ACH-000204,-0.568352415975
ACH-000206,-0.829279441122
ACH-000207,-0.403248214705
ACH-000211,-0.497974250448
ACH-000215,-0.441743159098
ACH-000221,-0.27482774744800004
ACH-000222,-0.62063678053
ACH-000223,-0.5340897202139999
ACH-000226,-0.52383575087
ACH-000227,-0.34782578840899997
ACH-000228,-0.5467097692580001
ACH-000231,-0.326991212347
ACH-000232,-0.5816905722119999
ACH-000233,-0.407827597891
ACH-000234,-0.687667312728
ACH-000235,-0.487940750366
ACH-000237,-0.360354392993
ACH-000238,-0.502868469672
ACH-000243,-0.6185362697110001
ACH-000244,-0.163628499947
ACH-000246,-0.666856206967
ACH-000248,-0.674187152341
ACH-000250,-0.545592280571
ACH-000251,-1.2097209257700001
ACH-000253,-0.525521593829
ACH-000255,-0.658577614339
ACH-000256,-0.38653418968900005
ACH-000257,-0.448933856099
ACH-000258,-0.42851253126100003
ACH-000259,-0.568608988228
ACH-000260,-0.654706314268
ACH-000261,-0.6971715310240001
ACH-000262,-0.44552687032
ACH-000263,-0.430290805166
ACH-000264,-0.501019326792
ACH-000265,-0.558583073063
ACH-000266,-0.560272531539
ACH-000272,-0.896831486434
ACH-000273,-0.535341477297
ACH-000274,-0.7076361657439999
ACH-000277,-0.28345508219
ACH-000278,-0.365077126884
ACH-000279,-0.417318708388
ACH-000280,-0.166706166412
ACH-000281,-0.712878214592
ACH-000288,-0.503187349126
ACH-000291,-0.5587801428620001
ACH-000293,-0.437134405516
ACH-000294,-0.560163731163
ACH-000295,-0.125667516098
ACH-000296,-0.7296551647220001
ACH-000302,-0.289267462689
ACH-000304,-0.911656490895
ACH-000307,-0.416586585911
ACH-000308,-0.364112764834
ACH-000310,-0.425806190456
ACH-000311,-0.7188758170020001
ACH-000312,-0.46672681408699995
ACH-000315,-0.605359330842
ACH-000316,-0.7095165083
ACH-000317,-0.35061255377899997
ACH-000318,-0.31288397893500003
ACH-000319,-0.596045079599
ACH-000320,-0.529333652851
ACH-000322,-0.664435982452
ACH-000323,-0.440985754798
ACH-000324,-0.517667108154
ACH-000329,-0.53737536308
ACH-000330,-0.392651012992
ACH-000331,-0.367063405248
ACH-000332,-0.709809605186
ACH-000334,-0.70588733022
ACH-000335,-0.411026367893
ACH-000336,-0.584683150731
ACH-000337,-0.539038267531
ACH-000339,-0.415695853245
ACH-000341,-0.656301728174
ACH-000348,-0.342716185574
ACH-000350,-0.04767492438019999
ACH-000352,-0.506022888957
ACH-000356,-0.894950787367
ACH-000361,-0.30362663488499997
ACH-000362,-0.479380040091
ACH-000363,-0.279018910207
ACH-000364,-0.556955238218
ACH-000365,-0.354853807329
ACH-000366,-0.47237803871100004
ACH-000368,-0.556951696324
ACH-000374,-0.312917662659
ACH-000375,-0.550753294415
ACH-000376,-0.757451357693
ACH-000381,-0.47362016518600003
ACH-000383,-0.610473912392
ACH-000387,-0.532924895164
ACH-000389,-0.600365171393
ACH-000390,-0.178857934602
ACH-000393,-0.5634515799009999
ACH-000395,-0.663380947374
ACH-000397,-0.255523775026
ACH-000401,-0.263129653454
ACH-000402,-0.46104093524499995
ACH-000403,-0.435650952841
ACH-000404,-0.8802776908
ACH-000406,-0.321563230591
ACH-000407,-0.45641218380000004
ACH-000408,-0.528421272428
ACH-000410,-0.480702138129
ACH-000411,-0.456138213746
ACH-000414,-0.566214555392
ACH-000415,-0.29039484537300003
ACH-000416,-0.463523143845
ACH-000420,-0.465234090038
ACH-000421,-0.445039125229
ACH-000424,-0.5081724826349999
ACH-000425,-0.640364139844
ACH-000426,-0.443501641347
ACH-000427,-0.538553732936
ACH-000433,-0.8610975048780001
ACH-000436,-0.275607880001
ACH-000444,-0.36625213330899997
ACH-000445,-0.43182145154
ACH-000448,-0.318929205239
ACH-000450,-0.717620308129
ACH-000452,-0.486408858503
ACH-000454,-0.6084031678199999
ACH-000458,-0.456020300446
ACH-000459,-0.4115164888699999
ACH-000460,-0.561154919594
ACH-000461,-0.7054878600679999
ACH-000463,-0.44139233855300003
ACH-000464,-0.658460996229
ACH-000466,-0.431710307721
ACH-000467,-0.6817251332850001
ACH-000468,-0.6692570755170001
ACH-000469,-0.45932020150799996
ACH-000470,-0.43030816933300003
ACH-000471,-0.34605001762599996
ACH-000472,-0.648809929602
ACH-000473,-0.387810497996
ACH-000475,-0.273615784598
ACH-000476,-0.7449866116060001
ACH-000477,-0.754133031656
ACH-000480,-0.644074940587
ACH-000481,-0.314615041023
ACH-000483,-0.6799805540199999
ACH-000484,-0.319399119423
ACH-000485,-0.24901311788400002
ACH-000486,-0.690768785705
ACH-000487,-0.476081681599
ACH-000488,-0.31901033972
ACH-000490,-0.47632894546000004
ACH-000491,-0.582137349555
ACH-000495,-0.8901084012360001
ACH-000496,-0.43584108469599997
ACH-000499,-0.7255908930249999
ACH-000500,-0.16198012347100002
ACH-000502,-0.5368484122380001
ACH-000503,-0.531058292971
ACH-000505,-0.564459372248
ACH-000507,-0.24193271357299997
ACH-000510,-0.45124537368100004
ACH-000511,-0.578167364596
ACH-000512,-0.353628592312
ACH-000516,-0.378461718854
ACH-000517,-0.410077507391
ACH-000518,-0.289707023212
ACH-000520,-0.650106977939
ACH-000521,-0.46912605619099995
ACH-000522,-0.526738571416
ACH-000524,-0.871109682193
ACH-000527,-0.659493049038
ACH-000528,-0.577862483109
ACH-000537,-0.516452768517
ACH-000541,-0.585177580051
ACH-000542,-0.565810698903
ACH-000544,-0.393056485039
ACH-000545,-0.36399187621299994
ACH-000547,-0.8960225706139999
ACH-000548,-0.30825330008900004
ACH-000549,-0.393621986697
ACH-000550,-0.523139259385
ACH-000552,-0.318088796892
ACH-000556,-0.39334653332900005
ACH-000557,-0.288669571094
ACH-000570,-0.652488184604
ACH-000571,-0.5938533829779999
ACH-000573,-0.343540361296
ACH-000576,-0.419569874896
ACH-000580,-0.617589962543
ACH-000584,-0.152685099686
ACH-000585,-0.633800709351
ACH-000588,-0.399487483767
ACH-000589,-0.405385504146
ACH-000591,-0.709197060926
ACH-000593,-0.59656477836
ACH-000600,-0.919522974216
ACH-000601,-0.609656340353
ACH-000604,0.054713018805400006
ACH-000605,-0.417816583934
ACH-000606,-0.543178659443
ACH-000608,-0.532298708278
ACH-000614,-0.635200404485
ACH-000616,-0.467285395978
ACH-000618,-0.444207347161
ACH-000619,-0.595215274805
ACH-000620,-0.621406632454
ACH-000621,-0.360192049253
ACH-000622,-0.435164541043
ACH-000623,-0.6191453973009999
ACH-000624,-0.530611110593
ACH-000627,-0.643696603387
ACH-000630,-0.421670327398
ACH-000632,-0.49387788136000005
ACH-000633,-0.09987745431939998
ACH-000637,-0.665414340242
ACH-000638,-0.436075727459
ACH-000646,-0.659993263006
ACH-000647,-0.599400402358
ACH-000648,-0.218973945152
ACH-000649,-0.509758763016
ACH-000651,-0.310010148985
ACH-000652,-0.265304481942
ACH-000653,-0.428933755266
ACH-000657,-0.44664132740900003
ACH-000658,-0.131341573518
ACH-000661,-0.349152361571
ACH-000662,-0.39175578772299996
ACH-000663,-0.486038412833
ACH-000665,-0.617442994513
ACH-000671,-0.620682270816
ACH-000673,-0.28102327819
ACH-000676,-0.638102701622
ACH-000677,-0.710861062088
ACH-000681,-0.563623849415
ACH-000682,-0.490620985825
ACH-000683,-0.277710823989
ACH-000684,-0.8490402875669999
ACH-000688,-0.23584346050500002
ACH-000693,-0.279617164343
ACH-000694,-0.351519615053
ACH-000695,-0.363682298046
ACH-000696,-0.5568741863359999
ACH-000697,-0.419191759206
ACH-000699,-0.602913992445
ACH-000701,-0.640388205755
ACH-000706,-0.565928259245
ACH-000711,-0.547529777924
ACH-000713,-0.52958139962
ACH-000714,-0.522955469397
ACH-000718,-0.542913456451
ACH-000720,-0.5380487938040001
ACH-000721,-0.349377446505
ACH-000724,-0.384812084491
ACH-000725,-0.462070634779
ACH-000732,-0.562265818164
ACH-000734,-0.34204683476
ACH-000735,-0.538365922901
ACH-000736,-0.593204450741
ACH-000738,-0.323337874612
ACH-000746,-0.534576942013
ACH-000747,-0.30025996254299997
ACH-000748,-0.616356519135
ACH-000753,-0.422151855199
ACH-000756,-0.856785875697
ACH-000757,-0.548296600971
ACH-000758,-0.661377775173
ACH-000760,-0.447912957532
ACH-000763,-0.5395935039
ACH-000764,-0.449953519596
ACH-000765,-0.393491191099
ACH-000766,-0.76960186719
ACH-000767,-0.23124094428199998
ACH-000768,-0.673882671638
ACH-000769,-0.456228884116
ACH-000770,-0.537021768572
ACH-000771,-0.324795792906
ACH-000773,-0.572495062281
ACH-000776,-0.539311627658
ACH-000777,-0.7001998212649999
ACH-000778,-0.604647638266
ACH-000781,-0.661846512326
ACH-000782,-0.628661409196
ACH-000783,-0.499693280858
ACH-000784,-0.36298406732199995
ACH-000785,-0.488552233785
ACH-000787,-0.407380290306
ACH-000788,-0.445604403735
ACH-000791,-0.890337994644
ACH-000792,-0.648836351472
ACH-000794,-0.569604776498
ACH-000796,-0.48242849636000007
ACH-000799,-0.829132846795
ACH-000800,-0.359540749103
ACH-000802,-0.450365427474
ACH-000804,-0.659617895889
ACH-000805,-0.688638485624
ACH-000809,-0.383285789782
ACH-000810,-0.896541158345
ACH-000811,-0.401139847287
ACH-000817,-0.571538956282
ACH-000819,-0.41005790135799997
ACH-000820,-0.539992313647
ACH-000821,-0.30200091614
ACH-000822,-0.303799138987
ACH-000823,-0.568685531596
ACH-000824,-0.488456707746
ACH-000827,-0.824642107053
ACH-000829,-0.543463493531
ACH-000831,-0.428997236027
ACH-000832,-0.579943458868
ACH-000833,-0.475181738314
ACH-000834,-0.306756193548
ACH-000835,-0.407660320798
ACH-000836,-0.421250807327
ACH-000837,-0.377178282515
ACH-000838,0.15172697027999998
ACH-000839,-0.478376697359
ACH-000840,-1.04644752334
ACH-000841,-0.600932798412
ACH-000843,-0.477978907341
ACH-000846,-0.592710921092
ACH-000847,-0.323466904608
ACH-000848,-0.361622475254
ACH-000849,-0.32441030009
ACH-000851,-0.28507359602
ACH-000855,-0.554830395264
ACH-000856,-0.6608592825899999
ACH-000858,-0.307661198984
ACH-000859,-0.293749681871
ACH-000861,-0.765056587489
ACH-000862,-0.23230268764400003
ACH-000865,-0.558643490157
ACH-000866,-0.355841323961
ACH-000867,-0.430653895202
ACH-000869,-0.31059005713599996
ACH-000872,-0.24901069050500002
ACH-000873,-0.42643197750100004
ACH-000876,-0.27483996698
ACH-000878,-0.43873009586999995
ACH-000880,-0.44843117403399996
ACH-000881,-0.5028708370189999
ACH-000882,-0.765521990715
ACH-000884,-0.538918524526
ACH-000885,-0.378901894149
ACH-000887,-0.461667650474
ACH-000888,-0.31356196431
ACH-000889,-0.162480770689
ACH-000890,-0.486347122908
ACH-000896,-0.533156180788
ACH-000898,-0.177780958888
ACH-000900,-0.539801131647
ACH-000901,-0.66383116005
ACH-000905,-0.6683833635490001
ACH-000906,-0.583926462155
ACH-000907,-0.659055168698
ACH-000910,-0.402773131179
ACH-000911,-0.831173085599
ACH-000912,-0.39044198082599996
ACH-000913,-0.202988510224
ACH-000915,-0.648448736494
ACH-000916,-0.5821356473839999
ACH-000917,-0.0828320799052
ACH-000921,-0.37772288329099996
ACH-000924,-0.553826558379
ACH-000926,-0.354427275367
ACH-000928,-0.47488977524099996
ACH-000929,-0.374289384652
ACH-000932,-0.338944100537
ACH-000935,-0.453098732217
ACH-000936,-0.578419210113
ACH-000937,-0.403779688703
ACH-000938,-0.529728394749
ACH-000939,-0.658383676522
ACH-000941,-0.34199958091300003
ACH-000943,-0.5950877377780001
ACH-000946,-0.6310090998560001
ACH-000947,-0.561420319553
ACH-000948,-0.512892603284
ACH-000950,-0.8524386831440001
ACH-000953,-0.618020425846
ACH-000957,-0.7524316698669999
ACH-000958,-0.482709895665
ACH-000960,-0.539586035507
ACH-000963,-0.499610145655
ACH-000968,-0.35710193581200006
ACH-000969,-0.539197420116
ACH-000973,-0.484271982087
ACH-000974,-0.444314356064
ACH-000975,-0.534486894374
ACH-000976,-0.324918307825
ACH-000978,-0.168951535622
ACH-000980,-0.453616670731
ACH-000984,-0.611403594154
ACH-000986,-0.647300264396
ACH-000988,-0.731089899222
ACH-000993,-0.60541129601
ACH-000994,-0.624802696519
ACH-000996,-0.40394998345
ACH-001001,-0.49181061906499995
ACH-001020,-0.299540525545
ACH-001028,-0.519858683041
ACH-001031,-0.392841169987
ACH-001038,-0.690570994094
ACH-001048,-0.552508525422
ACH-001050,-0.7083420637450001
ACH-001053,-0.48520858296700003
ACH-001054,-0.27620508105700003
ACH-001061,-0.333100870442
ACH-001067,-0.575182582092
ACH-001075,-0.19816318281300002
ACH-001096,-0.432770480272
ACH-001128,-0.633192992616
ACH-001134,-0.43406269627800004
ACH-001151,-0.548650094344
ACH-001163,-0.40247608385399997
ACH-001164,-0.32323457844000003
ACH-001173,-0.51855219297
ACH-001183,-0.338471813261
ACH-001184,-0.517850118909
ACH-001190,-0.651917762235
ACH-001192,-0.26084859178
ACH-001193,-0.198119780051
ACH-001196,-0.652968922322
ACH-001197,-0.551288796784
ACH-001205,-0.324015610873
ACH-001211,-0.57573322927
ACH-001212,-0.48774322356399996
ACH-001228,-0.54114201323
ACH-001232,-0.740962474482
ACH-001239,-0.5506833494960001
ACH-001274,-0.49462226577600005
ACH-001275,-0.66779433135
ACH-001277,-0.527883122934
ACH-001278,-0.490975443786
ACH-001280,-0.795962335077
ACH-001283,-0.337381813639
ACH-001289,-0.749722063812
ACH-001295,-0.430674940285
ACH-001300,-0.456867695723
ACH-001301,-0.551517497792
ACH-001302,-0.058147875240199993
ACH-001303,-0.505382175087
ACH-001306,-0.418449798332
ACH-001318,-0.19415055293400002
ACH-001322,-0.561608578635
ACH-001328,-0.380596214067
ACH-001332,-0.518797324974
ACH-001333,-0.442519538046
ACH-001336,-0.350209827587
ACH-001340,-0.489627937375
ACH-001346,-0.386880885859
ACH-001353,-0.5096126254950001
ACH-001354,-0.416554831576
ACH-001367,-0.270401710259
ACH-001368,-0.456001882588
ACH-001374,-0.619673047592
ACH-001375,-0.34335740574900003
ACH-001377,-0.40018283654299996
ACH-001380,-0.350181320891
ACH-001391,-0.496193152245
ACH-001407,-0.640911559637
ACH-001408,-0.486725933156
ACH-001413,-0.7100783528039999
ACH-001430,-0.258631225255
ACH-001431,-0.47234919620099997
ACH-001450,-0.761682396605
ACH-001496,-0.494694376356
ACH-001500,-0.315957327168
ACH-001521,-0.0924332836025
ACH-001523,-0.44182420361900004
ACH-001532,-0.609126759287
ACH-001536,-0.30483619758
ACH-001550,-0.425955125964
ACH-001552,-0.308723367434
ACH-001554,-0.633703382007
ACH-001645,-0.680241419077
ACH-001654,-0.620329376707
ACH-001715,-0.719178169341
ACH-001735,-0.40443553415100003
ACH-001736,-0.283320848789
ACH-001737,-0.992477139823
ACH-001740,-0.35737539062299994
ACH-001745,-0.464400093393
ACH-001750,-0.797739261323
ACH-001765,-0.527438221856
ACH-001956,-0.280637315076
ACH-001957,-0.601996458632
