,AGO1 (26523)
ACH-000004,-0.36366405498800003
ACH-000007,-0.181121239078
ACH-000009,-0.542867834253
ACH-000011,-0.429539454591
ACH-000012,-0.40805843324
ACH-000013,-0.528135686492
ACH-000014,-0.451831196488
ACH-000015,-0.234605900522
ACH-000017,-0.230174151644
ACH-000018,-0.5173907312
ACH-000019,-0.182402990392
ACH-000021,-0.334553187264
ACH-000022,-0.143486224651
ACH-000025,-0.441949896555
ACH-000028,-0.178382197703
ACH-000030,-0.280487493585
ACH-000035,-0.511222943049
ACH-000036,-0.7709656728380001
ACH-000037,-0.21681848172499998
ACH-000039,-0.265205239053
ACH-000040,-0.48591381618900004
ACH-000041,-0.159872494834
ACH-000042,-0.175455785594
ACH-000045,-0.42319734908600004
ACH-000047,-0.420208072231
ACH-000052,-0.273544135523
ACH-000053,-0.33909784497400003
ACH-000054,-0.338498134279
ACH-000055,-0.45456994274400003
ACH-000060,-0.346442558252
ACH-000067,-0.386547075927
ACH-000070,-0.127941677999
ACH-000075,-0.374586397966
ACH-000078,-0.23483620975000002
ACH-000082,-0.25242289276
ACH-000085,-0.406866658274
ACH-000086,-0.450842191716
ACH-000087,-0.244851766881
ACH-000092,-0.6426146267180001
ACH-000095,-0.24767572601500001
ACH-000097,-0.289197261015
ACH-000098,-0.21362792193799998
ACH-000099,-0.28253597240600004
ACH-000108,-0.330361258449
ACH-000113,-0.312271597035
ACH-000115,-0.574350738417
ACH-000116,-0.36067108795
ACH-000118,-0.273484600358
ACH-000120,-0.466269104334
ACH-000123,-0.41048587332099995
ACH-000127,-0.260418483448
ACH-000128,-0.369493857267
ACH-000132,-0.385091917029
ACH-000133,-0.27807195714
ACH-000137,-0.387645877534
ACH-000138,-0.36836592310099997
ACH-000142,-0.528867700854
ACH-000143,-0.23507416156
ACH-000146,-0.250497873664
ACH-000148,-0.29891784844700003
ACH-000150,-0.526696797814
ACH-000152,-0.5561390768410001
ACH-000153,-0.33842815173
ACH-000159,-0.311433393342
ACH-000160,-0.28400981018000004
ACH-000163,-0.25940317162
ACH-000167,-0.295015138081
ACH-000168,-0.414519934689
ACH-000169,-0.284601066104
ACH-000178,-0.2077285611
ACH-000182,-0.198977528704
ACH-000183,-0.527368274642
ACH-000188,-0.39730954230899995
ACH-000189,-0.462211964
ACH-000190,-0.376768061717
ACH-000198,-0.32854021744199996
ACH-000204,-0.450537860214
ACH-000206,-0.219373518774
ACH-000207,-0.283119682235
ACH-000211,-0.246970716349
ACH-000215,-0.300119805631
ACH-000221,-0.276991740105
ACH-000222,-0.697567523453
ACH-000223,-0.15449953837000002
ACH-000226,-0.206108166918
ACH-000227,-0.194694390998
ACH-000228,-0.33308821420400003
ACH-000231,-0.267678466471
ACH-000232,-0.267773160161
ACH-000233,-0.320943557765
ACH-000234,-0.28537057662099996
ACH-000235,-0.273162202839
ACH-000237,-0.489103557214
ACH-000238,-0.489839919629
ACH-000243,-0.34284988643500003
ACH-000244,-0.37713568138899994
ACH-000246,-0.354400098609
ACH-000248,-0.290638323448
ACH-000250,-0.410506833562
ACH-000251,-0.221309477479
ACH-000253,-0.410190351107
ACH-000255,-0.39047557325300003
ACH-000256,-0.45559698215899996
ACH-000257,-0.363686672504
ACH-000258,-0.43469625526600003
ACH-000259,-0.375788174647
ACH-000260,-0.287438135753
