,H1FOO (132243)
ACH-000246,0.00942551032423
ACH-000248,-0.254730820082
ACH-000250,-0.270781843467
ACH-000251,-0.47200855516
ACH-000253,-0.255133395945
ACH-000255,-0.331590936259
ACH-000256,-0.119777066168
ACH-000257,-0.24592035938499998
ACH-000258,-0.176026753764
ACH-000259,-0.133205841607
ACH-000260,-0.277800476123
ACH-000261,-0.225102033899
ACH-000262,-0.0867771680527
ACH-000263,-0.287785323508
ACH-000264,-0.340434065505
ACH-000265,-0.26653919472300003
ACH-000266,-0.138575016462
ACH-000272,-0.146643733136
ACH-000273,-0.17979819954
ACH-000274,-0.260233688677
ACH-000277,-0.239694232965
ACH-000278,0.08146428649239999
ACH-000279,-0.229525242456
ACH-000280,-0.209463849565
ACH-000281,-0.238802529127
ACH-000288,-0.18100636214699997
ACH-000291,-0.0972647926415
ACH-000293,-0.549327328452
ACH-000294,-0.042632529613100004
ACH-000295,-0.28333537878000004
ACH-000296,-0.135527145636
ACH-000302,-0.35931517600199997
ACH-000304,0.20798901632
ACH-000307,-0.297895587724
ACH-000308,-0.19078691410700002
ACH-000310,-0.0463892807273
ACH-000311,0.05050891013830001
ACH-000312,-0.144623817649
ACH-000315,-0.464674646548
ACH-000316,-0.028714551094800003
ACH-000317,-0.014751786847600002
ACH-000318,-0.020736491127099996
ACH-000319,-0.162537722582
ACH-000320,0.141155844979
ACH-000322,-0.199748143008
ACH-000323,-0.07787468652019999
ACH-000324,-0.229545352802
ACH-000329,-0.10227556088199999
ACH-000330,-0.217032673955
ACH-000331,-0.16491387117599998
ACH-000332,-0.05418810668409999
ACH-000334,-0.221798654985
ACH-000335,-0.0631907973984
ACH-000336,-0.22253336073399999
ACH-000337,-0.260173467286
ACH-000339,-0.14664557239700002
ACH-000341,-0.214161538915
ACH-000348,-0.313693972242
ACH-000350,-0.150294350234
ACH-000352,-0.391264309217
ACH-000356,-0.412449806101
ACH-000361,-0.223935542038
ACH-000362,-0.246896836636
ACH-000363,-0.15557611072
ACH-000364,0.147121031763
ACH-000365,-0.376347852627
ACH-000366,-0.240186832265
ACH-000368,-0.623519311368
ACH-000374,0.0175488065006
ACH-000375,-0.005921958578560001
ACH-000376,-0.20912893590300002
ACH-000381,-0.295130819981
ACH-000383,-0.221419466497
ACH-000387,-0.26376676877599997
ACH-000389,-0.541280041077
ACH-000390,-0.241829512657
ACH-000393,-0.380244764221
ACH-000395,-0.19014670637000003
ACH-000397,-0.362953285744
ACH-000401,-0.129544117828
ACH-000402,-0.210334319581
ACH-000403,-0.14695894164
ACH-000404,-0.25686249474
ACH-000406,-0.236764723682
ACH-000407,-0.06891579902539999
ACH-000408,-0.116036840733
ACH-000410,-0.238626271917
ACH-000411,0.20563264186799998
ACH-000414,-0.111226307967
ACH-000415,-0.17381497366
ACH-000416,-0.138837082211
ACH-000420,-0.503134180552
ACH-000421,-0.155187662824
ACH-000424,-0.025875423942400003
ACH-000425,-0.397142223287
ACH-000426,-0.434189913822
ACH-000427,-0.237499109965
ACH-000433,-0.126345829935
ACH-000436,-0.323221640982
ACH-000444,-0.348404337399
ACH-000445,-0.434767422735
ACH-000448,-0.144218838853
ACH-000450,-0.315375802596
ACH-000452,-0.308922125286
ACH-000454,-0.312710464495
ACH-000458,-0.191574039169
ACH-000459,0.260680878879
ACH-000460,-0.22288101735100002
ACH-000461,-0.378894464962
ACH-000463,-0.0937698359058
ACH-000464,-0.424850165879
ACH-000466,-0.195507706679
ACH-000467,0.0340724469785
ACH-000468,-0.135202348303
ACH-000469,-0.0163766090433
ACH-000470,-0.182202783781
ACH-000471,-0.31277937803000005
ACH-000472,-0.21021109089899997
ACH-000473,-0.347343606914
ACH-000475,-0.330716841707
ACH-000476,-0.247255938338
ACH-000477,-0.158622179709
ACH-000480,-0.0564070406833
ACH-000481,-0.590411357284
ACH-000483,-0.150216986493
ACH-000484,-0.322756852709
ACH-000485,0.0796229599
ACH-000486,-0.342120344445
ACH-000487,-0.0876640063113
ACH-000488,-0.131877588076
ACH-000490,-0.33850284655999996
ACH-000491,-0.189325118097
ACH-000495,-0.30488147596
ACH-000496,-0.18607253355599998
ACH-000499,-0.46689267096799997
ACH-000500,-0.435754375356
ACH-000502,-0.0618690375457
ACH-000503,-0.417808645761
ACH-000505,-0.56062775947
ACH-000507,-0.190666644424
ACH-000510,-0.036578638369699996
ACH-000511,-0.210137742998
ACH-000512,-0.502591663823
ACH-000516,-0.09974002198750001
ACH-000517,-0.16798200387200002
ACH-000518,-0.17386262110800002
ACH-000520,-0.12429099578299999
ACH-000521,-0.0853911819029
ACH-000522,-0.12135792085899999
ACH-000524,-0.297043846648
ACH-000527,-0.09130365727749999
ACH-000528,-0.19136850034400002
ACH-000537,0.0657542393814
ACH-000541,-0.0316767703591
ACH-000542,-0.18607168451499997
ACH-000544,-0.328616828904
ACH-000545,-0.24419180397
ACH-000547,0.00720267610065
ACH-000548,-0.29959817511
ACH-000549,0.00184666584093
ACH-000550,-0.333004505613
ACH-000552,-0.223313429803
ACH-000556,-0.319660798718
ACH-000557,-0.191734983874
ACH-000570,-0.23182322879
ACH-000571,-0.206488907343
ACH-000573,-0.253193975236
ACH-000576,-0.220153816215
ACH-000580,-0.00623869471854
ACH-000584,-0.25949768014
ACH-000585,-0.284934544227
ACH-000588,-0.22467428146899998
ACH-000589,-0.052596811707699996
ACH-000591,-0.122866183061
ACH-000593,-0.304801631085
ACH-000600,-0.309039603527
ACH-000601,-0.13761469350400002
ACH-000604,-0.13964533478399999
ACH-000605,-0.431264305897
ACH-000606,-0.0314800271796
ACH-000608,-0.145068240132
ACH-000614,0.117003261384
ACH-000616,-0.324165581149
ACH-000618,-0.0762271966189
ACH-000619,-0.147781716752
ACH-000620,-0.221172313239
ACH-000621,-0.105608308011
ACH-000622,-0.251655907394
ACH-000623,-0.129632879663
ACH-000624,-0.154609202217
ACH-000627,-0.156880262295
ACH-000630,-0.203724982249
ACH-000632,-0.292566165953
ACH-000633,-0.38009543575000004
ACH-000637,-0.22871984188
ACH-000638,-0.33773216606
ACH-000646,-0.426128824874
ACH-000647,-0.12625432457900002
ACH-000648,-0.161699803542
ACH-000649,-0.190769050508
ACH-000651,-0.439251209489
ACH-000652,-0.152579851674
ACH-000653,-0.212578283814
ACH-000657,-0.315194897149
ACH-000658,-0.31211923568100003
ACH-000661,-0.266377028269
ACH-000662,-0.275293224372
ACH-000663,-0.2858113135
ACH-000665,-0.252348304654
ACH-000671,-0.242911571813
ACH-000673,-0.209931835237
ACH-000676,-0.288086209419
ACH-000677,-0.48753572138000006
ACH-000681,-0.37917567445600003
ACH-000682,-0.30787370908399997
ACH-000683,-0.332146016826
ACH-000684,0.08061804356489999
ACH-000688,-0.0820871305157
ACH-000693,-0.317981744523
ACH-000694,-0.0643771301039
ACH-000695,-0.6063692839639999
ACH-000696,-0.24441247954999998
ACH-000697,-0.131108082573
ACH-000699,-0.09985079446799999
ACH-000701,-0.150315712661
ACH-000706,-0.146158726279
ACH-000711,-0.097869935681
ACH-000713,-0.289534619993
ACH-000714,-0.375182019214
ACH-000718,-0.39626249613799996
ACH-000720,-0.153731201148
ACH-000721,-0.386212289735
ACH-000724,-0.5511263731139999
ACH-000725,-0.10751919420700001
ACH-000732,-0.0455485465027
ACH-000734,-0.216443621814
ACH-000735,-0.19207225931299998
ACH-000736,-0.366788621518
ACH-000738,-0.20569612732099998
ACH-000746,-0.232881126232
ACH-000747,-0.280532583133
ACH-000748,-0.21673026625599998
ACH-000753,-0.100977633144
ACH-000756,-0.0896567161283
ACH-000757,-0.434690538845
ACH-000758,-0.20170227255399997
ACH-000760,-0.299891037195
ACH-000763,-0.239839608987
ACH-000764,-0.3590670436300001
ACH-000765,-0.38655599719300004
ACH-000766,-0.022800711802599998
ACH-000767,-0.27460076164299996
ACH-000768,-0.0843950928825
ACH-000769,-0.479682436594
ACH-000770,-0.100080500446
ACH-000771,-0.22632565772100002
ACH-000773,-0.024269745606400002
ACH-000776,-0.19558907520399998
ACH-000777,-0.181287516846
ACH-000778,-0.0397783403179
ACH-000781,-0.145428454608
ACH-000782,-0.30424989471
ACH-000783,-0.345741222105
ACH-000784,-0.298391522913
ACH-000785,-0.314419529299
ACH-000787,-0.14670113602600002
ACH-000788,-0.14478303616399998
ACH-000791,-0.209272428851
ACH-000792,-0.00100245984418
ACH-000794,-0.144275648241
ACH-000796,-0.138413034509
ACH-000799,-0.09039311416710001
ACH-000800,-0.188192459714
ACH-000802,-0.26521403504
ACH-000804,-0.150661314491
ACH-000805,-0.445818117386
ACH-000809,-0.17031178281599998
ACH-000810,-0.37971659506399996
ACH-000811,-0.12106965919099999
ACH-000817,-0.22596589238200002
ACH-000819,-0.10197914821000001
ACH-000820,-0.282055812169
ACH-000821,-0.0647827622112
ACH-000822,-0.314620617833
ACH-000823,-0.275570919833
ACH-000824,-0.237443500147
ACH-000827,0.00816910139399
ACH-000829,-0.158075832074
ACH-000831,-0.33875373618500004
ACH-000832,-0.154641439454
ACH-000833,-0.093107086134
ACH-000834,-0.154401263136
ACH-000835,-0.23009953951900003
ACH-000836,0.011086767536799998
ACH-000837,-0.13763866897399998
ACH-000838,-0.164476772483
ACH-000839,-0.0456311366381
ACH-000840,-0.21234212614700002
ACH-000841,-0.15278116493799998
ACH-000843,-0.350983151728
ACH-000846,-0.0559092127299
ACH-000847,-0.35851348074699996
ACH-000848,-0.490683513178
ACH-000849,-0.236349766917
ACH-000851,-0.247261753998
ACH-000855,-0.231908523075
ACH-000856,-0.236712097797
ACH-000858,-0.252127400356
ACH-000859,-0.022984480028800002
ACH-000861,-0.0678674626074
ACH-000862,-0.0608106536115
ACH-000865,-0.34248365200400005
ACH-000866,-0.206075185213
ACH-000867,-0.29676060173700003
ACH-000869,-0.214536516037
ACH-000872,-0.265238873676
ACH-000873,-0.120288383784
ACH-000876,-0.261140582398
ACH-000878,-0.466973880101
ACH-000880,-0.582391069229
ACH-000881,-0.111520222427
ACH-000882,-0.108486295528
ACH-000884,-0.299767258923
ACH-000885,-0.289707735319
ACH-000887,-0.166120742511
ACH-000888,-0.235365891228
ACH-000889,-0.174669602957
ACH-000890,0.09099229799519999
ACH-000896,-0.35106342583899997
ACH-000898,-0.203081524099
ACH-000900,-0.32977582581500003
ACH-000901,-0.173125299953
ACH-000905,-0.454297750419
ACH-000906,-0.197107080487
ACH-000907,0.123050723685
ACH-000910,-0.141458714638
ACH-000911,-0.358968464478
ACH-000912,-0.201692228826
ACH-000913,-0.20317067320999999
ACH-000915,-0.272434573019
ACH-000916,-0.359899411837
ACH-000917,-0.341708358702
ACH-000921,-0.35910914260300003
ACH-000924,-0.33227840403700004
ACH-000926,-0.35613723356700006
ACH-000928,-0.214745024509
ACH-000929,-0.522043379619
ACH-000932,-0.240339369124
ACH-000935,-0.28532047363400004
ACH-000936,-0.33702826944
ACH-000937,-0.432469336856
ACH-000938,-0.194112454199
ACH-000939,0.0302025222402
ACH-000941,-0.26637086946
ACH-000943,-0.196236653871
ACH-000946,-0.36216672387800003
ACH-000947,-0.229270569199
ACH-000948,-0.293716751833
ACH-000950,-0.350749513668
ACH-000953,-0.419778135366
ACH-000957,-0.017609367623400003
ACH-000958,-0.251308881456
ACH-000960,-0.136815130476
ACH-000963,-0.316347024189
ACH-000968,-0.10421101673000001
ACH-000969,-0.229274037528
ACH-000973,-0.12215107704500001
ACH-000974,-0.30980510774500003
ACH-000975,-0.20601718711300002
ACH-000976,-0.199391714062
ACH-000978,-0.20949222200800002
ACH-000980,-0.161516615093
ACH-000984,-0.321113835287
ACH-000986,-0.4126221022
ACH-000988,-0.27870875481699997
ACH-000993,-0.307150797333
ACH-000994,-0.0548819526239
ACH-000996,-0.247814321334
ACH-001001,-0.282978739388
ACH-001020,0.123050307756
ACH-001028,-0.11277074057700001
ACH-001031,-0.206073840634
ACH-001038,-0.31984633762
ACH-001048,-0.23406965208900002
ACH-001050,-0.249277599109
ACH-001053,-0.34672004056
ACH-001054,-0.235946011377
ACH-001061,-0.252054703058
ACH-001067,-0.40288948669
ACH-001075,0.00218274593286
ACH-001096,-0.08836386102430001
ACH-001128,0.410475191612
ACH-001134,-0.131502329389
ACH-001151,-0.19291746980799998
ACH-001163,-0.115133324459
ACH-001164,-0.37045150614600003
ACH-001173,-0.21675662359900003
ACH-001183,-0.100146437142
ACH-001184,-0.028146037345400002
ACH-001190,-0.233142806752
ACH-001192,-0.191267655427
ACH-001193,0.0931023988571
ACH-001196,-0.193419468521
ACH-001197,-0.12716130966800002
ACH-001205,-0.351357708358
ACH-001211,-0.194925402498
ACH-001212,0.06614882482409999
ACH-001228,-0.15933558773
ACH-001232,0.041957563522500005
ACH-001239,-0.375923787677
ACH-001274,-0.00396973352014
ACH-001275,-0.410214061321
ACH-001277,-0.563060259385
ACH-001278,-0.257578118891
ACH-001280,-0.0553683961493
ACH-001283,-0.09842593764519998
ACH-001289,-0.33656082037600005
ACH-001295,-0.31594774715199997
ACH-001300,-0.33202612284099997
ACH-001301,-0.10938253115800001
ACH-001302,0.019931742032599998
ACH-001303,-0.272121882905
ACH-001306,-0.17075317175299998
ACH-001318,-0.32206462350000004
ACH-001322,-0.0803856285724
ACH-001328,-0.265282947629
ACH-001332,-0.0362289766701
ACH-001333,-0.105634469705
ACH-001336,-0.363110598819
ACH-001340,-0.226076583894
ACH-001346,-0.09367260244439998
ACH-001353,-0.217217773683
ACH-001354,-0.0434894704758
ACH-001367,-0.22371749811
ACH-001368,-0.363934873021
ACH-001374,0.023962380319599998
ACH-001375,-0.298851744566
ACH-001377,0.0994591140414
ACH-001380,-0.270859068178
ACH-001391,-0.149415388905
ACH-001407,-0.200509680155
ACH-001408,-0.137928645096
ACH-001413,-0.18686753868900002
ACH-001430,-0.12157699375999999
ACH-001431,-0.2492182298
ACH-001450,0.0256400664035
ACH-001496,-0.013937424111299999
ACH-001500,0.008876208368709998
ACH-001521,-0.0106161785767
ACH-001523,-0.26536332982099997
ACH-001532,-0.22307373594500002
ACH-001536,-0.0854650160823
ACH-001550,0.0937238844527
ACH-001552,-0.233783410027
ACH-001554,-0.226828193046
ACH-001645,-0.159965624794
ACH-001654,-0.12825995965999998
ACH-001715,-0.41274332976499994
ACH-001735,-0.448108858596
ACH-001736,-0.102484818708
ACH-001737,0.145928322824
ACH-001740,-0.09653136020019999
ACH-001745,-0.34233749095
ACH-001750,-0.154413466501
ACH-001765,-0.107680759066
ACH-001956,-0.140148077052
ACH-001957,-0.33871331532300003
