,FOXA1 (3169)
ACH-000004,-0.150699410057
ACH-000007,-0.14306074612
ACH-000009,0.413593026643
ACH-000011,0.009272036098860001
ACH-000012,0.0662485405148
ACH-000013,0.0405601011124
ACH-000014,-0.291939553521
ACH-000015,0.022590164571000004
ACH-000017,-1.0809990277200001
ACH-000018,-0.35591471045999995
ACH-000019,-2.0140023322
ACH-000021,0.00899471805264
ACH-000022,-0.0543368791538
ACH-000025,0.11828370498600001
ACH-000028,-0.814997861625
ACH-000030,0.20738994731
ACH-000035,0.00362766819774
ACH-000036,-0.108791463505
ACH-000037,0.0211150880774
ACH-000039,-0.056452586369199996
ACH-000040,-0.11794119020300001
ACH-000041,-0.036163714523400003
ACH-000042,0.24946416910500002
ACH-000045,0.18426262091499998
ACH-000047,-0.34113790832199997
ACH-000052,-0.146790529956
ACH-000053,-0.055315100570999996
ACH-000054,-0.04807614428280001
ACH-000055,-0.0648675876234
ACH-000060,-0.351267663925
ACH-000067,0.037776308481
ACH-000070,0.0248117088288
ACH-000075,0.0077486603265
ACH-000078,0.325943013036
ACH-000082,-0.156453239258
ACH-000085,-0.0401197401673
ACH-000086,0.05019794891149999
ACH-000087,0.211573087371
ACH-000092,-0.0455273457522
ACH-000095,-0.111683410582
ACH-000097,-0.698831916873
ACH-000098,-0.159913763179
ACH-000099,0.102487844912
ACH-000108,0.0750332457745
ACH-000113,0.0169757464654
ACH-000115,-1.9711681171700002
ACH-000116,0.109228452713
ACH-000118,-0.09598124575369998
ACH-000120,0.129575487106
ACH-000123,0.0610288360883
ACH-000127,-0.305982475024
ACH-000128,-0.12986461646199998
ACH-000132,-0.021133521238700003
ACH-000133,0.0113605743658
ACH-000137,0.0021544853677899997
ACH-000138,0.179607555039
ACH-000142,-0.161260650001
ACH-000143,-0.21171352618099998
ACH-000146,0.0935817316885
ACH-000148,-0.07246303422849999
ACH-000150,0.215865958187
ACH-000152,-0.19777064826699997
ACH-000153,0.0302962578257
ACH-000159,-0.006963590958939999
ACH-000160,-0.10190333202
ACH-000163,-0.12358013736
ACH-000167,0.111855486231
ACH-000168,0.21829502942200002
ACH-000169,-0.150480532072
ACH-000178,0.138905432268
ACH-000182,0.15363972558
ACH-000183,0.145941356474
ACH-000188,0.122012794536
ACH-000189,0.175722629562
ACH-000190,-0.09901182725160002
ACH-000198,0.0362824370305
ACH-000204,-0.000377820841839
ACH-000206,0.047409162785800006
ACH-000207,-0.228785441555
ACH-000211,-0.054359901633900004
ACH-000215,-0.0799500667172
ACH-000221,-0.257756286404
ACH-000222,0.22770411325800002
ACH-000223,-0.0351300869929
ACH-000226,-0.330364941746
ACH-000227,0.47678225317100004
ACH-000228,-0.17686144640999998
ACH-000231,0.06426006480140001
ACH-000232,-0.0820441019023
ACH-000233,0.091445841798
ACH-000234,0.238607428543
ACH-000235,-0.293135227941
ACH-000237,0.100261847858
ACH-000238,-0.050126548846000006
ACH-000243,0.0318717184521
ACH-000244,-0.602860636519
ACH-000246,-0.09946281845860001
ACH-000248,-0.9460092602150001
ACH-000250,-0.10821115833799999
ACH-000251,0.8443623423700001
ACH-000253,-0.08122247434600001
ACH-000255,-0.014502251941799998
ACH-000256,-0.0148127857549
ACH-000257,-1.1909222026100001
ACH-000258,-0.0461428748618
ACH-000259,0.0368669123035
ACH-000260,-0.11198540785700001
ACH-000261,-0.142607653764
ACH-000262,-0.18347774145999998
ACH-000263,0.10564395462000001
ACH-000264,-0.09387347295949999
ACH-000265,0.0315623047676
ACH-000266,0.0377980191579
ACH-000272,-0.014194606799700001
ACH-000273,0.042437164032
ACH-000274,0.039516994481300007
ACH-000277,-1.30208779985
ACH-000278,0.0103403171635
ACH-000279,0.012987922664700002
ACH-000280,0.177145748188
ACH-000281,0.03934922229269999
ACH-000288,-0.0008132820812350001
ACH-000291,-0.0923233659159
ACH-000293,0.0801241551107
ACH-000294,0.145385415686
ACH-000295,-0.10139083621200001
ACH-000296,-0.09429403398450001
ACH-000302,-0.042816463328
ACH-000304,0.127592369121
ACH-000307,-0.0218771825092
ACH-000308,0.042353234157699995
ACH-000310,0.279766474773
ACH-000311,-0.916615952371
ACH-000312,0.0565157709657
ACH-000315,-0.180010817409
ACH-000316,0.153310984912
ACH-000317,-0.179247351217
ACH-000318,-0.43299424157099997
ACH-000319,-0.156435999229
ACH-000320,-0.0366479731627
ACH-000322,0.153503963435
ACH-000323,-0.113225128517
