,POMK (84197)
ACH-000004,0.00619055763442
ACH-000007,0.22695894003000003
ACH-000009,0.13554231775
ACH-000011,0.0725778025157
ACH-000012,0.04080948892419999
ACH-000013,-0.123919371228
ACH-000014,-0.060039874141300006
ACH-000015,-0.10338789672
ACH-000017,-0.00213093273766
ACH-000018,0.21007197605500003
ACH-000019,-0.174513241996
ACH-000021,0.00790985993037
ACH-000022,-0.153339648876
ACH-000025,-0.205887856508
ACH-000028,-0.07523008827739999
ACH-000030,-0.0233846298111
ACH-000035,0.0195870026803
ACH-000036,-0.026184355760400003
ACH-000037,-0.0298649237635
ACH-000039,-0.11573835023199999
ACH-000040,-0.012485546642899999
ACH-000041,0.061045767647199996
ACH-000042,0.0240535737785
ACH-000045,-0.0141397713565
ACH-000047,0.10611534739499999
ACH-000052,0.00982972612896
ACH-000053,0.0229101350379
ACH-000054,-0.13567529851500001
ACH-000055,-0.0566961169568
ACH-000060,-0.055069815687
ACH-000067,-0.187251269855
ACH-000070,-0.26625902305599997
ACH-000075,-0.40843803030500003
ACH-000078,0.0775089989269
ACH-000082,-0.139668802708
ACH-000085,0.037805695947
ACH-000086,-0.17158946347399998
ACH-000087,-0.10305432559000001
ACH-000092,-0.103400029013
ACH-000095,0.0677498480494
ACH-000097,-0.0543431743776
ACH-000098,-0.0999578810334
ACH-000099,-0.012589581399900001
ACH-000108,0.118035545357
ACH-000113,-0.37203776085
ACH-000115,-0.202189049967
ACH-000116,-0.166338152948
ACH-000118,0.0063525223528400005
ACH-000120,-0.029796354050599997
ACH-000123,-0.113920167965
ACH-000127,-0.131559823744
ACH-000128,-0.202720258712
ACH-000132,-0.169803050945
ACH-000133,0.0875916481017
ACH-000137,-0.00219048949727
ACH-000138,0.016830078737299997
ACH-000142,-0.0500199074765
ACH-000143,-0.16923535872
ACH-000146,0.0615911758741
ACH-000148,-0.0159765905134
ACH-000150,-0.17385891731
ACH-000152,-0.150264035562
ACH-000153,-0.141277153519
