,INPP5A (3632)
ACH-000004,0.147263790892
ACH-000007,-0.18885165077500002
ACH-000009,-0.145642579048
ACH-000011,-0.24425657166200002
ACH-000012,-0.0702779373632
ACH-000013,-0.0921463590852
ACH-000014,0.154442445312
ACH-000015,0.056130400647800005
ACH-000017,-0.0102463153558
ACH-000018,-0.239353227445
ACH-000019,0.017653874354
ACH-000021,0.15497969296800002
ACH-000022,-0.057135838220699994
ACH-000025,0.0034274136539799997
ACH-000028,0.16462763271
ACH-000030,0.00593915186935
ACH-000035,0.0416354023162
ACH-000036,-0.119627969145
ACH-000037,-0.00557761308739
ACH-000039,-0.305508079487
ACH-000040,-0.23268884688299998
ACH-000041,-0.19074060995
ACH-000042,-0.13373456958799998
ACH-000045,0.148694350487
ACH-000047,-0.26439977467
ACH-000052,-0.37628758846500004
ACH-000053,-0.00477202135736
ACH-000054,0.00495529351029
ACH-000055,-0.00925576035628
ACH-000060,-0.41906810888000007
ACH-000067,-0.453735743151
ACH-000070,-0.04103053331519999
ACH-000075,0.00660988312453
ACH-000078,-0.0988127837247
ACH-000082,-0.157990873878
ACH-000085,-0.157760392227
ACH-000086,0.001591920401
ACH-000087,-0.23823782513
ACH-000092,0.0196310290813
ACH-000095,-0.222508570394
ACH-000097,-0.00127331957425
ACH-000098,-0.16658758418400002
ACH-000099,-0.11209002308499999
ACH-000108,-0.12052808621099999
ACH-000113,-0.13995630673
ACH-000115,0.000739345861498
ACH-000116,0.00783098506216
ACH-000118,-0.11241721320800001
ACH-000120,-0.346729409107
ACH-000123,-0.0698283963321
ACH-000127,-0.0980086992527
ACH-000128,0.0005977957318430001
ACH-000132,-0.025269172801399998
ACH-000133,-0.321759680344
ACH-000137,0.16958474839200002
ACH-000138,0.0956256932789
ACH-000142,-0.0934780390195
ACH-000143,0.114271299498
ACH-000146,-0.144899813157
ACH-000148,-0.09875847127219999
ACH-000150,-0.297722166347
ACH-000152,0.0624691867406
ACH-000153,-0.211146025184
ACH-000159,-0.11308376552100001
ACH-000160,-0.0066942631007399995
ACH-000163,-0.0488616510051
ACH-000167,-0.015296023243499999
ACH-000168,0.05185903388719999
ACH-000169,-0.26826582721299996
ACH-000178,-0.198845633893
ACH-000182,-0.134893613048
ACH-000183,-0.18462894554499998
ACH-000188,0.0318541632987
ACH-000189,0.26190695034
ACH-000190,-0.306880010436
ACH-000198,-0.142183550266
ACH-000204,-0.27257706896
ACH-000206,-0.08986144135710002
ACH-000207,-0.21312085674000003
ACH-000211,-0.101294218049
ACH-000215,-0.144064206873
ACH-000221,-0.09068332890010002
ACH-000222,-0.0599196058842
ACH-000223,-0.10963464824100001
ACH-000226,0.20135679058800002
ACH-000227,-0.100782442016
ACH-000228,-0.071410859574
ACH-000231,-0.00375360873536
ACH-000232,-0.055662248345400005
ACH-000233,0.10527984363399999
ACH-000234,-0.30813343930500003
ACH-000235,-0.160726467105
ACH-000237,-0.243609496452
ACH-000238,-0.00384589287502
ACH-000243,-0.11651418039200001
ACH-000244,-0.128343175441
ACH-000246,0.0207706929208
ACH-000248,-0.13273738466600002
ACH-000250,-0.14310764877
ACH-000251,-0.0269101110853
ACH-000253,-0.0747659693622
ACH-000255,-0.0361672229242
ACH-000256,-0.127415910748
ACH-000257,-0.267336791172
ACH-000258,0.0806489017707
ACH-000259,-0.08965177743210001
ACH-000260,-0.199653969241
ACH-000261,0.0445972295597
ACH-000262,0.14081951461300002
ACH-000263,-0.24330118885000002
ACH-000264,0.0850830567117
ACH-000265,0.119042826081
ACH-000266,-0.119745053451
ACH-000272,-0.22011264035599998
ACH-000273,-0.140792815249
ACH-000274,0.0405462924161
ACH-000277,-0.18447212017
ACH-000278,-0.567806759647
ACH-000279,-0.355628484801
ACH-000280,-0.162289218967
ACH-000281,-0.290316487038
ACH-000288,-0.399841543511
ACH-000291,-0.0446588418009
ACH-000293,0.056588718289
ACH-000294,-0.25079023239
ACH-000295,0.0964930136135
ACH-000296,-0.0572113723933
ACH-000302,-0.175836803292
ACH-000304,0.0940086803304
ACH-000307,-0.143846237046
ACH-000308,-0.0852704356498
ACH-000310,-0.07808163042489999
ACH-000311,-0.260255777066
ACH-000312,-0.105041416026
ACH-000315,-0.0323719191628
ACH-000316,-0.109556006638
ACH-000317,-0.236127613323
ACH-000318,-0.0630176534632
ACH-000319,0.114053021326
ACH-000320,-0.155246993409
ACH-000322,-0.0363577132067
ACH-000323,-0.109434846303
ACH-000324,-0.13164010041899998
ACH-000329,-0.231939833803
ACH-000330,-0.209756070002
ACH-000331,-0.205010709082
ACH-000332,-0.0636122052778
ACH-000334,0.14132995122300002
ACH-000335,-0.0874823517117
ACH-000336,0.04337766248319999
ACH-000337,-0.1261465784
ACH-000339,0.005527450409810001
ACH-000341,-0.170462549459
ACH-000348,-0.0944361141542
ACH-000350,-0.08523429871220001
ACH-000352,0.000288866960151
ACH-000356,0.230612749543
ACH-000361,0.036168998571800004
ACH-000362,-0.033287100975000004
ACH-000363,-0.21514857881700003
ACH-000364,-0.35364448752300004
ACH-000365,-0.0854784047725
ACH-000366,-0.15794672197999998
ACH-000368,-0.206418188772
ACH-000374,-0.19036829285
ACH-000375,-0.21682529094300002
ACH-000376,-0.0315516312988
ACH-000381,0.006637180535630001
ACH-000383,-0.0680333446847
ACH-000387,-0.0647938601165
ACH-000389,0.0064532878451599995
ACH-000390,-0.181750308539
ACH-000393,0.0246575894128
ACH-000395,-0.0913269384559
ACH-000397,-0.23379500713000004
ACH-000401,-0.388189832423
ACH-000402,-0.118850714301
ACH-000403,-0.218634764714
ACH-000404,-0.0223263438973
ACH-000406,0.050688520153700005
ACH-000407,0.000646168032471
ACH-000408,0.165458094251
ACH-000410,-0.37084342501
ACH-000411,-0.134750489557
ACH-000414,-0.153585344731
ACH-000415,-0.054067053171300006
ACH-000416,-0.214187184976
ACH-000420,-0.38753888712300005
ACH-000421,0.09749243359740001
ACH-000424,-0.473226130726
ACH-000425,-0.09168149687459999
ACH-000426,-0.219454353228
ACH-000427,0.08087025307330001
ACH-000433,-0.0805848185378
ACH-000436,-0.112336736522
ACH-000444,-0.0056423524318
ACH-000445,-0.582386503743
ACH-000448,0.000595453617297
ACH-000450,0.19799966702
ACH-000452,-0.293540329634
ACH-000454,0.109524320292
