,ALS2 (57679)
ACH-000004,0.25076121310800004
ACH-000007,0.12955192335000001
ACH-000009,0.0529580253548
ACH-000011,0.18229747466899998
ACH-000012,0.107747758331
ACH-000013,0.139539229585
ACH-000014,0.0806106525665
ACH-000015,0.233680155569
ACH-000017,0.182945761697
ACH-000018,0.0704850244945
ACH-000019,0.40738887025
ACH-000021,0.14751366658
ACH-000022,0.165701013722
ACH-000025,0.045019069911
ACH-000028,0.134345765961
ACH-000030,0.142474803423
ACH-000035,0.277773114704
ACH-000036,0.073516100844
ACH-000037,0.00908109109242
ACH-000039,0.14937534377699999
ACH-000040,0.140546302962
ACH-000041,0.118861080491
ACH-000042,0.182479943278
ACH-000045,0.254043803547
ACH-000047,0.150040581941
ACH-000052,0.228034676522
ACH-000053,0.0921159315467
ACH-000054,0.10650607161100001
ACH-000055,0.028968155076200004
ACH-000060,0.166023969176
ACH-000067,0.133140672767
ACH-000070,0.213936095346
ACH-000075,0.15947502844699998
ACH-000078,0.155140468141
ACH-000082,0.153294608489
ACH-000085,0.109282350033
ACH-000086,0.0727377162537
ACH-000087,0.152146116892
ACH-000092,0.143055606187
ACH-000095,0.0783467805058
ACH-000097,0.18118753702799997
ACH-000098,0.12439172892000001
ACH-000099,0.10078732528300001
ACH-000108,0.10460294996899999
ACH-000113,0.118289258151
ACH-000115,0.141144529465
ACH-000116,0.267932174073
ACH-000118,0.143113104407
ACH-000120,0.192377493097
ACH-000123,0.0899044590883
ACH-000127,0.23564893641600002
ACH-000128,0.05584373363419999
ACH-000132,0.314030779067
ACH-000133,0.222777941707
ACH-000137,0.08863265259469999
ACH-000138,0.11164653760299999
ACH-000142,0.209049424734
ACH-000143,0.223066618921
ACH-000146,0.07762901220660001
ACH-000148,0.161263129871
ACH-000150,0.254073412799
ACH-000152,0.0798037632406
ACH-000153,0.115118607577
ACH-000159,0.26251178469
ACH-000160,0.242011080537
ACH-000163,0.12135363727
ACH-000167,0.16202509801599999
ACH-000168,0.145209814264
ACH-000169,0.117381175539
ACH-000178,0.207725002851
ACH-000182,0.154457629993
ACH-000183,0.0585547737237
ACH-000188,0.20190869062
ACH-000189,0.142332800271
ACH-000190,0.22517223460900002
ACH-000198,0.219302316444
ACH-000204,0.0983605257846
ACH-000206,0.109335601996
ACH-000207,0.416765364326
ACH-000211,0.0784375013327
ACH-000215,0.173527038957
ACH-000221,0.063580011631
ACH-000222,0.07534357772189999
ACH-000223,0.0524688665107
ACH-000226,0.17600798631099998
ACH-000227,-0.130036355829
ACH-000228,0.23252111454399998
ACH-000231,0.18739314846900001
ACH-000232,0.0815519682942
ACH-000233,0.25575034623000004
ACH-000234,0.00854642515657
ACH-000235,0.14523340669600002
ACH-000237,0.0820068917357
ACH-000238,0.156345121857
ACH-000243,0.238086975139
ACH-000244,0.145941489925
ACH-000246,0.209104654639
ACH-000248,0.290979961338
