,SPRYD4 (283377)
ACH-000004,-0.285272370832
ACH-000007,-0.0933050339648
ACH-000009,-0.0707733025575
ACH-000011,0.023128388132700003
ACH-000012,-0.052919186735699994
ACH-000013,-0.0823221789397
ACH-000014,-0.279161881555
ACH-000015,-0.274257817399
ACH-000017,-0.238238019309
ACH-000018,-0.0912108617075
ACH-000019,-0.015542535339
ACH-000021,-0.11410835136700001
ACH-000022,-0.33648676916599995
ACH-000025,-0.27856582993
ACH-000028,-0.000630863979551
ACH-000030,-0.111476307197
ACH-000035,-0.008998010115530001
ACH-000036,-0.112340201255
ACH-000037,-0.216310858556
ACH-000039,-0.205289259801
ACH-000040,-0.09678027824660002
ACH-000041,-0.225137511309
ACH-000042,-0.112212991502
ACH-000045,-0.153496939423
ACH-000047,-0.104383068706
ACH-000052,-0.24800140641399998
ACH-000053,-0.11815187029000002
ACH-000054,-0.193273908921
ACH-000055,-0.400901545258
ACH-000060,0.00628891660222
ACH-000067,-0.250016924441
ACH-000070,-0.22271547074099998
ACH-000075,-0.0700856076338
ACH-000078,-0.172587965936
ACH-000082,-0.26868453222800004
ACH-000085,-0.151918946272
ACH-000086,-0.37116114256899996
ACH-000087,-0.31844095829
ACH-000092,-0.14116610223200002
ACH-000095,-0.0572262944964
ACH-000097,-0.284312021029
ACH-000098,-0.00106913889123
ACH-000099,-0.0844138760197
ACH-000108,-0.0861791336523
ACH-000113,-0.200049631822
ACH-000115,0.000852532290757
ACH-000116,0.00114138792085
ACH-000118,-0.24070726805599998
ACH-000120,-0.26454225412300003
ACH-000123,-0.376164972398
ACH-000127,-0.1954033417
ACH-000128,-0.225018790658
ACH-000132,0.0283338196614
ACH-000133,-0.493670392091
ACH-000137,-0.129835203686
ACH-000138,-0.244107393935
ACH-000142,-0.272483469422
ACH-000143,-0.171969951779
ACH-000146,-0.227001952826
ACH-000148,-0.11029138949799999
ACH-000150,-0.18160577605999997
ACH-000152,-0.161663624508
ACH-000153,-0.18703916217799998
ACH-000159,0.0174777974404
ACH-000160,-0.303383467637
ACH-000163,-0.36579250432300003
ACH-000167,-0.480686124077
