,AP1G2 (8906)
ACH-000004,-0.28735679407299997
ACH-000007,-0.185345144379
ACH-000009,-0.44670946423600005
ACH-000011,-0.245490588028
ACH-000012,-0.438246157785
ACH-000013,-0.18637678679000003
ACH-000014,-0.324355056107
ACH-000015,-0.37763814038599997
ACH-000017,-0.532814396571
ACH-000018,-0.20869365615
ACH-000019,-0.45820201442
ACH-000021,-0.291636938265
ACH-000022,-0.36335033024400004
ACH-000025,-0.214135558481
ACH-000028,-0.505050514214
ACH-000030,-0.38770812237499996
ACH-000035,-0.169106556141
ACH-000036,-0.36738692061399997
ACH-000037,-0.321599486524
ACH-000039,-0.547247025689
ACH-000040,-0.541674385351
ACH-000041,-0.271019010816
ACH-000042,-0.303354146725
ACH-000045,-0.33102164388099997
ACH-000047,-0.34709413727300004
ACH-000052,-0.36014174880000005
ACH-000053,-0.48795924605400004
ACH-000054,-0.388946046536
ACH-000055,-0.16597348910999998
ACH-000060,-0.669356116255
ACH-000067,-0.507466150057
ACH-000070,-0.7188933270990001
ACH-000075,0.0205786371231
ACH-000078,-0.465596307667
ACH-000082,-0.37602719445
ACH-000085,-0.331505315679
ACH-000086,-0.36208212594300004
ACH-000087,-0.698007039058
ACH-000092,-0.535367167939
ACH-000095,-0.425005943745
ACH-000097,-0.488089711054
ACH-000098,-0.27314843075399997
ACH-000099,-0.504024985731
ACH-000108,-0.164966215424
ACH-000113,-0.491543234266
ACH-000115,-0.054192067341300006
ACH-000116,-0.411482594574
ACH-000118,-0.48922582432800005
ACH-000120,-0.32975296578
ACH-000123,-0.38378645488000007
ACH-000127,-0.414536646866
ACH-000128,-0.235290285984
ACH-000132,-0.34882885860699997
ACH-000133,-0.46959980467900003
ACH-000137,-0.41798287619900004
ACH-000138,-0.45206102193899994
ACH-000142,-0.32452424843600003
ACH-000143,-0.145206726753
ACH-000146,-0.237467113578
ACH-000148,-0.371112521797
ACH-000150,-0.0750250388772
ACH-000152,-0.47579988523100003
ACH-000153,-0.339145785939
ACH-000159,-0.476887498597
ACH-000160,-0.6919998115710001
ACH-000163,-0.437551367281
ACH-000167,-0.41672352614299996
ACH-000168,-0.45100483643600003
ACH-000169,-0.43327542049400003
ACH-000178,-0.47093409726700003
ACH-000182,-0.381896781171
ACH-000183,-0.20687999359099998
ACH-000188,-0.45869684827600005
ACH-000189,-0.8015433882170001
ACH-000190,-0.693803119328
ACH-000198,-0.286492590314
ACH-000204,-0.36220909660499995
ACH-000206,-0.165830980088
ACH-000207,-0.7121377523829999
ACH-000211,-0.358772831486
ACH-000215,-0.359567794141
ACH-000221,-0.38392133416199997
ACH-000222,-0.05521608495130001
ACH-000223,-0.414861433812
ACH-000226,-0.45461051177199996
ACH-000227,-0.224985382611
ACH-000228,-0.198964248709
ACH-000231,-0.460664359591
ACH-000232,-0.32407087930100004
