,TRAF3IP2 (10758)
ACH-000004,0.07815507678389999
ACH-000007,0.31787408701299996
ACH-000009,0.07497717984760001
ACH-000011,0.119601012855
ACH-000012,0.05301238809330001
ACH-000013,0.05264039362819999
ACH-000014,0.227822627724
ACH-000015,0.0665835101957
ACH-000017,-0.0335066857722
ACH-000018,-0.22282790693000004
ACH-000019,0.0337797794903
ACH-000021,-0.019356301235099998
ACH-000022,0.26238018722600004
ACH-000025,0.140461072513
ACH-000028,0.0344533523412
ACH-000030,0.052802474847
ACH-000035,0.07145138897
ACH-000036,-0.0619413173922
ACH-000037,0.24233904551
ACH-000039,-0.061332855495600004
ACH-000040,0.0441474538904
ACH-000041,0.331957600346
ACH-000042,0.0499859836642
ACH-000045,0.336856027143
ACH-000047,0.0700471006762
ACH-000052,-0.046826002775499996
ACH-000053,0.110292721565
ACH-000054,-0.00448539062876
ACH-000055,0.17406958205200002
ACH-000060,0.0321336991118
ACH-000067,-0.0359626302877
ACH-000070,0.040874942928
ACH-000075,-0.186510363308
ACH-000078,-0.175984819112
ACH-000082,0.104919977316
ACH-000085,-0.031729534015099994
ACH-000086,0.148168672828
ACH-000087,0.0517646862418
ACH-000092,0.0157307314499
ACH-000095,0.0135457779635
ACH-000097,-0.017136067468099998
ACH-000098,0.08190982694080001
ACH-000099,-0.08169400656560001
ACH-000108,0.22612273578000003
ACH-000113,0.08230286477410001
ACH-000115,-0.0218408441604
ACH-000116,0.253118461465
ACH-000118,0.0576532997717
ACH-000120,0.167386272542
ACH-000123,-0.029460161444200002
ACH-000127,0.09490803041639999
ACH-000128,0.05817352108440001
ACH-000132,-0.101980939786
ACH-000133,0.0051898335967
ACH-000137,0.140876292141
ACH-000138,0.0290198703578
ACH-000142,0.16676666148
ACH-000143,-0.0582781128543
ACH-000146,0.025133503044
ACH-000148,0.0535631906081
ACH-000150,0.141318262753
ACH-000152,0.217952361183
ACH-000153,0.25219477666900003
ACH-000159,0.00720455044588
ACH-000160,-0.0804354886908
ACH-000163,-0.0803714917979
ACH-000167,-0.269047876191
ACH-000168,0.140808702941
ACH-000169,0.025186142032499997
ACH-000178,0.0500648858627
ACH-000182,0.213813997359
ACH-000183,0.0680608055878
ACH-000188,0.146702841763
ACH-000189,-0.103572023508
ACH-000190,0.242178749744
ACH-000198,0.00453543527555
ACH-000204,-0.14907803833
ACH-000206,0.069649974445
ACH-000207,0.033819180882200005
ACH-000211,0.018578789145900002
ACH-000215,0.106563640342
ACH-000221,0.0101714588934
ACH-000222,-0.09405800988360001
ACH-000223,-0.0103398854596
ACH-000226,0.180394046289
ACH-000227,-0.0620671038602
ACH-000228,0.043381147283699996
ACH-000231,0.0501607282241
ACH-000232,0.060404621199500005
ACH-000233,0.12414927675899999
ACH-000234,0.06710178951330001
ACH-000235,-0.0102760648247
ACH-000237,-0.0946221470114
ACH-000238,0.117399437795
ACH-000243,0.0749880506185
ACH-000244,0.0474372409138
ACH-000246,0.0141884314353
ACH-000248,0.04831612749869999
ACH-000250,0.0468748385709
ACH-000251,0.143856586987
ACH-000253,0.262512736134
ACH-000255,-0.030368900760000005
ACH-000256,0.10307299220499999
ACH-000257,0.158578688468
ACH-000258,0.19871450942899999
ACH-000259,0.015052567999799999
ACH-000260,0.0141530224146
ACH-000261,0.0382167955679
ACH-000262,-0.0509846542147
ACH-000263,0.130144855523
ACH-000264,-0.00204302055984
ACH-000265,0.00337843297642
ACH-000266,-0.0352280371868
ACH-000272,-0.0071874220741799996
ACH-000273,-0.009019299322700002
ACH-000274,-0.004627075668239999
ACH-000277,0.09002853139519999
ACH-000278,-0.033373330843700005
ACH-000279,0.042763208211000006
ACH-000280,0.017107165035600003
ACH-000281,-0.0159563114238
ACH-000288,0.0592484076977
ACH-000291,0.157194920337
ACH-000293,0.0334137914253
ACH-000294,0.15013110345300001
ACH-000295,0.19069057086
ACH-000296,0.09220151489350001
ACH-000302,-0.005793515450729999
ACH-000304,0.106316672589
ACH-000307,0.028976741691299997
ACH-000308,0.0422570147143
ACH-000310,-0.245354723642
ACH-000311,0.04413855087330001
ACH-000312,-0.166981883182
ACH-000315,-0.239989457823
ACH-000316,0.103950482951
ACH-000317,0.0355025822797
ACH-000318,0.09437773279810001
ACH-000319,0.007411868227180001
