,EIF3C (8663)
ACH-000004,0.28897338150699997
ACH-000007,0.446649568026
ACH-000009,0.41754819125200004
ACH-000011,0.426234876213
ACH-000012,0.298944534161
ACH-000013,-0.021170867900799997
ACH-000014,0.41791531021
ACH-000015,0.0852819120218
ACH-000017,0.49930638058
ACH-000018,0.3693890127
ACH-000019,0.375055423772
ACH-000021,0.296422436912
ACH-000022,0.374619292245
ACH-000025,0.409260067274
ACH-000028,0.49081127271499997
ACH-000030,0.33685544855599997
ACH-000035,-0.0012818765167999999
ACH-000036,0.339162440899
ACH-000037,0.0548443340186
ACH-000039,0.44405673021700004
ACH-000040,0.585887403537
ACH-000041,0.207676005213
ACH-000042,0.5369249909480001
ACH-000045,0.238639479381
ACH-000047,0.35225335543999997
ACH-000052,0.369112221018
ACH-000053,0.0846029041354
ACH-000054,0.5248442547119999
ACH-000055,0.38299930303
ACH-000060,0.373575131141
ACH-000067,0.37500583047700004
ACH-000070,0.161351959274
ACH-000075,0.045282492631
ACH-000078,0.265698659081
ACH-000082,0.237619000392
ACH-000085,0.222316665526
ACH-000086,0.540083036497
ACH-000087,0.34490405211900005
ACH-000092,0.346943066787
ACH-000095,0.30799283864
ACH-000097,0.282007790241
ACH-000098,0.239474255577
ACH-000099,0.21306136002700002
ACH-000108,0.401498994982
ACH-000113,0.26510799058699996
ACH-000115,-0.426444616617
ACH-000116,0.337602184396
ACH-000118,0.282782278431
ACH-000120,0.43473688098200003
ACH-000123,0.31903761553300003
ACH-000127,0.34561335576700003
ACH-000128,0.305686637828
ACH-000132,0.10776400874299999
ACH-000133,0.36481295987400003
ACH-000137,0.180193275095
ACH-000138,0.461089812833
ACH-000142,0.10803129449000001
ACH-000143,0.235296108565
ACH-000146,0.158391883272
ACH-000148,0.19523540285500002
ACH-000150,0.047328434598400006
ACH-000152,0.48822343538699997
ACH-000153,0.15861094277
ACH-000159,0.199208912002
ACH-000160,0.263704375971
ACH-000163,0.498243968666
ACH-000167,0.0832007087003
ACH-000168,0.43013702136799997
ACH-000169,0.33033204754900003
ACH-000178,0.31431246214200004
ACH-000182,0.341518833096
ACH-000183,0.340223998327
ACH-000188,0.497997412548
ACH-000189,0.432805781454
ACH-000190,0.321865473161
ACH-000198,0.422548339388
ACH-000204,0.6827128303910001
ACH-000206,0.37073085111500004
ACH-000207,0.42298023601499996
ACH-000211,0.283386432867
ACH-000215,0.208810869712
ACH-000221,0.22775801055999997
ACH-000222,0.481286876988
ACH-000223,0.268722510794
ACH-000226,0.404628218657
ACH-000227,-0.031585477471
ACH-000228,0.382342828429
ACH-000231,0.23772000379799998
ACH-000232,0.189590142358
ACH-000233,0.0679556973147
ACH-000234,0.09337497289860001
ACH-000235,0.5164948220910001
ACH-000237,0.0766711565245
ACH-000238,0.546105616887
ACH-000243,0.278824953356
ACH-000244,0.400420673159
ACH-000246,0.368380659353
ACH-000248,0.47813999103699995
ACH-000250,0.0915082025293
ACH-000251,0.39336890951399994
ACH-000253,0.23761120569400002
ACH-000255,0.437817335931
ACH-000256,0.299462241093
ACH-000257,0.6963851312970001
ACH-000258,0.43375978976499996
ACH-000259,0.246175551606
ACH-000260,0.307891873071
ACH-000261,0.34005314941200004
ACH-000262,0.156599111882
ACH-000263,0.325216628851
ACH-000264,0.237814444007
ACH-000265,0.208470026085
ACH-000266,0.228297398354
ACH-000272,0.44330523771799996
ACH-000273,0.326214676557
ACH-000274,0.08186295709689999
ACH-000277,0.204669925772
ACH-000278,0.601461723471
ACH-000279,0.312960572741
ACH-000280,-0.0889077991292
ACH-000281,0.136325731275
ACH-000288,0.49958257872
ACH-000291,0.5815099817989999
ACH-000293,0.17126149323399997
ACH-000294,0.0699919733688
ACH-000295,0.350519722337
ACH-000296,0.682188441954
ACH-000302,0.216148705838
ACH-000304,0.6154610333039999
ACH-000307,0.103073559347
ACH-000308,0.43163562528300004
ACH-000310,0.22562972297800002
ACH-000311,0.39136915796300004
ACH-000312,0.07432981527850001
ACH-000315,0.218934056576
ACH-000316,0.469001631967
ACH-000317,0.404240386853
ACH-000318,0.312590893551
ACH-000319,0.033250657214500004
ACH-000320,0.532953642972
ACH-000322,0.502978616608
ACH-000323,0.298050518172
ACH-000324,0.337060593038
ACH-000329,0.504092813465
ACH-000330,0.30207003228
ACH-000331,0.242666437206
ACH-000332,0.271183116375
ACH-000334,0.10946065186
ACH-000335,0.45246684936399995
ACH-000336,0.35611502804300005
ACH-000337,0.178484323503
ACH-000339,0.302573332241
ACH-000341,0.33102112135
ACH-000348,0.15722801473200002
ACH-000350,-0.08036684679549999
ACH-000352,0.221017381389
ACH-000356,0.157941633615
ACH-000361,0.514609937456
ACH-000362,0.281576744188
ACH-000363,0.22911499713000003
ACH-000364,0.120155032734
ACH-000365,0.200121927452
ACH-000366,0.32543564516999995
ACH-000368,0.67876934109
ACH-000374,0.403545809639
ACH-000375,0.346215665216
ACH-000376,0.311993295894
ACH-000381,0.241397248808
ACH-000383,0.362521999719
ACH-000387,0.270047446623
ACH-000389,0.252172622692
ACH-000390,0.177422492896
ACH-000393,0.29343585827700003
ACH-000395,0.608134537252
ACH-000397,0.410087941566
ACH-000401,0.414562423613
ACH-000402,0.20330932778799998
ACH-000403,0.34076351096199997
ACH-000404,0.157217914429
ACH-000406,0.117420686976
ACH-000407,0.114195270688
ACH-000408,0.272732853736
ACH-000410,0.1036945142
ACH-000411,0.409774618944
ACH-000414,0.256744699025
ACH-000415,0.059334214353800006
ACH-000416,0.149192460852
ACH-000420,0.125669629529
ACH-000421,0.27006983150499997
ACH-000424,0.176002797545
ACH-000425,0.373581872632
ACH-000426,0.563303589882
ACH-000427,-0.144837351541
ACH-000433,0.464717453657
ACH-000436,0.50081459009
ACH-000444,0.294343471089
ACH-000445,0.454227700451
ACH-000448,0.24413205622499998
ACH-000450,0.653656753173
ACH-000452,0.140521515383
ACH-000454,0.118832003193
ACH-000458,0.25824694564399997
ACH-000459,0.395669830783
ACH-000460,0.251497788906
ACH-000461,0.036527905403300004
ACH-000463,0.159725870337
ACH-000464,0.317821320467
ACH-000466,0.183013918166
ACH-000467,0.39787346083499997
ACH-000468,0.6552579545889999
ACH-000469,0.622650219613
ACH-000470,0.606711161123
ACH-000471,0.165716703652
ACH-000472,0.049331165548
ACH-000473,0.523126821373
ACH-000475,0.13020522798
ACH-000476,0.267612070469
ACH-000477,0.6265434016870001
ACH-000480,0.595905165883
ACH-000481,0.139559237098
ACH-000483,0.0715091484987
ACH-000484,0.293938234365
ACH-000485,0.350934776129
ACH-000486,0.248887642783
ACH-000487,0.240836686924
ACH-000488,0.132246105546
ACH-000490,0.358211972133
ACH-000491,0.461313751869
ACH-000495,0.212759725928
ACH-000496,0.523615118866
ACH-000499,0.444936508584
ACH-000500,0.49507379364200005
ACH-000502,0.31283738186
ACH-000503,0.5793655319259999
ACH-000505,-0.0550791340109
ACH-000507,0.303481281239
ACH-000510,0.08317785546189999
ACH-000511,0.480460925971
ACH-000512,0.455655412915
ACH-000516,0.44275140754299996
ACH-000517,0.344058137117
ACH-000518,0.39859204692199995
ACH-000520,0.457703868351
ACH-000521,0.42034537593099996
ACH-000522,0.17442311363
ACH-000524,0.188667333922
ACH-000527,0.164433221413
ACH-000528,0.183517873627
ACH-000537,0.171372341427
ACH-000541,0.58921029546
ACH-000542,0.285946806741
ACH-000544,0.344693124565
ACH-000545,0.07943766599310001
ACH-000547,0.39637563707900003
ACH-000548,0.193200330081
ACH-000549,0.296112396633
ACH-000550,0.18846397422800001
ACH-000552,0.272688882797
ACH-000556,0.118872341462
ACH-000557,0.224712010607
ACH-000570,0.37122036686099996
ACH-000571,0.24709827337499998
ACH-000573,0.540694492441
ACH-000576,0.27316872488899996
ACH-000580,0.7843927082879999
ACH-000584,0.40449796134300003
ACH-000585,0.232714177517
ACH-000588,0.39543173223800004
ACH-000589,0.29641345270799996
ACH-000591,0.305213712435
ACH-000593,0.570324472757
ACH-000600,0.48532626272699997
ACH-000601,0.14707865680600002
ACH-000604,0.43645505880900004
