,SAP18 (10284)
ACH-000004,-1.37191202787
ACH-000007,-1.28184314565
ACH-000009,-0.862450938991
ACH-000011,-1.5127598146399999
ACH-000012,-1.20982913096
ACH-000013,-1.7473675622599998
ACH-000014,-1.1258962536200001
ACH-000015,-1.4309366755500001
ACH-000017,-1.9397594096700002
ACH-000018,-1.37340387116
ACH-000019,-1.38951629887
ACH-000021,-1.27140810628
ACH-000022,-1.1884839301799999
ACH-000025,-1.4902694197600002
ACH-000028,-1.07773149884
ACH-000030,-1.4597821713999999
ACH-000035,-1.21269605216
ACH-000036,-1.37192789686
ACH-000037,-1.4421241080200002
ACH-000039,-1.22306759294
ACH-000040,-1.33635324138
ACH-000041,-1.08385964222
ACH-000042,-1.5450654529499999
ACH-000045,-1.39478247966
ACH-000047,-1.22258096619
ACH-000052,-1.0845231603
ACH-000053,-1.25009817651
ACH-000054,-1.1928119000700002
ACH-000055,-0.983709653603
ACH-000060,-1.29631454297
ACH-000067,-1.4266852504499998
ACH-000070,-1.4732279480000001
ACH-000075,-1.2657829410700001
ACH-000078,-1.2080834084
ACH-000082,-1.48696210274
ACH-000085,-1.70640260363
ACH-000086,-1.12806835006
ACH-000087,-1.3547137706799999
ACH-000092,-0.946081987688
ACH-000095,-1.32499668534
ACH-000097,-1.3329031841399999
ACH-000098,-1.2240979566399999
ACH-000099,-1.31304454676
ACH-000108,-1.25102319901
ACH-000113,-1.28431133927
ACH-000115,-1.96144400285
ACH-000116,-1.36586587322
ACH-000118,-1.1977838461
ACH-000120,-1.33925293812
ACH-000123,-1.1946957601600001
ACH-000127,-1.2720889635700001
ACH-000128,-1.1674076310100001
ACH-000132,-1.0476084019
ACH-000133,-0.937897155235
ACH-000137,-1.28049921453
ACH-000138,-1.4177872836399998
ACH-000142,-1.51737209229
ACH-000143,-1.62630674164
ACH-000146,-1.7902090551400003
ACH-000148,-1.6096897395200003
ACH-000150,-1.2482334989
ACH-000152,-0.989614634217
ACH-000153,-1.32951143779
ACH-000159,-1.2919718304799999
ACH-000160,-0.635911386993
ACH-000163,-1.39747432771
ACH-000167,-0.8748101209129999
ACH-000168,-1.1830878009399999
ACH-000169,-1.49303078192
ACH-000178,-1.21966159433
ACH-000182,-1.53613732136
ACH-000183,-1.26002923927
ACH-000188,-1.32584455509
ACH-000189,-0.8685684887649999
ACH-000190,-0.770239465943
ACH-000198,-1.3716718573299997
ACH-000204,-1.0237538209600001
ACH-000206,-1.7466794461099997
ACH-000207,-0.9868716095810001
ACH-000211,-1.2702427574700002
ACH-000215,-1.2855529108900001
ACH-000221,-1.33531714608
ACH-000222,-1.41006483815
ACH-000223,-1.29518461291
ACH-000226,-1.24903503839
ACH-000227,-1.00256225818
ACH-000228,-1.23938322594
ACH-000231,-1.1019473309
ACH-000232,-1.47258117104
ACH-000233,-1.3592091750600002
ACH-000234,-0.974844906406
ACH-000235,-1.1571222750499999
ACH-000237,-1.29274406818
ACH-000238,-1.20573148603
ACH-000243,-1.28408579823
ACH-000244,-1.28545238865
ACH-000246,-1.2853493360700001
ACH-000248,-1.10184323113
ACH-000250,-1.25735501081
ACH-000251,-1.6134970277200003
ACH-000253,-0.81387367138
ACH-000255,-1.2947795182100001
ACH-000256,-1.3400148901200002
ACH-000257,-1.4527872876199999
ACH-000258,-1.5138457426499998
ACH-000259,-1.34365943253
ACH-000260,-1.33628486309
ACH-000261,-1.2511903077200002
ACH-000262,-1.12859342863
ACH-000263,-1.6510723543799999
ACH-000264,-1.22825683757
ACH-000265,-1.3288979181899998
ACH-000266,-1.19520788961
ACH-000272,-1.2457502015700002
ACH-000273,-1.2935075533700002
ACH-000274,-1.3459468801700003
ACH-000277,-1.21731079735
ACH-000278,-1.50576130894
ACH-000279,-1.318581775
ACH-000280,-1.3638795086500002
ACH-000281,-0.92882821455
ACH-000288,-1.4077563114700002
ACH-000291,-1.24128107048
ACH-000293,-1.96221997069
ACH-000294,-1.45827329724
ACH-000295,-1.2482765857
ACH-000296,-1.18262877642
ACH-000302,-1.68175169169
ACH-000304,-1.2351938874
ACH-000307,-1.40972540887
ACH-000308,-1.4422751767700002
ACH-000310,-1.30728617611
ACH-000311,-1.31733499991
ACH-000312,-1.38115886381
ACH-000315,-1.1877050440799999
ACH-000316,-1.11531250392
ACH-000317,-1.59490546247
ACH-000318,-1.44155289527
ACH-000319,-1.0824167505600002
ACH-000320,-1.2018443854
ACH-000322,-1.16236419619
ACH-000323,-1.2147443565
ACH-000324,-1.26060610705
ACH-000329,-1.08917874774
ACH-000330,-1.3013281826
ACH-000331,-1.4464117192700001
ACH-000332,-1.1674258107
ACH-000334,-1.60884115342
ACH-000335,-1.5760263428999999
ACH-000336,-1.61371314857
ACH-000337,-1.0697457830700001
ACH-000339,-1.06955485544
ACH-000341,-0.9043425011339999
ACH-000348,-1.51248519037
ACH-000350,-1.29531139549
ACH-000352,-1.5518358979
ACH-000356,-0.932888736617
ACH-000361,-1.60042892901
ACH-000362,-1.60661151764
ACH-000363,-1.6262381034600002
ACH-000364,-1.61111411131
ACH-000365,-1.2854435599
ACH-000366,-1.19165306966
ACH-000368,-1.2574893103799998
ACH-000374,-1.2058400579700002
ACH-000375,-1.12204377317
ACH-000376,-1.07300228694
ACH-000381,-1.37692910123
ACH-000383,-1.27054709803
ACH-000387,-1.36224421918
ACH-000389,-1.2881381123
ACH-000390,-1.30496891523
ACH-000393,-1.3159680235
ACH-000395,-1.3366999073299999
ACH-000397,-1.50014762854
ACH-000401,-1.4726445621700002
ACH-000402,-1.84283874458
ACH-000403,-1.6911357691
ACH-000404,-1.4826937574099999
ACH-000406,-1.50723856567
ACH-000407,-1.22521132858
ACH-000408,-1.3136076691
ACH-000410,-1.15685476409
ACH-000411,-1.11332725355
ACH-000414,-1.4374112147100002
ACH-000415,-1.2725092836799998
ACH-000416,-1.44442370661
ACH-000420,-1.08230093134
ACH-000421,-1.27722974815
ACH-000424,-1.3553589791799998
ACH-000425,-1.22518801438
ACH-000426,-2.2571697296799997
ACH-000427,-1.3689643714
ACH-000433,-0.8369180708939999
ACH-000436,-1.27952559526
ACH-000444,-1.4470567692899998
ACH-000445,-1.54943395684
ACH-000448,-1.4626882984399998
ACH-000450,-1.42333777708
ACH-000452,-1.2813931472700002
ACH-000454,-1.33019436933
ACH-000458,-1.3420775465299999
ACH-000459,-1.93663292407
ACH-000460,-1.27872683537
ACH-000461,-1.68032670062
ACH-000463,-1.43240127446
ACH-000464,-1.29893560988
ACH-000466,-2.00269632664
ACH-000467,-1.16528398891
ACH-000468,-0.979365650837
ACH-000469,-1.25465885407
ACH-000470,-1.1710357870700001
ACH-000471,-1.25433297414
ACH-000472,-1.28652015345
ACH-000473,-1.54689121882
ACH-000475,-1.3916574298500002
ACH-000476,-1.33646408322
ACH-000477,-1.7760956117
ACH-000480,-1.29914731621
ACH-000481,-1.03277948475
ACH-000483,-1.45594374384
ACH-000484,-1.53719862325
ACH-000485,-1.4991173223899998
ACH-000486,-1.39859320694
ACH-000487,-1.33439644295
ACH-000488,-1.46286758306
ACH-000490,-1.14678656734
ACH-000491,-1.2857530002700002
ACH-000495,-0.995476705558
ACH-000496,-1.4143552718099999
ACH-000499,-1.0056218856799999
ACH-000500,-1.13623306121
ACH-000502,-1.4853299280899999
ACH-000503,-1.31501621527
ACH-000505,-1.45310320079
ACH-000507,-1.43007053389
ACH-000510,-1.45255257234
ACH-000511,-1.3590560598299999
ACH-000512,-1.04609469934
ACH-000516,-1.4503032208500002
ACH-000517,-1.35576563787
ACH-000518,-1.37622284676
