,KLRD1 (3824)
ACH-000004,0.000947112914563
ACH-000007,0.26756390527199997
ACH-000009,-0.12702599418899999
ACH-000011,0.025721412651900002
ACH-000012,0.216794613138
ACH-000013,0.0633967583424
ACH-000014,0.167450941712
ACH-000015,-0.0202958860958
ACH-000017,0.062034560283199994
ACH-000018,-0.0295632154629
ACH-000019,0.103377265041
ACH-000021,-0.009107994579059999
ACH-000022,0.18540013215599999
ACH-000025,-0.0718433235985
ACH-000028,0.0590044543068
ACH-000030,-0.026256019332
ACH-000035,-0.0605690287584
ACH-000036,0.137947971794
ACH-000037,0.141011847298
ACH-000039,-0.077990329705
ACH-000040,0.176516568215
ACH-000041,0.062011277516
ACH-000042,0.042478625873099994
ACH-000045,-0.0523660137495
ACH-000047,0.0702477529062
ACH-000052,0.18508117304000002
ACH-000053,0.005293051097079999
ACH-000054,-0.044653021146200005
ACH-000055,0.00736706894824
ACH-000060,0.0698001724043
ACH-000067,-0.0183401359716
ACH-000070,0.259078496083
ACH-000075,0.101287503311
ACH-000078,-0.0051213312723
ACH-000082,0.0452102849768
ACH-000085,-0.0118997187408
ACH-000086,0.127391634148
ACH-000087,0.226377688548
ACH-000092,0.157444486713
ACH-000095,-0.0005319552835100001
ACH-000097,-0.0191640831536
ACH-000098,0.114008352745
ACH-000099,-0.12184099163899999
ACH-000108,0.0366752217487
ACH-000113,0.08709641533569999
ACH-000115,0.0114259136357
ACH-000116,0.08198923325310001
ACH-000118,0.0119638706749
ACH-000120,0.121509816519
ACH-000123,-0.0536221038781
ACH-000127,-0.000553787943965
ACH-000128,0.0179968530292
ACH-000132,0.201332312161
ACH-000133,0.0127923311855
ACH-000137,0.18606641747000002
ACH-000138,0.00411911842854
ACH-000142,0.027601258336
ACH-000143,0.163514818463
ACH-000146,-0.0504871657409
ACH-000148,0.08530008327050001
ACH-000150,0.0558819476035
ACH-000152,0.0693409908019
ACH-000153,0.262981937828
ACH-000159,0.15445716039100002
ACH-000160,0.005035218219270001
ACH-000163,0.196943440427
ACH-000167,-0.0848292540934
ACH-000168,0.257825412129
ACH-000169,0.08691306393869999
ACH-000178,-0.0094659785847
ACH-000182,0.00581917758125
ACH-000183,-0.005994591524160001
ACH-000188,0.0895159618575
ACH-000189,0.031750147354900005
ACH-000190,0.21688786933600002
ACH-000198,0.11227338046700001
ACH-000204,-0.026930482648200003
ACH-000206,0.18525494013
ACH-000207,0.197363672309
ACH-000211,0.0647661751317
ACH-000215,0.020804191216200002
ACH-000221,0.0300503603255
ACH-000222,-0.29145087552099996
ACH-000223,-0.0450994732424
ACH-000226,0.10872740782099999
ACH-000227,-0.216045500737
ACH-000228,0.11274859868499999
ACH-000231,0.199802662023
ACH-000232,-0.07129613113250001
