,THRB (7068)
ACH-000004,0.146491156834
ACH-000007,-0.231117229549
ACH-000009,-0.068499431761
ACH-000011,0.0898074288395
ACH-000012,0.0519089095004
ACH-000013,0.030584174101100002
ACH-000014,0.286899494452
ACH-000015,0.047464158659499996
ACH-000017,0.17316525643599998
ACH-000018,0.08155219960400001
ACH-000019,-0.14715809344
ACH-000021,0.0483898522899
ACH-000022,-0.0406685959489
ACH-000025,0.14605267764799998
ACH-000028,0.18884936469799998
ACH-000030,0.146883604427
ACH-000035,0.017263145969499998
ACH-000036,0.123497435337
ACH-000037,0.0554861411998
ACH-000039,0.302312977898
ACH-000040,0.188965626294
ACH-000041,0.10469181338099999
ACH-000042,-0.125297145927
ACH-000045,-0.0305975251652
ACH-000047,-0.0168917265558
ACH-000052,-0.14795566387599998
ACH-000053,0.11741468500800001
ACH-000054,0.07350255326449999
ACH-000055,0.37557596391000003
ACH-000060,0.175939032175
ACH-000067,0.00492841319509
ACH-000070,0.050773582354899996
ACH-000075,0.24135131032200002
ACH-000078,0.12068358162999998
ACH-000082,0.23415676642900002
ACH-000085,0.08520309958969999
ACH-000086,0.0534253904678
ACH-000087,-0.248992872412
ACH-000092,0.042995997228199995
ACH-000095,-0.00644831115779
ACH-000097,0.184170934087
ACH-000098,0.029104197120599997
ACH-000099,0.0163857137062
ACH-000108,0.042773330210999994
ACH-000113,-0.0148809810981
ACH-000115,0.1473627977
ACH-000116,0.117785898311
ACH-000118,0.132642194246
ACH-000120,-0.0174222378441
ACH-000123,0.0689205256535
ACH-000127,0.108284962013
ACH-000128,0.19127409524099998
ACH-000132,0.136509834597
ACH-000133,-0.0278811748823
ACH-000137,0.123508365603
ACH-000138,0.0377622409509
ACH-000142,0.004913938051689999
ACH-000143,-0.025248742119299998
ACH-000146,0.0766956666507
ACH-000148,0.175849353395
ACH-000150,-0.215542938237
ACH-000152,0.04376765102519999
ACH-000153,0.06111034144230001
ACH-000159,0.148596528436
ACH-000160,0.34620391962999997
ACH-000163,0.22469356720199998
ACH-000167,0.532406825532
