,MB (4151)
ACH-000004,-0.121865012577
ACH-000007,0.11031907440300001
ACH-000009,-0.07330479703369999
ACH-000011,0.040554471093099995
ACH-000012,-0.0963154231106
ACH-000013,-0.00516590199337
ACH-000014,-0.127119198885
ACH-000015,-0.191780784445
ACH-000017,-0.150666041934
ACH-000018,0.108634372233
ACH-000019,-0.06968101318139999
ACH-000021,0.006249731686770001
ACH-000022,-0.09836517427699999
ACH-000025,-0.219210718151
ACH-000028,-0.11748854303400001
ACH-000030,-0.0797902338766
ACH-000035,-0.0406306145968
ACH-000036,-0.148058626658
ACH-000037,0.155586078209
ACH-000039,-0.0601561247798
ACH-000040,-0.0426238017573
ACH-000041,-0.13841275365800002
ACH-000042,0.0840415646505
ACH-000045,0.09682391583450001
ACH-000047,0.025918358445
ACH-000052,0.08681568385780002
ACH-000053,-0.0939167898474
ACH-000054,-0.022556003835900004
ACH-000055,-0.223625203224
ACH-000060,-0.134176339576
ACH-000067,0.106877813813
ACH-000070,0.26449140990200004
ACH-000075,-0.00390875901821
ACH-000078,-0.22522620535399998
ACH-000082,0.022685126507599997
ACH-000085,-0.0953156081893
ACH-000086,0.174302241165
ACH-000087,-0.0952667306477
ACH-000092,-0.191305871459
ACH-000095,0.0425870240919
ACH-000097,0.00458717082189
ACH-000098,-0.0440367065207
ACH-000099,-0.0692183231077
ACH-000108,0.0180442967036
ACH-000113,0.175253003313
ACH-000115,0.0561521529857
ACH-000116,0.0439957804086
ACH-000118,-0.0432494294549
ACH-000120,0.18768272275800002
ACH-000123,-0.247858358222
ACH-000127,-0.00848024151832
ACH-000128,0.130204632844
ACH-000132,-0.09009194148779999
ACH-000133,-0.0806329785284
ACH-000137,0.08770744943919999
ACH-000138,0.0655748591788
ACH-000142,0.133392532555
ACH-000143,-0.28328796502
ACH-000146,-0.134449420545
ACH-000148,0.07090455302889999
ACH-000150,-0.0315621935381
ACH-000152,0.07071655957589999
ACH-000153,-0.0022675341963800002
ACH-000159,0.11843309887499999
ACH-000160,-0.0527452458349
ACH-000163,-0.118441979676
ACH-000167,-0.042807199890199994
ACH-000168,0.020348419356500003
ACH-000169,0.056623699251499994
ACH-000178,-0.09822811646849999
ACH-000182,-0.0237710403332
ACH-000183,0.09185351717489999
ACH-000188,0.06719231294
ACH-000189,0.019910848651999997
ACH-000190,0.0356605616169
ACH-000198,-0.0259880171419
ACH-000204,0.196350585082
ACH-000206,0.148588391142
ACH-000207,0.270228123965
ACH-000211,-0.00514677646165
ACH-000215,0.021913262644000002
ACH-000221,-0.166842865835
ACH-000222,0.17367865247
ACH-000223,-0.031964357364500005
ACH-000226,0.0467392554615
ACH-000227,-0.34824258125299995
ACH-000228,-0.140317907091
ACH-000231,-0.027813228617799998
ACH-000232,-0.011452022245399998
ACH-000233,-0.0320077135523
ACH-000234,0.070495160837
ACH-000235,0.0603916036935
ACH-000237,-0.0645787695498
ACH-000238,-0.0419882701616
ACH-000243,-0.0753470302466
ACH-000244,0.11559267191299999
ACH-000246,-0.0205620928311
ACH-000248,0.15758385605900002
ACH-000250,0.109050249165
ACH-000251,0.303771691786
ACH-000253,0.0672533535227
ACH-000255,-0.10329709500800001
ACH-000256,-0.0528789465992
ACH-000257,0.0860921328534
ACH-000258,-0.158841901554
ACH-000259,0.0105112000811
ACH-000260,-0.0573503841422
