,HERPUD2 (64224)
ACH-000004,-0.109227964508
ACH-000007,-0.271306027613
ACH-000009,-0.0887947004315
ACH-000011,-0.07258564737810001
ACH-000012,-0.274502441065
ACH-000013,-0.0464344669291
ACH-000014,-0.27724945849599997
ACH-000015,-0.179550204417
ACH-000017,-0.17756799724199998
ACH-000018,-0.16292875132
ACH-000019,-0.415534684077
ACH-000021,-0.170042522824
ACH-000022,-0.231179492238
ACH-000025,-0.00771781388561
ACH-000028,-0.19451337655099998
ACH-000030,-0.060208445493700004
ACH-000035,-0.35665872975199997
ACH-000036,-0.277872989995
ACH-000037,0.00715859720505
ACH-000039,-0.19439606515299998
ACH-000040,-0.21150496050999998
ACH-000041,-0.108311115963
ACH-000042,-0.257076295821
ACH-000045,-0.0580574910732
ACH-000047,-0.13857073978
ACH-000052,-0.338246108707
ACH-000053,-0.209716745284
ACH-000054,-0.30170638843
ACH-000055,-0.08685345837739998
ACH-000060,-0.199431827237
ACH-000067,-0.066466313075
ACH-000070,-0.177026581917
ACH-000075,0.0128521870441
ACH-000078,-0.387760696508
ACH-000082,-0.459979540742
ACH-000085,-0.0022554898529800003
ACH-000086,-0.160255791145
ACH-000087,-0.13630210549799998
ACH-000092,-0.08670246893149999
ACH-000095,-0.23241819510899997
ACH-000097,-0.423376330795
ACH-000098,-0.23531183716999995
ACH-000099,-0.311972670367
ACH-000108,-0.0912737908262
ACH-000113,-0.0409025340399
ACH-000115,-0.0988263438955
ACH-000116,-0.208463033814
ACH-000118,-0.118827401853
ACH-000120,-0.09857154450439999
ACH-000123,-0.25601848704700003
ACH-000127,-0.10630759336500001
ACH-000128,-0.19655977394000002
ACH-000132,-0.0791615264911
ACH-000133,-0.213710462595
ACH-000137,-0.307698308749
ACH-000138,-0.19055680269499997
ACH-000142,-0.0060167220000900004
ACH-000143,-0.324140616631
ACH-000146,-0.12047495377900001
ACH-000148,-0.35581399223300003
ACH-000150,0.1535957485
ACH-000152,-0.198957944615
ACH-000153,-0.043533497022
ACH-000159,-0.16034232388699998
ACH-000160,-0.155403135438
ACH-000163,0.0254071489995
ACH-000167,-0.19761035731100002
ACH-000168,0.0114509051739
ACH-000169,-0.0134777589341
ACH-000178,-0.157998291509
ACH-000182,-0.07338580994919999
ACH-000183,0.0509756657187
ACH-000188,-0.0360436350053
ACH-000189,-0.375663847619
ACH-000190,-0.17948227254299998
ACH-000198,-0.106585980606
ACH-000204,-0.281809356949
ACH-000206,-0.173871234905
ACH-000207,-0.027583560545900002
ACH-000211,-0.206054628865
ACH-000215,-0.16857207694200002
ACH-000221,-0.042982742726499996
ACH-000222,-0.100124840469
ACH-000223,-0.330911379914
ACH-000226,-0.106570495305
ACH-000227,-0.38788883161700005
ACH-000228,-0.250827124025
ACH-000231,-0.0633380740511
ACH-000232,-0.0903565267591
ACH-000233,-0.042462028063400006
ACH-000234,-0.17965092485800002
ACH-000235,-0.20831520338399998
ACH-000237,-0.026137048338000003
ACH-000238,-0.196762206386
ACH-000243,-0.280525101609
ACH-000244,-0.45010301644100004
ACH-000246,-0.242126143726
ACH-000248,-0.078303940331
ACH-000250,-0.242150188504
ACH-000251,-0.08094738250839999
ACH-000253,0.010388093541
ACH-000255,-0.157243015456
ACH-000256,-0.159968200662
ACH-000257,-0.00638341476277
ACH-000258,-0.24093720632500001
ACH-000259,-0.263621365775
ACH-000260,-0.254459201
ACH-000261,-0.188228102102
ACH-000262,-0.341017610945
ACH-000263,-0.30896714722
ACH-000264,-0.19328645012200002
ACH-000265,-0.169531110917
ACH-000266,-0.28551718094399997
ACH-000272,-0.191263162947
ACH-000273,-0.0846673189817
ACH-000274,-0.0834666872605
ACH-000277,-0.0555368415349
ACH-000278,-0.205737146962
ACH-000279,-0.21345097182
ACH-000280,-0.238186277577
ACH-000281,-0.181551017623
ACH-000288,-0.212701641193
ACH-000291,-0.131527327589
ACH-000293,-0.363052598445
ACH-000294,0.0610692197024
ACH-000295,0.112261003249
ACH-000296,-0.22381906943399998
ACH-000302,-0.0817502494322
ACH-000304,-0.528006403764
ACH-000307,-0.195302188856
ACH-000308,-0.129450622002
ACH-000310,-0.40845079336499995
ACH-000311,-0.24349712996
ACH-000312,-0.228442552573
ACH-000315,-0.24290241606199997
ACH-000316,0.0158887525149
ACH-000317,-0.0120833873951
ACH-000318,-0.221748434692
ACH-000319,-0.220643057614
ACH-000320,-0.375081644155
ACH-000322,-0.174521207416
ACH-000323,-0.237735008328
ACH-000324,-0.215257802235
ACH-000329,-0.0652770047078
ACH-000330,-0.269980167562
ACH-000331,-0.19899594872600002
ACH-000332,-0.33329791866700004
ACH-000334,-0.112524847995
ACH-000335,0.010949372183700002
ACH-000336,-0.0713873005733
ACH-000337,-0.229828828972
ACH-000339,-0.22826037066399998
ACH-000341,-0.28474862327399997
ACH-000348,-0.16405468264
ACH-000350,-0.0015342591297000001
ACH-000352,-0.131036755005
ACH-000356,-0.25779259812
ACH-000361,-0.049064315022999995
ACH-000362,-0.17701893487
ACH-000363,-0.2730182567
ACH-000364,-0.322866844257
ACH-000365,-0.08785846514139999
ACH-000366,-0.239705893425
ACH-000368,-0.195986274164
ACH-000374,-0.287240398041
ACH-000375,0.11339473772700001
ACH-000376,-0.139687498199
ACH-000381,-0.10568962963800001
ACH-000383,-0.194689281253
ACH-000387,-0.162365982102
ACH-000389,-0.43847326108
ACH-000390,-0.27689493979
ACH-000393,-0.232706897152
ACH-000395,-0.26572576167899997
ACH-000397,-0.194379384657
ACH-000401,0.0583388542474
ACH-000402,0.305452220532
ACH-000403,-0.23396970688299998
ACH-000404,-0.487619044427
ACH-000406,-0.18760235848700002
ACH-000407,-0.0810956048775
ACH-000408,-0.253917161624
ACH-000410,-0.133256040868
ACH-000411,-0.134198629608
ACH-000414,-0.20794030713300002
ACH-000415,-0.20395918813900002
ACH-000416,-0.18767835947900002
ACH-000420,0.009000611773219999
ACH-000421,-0.0718110020815
ACH-000424,-0.09575958283469999
ACH-000425,-0.215110099527
ACH-000426,-0.178815691455
ACH-000427,0.0316315484445
ACH-000433,-0.138005462552
ACH-000436,-0.366902379026
ACH-000444,-0.0114109262662
ACH-000445,-0.0469504346679
ACH-000448,-0.184572718309
ACH-000450,-0.0188547657815
ACH-000452,-0.240744274245
ACH-000454,-0.144909259251
ACH-000458,-0.09636187239180001
ACH-000459,-0.09692482155200001
ACH-000460,-0.078088903053
ACH-000461,-0.11075309264799998
ACH-000463,-0.211600834224
ACH-000464,-0.0574168506999
ACH-000466,-0.0417653495265
ACH-000467,-0.09163588119889998
ACH-000468,0.0509620826282
ACH-000469,-0.209375818631
ACH-000470,-0.11303759405500001
ACH-000471,-0.164487318115
ACH-000472,-0.20981183756400001
ACH-000473,-0.123295241139
ACH-000475,-0.16878772485
ACH-000476,-0.0883695374447
ACH-000477,-0.210911012289
ACH-000480,0.0726294628992
ACH-000481,-0.0539806577898
ACH-000483,-0.0582058206103
ACH-000484,-0.25504618808400004
ACH-000485,-0.050611937814300005
ACH-000486,-0.196980820429
ACH-000487,-0.06579474033800001
ACH-000488,-0.18006129816799998
ACH-000490,-0.11654937071699999
ACH-000491,-0.214373546428
ACH-000495,-0.0452582511525
ACH-000496,-0.154585510957
ACH-000499,0.0934841778318
ACH-000500,0.177046855427
ACH-000502,-0.0946928165226
ACH-000503,0.0338110133148
ACH-000505,-0.129591652556
ACH-000507,-0.245715115277
ACH-000510,-0.145449494311
ACH-000511,-0.039652797424699994
ACH-000512,-0.162946338708
ACH-000516,-0.231798280869
ACH-000517,-0.113845301125
ACH-000518,-0.24230922238400002
ACH-000520,-0.192968543877
ACH-000521,-0.211099061485
ACH-000522,-0.24560946970400002
ACH-000524,-0.165560551894
ACH-000527,-0.217500860417
ACH-000528,-0.160459467009
ACH-000537,-0.312933756573
ACH-000541,-0.08767671670230001
ACH-000542,-0.17957726124899998
ACH-000544,0.0199693467652
ACH-000545,-0.192708575205
ACH-000547,-0.014806568156700001
ACH-000548,-0.0561205955252
ACH-000549,-0.20144607965599998
ACH-000550,-0.0699669293092
ACH-000552,0.0612418702871
ACH-000556,-0.0785056093546
ACH-000557,-0.10063447936799999
ACH-000570,-0.149367322438
ACH-000571,-0.052376921602600005
ACH-000573,-0.11388318809299999
ACH-000576,-0.106533885701
ACH-000580,-0.18352442971299998
ACH-000584,-0.09554728402030001
ACH-000585,-0.150643638192
ACH-000588,0.0448839006453
ACH-000589,-0.20918673042199998
ACH-000591,-0.09316662930839999
ACH-000593,-0.06402879709480001
ACH-000600,-0.0974244122038
