,TBC1D28 (254272)
ACH-000004,-0.437090167333
ACH-000007,-0.42725208421800004
ACH-000009,-0.571274171686
ACH-000011,-0.335947781402
ACH-000012,-0.295375298173
ACH-000013,-0.668990000342
ACH-000014,-0.43349040142300005
ACH-000015,-0.699840598785
ACH-000017,-0.531000100185
ACH-000018,-0.320858997768
ACH-000019,-0.49941250162
ACH-000021,-0.381948691369
ACH-000022,-0.716202355458
ACH-000025,-0.576936566402
ACH-000028,-0.565221981523
ACH-000030,-0.500253892173
ACH-000035,-0.438297115122
ACH-000036,-0.507147612648
ACH-000037,-0.345061127038
ACH-000039,-0.541132118818
ACH-000040,-0.40514115173500004
ACH-000041,-0.627352516051
ACH-000042,-0.5675530566979999
ACH-000045,-0.476063319765
ACH-000047,-0.237750012396
ACH-000052,-0.316151620508
ACH-000053,-0.395287644828
ACH-000054,-0.343869098256
ACH-000055,-0.262101068313
ACH-000060,-0.484032364648
ACH-000067,-0.7546523596179999
ACH-000070,-0.258724740633
ACH-000075,-0.260199401965
ACH-000078,-0.312105192851
ACH-000082,-0.937260131149
ACH-000085,-0.631484440103
ACH-000086,-0.384658368305
ACH-000087,-0.490128501153
ACH-000092,-0.30942765377500003
ACH-000095,-0.467438096446
ACH-000097,-0.417342173459
ACH-000098,-0.507079435223
ACH-000099,-0.328857214221
ACH-000108,-0.345528533561
ACH-000113,-0.378790807522
ACH-000115,-0.38135768698
ACH-000116,-0.216518704515
ACH-000118,-0.24558916437
ACH-000120,-0.38156850959399996
ACH-000123,-0.463064897483
ACH-000127,-0.26051545272
ACH-000128,-0.339301464307
ACH-000132,-0.463431531515
ACH-000133,-0.412682974762
ACH-000137,-0.513549349952
ACH-000138,-0.49818504731200003
ACH-000142,-0.6042143125980001
ACH-000143,-0.527440409353
ACH-000146,-0.283770288094
ACH-000148,-0.595628110921
ACH-000150,-0.548946017734
ACH-000152,-0.732131423036
ACH-000153,-0.905960473528
ACH-000159,-0.275165505112
ACH-000160,-0.358481627204
ACH-000163,-0.39787978043899996
ACH-000167,-0.610475758838
