,SLAMF9 (89886)
ACH-000004,-0.360996503861
ACH-000007,-0.0666501309991
ACH-000009,-0.46936943346199994
ACH-000011,-0.127491103859
ACH-000012,-0.252580172771
ACH-000013,-0.266684360921
ACH-000014,-0.34945580943000004
ACH-000015,-0.41338419228600004
ACH-000017,-0.226631303472
ACH-000018,-0.248958481596
ACH-000019,-0.269795949536
ACH-000021,-0.369121279992
ACH-000022,-0.348032695181
ACH-000025,-0.31498869516100003
ACH-000028,-0.244169602216
ACH-000030,-0.381030547729
ACH-000035,-0.254228782707
ACH-000036,-0.268863142693
ACH-000037,-0.09191893590610001
ACH-000039,-0.22697866980599998
ACH-000040,-0.499026748538
ACH-000041,-0.455960820405
ACH-000042,-0.17037949755600001
ACH-000045,-0.351241249242
ACH-000047,-0.18537682943300002
ACH-000052,-0.381204723406
ACH-000053,-0.40493221521300005
ACH-000054,-0.128715859525
ACH-000055,-0.43177537866300003
ACH-000060,-0.07204263087719999
ACH-000067,-0.319872105739
ACH-000070,-0.365634656949
ACH-000075,-0.209400604991
ACH-000078,-0.24129562129299997
ACH-000082,-0.31728685413
ACH-000085,-0.137836015415
ACH-000086,-0.39457845701899996
ACH-000087,-0.24443834152399999
ACH-000092,-0.420015983517
ACH-000095,-0.256375133937
ACH-000097,-0.23666568159
ACH-000098,-0.290792997834
ACH-000099,-0.364848977452
ACH-000108,-0.225862986976
ACH-000113,-0.35156838676
ACH-000115,-0.24247752726900001
ACH-000116,-0.311887731692
ACH-000118,-0.25434242997699996
ACH-000120,-0.392600961411
ACH-000123,-0.420878084736
ACH-000127,-0.344141883155
ACH-000128,-0.19113990341499998
ACH-000132,-0.45163338358800004
ACH-000133,-0.280884137077
ACH-000137,-0.319982824095
ACH-000138,-0.254962421604
ACH-000142,-0.16956250590500002
ACH-000143,-0.258434956471
ACH-000146,-0.34529699568800004
ACH-000148,-0.35752346292599996
ACH-000150,-0.115417055553
ACH-000152,-0.20216029281599998
ACH-000153,-0.33908118962800005
ACH-000159,-0.410375319336
ACH-000160,-0.045056806343
ACH-000163,-0.365692620007
ACH-000167,-0.0291980462477
ACH-000168,-0.31779970579100003
ACH-000169,-0.405743579093
ACH-000178,-0.0372626590181
ACH-000182,-0.157135282523
ACH-000183,-0.390955647666
ACH-000188,-0.317344389574
ACH-000189,-0.24427310971500002
ACH-000190,-0.420309919811
ACH-000198,-0.251624578659
ACH-000204,-0.484535762717
ACH-000206,-0.180868090935
ACH-000207,-0.0294476524157
ACH-000211,-0.275768521468
ACH-000215,-0.386096987134
ACH-000221,-0.417005052037
ACH-000222,-0.20535558204399998
ACH-000223,-0.394452531628
ACH-000226,-0.20394372836
ACH-000227,-0.407819638885
ACH-000228,-0.34283962068999996
ACH-000231,-0.260468613193
ACH-000232,-0.458769747982
ACH-000233,-0.317193447968
ACH-000234,-0.22955325956
ACH-000235,-0.276539663556
ACH-000237,-0.449804287083
ACH-000238,-0.280459983334
ACH-000243,-0.315594670588
ACH-000244,-0.191598263061
ACH-000246,-0.238694922885
ACH-000248,-0.191698109663
ACH-000250,-0.311933110484
ACH-000251,-0.4972322671600001
ACH-000253,-0.263390136628
ACH-000255,-0.41008017286700005
ACH-000256,-0.0421084583791
ACH-000257,-0.559024052144
ACH-000258,-0.246263601834
ACH-000259,-0.29351654294
ACH-000260,-0.323383251574
ACH-000261,-0.18996560803399998
ACH-000262,-0.313567314059
ACH-000263,-0.355020075841
ACH-000264,-0.504345539122
ACH-000265,-0.253624391813
ACH-000266,-0.246524170532
ACH-000272,-0.423638469322
ACH-000273,-0.470598555089
ACH-000274,-0.150928585556
ACH-000277,-0.454658438934
ACH-000278,-0.36026636416999996
ACH-000279,-0.278719107813
ACH-000280,-0.494755585235
ACH-000281,-0.255467732366
ACH-000288,-0.36136978302699996
ACH-000291,-0.43086998340000005
ACH-000293,-0.0660445072154
ACH-000294,-0.613423435032
ACH-000295,-0.406879686999
ACH-000296,-0.35956824233400003
ACH-000302,-0.22154671129200001
ACH-000304,0.08057943629139999
ACH-000307,-0.234907037984
ACH-000308,-0.31826259804699997
ACH-000310,-0.339056780602
ACH-000311,-0.373170172561
ACH-000312,-0.328952079629
ACH-000315,-0.00409344667874
ACH-000316,-0.234203065449
ACH-000317,-0.8062422896420001
ACH-000318,-0.53744494897
ACH-000319,-0.255322630193
ACH-000320,-0.464853078484
ACH-000322,-0.08594590700439998
ACH-000323,-0.44711463127400003
ACH-000324,-0.366296281373
ACH-000329,-0.301766690135
ACH-000330,-0.37775048513899995
ACH-000331,-0.421130993776
ACH-000332,-0.33848755492700006
ACH-000334,-0.5470562562910001
ACH-000335,-0.502231070264
ACH-000336,-0.45170971763000006
ACH-000337,-0.291224480999
ACH-000339,-0.342461732967
ACH-000341,-0.2581864527
ACH-000348,-0.24197792723099998
ACH-000350,-0.46181444460500004
ACH-000352,-0.0997359441364
ACH-000356,0.0534289055884
ACH-000361,-0.21550319464499998
ACH-000362,-0.35050131965899994
ACH-000363,-0.34649570007200003
ACH-000364,-0.168493010647
ACH-000365,-0.42388028582599996
ACH-000366,-0.340501576948
ACH-000368,-0.264282348523
ACH-000374,-0.309431731571
ACH-000375,-0.414017927175
