,APOBEC2 (10930)
ACH-000004,-0.30244671379
ACH-000007,-0.10979413692600001
ACH-000009,-0.058365334602300006
ACH-000011,-0.0503636065173
ACH-000012,-0.0994612506666
ACH-000013,-0.144645682342
ACH-000014,-0.250382460426
ACH-000015,0.024813424359400003
ACH-000017,-0.22965846499200002
ACH-000018,-0.307766955699
ACH-000019,-0.029138190922699998
ACH-000021,-0.143666909266
ACH-000022,-0.0577658773856
ACH-000025,-0.0262915863576
ACH-000028,-0.225406133318
ACH-000030,-0.15619670955999998
ACH-000035,-0.325133099791
ACH-000036,-0.09528356869139999
ACH-000037,-0.212053783535
ACH-000039,-0.326138436169
ACH-000040,-0.250198082082
ACH-000041,-0.129629392815
ACH-000042,-0.145198836108
ACH-000045,-0.235202922872
ACH-000047,-0.15148986725400002
ACH-000052,0.0700681179021
ACH-000053,-0.155633326169
ACH-000054,-0.214183484771
ACH-000055,-0.280314727872
ACH-000060,-0.10349018681700001
ACH-000067,-0.11207534829500002
ACH-000070,-0.227499584291
ACH-000075,0.192730935748
ACH-000078,-0.250652459443
ACH-000082,0.0134568422054
ACH-000085,-0.10975877989800001
ACH-000086,-0.222688781561
ACH-000087,-0.209893862314
ACH-000092,-0.031423632018599996
ACH-000095,0.00548371306674
ACH-000097,-0.16995890558600002
ACH-000098,-0.0848880839259
ACH-000099,-0.0843682461013
ACH-000108,0.0321371761546
ACH-000113,-0.288539875387
ACH-000115,-0.208354626427
ACH-000116,-0.024184918878000002
ACH-000118,-0.110987354256
ACH-000120,-0.00612705193538
ACH-000123,-0.17546009047299999
ACH-000127,-0.142188418117
ACH-000128,0.0279208094665
ACH-000132,-0.188987143465
ACH-000133,-0.0947959423679
ACH-000137,-0.08339232608319999
ACH-000138,-0.0865373884973
ACH-000142,-0.15118358119699998
ACH-000143,-0.19098713212299998
ACH-000146,-0.154039676797
ACH-000148,0.056556941384800004
ACH-000150,0.020098454049
ACH-000152,-0.20913838421599998
ACH-000153,-0.45054228967
ACH-000159,-0.052234642561599993
ACH-000160,-0.278199184095
ACH-000163,-0.049720023111300006
ACH-000167,-0.299175150452
ACH-000168,-0.175613818849
ACH-000169,-0.228652552161
ACH-000178,0.0108005982721
ACH-000182,-0.227454570429
ACH-000183,-0.07354617463560001
ACH-000188,0.015166730232799998
ACH-000189,0.0166982744363
ACH-000190,-0.180235394429
ACH-000198,0.021701202322
ACH-000204,0.10524735139000001
ACH-000206,0.0354692217965
ACH-000207,-0.121310735592
ACH-000211,-0.099418653043
ACH-000215,-0.16099820239
ACH-000221,-0.0473257596092
ACH-000222,0.0629540162596
ACH-000223,-0.229985415603
ACH-000226,-0.116746892765
ACH-000227,-0.38026621507299996
ACH-000228,-0.220633536287
ACH-000231,-0.135943435231
ACH-000232,-0.0380002569463
ACH-000233,0.013698067132600002
ACH-000234,-0.0927379012094
ACH-000235,-0.211542211838
ACH-000237,-0.258978211703
ACH-000238,-0.304675742195
ACH-000243,-0.116996057874
ACH-000244,-0.18575477377500002
ACH-000246,-0.131522475942
ACH-000248,0.0560491520381
ACH-000250,-0.252911799928
ACH-000251,-0.09272472184769999
ACH-000253,-0.281448718595
ACH-000255,-0.114286234608
ACH-000256,-0.025311485911300002
ACH-000257,-0.32027633039500003
ACH-000258,0.111929296161
ACH-000259,-0.0416286237703
ACH-000260,-0.107254490581
ACH-000261,-0.204558881186
ACH-000262,0.0653543748494
ACH-000263,-0.279016822544
ACH-000264,-0.106101393795
ACH-000265,-0.127457536389
ACH-000266,-0.135045680961
ACH-000272,0.014369748856600001
ACH-000273,-0.162432696054
ACH-000274,-0.014859898213200001
ACH-000277,-0.11889158612
ACH-000278,-0.223775595271
ACH-000279,-0.0664943172288
ACH-000280,-0.0480413680232
ACH-000281,-0.205563461072
ACH-000288,-0.0400869521771
ACH-000291,0.033174349426000005
ACH-000293,0.037836047821199995
ACH-000294,0.0582468485495
ACH-000295,-0.338217260409
ACH-000296,-0.07133112808230001
ACH-000302,-0.126901946096
ACH-000304,0.18675384265
ACH-000307,-0.16528495391200002
ACH-000308,-0.12817827565
ACH-000310,-0.35404640321599995
ACH-000311,-0.270239156816
ACH-000312,-0.0734864645007
ACH-000315,-0.219537477818
ACH-000316,-0.240326280713
ACH-000317,-0.262780679186
ACH-000318,0.10373703226500001
ACH-000319,-0.15310301175899999
ACH-000320,-0.296664745297
ACH-000322,-0.344887285674
ACH-000323,-0.320928003136
ACH-000324,-0.11429477086100001
ACH-000329,-0.19034492652600002
ACH-000330,-0.09285978154999999
ACH-000331,-0.19566488498
ACH-000332,-0.257226713841
ACH-000334,-0.333920466538
ACH-000335,-0.321718006936
ACH-000336,-0.19204258165
ACH-000337,-0.17874336010400002
ACH-000339,-0.254756677481
ACH-000341,-0.216580995524
ACH-000348,-0.0699228480124
ACH-000350,0.133857236707
ACH-000352,-0.15377302045
ACH-000356,-0.339676578522
ACH-000361,0.08877807334210001
ACH-000362,-0.00314966713537
ACH-000363,-0.148839440659
ACH-000364,-0.163088186124
ACH-000365,-0.104202005016
