,STAMBP (10617)
ACH-000004,-0.344761341602
ACH-000007,-0.37734970151600006
ACH-000009,-0.271868636681
ACH-000011,-0.185755457595
ACH-000012,-1.0621610719
ACH-000013,-0.34338282686399996
ACH-000014,-0.46202879002499997
ACH-000015,-0.376739338799
ACH-000017,-0.12733701004200002
ACH-000018,-0.919542654258
ACH-000019,-0.359707988478
ACH-000021,-0.44536456814900005
ACH-000022,-0.247532605924
ACH-000025,-0.36602732558300005
ACH-000028,-0.330390899912
ACH-000030,-0.51442783296
ACH-000035,-0.423992790146
ACH-000036,-0.27991225699
ACH-000037,-0.312608906117
ACH-000039,-0.759793167517
ACH-000040,-0.189688352661
ACH-000041,-0.48968910087300005
ACH-000042,-0.209916177305
ACH-000045,-0.25691268570500003
ACH-000047,-0.473938807642
ACH-000052,-0.44786952450499995
ACH-000053,-0.277783575404
ACH-000054,-0.45215250361299997
ACH-000055,-0.316110695838
ACH-000060,-0.43491656676000007
ACH-000067,-0.9709130981559999
ACH-000070,-0.316823156788
ACH-000075,-0.14404128565899998
ACH-000078,-0.13511545384
ACH-000082,-0.333491922243
ACH-000085,-0.027464085341199998
ACH-000086,-0.321690700951
ACH-000087,-0.342004403503
ACH-000092,-0.47861659460199996
ACH-000095,-0.383842894043
ACH-000097,-0.551841476623
ACH-000098,-0.107401518051
ACH-000099,-0.259030181694
ACH-000108,-0.738343387032
ACH-000113,-0.570122298242
ACH-000115,-0.08726361222269999
ACH-000116,-0.908989849885
ACH-000118,-0.9308968787890001
ACH-000120,-0.43094909714100005
ACH-000123,-0.298766611087
ACH-000127,-0.35476033405100005
ACH-000128,-0.12093813850099999
ACH-000132,-0.340983359968
ACH-000133,-0.406633287185
ACH-000137,-0.161145753217
ACH-000138,-0.34670680575999996
ACH-000142,-0.499175312352
ACH-000143,-0.229519291103
ACH-000146,-0.331871861138
ACH-000148,-0.243056365223
ACH-000150,-0.0415327813752
ACH-000152,-0.32247859125399997
ACH-000153,-1.2847133594700002
ACH-000159,-0.330494069008
ACH-000160,-0.9371815462890001
ACH-000163,-0.281620908032
ACH-000167,-0.331853379195
ACH-000168,-0.39492605486500004
ACH-000169,-1.21181338613
ACH-000178,-0.6600543849930001
ACH-000182,-0.390518298394
ACH-000183,-0.275441826374
ACH-000188,-1.07319442446
ACH-000189,-1.0261805767799999
ACH-000190,-0.22019705540800003
ACH-000198,-0.428752796193
ACH-000204,-0.5017408611590001
ACH-000206,-0.297713969963
ACH-000207,-1.7721557559099999
ACH-000211,-0.122684673016
ACH-000215,-0.253133960459
ACH-000221,-0.506936354881
ACH-000222,-0.439989536005
ACH-000223,-0.400890996172
ACH-000226,-0.22217038136599998
ACH-000227,-0.578541339669
ACH-000228,-0.697253414755
ACH-000231,-0.28331254118
ACH-000232,-0.4468064588600001
ACH-000233,-0.243429192251
ACH-000234,-0.141627820302
ACH-000235,-0.530686343846
ACH-000237,-0.10408907424000001
ACH-000238,-0.993972945228
ACH-000243,-1.2497031543000001
ACH-000244,-0.27041604280299997
ACH-000246,-0.677746562096
ACH-000248,-0.604858680453
ACH-000250,-0.216050592425
ACH-000251,-0.8833423743000001
ACH-000253,-0.211858177833
ACH-000255,-0.342873641187
ACH-000256,-0.128488130757
ACH-000257,-0.6085380335239999
ACH-000258,-0.21037536414799998
ACH-000259,-0.38364420218199996
ACH-000260,-0.263594559445
ACH-000261,-0.161563863225
ACH-000262,-0.795879924674
ACH-000263,-0.21109800603300002
ACH-000264,-0.175098219619
ACH-000265,-0.357146215639
ACH-000266,-0.17111315302000002
ACH-000272,-1.3578487587299999
ACH-000273,-0.219022515823
ACH-000274,-0.22586972275800002
ACH-000277,-0.272957451067
ACH-000278,-0.164209785354
ACH-000279,-0.954522928858
ACH-000280,-0.396322681929
ACH-000281,0.0951807556407
ACH-000288,-0.919691493223
ACH-000291,-0.608009900462
ACH-000293,-0.458189524154
ACH-000294,-0.273707853996
ACH-000295,-0.647356741497
ACH-000296,-0.20800137545400002
ACH-000302,-0.201613697792
ACH-000304,-0.543747128507
ACH-000307,-0.14446186840199998
ACH-000308,-0.558858184769
ACH-000310,-0.258106114267
ACH-000311,-0.18382406071899998
ACH-000312,-0.264487783292
ACH-000315,-0.14014323399
ACH-000316,-0.07296632258930001
ACH-000317,-0.645641413556
ACH-000318,-0.37520212256499996
ACH-000319,-0.0514743513021
ACH-000320,-0.47960642631399997
ACH-000322,-1.06042373089
ACH-000323,0.00212886578088
ACH-000324,-0.395057657116
ACH-000329,-0.16749774877999998
ACH-000330,-0.240129154891
ACH-000331,-0.25474254942499996
ACH-000332,-0.338519675149
ACH-000334,-0.051646934593
ACH-000335,-0.19304093467500003
ACH-000336,-0.5553702701309999
ACH-000337,-0.325849208847
ACH-000339,-0.30521650516300003
ACH-000341,-0.6141742158619999
ACH-000348,-0.45379809178900005
ACH-000350,-0.3269835562
ACH-000352,-0.30770840266399996
ACH-000356,-0.27073984531399997
ACH-000361,-0.330344824907
ACH-000362,-0.300318641594
ACH-000363,-0.269775665265
ACH-000364,-0.23018677995099998
ACH-000365,-0.664822804458
ACH-000366,-0.6231227967499999
ACH-000368,-0.027262158978499998
ACH-000374,-0.8890256545399999
ACH-000375,-0.250215975614
ACH-000376,-0.164098515296
ACH-000381,-0.841607789302
ACH-000383,-0.83924197324
ACH-000387,-0.43776974584600004
ACH-000389,-0.359254203723
ACH-000390,-0.33576985075300003
ACH-000393,-0.21036239588199998
ACH-000395,-1.01640869692
