,DBH (1621)
ACH-000004,0.30020637504500003
ACH-000007,0.1194145224
ACH-000009,0.0368615765066
ACH-000011,0.192661900194
ACH-000012,0.0244404389103
ACH-000013,0.00762047785553
ACH-000014,0.0959674065519
ACH-000015,0.0271306486227
ACH-000017,0.20714686817000003
ACH-000018,0.14814396502399999
ACH-000019,0.211584099319
ACH-000021,0.07267917837730001
ACH-000022,-0.021481842206999998
ACH-000025,0.163615988978
ACH-000028,0.293635025006
ACH-000030,0.07227225346669999
ACH-000035,0.224026433224
ACH-000036,0.162967844482
ACH-000037,0.049294402910699996
ACH-000039,0.05089642377180001
ACH-000040,0.0349985681985
ACH-000041,-0.055804844165400005
ACH-000042,0.028083474188299998
ACH-000045,0.054307269617
ACH-000047,0.173440375665
ACH-000052,-0.060586285259800005
ACH-000053,0.09766521629149999
ACH-000054,0.18669703270500002
ACH-000055,0.07231635350339999
ACH-000060,0.144764512909
ACH-000067,0.277870033715
ACH-000070,0.278898763283
ACH-000075,0.312214630306
ACH-000078,0.201731547546
ACH-000082,0.192607554452
ACH-000085,0.0423559759195
ACH-000086,0.19278656949099998
ACH-000087,0.229009924458
ACH-000092,0.164168946083
ACH-000095,0.143072231566
ACH-000097,0.16860449932799998
ACH-000098,0.141355180715
ACH-000099,0.041837098913
ACH-000108,0.10982739086200001
ACH-000113,0.0031436987958400006
ACH-000115,0.048562679791
ACH-000116,0.22232009532400002
ACH-000118,-0.0114695125812
ACH-000120,0.10076370695
ACH-000123,0.134289561256
ACH-000127,0.08376606705230001
ACH-000128,-0.031051709639
ACH-000132,0.158039859232
ACH-000133,0.252178295386
ACH-000137,0.175669490394
ACH-000138,-0.005154622592439999
ACH-000142,0.21181682174400002
ACH-000143,0.116523688166
ACH-000146,0.0669255537379
ACH-000148,-0.0547927667251
ACH-000150,0.18368228586100002
ACH-000152,0.0530732018259
ACH-000153,0.14786771100999999
ACH-000159,0.0455694836108
ACH-000160,-0.0160555477574
ACH-000163,0.09450643262260001
ACH-000167,-0.0413919325947
ACH-000168,-0.0983795688531
ACH-000169,-0.0905720394548
ACH-000178,0.09424625857039999
ACH-000182,0.05126264634430001
ACH-000183,-0.0713588999222
ACH-000188,0.060313232707500004
ACH-000189,-0.24252161645300002
ACH-000190,0.206179255009
ACH-000198,0.087639534626
ACH-000204,0.12367727507000001
ACH-000206,0.0551492941373
ACH-000207,-0.127443555691
ACH-000211,0.17470861740899998
ACH-000215,0.0686289107407
ACH-000221,0.10927316150699999
ACH-000222,-0.0427379705308
ACH-000223,0.193700876492
ACH-000226,0.0701496869745
ACH-000227,0.038773737579900006
ACH-000228,0.13489111330700002
ACH-000231,0.205302996956
ACH-000232,0.10723940138299999
ACH-000233,0.0960408106921
ACH-000234,0.229597710105
ACH-000235,0.0775240221813
ACH-000237,0.017493067088099997
ACH-000238,-0.0250417627696
ACH-000243,0.178059026811
ACH-000244,-0.101213147152
ACH-000246,0.051103767710000005
ACH-000248,-0.00723817972881
ACH-000250,0.0479484467035
ACH-000251,-0.107348554151
ACH-000253,0.15386916275499998
ACH-000255,0.105659686435
ACH-000256,0.09537505466900001
ACH-000257,0.20082796026099997
ACH-000258,-0.0332334287029
ACH-000259,0.0207918074326
ACH-000260,0.13166588069399998
ACH-000261,0.217734107114
ACH-000262,0.0421490399424
ACH-000263,0.07291386061039999
ACH-000264,0.108771234649
ACH-000265,0.060209426947599995
ACH-000266,0.0812600630142
ACH-000272,0.0699596034591
ACH-000273,0.08709370056489998
ACH-000274,0.048301459852999995
ACH-000277,0.176879716671
ACH-000278,0.129764665151
ACH-000279,0.19769832496
ACH-000280,0.0434635287517
ACH-000281,0.0055480930013999995
ACH-000288,0.208895652078
ACH-000291,-0.00589969128716
ACH-000293,0.0874490820343
ACH-000294,-0.0781120435074
ACH-000295,0.27161465603
ACH-000296,0.176436959971
ACH-000302,0.139070785801
ACH-000304,0.025779992483099996
ACH-000307,0.149198736714
ACH-000308,0.204855976427
ACH-000310,0.0837265767716
ACH-000311,0.0365772850899
ACH-000312,0.169452564617
ACH-000315,0.36070236337800005
ACH-000316,0.0833991525369
ACH-000317,0.2141696745
ACH-000318,0.05889273335030001
ACH-000319,0.216893585284
ACH-000320,0.033946547144
ACH-000322,0.333499072284
ACH-000323,0.158908361186
ACH-000324,-0.0187867831143
ACH-000329,0.146059421463
ACH-000330,0.12672119294099998
ACH-000331,0.167831507032
ACH-000332,0.0882831743447
ACH-000334,0.124719027124
ACH-000335,0.137263579664
ACH-000336,0.0317755243797
ACH-000337,-0.049828987526400005
ACH-000339,0.223895632949
ACH-000341,0.152787031493
ACH-000348,0.228927295457
ACH-000350,0.06998664100060001
ACH-000352,0.15334718567299999
