,YIF1B (90522)
ACH-000004,-0.0938545301321
ACH-000007,-0.023711886010599998
ACH-000009,-0.275035962563
ACH-000011,-0.18183906968400002
ACH-000012,-0.139250192912
ACH-000013,-0.435520142626
ACH-000014,-0.16366504272
ACH-000015,-0.12493484083100001
ACH-000017,-0.23944198007599998
ACH-000018,-0.000637867910918
ACH-000019,-0.25037465882300003
ACH-000021,0.187697727064
ACH-000022,-0.139717665464
ACH-000025,0.139434253906
ACH-000028,-0.0241954422708
ACH-000030,-0.201728378347
ACH-000035,-0.20594420743099998
ACH-000036,-0.195700515841
ACH-000037,0.0323412884841
ACH-000039,-0.0756740210567
ACH-000040,0.011166941646499999
ACH-000041,0.0625812965636
ACH-000042,0.10040388395300001
ACH-000045,-0.153259542357
ACH-000047,-0.031737014556200004
ACH-000052,-0.309673115789
ACH-000053,-0.15928746832000001
ACH-000054,-0.0892065262187
ACH-000055,-0.122211852247
ACH-000060,-0.0420658056484
ACH-000067,-0.225777066538
ACH-000070,-0.0210523201817
ACH-000075,0.00202191392991
ACH-000078,-0.145212221204
ACH-000082,-0.0435824520852
ACH-000085,-0.118002002119
ACH-000086,-0.0665602418223
ACH-000087,-0.140131693529
ACH-000092,-0.056566487300399995
ACH-000095,-0.23844904266
ACH-000097,-0.162141773567
ACH-000098,-0.10824652764
ACH-000099,-0.137428912046
ACH-000108,0.042786859845799996
ACH-000113,0.0315975158099
ACH-000115,-0.328198244878
ACH-000116,-0.0626475060458
ACH-000118,0.0267021751668
ACH-000120,0.09702232204839999
ACH-000123,0.053522543471300005
ACH-000127,-0.058655896421400004
ACH-000128,-0.071032757445
ACH-000132,0.19530150830899998
ACH-000133,-0.03290120557
ACH-000137,-0.40468903946
ACH-000138,-0.0027257677714200004
ACH-000142,-0.0657415532585
ACH-000143,-0.198451464676
ACH-000146,-0.17995318538400001
ACH-000148,0.0122505712398
ACH-000150,-0.0906007423679
ACH-000152,-0.026961537228599997
ACH-000153,-0.43640375765100003
ACH-000159,-0.1517751738
ACH-000160,0.027912132777
ACH-000163,0.010972266945799999
ACH-000167,-0.09898690323989999
ACH-000168,-0.0707197374263
ACH-000169,-0.0663881955762
ACH-000178,0.028324814558200004
ACH-000182,-0.200848421058
ACH-000183,-0.11466675648199999
ACH-000188,-0.14655987240499999
ACH-000189,-0.043069846781900005
ACH-000190,-0.338848249518
ACH-000198,-0.03896940451019999
ACH-000204,-0.112487618629
ACH-000206,-0.131499481062
ACH-000207,0.168887784521
ACH-000211,-0.0351467782675
ACH-000215,-0.0271868630228
ACH-000221,-0.260465118765
ACH-000222,0.0055137562984
ACH-000223,-0.0180153795802
ACH-000226,-0.145713817856
ACH-000227,-0.256900673659
ACH-000228,0.028233947837099996
ACH-000231,0.128805090578
ACH-000232,-0.055690303841199995
ACH-000233,-0.0793862620008
ACH-000234,-0.125824846647
ACH-000235,-0.05134677865730001
ACH-000237,-0.0135264669248
ACH-000238,-0.0310875890019
ACH-000243,0.05647761486859999
ACH-000244,-0.127721659799
ACH-000246,-0.249781253447
ACH-000248,-0.09626169823580001
ACH-000250,-0.029746435709899998
ACH-000251,-0.11732074340500001
ACH-000253,-0.17321013151200002
ACH-000255,-0.145980435814
ACH-000256,-0.176756595512
ACH-000257,-0.15822471133500002
ACH-000258,0.035356697619199996
ACH-000259,-0.0306080570298
ACH-000260,-0.08480426792300001
ACH-000261,0.06892711812810001
ACH-000262,-0.35977179947
ACH-000263,0.030585409858
ACH-000264,0.0698437317526
