,COX7A2L (9167)
ACH-000004,-0.10616936537
ACH-000007,-0.181338251679
ACH-000009,-0.12288075714400001
ACH-000011,0.108970801074
ACH-000012,-0.00552291125864
ACH-000013,-0.107974013839
ACH-000014,-0.004415106885029999
ACH-000015,0.136816619742
ACH-000017,-0.024051513755900002
ACH-000018,-0.18858458533199998
ACH-000019,-0.031675665919099996
ACH-000021,-0.040221025583900005
ACH-000022,0.0066197107244700005
ACH-000025,-0.246493722075
ACH-000028,0.19297900140500002
ACH-000030,-0.045660295618
ACH-000035,-0.037632430339199996
ACH-000036,-0.161892538172
ACH-000037,-0.26735036230500003
ACH-000039,0.35573867682300003
ACH-000040,-0.0967144406025
ACH-000041,-0.041506542951500004
ACH-000042,0.00517111111896
ACH-000045,0.0350135493485
ACH-000047,-0.17975096344900002
ACH-000052,-0.00876659639691
ACH-000053,-0.0180431607115
ACH-000054,-0.034798724550099996
ACH-000055,-0.234234690614
ACH-000060,0.0957562566463
ACH-000067,-0.0646006519042
ACH-000070,-0.156267703009
ACH-000075,-0.058634419541999994
ACH-000078,0.0715266141997
ACH-000082,-0.0304068096209
ACH-000085,-0.157202107611
ACH-000086,-0.052357942346099993
ACH-000087,0.13877393667500001
ACH-000092,-0.27277999659200003
ACH-000095,-0.0458151521705
ACH-000097,-0.028824851488900002
ACH-000098,0.0019346179023800002
ACH-000099,-0.024625144557400003
ACH-000108,-0.09793481489460001
ACH-000113,0.054600283392500004
ACH-000115,-0.030329786852500002
ACH-000116,-0.118787981546
ACH-000118,0.0322229230919
ACH-000120,0.0381235007435
ACH-000123,0.055470668533
ACH-000127,-0.18119294134
ACH-000128,0.08137582894289999
ACH-000132,-0.343907743358
ACH-000133,-0.055690191994
ACH-000137,-0.056951417057099996
ACH-000138,0.0696615525288
ACH-000142,0.07310699777219999
ACH-000143,-0.06421789522469999
ACH-000146,0.0831151863858
ACH-000148,-0.0149899235138
ACH-000150,0.116379290725
ACH-000152,-0.201796118305
ACH-000153,0.00143966615202
ACH-000159,-0.0385232853703
ACH-000160,0.045108481927399996
ACH-000163,0.039840469438
ACH-000167,-0.0270559177128
ACH-000168,-0.10597077993699999
ACH-000169,0.0459736913291
ACH-000178,-0.11693381895400001
ACH-000182,0.024411229134499998
ACH-000183,-0.144007441988
ACH-000188,0.0659252453684
ACH-000189,-0.023032000125
ACH-000190,0.050218787583999995
ACH-000198,0.00848920040899
ACH-000204,-0.606239983614
ACH-000206,0.0372983453384
ACH-000207,-0.278651012324
ACH-000211,-0.103994285734
ACH-000215,-0.07541323040230001
ACH-000221,0.054610104552699996
ACH-000222,-0.0166777262981
ACH-000223,-0.023115209602099996
ACH-000226,-0.0633193655466
ACH-000227,-0.06163572024569999
ACH-000228,0.0139633913739
ACH-000231,-0.12028966012499999
ACH-000232,-0.0314872126363
ACH-000233,0.115815815875
ACH-000234,-0.158951613204
ACH-000235,-0.0635824241319
ACH-000237,0.022856611170000003
ACH-000238,-0.11008290568199999
ACH-000243,-0.053262095018800006
ACH-000244,-0.179024638327
ACH-000246,0.0176112169344
ACH-000248,-0.360449321688
ACH-000250,-0.0058437468726499995
ACH-000251,0.22357936184500002
ACH-000253,0.00699291689045
ACH-000255,0.0333321766591
ACH-000256,-0.110066113717
ACH-000257,0.29978603499400003
ACH-000258,0.00654107624283
ACH-000259,0.0704721659205
ACH-000260,-0.0217482003902
ACH-000261,-0.0815136453916
ACH-000262,-0.261318548719
ACH-000263,0.123299018166
ACH-000264,0.00238112248945
ACH-000265,-0.0693976327667
ACH-000266,-0.109937513375
ACH-000272,-0.0782777228742
ACH-000273,-0.10508677914100001
ACH-000274,-0.0563677223221
ACH-000277,-0.040096001990400004
ACH-000278,0.0712511794947
ACH-000279,-0.11267973899900001
ACH-000280,0.020989930392
ACH-000281,0.012789987018600001
ACH-000288,-0.225293801395
ACH-000291,-0.0653246569073
ACH-000293,-0.00963022073815
ACH-000294,0.0677755670222
ACH-000295,0.07010101661519999
ACH-000296,0.223441421332
ACH-000302,0.19064051721500003
ACH-000304,0.111210218261
ACH-000307,-0.100256639377
ACH-000308,-0.10088180674000001
ACH-000310,0.128662884793
ACH-000311,0.0512030225307
ACH-000312,-0.192325120295
ACH-000315,0.05364051750919999
ACH-000316,0.06657766545339999
ACH-000317,-0.0534832479653
ACH-000318,0.023718870695099998
ACH-000319,-0.0930412619855
ACH-000320,-0.24868911207400002
ACH-000322,-0.160802793664
ACH-000323,-0.053382284263000006
ACH-000324,-0.0504693117861
ACH-000329,0.129340593891
ACH-000330,-0.1382684061
ACH-000331,-0.006781475198479999
ACH-000332,-0.13237342885199999
ACH-000334,-0.207165959203
ACH-000335,0.041416920659599996
ACH-000336,-0.22018980639600003
ACH-000337,0.215230842995
ACH-000339,0.062521486903
ACH-000341,-0.21883985689399998
ACH-000348,-0.11633463408700001
ACH-000350,0.00661667513836
ACH-000352,-0.288999197571
ACH-000356,-0.0714965892249
ACH-000361,-0.0490559993075
