,PSPH (5723)
ACH-000004,-0.341048938583
ACH-000007,-0.580412730247
ACH-000009,-0.375154422208
ACH-000011,-0.583270830249
ACH-000012,-0.25605065636999996
ACH-000013,-0.144557970825
ACH-000014,-0.28293740370000003
ACH-000015,-0.466686494742
ACH-000017,-0.013129272337
ACH-000018,-0.143825150064
ACH-000019,-0.33465411637200004
ACH-000021,-0.21017286110999997
ACH-000022,-0.19733079768
ACH-000025,-0.18271227936999998
ACH-000028,-0.11069556707599999
ACH-000030,-0.266022952215
ACH-000035,-0.238395430652
ACH-000036,-0.310506141754
ACH-000037,-0.278178495205
ACH-000039,-0.143787002218
ACH-000040,-0.11026200492
ACH-000041,-0.31892953788
ACH-000042,-0.43484804955300005
ACH-000045,-0.123700316637
ACH-000047,-0.298125359113
ACH-000052,-0.189198161976
ACH-000053,-0.299304565969
ACH-000054,-0.192442471385
ACH-000055,-0.127348870311
ACH-000060,-0.33045171863
ACH-000067,-0.0889314183451
ACH-000070,-0.059254654975500004
ACH-000075,-0.140125530013
ACH-000078,-0.226339195559
ACH-000082,-0.29615627425999996
ACH-000085,-0.252419363405
ACH-000086,-0.0909606652342
ACH-000087,-0.0779232910222
ACH-000092,-0.10693602832999999
ACH-000095,-0.307912859553
ACH-000097,-0.311325063718
ACH-000098,-0.329478521301
ACH-000099,-0.271035268523
ACH-000108,-0.151317610545
ACH-000113,-0.203010592251
ACH-000115,-0.171366125203
ACH-000116,-0.264829052146
ACH-000118,-0.245092038124
ACH-000120,-0.131068656943
ACH-000123,-0.339836349548
ACH-000127,-0.18821463915
ACH-000128,-0.25914042168400003
ACH-000132,-0.19867974206
ACH-000133,-0.229037911094
ACH-000137,-0.299190154609
ACH-000138,-0.199609761802
ACH-000142,-0.20783319380600002
ACH-000143,-0.24933553785
ACH-000146,-0.258780110233
ACH-000148,-0.191619125612
ACH-000150,-0.168825285187
ACH-000152,-0.123326598094
ACH-000153,-0.15937891274
ACH-000159,-0.291839170702
ACH-000160,-0.127062533185
ACH-000163,-0.185441078369
ACH-000167,-0.0601268143209
ACH-000168,-0.175281593763
ACH-000169,-0.0818095116245
ACH-000178,-0.258011028305
ACH-000182,-0.209195939881
ACH-000183,-0.10042050912
ACH-000188,-0.23538815400199997
ACH-000189,-0.345616005005
ACH-000190,-0.332006248773
ACH-000198,-0.300173901114
ACH-000204,0.0111709488897
ACH-000206,-0.329830347271
ACH-000207,-0.436623507039
ACH-000211,-0.214029345762
ACH-000215,-0.122422631853
ACH-000221,-0.323277563237
ACH-000222,-0.138605678069
ACH-000223,-0.304172049067
ACH-000226,-0.206553378512
ACH-000227,-0.280459397656
ACH-000228,-0.235071802196
ACH-000231,-0.232430164227
ACH-000232,-0.361467563597
ACH-000233,-0.148584359125
ACH-000234,-0.148374437266
ACH-000235,-0.28122451352600003
ACH-000237,-0.34978240194399995
ACH-000238,-0.23632181763000001
ACH-000243,-0.258495557971
ACH-000244,-0.311834898478
ACH-000246,-0.20339598135499998
ACH-000248,-0.119935063742
ACH-000250,-0.21417780357799998
ACH-000251,-0.303549263681
ACH-000253,-0.172650442078
ACH-000255,-0.292958914272
ACH-000256,-0.12324016264599999
ACH-000257,-0.216608673397
ACH-000258,-0.24734000155900002
ACH-000259,-0.22332173583599998
ACH-000260,-0.09386813200470001
ACH-000261,-0.463449862977
ACH-000262,-0.287215614543
ACH-000263,-0.255803509927
ACH-000264,-0.20973714704799998
ACH-000265,-0.125511099615
ACH-000266,-0.41900101727600003
ACH-000272,-0.34703230384499995
ACH-000273,-0.295375878214
ACH-000274,0.534547069041
ACH-000277,-0.34153481465499996
ACH-000278,-0.116959295381
ACH-000279,-0.211071841597
ACH-000280,-0.37411523723800005
ACH-000281,-0.33860928435599996
ACH-000288,-0.251022048878
ACH-000291,-0.33240173507599996
ACH-000293,-0.210886679267
ACH-000294,-0.406279540562
ACH-000295,-0.0941481458759
ACH-000296,-0.256677287832
ACH-000302,-0.236881569323
ACH-000304,-0.322313098662
ACH-000307,-0.33764804474
ACH-000308,-0.429086944372
ACH-000310,-0.41422904754100004
ACH-000311,-0.19821286713599998
