,NFE2 (4778)
ACH-000264,-0.21513205011999997
ACH-000265,-0.32705576528200003
ACH-000266,-0.375530295819
ACH-000272,-0.0834466739562
ACH-000273,-0.26611026369199997
ACH-000274,-0.18951426459399998
ACH-000277,-0.18345439137000003
ACH-000278,-0.46205200780199995
ACH-000279,-0.291614732852
ACH-000280,-0.23637025978
ACH-000281,-0.365174707267
ACH-000288,-0.36024639037
ACH-000291,-0.216326398302
ACH-000293,-0.043731101803
ACH-000294,-0.36035668274099997
ACH-000295,-0.211541197358
ACH-000296,-0.288369251123
ACH-000302,-0.206965521845
ACH-000304,-0.320424574128
ACH-000307,-0.264015766637
ACH-000308,-0.330961627074
ACH-000310,-0.333642101757
ACH-000311,-0.373395819639
ACH-000312,-0.340831329808
ACH-000315,-0.32421731961100003
ACH-000316,-0.152769524856
ACH-000317,-0.0358448634231
ACH-000318,-0.440928807508
ACH-000319,-0.340255451654
ACH-000320,-0.308428606826
ACH-000322,-0.332177452549
ACH-000323,-0.274531097186
ACH-000324,-0.260250772372
ACH-000329,-0.21893471919100002
ACH-000330,0.013235235092
ACH-000331,-0.21816816150899998
ACH-000332,-0.379338411103
ACH-000334,-0.144971241964
ACH-000335,-0.29282745662500004
ACH-000336,-0.496332907404
ACH-000337,-0.0336057984153
ACH-000339,-0.32096761246100003
ACH-000341,-0.259766001299
ACH-000348,-0.288369714516
ACH-000350,-0.338786783104
ACH-000352,-0.254710142196
ACH-000356,-0.551409339593
ACH-000361,-0.0761534349212
ACH-000362,-0.251187708184
ACH-000363,-0.0573322099813
ACH-000364,-0.453984817721
ACH-000365,-0.511399820918
ACH-000366,-0.263441018583
ACH-000368,-0.458135941416
ACH-000374,-0.28666531577599996
ACH-000375,-0.19328622147900001
ACH-000376,-0.23209264155
ACH-000381,-0.110854156493
ACH-000383,-0.19978785265500001
ACH-000387,-0.521154528323
ACH-000389,-0.16957868261700001
ACH-000390,-0.320387952305
ACH-000393,-0.418194264215
ACH-000395,-0.285052964337
ACH-000397,-0.189153945065
ACH-000401,-0.423147491503
ACH-000402,-0.794211811628
ACH-000403,-0.102264371131
ACH-000404,-0.22777936129
ACH-000406,-0.215999609591
ACH-000407,-0.307191177717
ACH-000408,-0.0969089082862
ACH-000410,-0.315582706704
ACH-000411,-0.123456240656
ACH-000414,-0.39041720990400003
ACH-000415,-0.162774516628
ACH-000416,-0.366539623626
ACH-000420,-0.146783875736
ACH-000421,-0.22130841174199997
ACH-000424,-0.256114919245
ACH-000425,-0.218689207139
ACH-000426,-0.245545813863
ACH-000427,-0.38497472607699995
ACH-000433,-0.33605327491
ACH-000436,-0.342590874754
ACH-000444,-0.166736042023
ACH-000445,-0.22770707039000002
ACH-000448,-0.447402748292
ACH-000450,-0.384032585234
ACH-000452,-0.44972251486299997
ACH-000454,-0.305005857019
ACH-000458,-0.316135194149
ACH-000459,0.023260454695099998
ACH-000460,-0.357795852304
ACH-000461,-0.252386677515
ACH-000463,-0.22088797930799997
ACH-000464,-0.43939333709899997
ACH-000466,-0.40564463255500005
ACH-000467,-0.33726358295000003
ACH-000468,-0.436133426138
ACH-000469,-0.157525052611
ACH-000470,-0.259847325277
ACH-000471,-0.120504065162
ACH-000472,-0.33647966021700004
ACH-000473,-0.30969871610800004
ACH-000475,-0.299205168532
ACH-000476,-0.298679916878
ACH-000477,-0.579105567066
ACH-000480,-0.152942966905
ACH-000481,-0.36116432698299994
ACH-000483,-0.240506267528
ACH-000484,-0.355158855057
ACH-000485,-0.462163229414
ACH-000486,-0.265582401992
ACH-000487,0.0171144080924
ACH-000488,-0.24656912022100003
ACH-000490,-0.262440305743
ACH-000491,-0.5110812979630001
ACH-000495,-0.147449033355
ACH-000496,-0.732942475616
ACH-000499,-0.0813463527747
ACH-000500,0.041630256518599994
ACH-000502,-0.179020952475
ACH-000503,-0.281993004547
ACH-000505,-0.317341830707
ACH-000507,-0.413259679166
ACH-000510,-0.156431717511
ACH-000511,-0.123687536872
ACH-000512,-0.20051970265500002
ACH-000516,-0.37325131275
ACH-000517,-0.219956959221
ACH-000518,-0.09963680523
ACH-000520,-0.266462445676
ACH-000521,-0.134217127115
ACH-000522,-0.200509408129
ACH-000524,-0.32914081926399996
ACH-000527,-0.22993979071899998
ACH-000528,-0.22342811286999997
ACH-000537,-0.299994085144
ACH-000541,-0.0435909205277
ACH-000542,-0.378049897577
ACH-000544,-0.348772798944
ACH-000545,-0.323850737241
ACH-000547,-0.113971961529
ACH-000548,-0.201255248977
ACH-000549,-0.38590415573200004
ACH-000550,-0.5294118620780001
ACH-000552,-0.320717297186
ACH-000556,-0.08624479781099999
ACH-000557,-0.08888848459280001
ACH-000570,-0.215910565436
ACH-000571,-0.281746907674
ACH-000573,-0.240738046309
ACH-000576,-0.37945381999
ACH-000580,-0.11047471991699999
ACH-000584,-0.23009696859700002
ACH-000585,-0.290676273329
ACH-000588,-0.400927719788
ACH-000589,-0.328561950921
ACH-000591,-0.29435400843000004
ACH-000593,-0.0897363203412
ACH-000600,-0.248738262845
ACH-000601,-0.28713678568100004
ACH-000604,-0.320634481737
ACH-000605,-0.41889979472800004
ACH-000606,-0.473845692447
ACH-000608,-0.164848332041
ACH-000614,-0.36742409089199995
ACH-000616,-0.439002035002
ACH-000618,-0.335760145525
ACH-000619,-0.133310304686
ACH-000620,-0.294168957916
ACH-000621,-0.282812505714
ACH-000622,-0.0963553992317
ACH-000623,-0.26782734820500004
ACH-000624,-0.216534846516
ACH-000627,-0.24982476898800002
ACH-000630,-0.206687524137
ACH-000632,-0.219063576028
ACH-000633,-0.33988428347800004
ACH-000637,-0.24543968138099997
ACH-000638,-0.431671598288
ACH-000646,-0.324855802734
ACH-000647,-0.43370814638599997
ACH-000648,-0.10638462080600002
ACH-000649,-0.246897624555
ACH-000651,-0.50857561636
ACH-000652,-0.0339308007225
ACH-000653,-0.49860707626199996
ACH-000657,-0.281954830907
ACH-000658,-0.332999930407
ACH-000661,-0.166259721011
ACH-000662,-0.312662273581
ACH-000663,-0.487865270069
ACH-000665,-0.396814574604
ACH-000671,-0.33607428171400006
ACH-000673,-0.304699884862
ACH-000676,-0.23001996493000001
ACH-000677,-0.34744922318300003
ACH-000681,-0.18835191395599998
ACH-000682,-0.314271958627
ACH-000683,-0.24507660026900002
ACH-000684,-0.08581647104620001
ACH-000688,-0.334077108694
ACH-000693,-0.233449114914
ACH-000694,-0.264593226266
ACH-000695,-0.342879166834
ACH-000696,-0.263092493607
ACH-000697,-0.255764335847
ACH-000699,-0.110660307094
ACH-000701,-0.342384138602
ACH-000706,-0.273939573747
ACH-000711,-0.323646778087
ACH-000713,-0.252122881283
ACH-000714,-0.366154152968
ACH-000718,-0.263083300842
ACH-000720,-0.0937566362599
ACH-000721,-0.17277557114300002
ACH-000724,-0.13518005593000001
ACH-000725,-0.21457034772
ACH-000732,-0.30316210251
ACH-000734,-0.246688720438
ACH-000735,-0.195921725968
ACH-000736,-0.549815975182
ACH-000738,-0.342243486312
ACH-000746,-0.346121468195
ACH-000747,-0.217623769304
ACH-000748,-0.373258138967
ACH-000753,-0.306227809137
ACH-000756,-0.0985068018499
ACH-000757,-0.529760093067
ACH-000758,-0.405543874432
ACH-000760,-0.22054643906500002
ACH-000763,-0.38193426415799997
ACH-000764,-0.405058309871
ACH-000765,-0.450378879635
ACH-000766,-0.350422879517
ACH-000767,-0.22579002393800002
ACH-000768,-0.203213140603
ACH-000769,-0.236878497747
ACH-000770,-0.268180992051
ACH-000771,-0.291495816395
ACH-000773,-0.288024833031
ACH-000776,-0.279609942706
ACH-000777,-0.293842217149
ACH-000778,-0.08503639689430001
ACH-000781,-0.129504895363
ACH-000782,-0.231361814386
ACH-000783,-0.38551304313100004
ACH-000784,-0.19523215681400002
ACH-000785,-0.277301134196
ACH-000787,-0.142929162453
ACH-000788,-0.21005899162500002
ACH-000791,-0.273418942981
ACH-000792,-0.3293938583
ACH-000794,-0.11950117999000001
ACH-000796,-0.371708163604
ACH-000799,-0.18138775817299999
ACH-000800,-0.273582783124
ACH-000802,-0.226778545852
ACH-000804,-0.34349625135300005
ACH-000805,-0.139552659674
ACH-000809,-0.310579650937
ACH-000810,-0.25596822835
ACH-000811,-0.187409122577
ACH-000817,-0.48776084554899996
ACH-000819,-0.247789933933
ACH-000820,0.226798478413
ACH-000821,-0.308447358224
ACH-000822,-0.352349574735
ACH-000823,-0.48168678885399996
ACH-000824,-0.395382262258
ACH-000827,-0.175279094306
ACH-000829,-0.383561827586
ACH-000831,-0.411692338318
ACH-000832,-0.269795709352
ACH-000833,-0.529382399951
ACH-000834,-0.23525988379999999
ACH-000835,-0.262336740875
ACH-000836,0.06811566575469999
ACH-000837,-0.214808491565
ACH-000838,-0.246420086374
ACH-000839,-0.118357234317
ACH-000840,-0.591797492652
ACH-000841,-0.278626406851
ACH-000843,-0.179991195064
ACH-000846,-0.39218224951999997
ACH-000847,-0.316790981886
ACH-000848,-0.302452115439
ACH-000849,-0.236214051187
ACH-000851,-0.37846951684
ACH-000855,-0.20174064010899997
ACH-000856,-0.20185958570999998
ACH-000858,-0.119444786244
ACH-000859,-0.451850749064
ACH-000861,-0.427834944518
ACH-000862,-0.140527529699
ACH-000865,-0.351495757318
ACH-000866,-0.127644333321
ACH-000867,-0.197856556895
ACH-000869,-0.281958000216
ACH-000872,-0.27413146434
ACH-000873,-0.270178663696
ACH-000876,-0.404917459426
ACH-000878,-0.490110429138
ACH-000880,-0.062412482176099994
ACH-000881,-0.274470018775
ACH-000882,-0.238689640543
ACH-000884,-0.253839554669
ACH-000885,-0.270487055812
ACH-000887,-0.32007745879099997
ACH-000888,-0.16360464904000002
ACH-000889,-0.285346722905
ACH-000890,-0.21938469319200002
ACH-000896,-0.156368537609
ACH-000898,-0.344116385907
ACH-000900,-0.612765541851
ACH-000901,-0.44322031585199995
ACH-000905,-0.233150791361
ACH-000906,-0.413787251111
ACH-000907,-0.205318561251
ACH-000910,-0.179220331442
ACH-000911,-0.212275004556
ACH-000912,-0.26390126821800003
ACH-000913,-0.361355500254
ACH-000915,-0.428608586024
ACH-000916,-0.094862998366
ACH-000917,-0.280463001471
ACH-000921,-0.279758744976
ACH-000924,-0.149295627351
ACH-000926,-0.30301485408100004
ACH-000928,-0.52973853859
ACH-000929,-0.285599777956
ACH-000932,-0.19900619938499997
ACH-000935,-0.332700347389
ACH-000936,-0.295375875508
ACH-000937,-0.11849759879499999
ACH-000938,-0.16966147270399998
ACH-000939,0.30893223125999997
ACH-000941,-0.07986992424389999
ACH-000943,-0.252990131862
ACH-000946,-0.281350213766
ACH-000947,-0.19003508487999998
ACH-000948,-0.258128391765
ACH-000950,-0.196308140909
ACH-000953,-0.318539510255
ACH-000957,-0.282174654646
ACH-000958,-0.30638318904
ACH-000960,-0.129008205782
ACH-000963,-0.460825259976
ACH-000968,-0.383043376078
ACH-000969,-0.203304476104
ACH-000973,-0.30961273996800004
ACH-000974,-0.49548033908399997
ACH-000975,-0.372107860787
ACH-000976,-0.22605816796199998
ACH-000978,-0.24601599580699998
ACH-000980,-0.31403699394699996
ACH-000984,-0.390474753772
ACH-000986,-0.259728001868
ACH-000988,-0.226813093827
ACH-000993,-0.385754554112
ACH-000994,-0.373574157236
ACH-000996,-0.280527681171
ACH-001001,-0.269349638891
ACH-001020,0.08439809438519999
ACH-001028,-0.436817077263
ACH-001031,-0.358330238674
ACH-001038,-0.36781194863000005
ACH-001048,-0.285879703071
ACH-001050,-0.223915477021
ACH-001053,-0.228681842505
ACH-001054,-0.09978378140750001
ACH-001061,-0.366491708262
ACH-001067,-0.334153080247
ACH-001075,-0.0257891742259
ACH-001096,-0.0991708863687
ACH-001128,0.53858426474
ACH-001134,-0.249274128339
ACH-001151,-0.3014957619
ACH-001163,-0.35149082335299997
ACH-001164,-0.325157211628
ACH-001173,-0.315646189607
ACH-001183,-0.0404523601025
ACH-001184,-0.07704618297839999
ACH-001190,-0.388263681597
ACH-001192,-0.38701475596600005
ACH-001193,-0.497159994022
ACH-001196,-0.212527223455
ACH-001197,-0.329279181848
ACH-001205,-0.370665568677
ACH-001211,-0.207446883915
ACH-001212,-0.0734317531456
ACH-001228,-0.0646732349902
ACH-001232,-0.19121523729000003
ACH-001239,-0.273754854525
ACH-001274,-0.121975931765
ACH-001275,-0.229154795889
ACH-001277,-0.342130093404
ACH-001278,-0.41288534506200003
ACH-001280,-0.34199388608900005
ACH-001283,-0.231324773552
ACH-001289,-0.0956593930003
ACH-001295,-0.274216092499
ACH-001300,-0.399283878842
ACH-001301,-0.164017693928
ACH-001302,-0.45265376906599997
ACH-001303,-0.20602248234
ACH-001306,-0.192754590783
ACH-001318,-0.343651015763
ACH-001322,-0.315433790589
ACH-001328,-0.21078414190000003
ACH-001332,-0.474473484872
ACH-001333,-0.44897259105099996
ACH-001336,-0.151026749625
ACH-001340,-0.20150785345199998
ACH-001346,-0.266279872592
ACH-001353,-0.274425602708
ACH-001354,-0.0565950614205
ACH-001367,-0.328616326706
ACH-001368,-0.196024111583
ACH-001374,-0.360422788854
ACH-001375,-0.13538027349600001
ACH-001377,-0.234612255954
ACH-001380,-0.319310067473
ACH-001391,-0.184578153169
ACH-001407,-0.154107271788
ACH-001408,-0.15738010447599998
ACH-001413,-0.335188249654
ACH-001430,-0.294181305527
ACH-001431,-0.338032309711
ACH-001450,-0.367880116143
ACH-001496,0.0249434736043
ACH-001500,0.043911967325
ACH-001521,-0.224087468946
ACH-001523,-0.42798010899800004
ACH-001532,-0.18249414266199998
ACH-001536,0.00849623050955
ACH-001550,0.0376884530623
ACH-001552,-0.28110129883699997
ACH-001554,-0.165980927977
ACH-001645,-0.20388852269000002
ACH-001654,-0.253309427951
ACH-001715,-0.34547328877899997
ACH-001735,-0.37488747110699994
ACH-001736,-0.273823119235
ACH-001737,-0.330387054434
ACH-001740,-0.295307724075
ACH-001745,-0.286981986505
ACH-001750,-0.211327073393
ACH-001765,-0.146131201519
ACH-001956,-0.297298786556
ACH-001957,-0.160666855734
