,GDE1 (51573)
ACH-000004,-0.0769175978044
ACH-000007,-0.644973783427
ACH-000009,0.019849512138200003
ACH-000011,-0.389486431194
ACH-000012,-0.28278483775400004
ACH-000013,-0.283565802164
ACH-000014,-0.282238386056
ACH-000015,-0.329071567636
ACH-000017,-0.25571983638
ACH-000018,-0.353583710471
ACH-000019,-0.0748840851669
ACH-000021,-0.273923218856
ACH-000022,-0.152714604255
ACH-000025,-0.415018125387
ACH-000028,-0.270678714022
ACH-000030,-0.201278968251
ACH-000035,-0.30899931971
ACH-000036,-0.36494799021200003
ACH-000037,-0.419141626669
ACH-000039,-0.223559674583
ACH-000040,-0.3868939915199999
ACH-000041,-0.36488332851899996
ACH-000042,-0.17618540196899998
ACH-000045,-0.23302850584100002
ACH-000047,-0.297588642329
ACH-000052,-0.72834391939
ACH-000053,-0.235410570825
ACH-000054,-0.37720207237
ACH-000055,-0.402181384573
ACH-000060,-0.112170841705
ACH-000067,-0.413319500967
ACH-000070,0.00162850050509
ACH-000075,-0.310487552171
ACH-000078,-0.521440457856
ACH-000082,-0.369631401596
ACH-000085,-0.45353929247
ACH-000086,-0.288464274344
ACH-000087,-0.213453660528
ACH-000092,-0.253980652313
ACH-000095,-0.121330048091
ACH-000097,-0.413367093574
ACH-000098,-0.350475276032
ACH-000099,-0.29329116156999996
ACH-000108,-0.309268025137
ACH-000113,-0.245888630092
ACH-000115,-0.0818439473885
ACH-000116,-0.21817345745
ACH-000118,-0.32114668151000003
ACH-000120,-0.298284937655
ACH-000123,-0.273473635215
ACH-000127,-0.436206724048
ACH-000128,-0.345413621666
ACH-000132,-0.448931546294
ACH-000133,-0.316686061992
ACH-000137,-0.471750257965
ACH-000138,-0.14765101914999998
ACH-000142,-0.10825631229499999
ACH-000143,-0.453410136612
ACH-000146,-0.186890184392
ACH-000148,-0.278109852685
ACH-000150,-0.353759630388
ACH-000152,-0.238544305972
ACH-000153,-0.24515096656399998
ACH-000159,-0.272971301055
ACH-000160,-0.17143755161899998
ACH-000163,-0.426200610124
ACH-000167,-0.516467951187
ACH-000168,-0.12060812917500001
ACH-000169,-0.32291756552900003
ACH-000178,-0.186459785986
ACH-000182,-0.290083278313
ACH-000183,-0.166044462032
ACH-000188,-0.201665555957
ACH-000189,-0.434053738366
ACH-000190,-0.102687673897
ACH-000198,-0.07036044778410001
ACH-000204,-0.530268239388
ACH-000206,-0.29354389753000004
ACH-000207,-0.0434628777856
ACH-000211,-0.137525751061
ACH-000215,-0.301629404071
ACH-000221,-0.0417352384696
ACH-000222,-0.374937436937
ACH-000223,-0.224754475605
ACH-000226,-0.270124242249
ACH-000227,-0.275780773679
ACH-000228,-0.218057197173
ACH-000231,-0.43796693251999996
ACH-000232,-0.285701390786
ACH-000233,-0.202495167749
ACH-000234,-0.429495944652
ACH-000235,-0.350478402737
ACH-000237,-0.503418325495
ACH-000238,-0.115175414322
ACH-000243,-0.460602067602
ACH-000244,-0.23603982117400002
ACH-000246,-0.234047147981
ACH-000248,-0.24004931706399998
ACH-000250,-0.204124634431
ACH-000251,-0.120314940896
ACH-000253,-0.17046673412399999
ACH-000255,-0.277295636472
ACH-000256,0.0268639786332
ACH-000257,-0.176980811027
ACH-000258,-0.414286998159
ACH-000259,-0.260109043878
ACH-000260,-0.325383511229
ACH-000261,-0.28008849751
ACH-000262,-0.5115574299610001
ACH-000263,0.0279450556465
ACH-000264,-0.16702180273800002
ACH-000265,-0.248431083929
ACH-000266,-0.333578641538
ACH-000272,-0.164557223016
ACH-000273,-0.21964598383099998
ACH-000274,-0.375900994775
ACH-000277,-0.413498487042
ACH-000278,-0.261150106126
ACH-000279,-0.357976005238
ACH-000280,-0.42138428760799995
ACH-000281,-0.188135731989
ACH-000288,-0.247869106914
ACH-000291,-0.289659110592
ACH-000293,-0.27234846656
ACH-000294,-0.127385121134
ACH-000295,-0.0786172683853
ACH-000296,-0.35222953891000003
ACH-000302,-0.329581653076
ACH-000304,-0.614331126204
ACH-000307,-0.333721064976
ACH-000308,-0.252017909929
ACH-000310,-0.41748382519500005
ACH-000311,-0.503470439769
ACH-000312,-0.30492749184900003
ACH-000315,-0.059679078468199996
ACH-000316,-0.461354685898
ACH-000317,-0.193071763339
ACH-000318,-0.372110754801
ACH-000319,-0.28518198916799997
ACH-000320,-0.38497992428499994
ACH-000322,-0.6935924807870001
ACH-000323,-0.22152733186700002
ACH-000324,-0.26428410884
ACH-000329,-0.312627418256
ACH-000330,-0.254324468604
ACH-000331,-0.285619411464
ACH-000332,-0.38442618001400003
ACH-000334,-0.080175529424
ACH-000335,-0.409457659862
ACH-000336,0.00390487390075
ACH-000337,-0.126862361808
ACH-000339,-0.207063149084
ACH-000341,-0.471565876787
ACH-000348,-0.442129908095
ACH-000350,-0.253754688749
ACH-000352,-0.151937356961
ACH-000356,-0.216596497198
ACH-000361,-0.345075357883
ACH-000362,-0.0347097519958
ACH-000363,-0.277382148423
ACH-000364,-0.341449617565
ACH-000365,-0.281315377641
ACH-000366,-0.270695612914
ACH-000368,-0.266538905155
ACH-000374,-0.426054573336
ACH-000375,-0.130638759907
ACH-000376,-0.172464591397
ACH-000381,-0.270106030102
ACH-000383,-0.221910125496
ACH-000387,-0.22124350464899997
ACH-000389,-0.240262378002
ACH-000390,-0.159657813816
ACH-000393,-0.312114752963
ACH-000395,0.178774516864
ACH-000397,-0.409528592553
ACH-000401,-0.40438004110299997
ACH-000402,-0.27809076434700003
ACH-000403,-0.327426151933
ACH-000404,-0.175737845195
ACH-000406,-0.26270863341999995
ACH-000407,-0.260055217137
ACH-000408,-0.335347449142
ACH-000410,-0.21797631632199999
ACH-000411,-0.415060173762
ACH-000414,-0.372285743041
ACH-000415,-0.38099129235
ACH-000416,-0.318529187861
ACH-000420,-0.150358793181
ACH-000421,-0.29890320616300003
ACH-000424,-0.504401491911
ACH-000425,-0.473925428214
ACH-000426,-0.20887124497499998
ACH-000427,-0.366736695161
ACH-000433,-0.0468773084215
ACH-000436,-0.475625868618
ACH-000444,-0.275476949169
ACH-000445,-0.418530781787
ACH-000448,-0.283715838021
ACH-000450,-0.536738223127
ACH-000452,-0.402309852265
ACH-000454,-0.185317989584
ACH-000458,-0.361178385005
ACH-000459,-0.35744022961800004
ACH-000460,-0.188239734881
ACH-000461,-0.43876638453199995
ACH-000463,-0.15629758912699998
ACH-000464,-0.111738380813
ACH-000466,-0.276725118653
ACH-000467,-0.248913063578
ACH-000468,-0.08371664916299999
ACH-000469,-0.11676201369999999
ACH-000470,-0.343666450559
ACH-000471,-0.227923956931
