,NPW (283869)
ACH-000004,0.008215383635140001
ACH-000007,0.0606762084324
ACH-000009,-0.0468000979268
ACH-000011,-0.376669935039
ACH-000012,-0.136189143134
ACH-000013,-0.129451907913
ACH-000014,-0.0606434808292
ACH-000015,-0.211503049363
ACH-000017,-0.0348365131011
ACH-000018,-0.15582868916200002
ACH-000019,0.0356194759695
ACH-000021,-0.108913368454
ACH-000022,-0.260693823264
ACH-000025,-0.0681824139286
ACH-000028,0.00104832845839
ACH-000030,0.0505085248951
ACH-000035,-0.0758379928798
ACH-000036,-0.265451659432
ACH-000037,-0.019333475615
ACH-000039,-0.216704110929
ACH-000040,-0.213899343873
ACH-000041,0.136988258093
ACH-000042,0.019018473406599998
ACH-000045,0.028093388043800002
ACH-000047,-0.22635306437600003
ACH-000052,-0.0857195006125
ACH-000053,-0.0877577171173
ACH-000054,-0.22708393942400001
ACH-000055,0.00348701668441
ACH-000060,-0.07401891757519999
ACH-000067,-0.22181235908799998
ACH-000070,-0.0499074504156
ACH-000075,-0.0638584114582
ACH-000078,-0.015241246177100001
ACH-000082,-0.280971448121
ACH-000085,-0.05152215102390001
ACH-000086,-0.0394952696979
ACH-000087,-0.286853632152
ACH-000092,-0.15150223488
ACH-000095,-0.0994505102569
ACH-000097,-0.19152719485999997
ACH-000098,-0.24460784344300002
ACH-000099,-0.0465407365415
ACH-000108,0.153614734067
ACH-000113,0.022536715585699998
ACH-000115,-0.315104176813
ACH-000116,-0.246590644614
ACH-000118,-0.017462879630599996
ACH-000120,-0.16171011285700002
ACH-000123,0.0253477740013
ACH-000127,-0.249835566076
ACH-000128,-0.283062606929
ACH-000132,-0.25340020092
ACH-000133,-0.34706345610600003
ACH-000137,-0.0625483494817
ACH-000138,0.0470597567519
ACH-000142,-0.155191390918
ACH-000143,-0.146314564105
ACH-000146,-0.10374085418500001
ACH-000148,-0.025625639611
ACH-000150,-0.24695716456099998
ACH-000152,-0.323137292239
ACH-000153,0.015568477174299999
ACH-000159,-0.0991389488075
ACH-000160,0.110592409153
ACH-000163,0.04844735295580001
ACH-000167,-0.09669667208730001
ACH-000168,-0.0808524163362
ACH-000169,-0.288442676591
ACH-000178,-0.08854352682
ACH-000182,-0.0834930939329
ACH-000183,-0.06692534915
ACH-000188,-0.026301944796500002
ACH-000189,0.197509122743
ACH-000190,-0.04941812828980001
ACH-000198,0.0933046546797
ACH-000204,-0.430292269806
