,FEM1A (55527)
ACH-000308,-0.34861294780900004
ACH-000310,-0.28992126699799997
ACH-000311,-0.355175599544
ACH-000312,-0.337895592655
ACH-000315,-0.305619425685
ACH-000316,-0.299968736856
ACH-000317,-0.377433417834
ACH-000318,-0.394956877496
ACH-000319,-0.580201278689
ACH-000320,-0.42988644028000006
ACH-000322,-0.365703775357
ACH-000323,-0.7096293685230001
ACH-000324,-0.38249640436099996
ACH-000329,-0.437518523037
ACH-000330,-0.464732127037
ACH-000331,-0.382322858865
ACH-000332,-0.264686293195
ACH-000334,-0.467435386989
ACH-000335,-0.5159833095849999
ACH-000336,-0.17215403105399998
ACH-000337,-0.1617802573
ACH-000339,-0.392521691386
ACH-000341,-0.7267888198770001
ACH-000348,-0.521307017779
ACH-000350,-0.0526154811541
ACH-000352,-0.24789230887299998
ACH-000356,-0.31652049189599996
ACH-000361,-0.047923560057499995
ACH-000362,-0.21037147194800002
ACH-000363,-0.414279815471
ACH-000364,-0.501595467657
ACH-000365,-0.325241483605
ACH-000366,-0.377752292856
ACH-000368,-0.401970226873
ACH-000374,-0.426390378108
ACH-000375,-0.551156184595
ACH-000376,-0.285153368218
ACH-000381,-0.567443639503
ACH-000383,-0.306031202029
ACH-000387,-0.351386083556
ACH-000389,-0.636818394024
ACH-000390,-0.463055432022
ACH-000393,-0.274733718737
ACH-000395,-0.22802712096799999
ACH-000397,-0.47138285574100003
ACH-000401,-0.424296340684
ACH-000402,-0.33935412169600004
ACH-000403,-0.42906983482600003
ACH-000404,-0.650332227796
ACH-000406,-0.169421317365
ACH-000407,-0.368595712499
ACH-000408,-0.376681795113
ACH-000410,-0.459473983537
ACH-000411,-0.34017974602300005
ACH-000414,-0.28668335865899996
ACH-000415,-0.585142426693
ACH-000416,-0.38764027822700003
ACH-000420,-0.42139863460999993
ACH-000421,-0.31063286171
ACH-000424,-0.31080674361099997
ACH-000425,-0.45892132956
ACH-000426,-0.512434902113
ACH-000427,-0.598847236725
ACH-000433,-0.628535119092
ACH-000436,-0.332572699493
ACH-000444,-0.224873079126
ACH-000445,-0.826013367445
ACH-000448,-0.34332002751900004
ACH-000450,-0.42710707055
ACH-000452,-0.505575459196
ACH-000454,-0.34267696175499995
ACH-000458,-0.325276111754
ACH-000459,-0.230449028653
ACH-000460,-0.421594998512
ACH-000461,-0.37654245962300004
ACH-000463,-0.468235449757
ACH-000464,-0.43181162460199995
ACH-000466,-0.567361875788
ACH-000467,-0.456335289516
ACH-000468,-0.48729282438999993
ACH-000469,-0.258246644632
ACH-000470,-0.232596465704
ACH-000471,-0.390084391346
ACH-000472,-0.376148091964
ACH-000473,-0.46077929956999997
ACH-000475,-0.45861534351000005
ACH-000476,-0.325243535984
ACH-000477,-0.471451847931
ACH-000480,-0.175393411162
ACH-000481,-0.511039870535
ACH-000483,-0.318788780806
ACH-000484,-0.29496938068000006
ACH-000485,-0.449735593469
ACH-000486,-0.40466824181500005
ACH-000487,-0.485820578301
ACH-000488,-0.320651585319
ACH-000490,-0.551610767929
ACH-000491,-0.6172464767970001
ACH-000495,-0.191710210903
ACH-000496,-0.22330058949499998
ACH-000499,-0.47978254423999994
ACH-000500,-0.702074004649
ACH-000502,-0.160171556172
ACH-000503,-0.677256802208
ACH-000505,-0.512760926442
ACH-000507,-0.35048983116
ACH-000510,-0.42622925818199997
ACH-000511,-0.287034661036
ACH-000512,-0.691403799415
ACH-000516,-0.530957906628
ACH-000517,-0.38953098465
ACH-000518,-0.34453374488300004
ACH-000520,-0.38709793320200003
ACH-000521,-0.604121429224
ACH-000522,-0.435494741251
ACH-000524,-0.493738619383
ACH-000527,-0.394674903353
ACH-000528,-0.467458647567
ACH-000537,-0.37285852842600004
ACH-000541,-0.153109776748
ACH-000542,-0.217726325608
ACH-000544,-0.157475007734
ACH-000545,-0.511954458971
ACH-000547,-0.364580436478
ACH-000548,-0.43318817495800005
ACH-000549,-0.568672721516
ACH-000550,-0.333446147368
ACH-000552,-0.399205802461
ACH-000556,-0.37936821088
ACH-000557,-0.6122273611
ACH-000570,-0.376218188725
ACH-000571,-0.30960212063700004
ACH-000573,-0.35211045414000003
ACH-000576,-0.530476032505
ACH-000580,-0.29010995429
ACH-000584,-0.44665805042499995
ACH-000585,-0.335905833565
ACH-000588,-0.253310068299
ACH-000589,-0.464105527386
ACH-000591,-0.535290918275
ACH-000593,-0.552800614772
ACH-000600,-0.39898819736999996
ACH-000601,-0.43888401490900003
ACH-000604,-0.558412295221
ACH-000605,-0.48692899550499996
ACH-000606,-0.331796304807
ACH-000608,-0.394917065384
ACH-000614,-0.618946389265
ACH-000616,-0.46501968096
ACH-000618,-0.448464195478
ACH-000619,-0.436164537072
ACH-000620,-0.48853768819399995
ACH-000621,-0.561387819191
ACH-000622,-0.338905032121
ACH-000623,-0.49149462171
ACH-000624,-0.336324703696
ACH-000627,-0.540216672577
ACH-000630,-0.33380393531
ACH-000632,-0.44690130295100006
ACH-000633,-0.501514032516
ACH-000637,-0.43176996149700003
ACH-000638,-0.5272236241439999
ACH-000646,-0.5267879700460001
ACH-000647,-0.35653739968099996
ACH-000648,-0.435373006414
ACH-000649,-0.334572427942
ACH-000651,-0.393981234412
ACH-000652,-0.522778062008
ACH-000653,-0.493935807756
ACH-000657,-0.43129852518999995
ACH-000658,-0.521345133251
ACH-000661,-0.38159308608000003
ACH-000662,-0.5959615690810001
ACH-000663,-0.288975868398
ACH-000665,-0.460065366659
ACH-000671,-0.50165746288
ACH-000673,-0.479606925167
ACH-000676,-0.42046877255099996
ACH-000677,-0.0910113816038
ACH-000681,-0.278086518505
ACH-000682,-0.43714597298
ACH-000683,-0.417666321916
ACH-000684,-0.5305920567019999
ACH-000688,-0.34008515421700003
ACH-000693,-0.18396102478
ACH-000694,-0.21099686731400003
ACH-000695,-0.48795567128999995
ACH-000696,-0.482209295193
ACH-000697,-0.702583993275
ACH-000699,-0.398671294913
ACH-000701,-0.443501519121
ACH-000706,-0.536078909622
ACH-000711,-0.35532047490099994
ACH-000713,-0.627860973818
ACH-000714,-0.355283211382
ACH-000718,-0.49482172807400004
ACH-000720,-0.36034221876
ACH-000721,-0.3458579326
ACH-000724,-0.354791034517
ACH-000725,-0.452831842467
ACH-000732,-0.44759533854199995
ACH-000734,-0.29434795363
ACH-000735,-0.40951903901500003
ACH-000736,-0.196554203024
ACH-000738,-0.5017132946899999
ACH-000746,-0.337365356813
ACH-000747,-0.280555461002
ACH-000748,-0.329769129646
ACH-000753,-0.10058808184000001
ACH-000756,-0.534856405872
ACH-000757,-0.288383680737
ACH-000758,-0.326482387678
ACH-000760,-0.257841415017
ACH-000763,-0.437509986955
ACH-000764,-0.32302906042
ACH-000765,-0.19328099050900002
ACH-000766,-0.41639533146799995
ACH-000767,-0.52429281065
ACH-000768,-0.433366735935
ACH-000769,-0.478449529046
ACH-000770,-0.38680423378
ACH-000771,-0.465548675141
ACH-000773,-0.37501664007
ACH-000776,-0.31605920263799997
ACH-000777,-0.523773084233
ACH-000778,-0.41901204482199994
ACH-000781,-0.31429540044300003
ACH-000782,-0.388145061251
ACH-000783,-0.172220216135
ACH-000784,-0.461541854732
ACH-000785,-0.25517035801800003
ACH-000787,-0.326589155488
ACH-000788,-0.45826974675800003
ACH-000791,-0.464312221817
ACH-000792,-0.484784511715
ACH-000794,-0.271006618975
ACH-000796,-0.48507617148000004
ACH-000799,-0.277635352031
ACH-000800,-0.374620176783
ACH-000802,-0.542436799979
ACH-000804,-0.220585989891
ACH-000805,-0.6327494585760001
ACH-000809,-0.598705256078
ACH-000810,-0.586870117492
ACH-000811,-0.38656354347800004
ACH-000817,-0.526000980129
ACH-000819,-0.485437218331
ACH-000820,-0.398665567623
ACH-000821,-0.537558959834
ACH-000822,-0.201168380542
ACH-000823,-0.31333805848900004
ACH-000824,-0.202327756703
ACH-000827,-0.492971277386
ACH-000829,-0.5666565889399999
ACH-000831,-0.383966469947
ACH-000832,-0.482222525838
ACH-000833,-0.37817482890299997
ACH-000834,-0.397005058334
ACH-000835,-0.483087909249
ACH-000836,-0.347178492449
ACH-000837,-0.270252601766
ACH-000838,-0.171596757639
ACH-000839,-0.5443244653329999
ACH-000840,-0.45463050871000005
ACH-000841,-0.29429866474599997
ACH-000843,-0.545330653419
ACH-000846,-0.478103641098
ACH-000847,-0.37149343142499996
ACH-000848,-0.284084222245
ACH-000849,-0.375480646678
ACH-000851,-0.389011354553
ACH-000855,-0.009186654066729999
ACH-000856,-0.470370409504
ACH-000858,-0.336569631386
ACH-000859,-0.344526731827
ACH-000861,-0.297179171221
ACH-000862,-0.289419180826
ACH-000865,-0.493817562055
ACH-000866,-0.18602104080499998
ACH-000867,-0.278541576499
ACH-000869,-0.330001483193
ACH-000872,-0.352022426422
ACH-000873,-0.19307880447999998
ACH-000876,-0.682569075475
ACH-000878,-0.314810545508
ACH-000880,-0.560015865165
ACH-000881,-0.16244264623
ACH-000882,-0.403182433059
ACH-000884,-0.367165535404
ACH-000885,-0.370270542368
ACH-000887,-0.627268192341
ACH-000888,-0.262757228979
ACH-000889,-0.200111666562
ACH-000890,-0.46709063433799997
ACH-000896,-0.38907742548
ACH-000898,-0.42116396461800004
ACH-000900,-0.437052421269
ACH-000901,-0.433546233595
ACH-000905,-0.266536061169
ACH-000906,-0.46801930608099995
ACH-000907,-0.5699263593289999
ACH-000910,-0.267032236526
ACH-000911,-0.334801006297
ACH-000912,-0.40691751251599995
ACH-000913,-0.245356929094
ACH-000915,-0.5989452161500001
ACH-000916,-0.109637547854
ACH-000917,-0.39696377867
ACH-000921,-0.546375571302
ACH-000924,-0.21024351815200001
ACH-000926,-0.265005119821
ACH-000928,-0.45292921841000006
ACH-000929,-0.270372067375
ACH-000932,-0.406915975487
ACH-000935,-0.30775723923
ACH-000936,-0.399238622187
ACH-000937,-0.513100249315
ACH-000938,-0.682212456588
ACH-000939,-0.436753672042
ACH-000941,-0.621021826479
ACH-000943,-0.386705116576
ACH-000946,-0.42962152248499996
ACH-000947,-0.26193425816
ACH-000948,-0.296437970088
ACH-000950,-0.672000339545
ACH-000953,-0.7726054462279999
ACH-000957,-0.26876677695
ACH-000958,-0.360027586585
ACH-000960,-0.45802539854099994
ACH-000963,-0.052791474962099995
ACH-000968,-0.255638944687
ACH-000969,-0.360702903313
ACH-000973,-0.328729343411
ACH-000974,-0.485231848864
ACH-000975,-0.446098275112
ACH-000976,-0.69915726854
ACH-000978,-0.257873041669
ACH-000980,-0.447221863088
ACH-000984,-0.49156859388499996
ACH-000986,-0.326341516851
ACH-000988,-0.48736551631999997
ACH-000993,-0.63097660625
ACH-000994,-0.0931118466089
ACH-000996,-0.6935011761409999
ACH-001001,-0.497770898724
ACH-001020,-0.412545101587
ACH-001028,-0.26099065712200004
ACH-001031,0.0983367475447
ACH-001038,-0.481250107507
ACH-001048,-0.375391696262
ACH-001050,-0.5183033706719999
ACH-001053,-0.354719603888
ACH-001054,-0.432739912274
ACH-001061,-0.329369814316
ACH-001067,-0.53090344056
ACH-001075,-0.213178868722
ACH-001096,-0.458961532893
ACH-001128,-0.767237106489
ACH-001134,-0.5032204504810001
ACH-001151,-0.378707135963
ACH-001163,-0.222841086315
ACH-001164,-0.50068793018
ACH-001173,-0.424468437588
ACH-001183,-0.138603815301
ACH-001184,-0.0949507117849
ACH-001190,-0.6792467398209999
ACH-001192,-0.33415862293299997
ACH-001193,-0.07148273493139999
ACH-001196,-0.50057811727
ACH-001197,-0.642970600094
ACH-001205,-0.300081228202
ACH-001211,-0.5062573613970001
ACH-001212,-0.46645387915700004
ACH-001228,-0.284388332519
ACH-001232,-0.403011166021
ACH-001239,-0.39927842769500005
ACH-001274,-0.20301934878400002
ACH-001275,-0.376939106967
ACH-001277,-0.679722672268
ACH-001278,-0.5465347772429999
ACH-001280,-0.32359330972399997
ACH-001283,-0.343932305788
ACH-001289,-0.29822132707800003
ACH-001295,-0.375371027773
ACH-001300,-0.30245375956
ACH-001301,-0.280107851307
ACH-001302,-0.359853533926
ACH-001303,-0.476317295846
ACH-001306,-0.600791094579
ACH-001318,-0.20687863149099997
ACH-001322,-0.584614199603
ACH-001328,-0.437805233433
ACH-001332,-0.6179841738899999
ACH-001333,-0.417619739102
ACH-001336,-0.48882925994099996
ACH-001340,-0.360888705897
ACH-001346,-0.413238485826
ACH-001353,-0.645971982469
ACH-001354,-0.43070908837399996
ACH-001367,-0.6559258219399999
ACH-001368,-0.378719453129
ACH-001374,-0.6939979742919999
ACH-001375,-0.585873914345
ACH-001377,-0.523325825791
ACH-001380,-0.473296687833
ACH-001391,-0.490166148645
ACH-001407,-0.139361723017
ACH-001408,-0.42073178525399996
ACH-001413,-0.43619018394299996
ACH-001430,-0.11979934103800001
ACH-001431,-0.276333267265
ACH-001450,-0.580499826281
ACH-001496,-0.561270635245
ACH-001500,-0.40201547733000004
ACH-001521,-0.238568214699
ACH-001523,-0.749712760247
ACH-001532,-0.335513793275
ACH-001536,-0.300564740422
ACH-001550,-0.269111610665
ACH-001552,-0.688705535188
ACH-001554,-0.262727887005
ACH-001645,-0.490663529368
ACH-001654,-0.5461151781270001
ACH-001715,-0.402006768867
ACH-001735,-0.246626395725
ACH-001736,-0.497756506273
ACH-001737,-0.55500455188
ACH-001740,-0.435283320386
ACH-001745,-0.363364981023
ACH-001750,-0.246658399094
ACH-001765,-0.41174800330600003
ACH-001956,-0.5690675753019999
ACH-001957,-0.323537522463
