,MAFF (23764)
ACH-000004,-0.381233997607
ACH-000007,0.128049963933
ACH-000009,-0.226509814958
ACH-000011,-0.295036566144
ACH-000012,-0.184817801965
ACH-000013,-0.314275892994
ACH-000014,-0.314464468398
ACH-000015,-0.374744838687
ACH-000017,-0.55418906151
ACH-000018,-0.425038727748
ACH-000019,-0.242625208532
ACH-000021,-0.158237037831
ACH-000022,-0.201381914108
ACH-000025,-0.27479207096999997
ACH-000028,-0.308614234791
ACH-000030,-0.495685482764
ACH-000035,-0.21432936659899998
ACH-000036,-0.228168071307
ACH-000037,0.0429755697131
ACH-000039,-0.40838370102
ACH-000040,-0.127497046842
ACH-000041,-0.36537117877999997
ACH-000042,-0.548853890661
ACH-000045,-0.197041135677
ACH-000047,-0.0747636250026
ACH-000052,-0.215351182269
ACH-000053,-0.20680315991300002
ACH-000054,0.009518653701200001
ACH-000055,-0.166514245912
ACH-000060,-0.57201210234
ACH-000067,-0.243978981456
ACH-000070,0.08520297762569999
ACH-000075,-0.25350178761500003
ACH-000078,-0.20121009868099998
ACH-000082,-0.00277967474863
ACH-000085,-0.251841819649
ACH-000086,0.0874298793922
ACH-000087,-0.28643794506700004
ACH-000092,-0.419649000647
ACH-000095,-0.203771945874
ACH-000097,-0.193710612734
ACH-000098,-0.17444261183499998
ACH-000099,-0.240497834194
ACH-000108,-0.192433963957
ACH-000113,-0.274678764778
ACH-000115,-0.33743896311800003
ACH-000116,-0.274113900061
ACH-000118,-0.246557500949
ACH-000120,-0.4620722904899999
ACH-000123,-0.134272938128
ACH-000127,-0.271238190567
ACH-000128,-0.464543627068
ACH-000132,-0.25169901638500003
ACH-000133,-0.414725399401
ACH-000137,-0.391895524809
ACH-000138,-0.159433793562
ACH-000142,-0.471179040423
ACH-000143,-0.208640652635
ACH-000146,-0.271172759416
ACH-000148,-0.0327682930653
ACH-000150,-0.23984121799199998
ACH-000152,-0.124575543253
ACH-000153,0.028769157237999998
ACH-000159,-0.0540520188684
ACH-000160,-0.22809561441999998
ACH-000163,-0.12267540392000001
ACH-000167,-0.24166167110700001
ACH-000168,-0.233819181923
ACH-000169,-0.342253907368
ACH-000178,-0.227388399775
ACH-000182,-0.287804986632
ACH-000183,-0.23984929977699998
ACH-000188,-0.26889555685899996
ACH-000189,-0.36202069875200005
ACH-000190,-0.10870153398
ACH-000198,-0.333785765406
ACH-000204,-0.509378870742
ACH-000206,-0.30687367607099997
ACH-000207,-0.240120085788
ACH-000211,-0.32130186044799997
ACH-000215,-0.199612794497
ACH-000221,-0.39754059429899996
ACH-000222,-0.43892426683200003
ACH-000223,-0.182057016499
ACH-000226,-0.274407661817
ACH-000227,-0.20301208760899997
ACH-000228,-0.338629413059
ACH-000231,-0.364838267443
ACH-000232,-0.282412306764
ACH-000233,-0.192799959223
ACH-000234,-0.130129755905
ACH-000235,-0.12326616349000001
ACH-000237,-0.258535709982
ACH-000238,-0.226283505557
ACH-000243,-0.238278366764
ACH-000244,-0.32676962555
ACH-000246,-0.104975483688
ACH-000248,0.074627452757
ACH-000250,-0.168856167299
ACH-000251,-0.182703782273
ACH-000253,-0.45366087768
ACH-000255,-0.21002708623799998
ACH-000256,-0.36794826608000003
ACH-000257,-0.175449813498
ACH-000258,-0.0253485326311
ACH-000259,-0.259976444877
ACH-000260,-0.16244606924799998
ACH-000261,-0.142372784878
ACH-000262,0.135528014645
ACH-000263,-0.42596348410400003
ACH-000264,-0.240496809699
ACH-000265,-0.23260053298099997
ACH-000266,-0.535354136307
ACH-000272,-0.17285096593600002
ACH-000273,-0.019648182469
ACH-000274,-0.365160719629
ACH-000277,-0.130876967809
ACH-000278,-0.0998739025736
ACH-000279,-0.291782430963
ACH-000280,-0.166876226012
ACH-000281,-0.07451335607250001
ACH-000288,-0.270196742979
ACH-000291,-0.321595466214
ACH-000293,-0.10085896729499999
ACH-000294,-0.268345728324
ACH-000295,-0.326125061021
ACH-000296,-0.187632923326
ACH-000302,-0.294088455235
ACH-000304,-0.502066720425
ACH-000307,-0.137293651347
ACH-000308,-0.335288303119
ACH-000310,-0.512815483409
ACH-000311,-0.138092974362
ACH-000312,-0.19239127961199998
ACH-000315,-0.290044584644
ACH-000316,0.06991005057699999
ACH-000317,-0.06292095003909999
ACH-000318,-0.122556848871
ACH-000319,-0.414527280188
ACH-000320,-0.19873974951200002
ACH-000322,-0.517455949494
ACH-000323,-0.266574370873
ACH-000324,-0.127698699703
ACH-000329,0.0259404044388
ACH-000330,-0.17573772739799998
ACH-000331,-0.227183349472
ACH-000332,-0.210789302876
ACH-000334,-0.237968239931
ACH-000335,0.0151767075737
ACH-000336,-0.202843928797
ACH-000337,-0.045091030446800004
ACH-000339,-0.28924684772
ACH-000341,-0.16664256535
ACH-000348,-0.279037772219
ACH-000350,-0.0971547270975
ACH-000352,-0.113870560395
ACH-000356,-0.142936310971
ACH-000361,-0.424544334859
ACH-000362,-0.2179845018
ACH-000363,-0.144350970134
ACH-000364,0.0840645442794
ACH-000365,-0.239771558559
ACH-000366,-0.110341220806
ACH-000368,-0.35755611853
ACH-000374,-0.317944580388
ACH-000375,-0.338652897137
ACH-000376,-0.22209892836
ACH-000381,-0.428627243194
ACH-000383,-0.0928106013389
ACH-000387,-0.045476660037199995
ACH-000389,-0.332643136677
ACH-000390,-0.271876819337
ACH-000393,-0.396859095022
ACH-000395,-0.44793540894699996
ACH-000397,-0.170610242637
ACH-000401,-0.715857531532
ACH-000402,-0.310146907896
ACH-000403,-0.22253474732099998
ACH-000404,-0.188432593851
