,H3F3B (3021)
ACH-000004,0.0480988562445
ACH-000007,-0.40973668858
ACH-000009,-0.363817890074
ACH-000011,-0.5514654995430001
ACH-000012,-0.516906402837
ACH-000013,-0.46689726895499994
ACH-000014,-0.359090794782
ACH-000015,-0.222845714069
ACH-000017,-0.42313412676600004
ACH-000018,-0.393357243898
ACH-000019,-0.503123785342
ACH-000021,-0.43410277405599995
ACH-000022,-0.36972930742700005
ACH-000025,-0.341053539407
ACH-000028,-0.5772068149149999
ACH-000030,-0.301134186398
ACH-000035,-0.391442404842
ACH-000036,-0.354497099126
ACH-000037,-0.379511359582
ACH-000039,-0.467223376724
ACH-000040,-0.553441294471
ACH-000041,-0.229590252242
ACH-000042,-0.18465204369899998
ACH-000045,-0.436295165834
ACH-000047,-0.285852674007
ACH-000052,-0.457432475264
ACH-000053,-0.440828239498
ACH-000054,-0.44534478571099995
ACH-000055,-0.401481341308
ACH-000060,-0.755657688319
ACH-000067,-0.631879896547
ACH-000070,-0.307153168858
ACH-000075,-0.57701977722
ACH-000078,-0.388261629713
ACH-000082,-0.320959948592
ACH-000085,-0.14202145634899999
ACH-000086,-0.53990426641
ACH-000087,-0.360597664775
ACH-000092,-0.256262727041
ACH-000095,-0.770471905851
ACH-000097,-0.310189752506
ACH-000098,-0.359434367224
ACH-000099,-0.584250372493
ACH-000108,-0.288151590111
ACH-000113,-0.578115874351
ACH-000115,-0.471911661378
ACH-000116,-0.423131060564
ACH-000118,-0.282186369665
ACH-000120,-0.231530100651
ACH-000123,-0.438560848426
ACH-000127,-0.345016014764
ACH-000128,-0.413144803257
ACH-000132,-0.200857654989
ACH-000133,-0.39293180806999994
ACH-000137,-0.457209025762
ACH-000138,-0.28733839130600003
ACH-000142,-0.509060457227
ACH-000143,-0.262679079133
ACH-000146,-0.385213568805
ACH-000148,-0.588450491544
ACH-000150,-0.32761966834399997
ACH-000152,-0.43110910611500003
ACH-000153,-0.11509433147600001
ACH-000159,-0.518272188986
ACH-000160,-0.166391327016
ACH-000163,-0.17582917794
ACH-000167,-0.0600216457219
ACH-000168,-0.36634611057099997
ACH-000169,-0.344703034344
ACH-000178,-0.388553764388
ACH-000182,-0.178881196391
ACH-000183,-0.0770318034358
ACH-000188,-0.468494704908
ACH-000189,-0.265484175181
ACH-000190,-0.109886530316
ACH-000198,-0.450880255369
ACH-000204,-0.248820910641
ACH-000206,-0.119514236444
ACH-000207,-0.11258598070499999
ACH-000211,-0.584178768428
ACH-000215,-0.386534473274
ACH-000221,-0.33871776179499996
ACH-000222,-0.07863805888810001
ACH-000223,-0.256780102186
ACH-000226,-0.444663952584
ACH-000227,-0.41236494924999995
ACH-000228,-0.442098325529
ACH-000231,-0.380491927395
ACH-000232,-0.27496370469000003
ACH-000233,-0.47660544580700004
ACH-000234,-0.560704099208
ACH-000235,-0.300904848114
ACH-000237,-0.31298368388799996
ACH-000238,-0.422112395345
ACH-000243,-0.366388035409
ACH-000244,-0.30044700365800003
ACH-000246,-0.360382540218
ACH-000248,-0.607284047822
ACH-000250,-0.581671972718
ACH-000251,-1.12502686325
ACH-000253,-0.280018158587
ACH-000255,-0.355710534024
ACH-000256,-0.496028571628
ACH-000257,-0.485067195472
ACH-000258,-0.10777407765000001
ACH-000259,-0.335187937805
ACH-000260,-0.388179439339
ACH-000261,-0.5508108067759999
ACH-000262,-0.565758183012
ACH-000263,-0.692106604082
ACH-000264,-0.593995470312
ACH-000265,-0.441491503241
ACH-000266,-0.454099185096
ACH-000272,-0.227515510263
ACH-000273,-0.418475948306
ACH-000274,-0.37411331032
ACH-000277,-0.578523412378
ACH-000278,-0.424952175219
ACH-000279,-0.257988686587
ACH-000280,-0.272318435648
ACH-000281,-0.5089180405529999
ACH-000288,-0.489870235955
ACH-000291,-0.543157150234
ACH-000293,-0.26014933336999996
ACH-000294,-0.18540243027699999
ACH-000295,-0.712248684087
ACH-000296,-0.6358035585890001
ACH-000302,-0.34988563676299994
ACH-000304,-0.61196724374
ACH-000307,-0.17778858082600002
ACH-000308,-0.169458896426
ACH-000310,-0.634583319165
ACH-000311,-0.272791750315
ACH-000312,-0.370520555036
ACH-000315,-0.556604250393
ACH-000316,-0.665555268169
ACH-000317,-0.14864553031400002
ACH-000318,-0.240430540378
ACH-000319,-0.13329838161
ACH-000320,0.023598165540800003
ACH-000322,-0.593318723438
ACH-000323,-0.576803924517
ACH-000324,-0.455560725335
ACH-000329,-0.429802612443
ACH-000330,-0.21867411790600003
ACH-000331,-0.379902967346
ACH-000332,-0.423023021318
ACH-000334,-0.36933051085699997
ACH-000335,-0.199941586137
ACH-000336,-0.475602839035
ACH-000337,-0.689452847741
ACH-000339,-0.41702280879299997
ACH-000341,-0.261036035974
ACH-000348,-0.373841413231
ACH-000350,-0.601222902072
ACH-000352,-0.514131616386
ACH-000356,-0.410477737896
ACH-000361,-0.537011839234
ACH-000362,-0.58531401603
ACH-000363,-0.489610518176
ACH-000364,-0.472802624081
ACH-000365,-0.492685721136
ACH-000366,-0.34073208198
ACH-000368,-0.664993226413
ACH-000374,-0.30489097096
ACH-000375,-0.46091844909699997
ACH-000376,-0.40207709781400003
ACH-000381,-0.414767764118
ACH-000383,-0.479168538363
ACH-000387,-0.452855213993
ACH-000389,-0.40297326376000003
ACH-000390,-0.17491785087499997
ACH-000393,-0.5153573734019999
ACH-000395,-0.922890147724
ACH-000397,-0.266258107113
ACH-000401,-0.198738291202
ACH-000402,0.05792889919890001
ACH-000403,-0.53975257581
ACH-000404,-0.446397660115
ACH-000406,-0.291632236576
ACH-000407,-0.71035535783
ACH-000408,-0.28695879643399996
ACH-000410,-0.134999465122
ACH-000411,-0.490754577417
ACH-000414,-0.37870048908
ACH-000415,-0.50001088182
ACH-000416,-0.557682040984
ACH-000420,-0.629408026377
ACH-000421,-0.38239876483400004
ACH-000424,-0.635516860848
ACH-000425,-0.431944199202
ACH-000426,-0.127079085574
ACH-000427,-0.386075006102
ACH-000433,-0.604442163387
ACH-000436,-0.576773886613
ACH-000444,-0.293946642415
ACH-000445,-0.76188406309
ACH-000448,-0.6076638745740001
ACH-000450,-0.526032637833
ACH-000452,-0.35226663923600005
ACH-000454,-0.17985791299000004
ACH-000458,-0.432409221875
ACH-000459,-0.30784261060699997
ACH-000460,-0.449781533914
ACH-000461,-0.553329645102
ACH-000463,-0.293682042536
ACH-000464,-0.590752769817
ACH-000466,-0.49486039878700006
ACH-000467,-0.304234143857
ACH-000468,-0.585703102511
ACH-000469,-0.0934674976082
ACH-000470,-0.6365373401650001
ACH-000471,-0.525023874043
ACH-000472,-0.509122875068
ACH-000473,-0.437500437866
ACH-000475,-0.345072113025
ACH-000476,-0.6382159954950001
ACH-000477,-0.547077219789
ACH-000480,-0.522214886575
ACH-000481,-0.297380382454
ACH-000483,-0.263186324305
ACH-000484,-0.220513125909
ACH-000485,-0.215637334227
ACH-000486,-0.332404612117
ACH-000487,-0.342788784936
ACH-000488,-0.388181386162
ACH-000490,-0.325757134307
ACH-000491,-0.430610116313
ACH-000495,-0.365245904183
ACH-000496,-0.37281836616999997
ACH-000499,0.06339609959459999
ACH-000500,-0.357738157968
ACH-000502,-0.433977363228
ACH-000503,-0.370648827105
ACH-000505,-0.5815978291030001
ACH-000507,-0.226765327593
ACH-000510,-0.461038022381
ACH-000511,-0.44401841581600004
ACH-000512,-0.0356156716498
ACH-000516,-0.545171211453
ACH-000517,-0.510224663352
ACH-000518,-0.39149648382799995
ACH-000520,-0.7327718698469999
ACH-000521,-0.494159638691
ACH-000522,-0.306919715716
ACH-000524,-0.612381182715
ACH-000527,-0.561868681066
ACH-000528,-0.30349759651999997
ACH-000537,-0.592902510878
ACH-000541,-0.132391256451
ACH-000542,-0.37669099639200004
ACH-000544,-0.495430037526
ACH-000545,-0.310444429675
ACH-000547,-0.5615575587730001
ACH-000548,-0.41850592484099997
ACH-000549,-0.315424401675
ACH-000550,-0.44825501737499995
ACH-000552,-0.34045637886299995
ACH-000556,-0.28975452373599997
ACH-000557,-0.123053565532
ACH-000570,-0.42670109893200003
ACH-000571,-0.368586471923
ACH-000573,-0.187581478962
ACH-000576,-0.041497019950699994
ACH-000580,-0.347704732538
ACH-000584,-0.35287183888000007
ACH-000585,-0.399289456972
ACH-000588,-0.35785317577
ACH-000589,-0.29011811966699996
ACH-000591,-0.408132070995
ACH-000593,-0.467372427264
ACH-000600,-0.7120085387890001
ACH-000601,-0.349882628594
ACH-000604,-0.434990641921
ACH-000605,-0.40379179352
ACH-000606,-0.280987598355
ACH-000608,-0.334363867429
ACH-000614,-0.31575593735199997
ACH-000616,-0.7177351971029999
ACH-000618,-0.48646593561499996
ACH-000619,-0.41732841388499997
ACH-000620,-0.336995381336
ACH-000621,-0.34193732278399996
ACH-000622,-0.577656549631
ACH-000623,-0.614612669659
ACH-000624,-0.484330886289
ACH-000627,-0.498039598083
ACH-000630,-0.407921158777
ACH-000632,-0.42982901528300005
ACH-000633,-0.475313998345
ACH-000637,-0.473784527703
ACH-000638,-0.550903819749
ACH-000646,-0.407688831071
ACH-000647,-0.555448125434
ACH-000648,-0.279822957669
ACH-000649,-0.414338765821
ACH-000651,-0.302438156467
ACH-000652,-0.449578377609
ACH-000653,-0.38872494056699997
ACH-000657,-0.37497120248800003
ACH-000658,-0.328312292346
ACH-000661,-0.387840362071
ACH-000662,-0.183124072135
ACH-000663,-0.7087499733499999
ACH-000665,-0.249097116778
ACH-000671,-0.380106462716
ACH-000673,-0.469329778919
ACH-000676,-0.40151943524800005
ACH-000677,-0.324424796266
ACH-000681,-0.35224544663
ACH-000682,-0.36989036695699995
ACH-000683,-0.272989124071
ACH-000684,-0.24308772114100002
ACH-000688,-0.646687154989
ACH-000693,-0.198564561741
ACH-000694,-0.325364779464
ACH-000695,-0.124902943264
ACH-000696,-0.449556759842
ACH-000697,-0.38511469319499997
ACH-000699,-0.227375200031
ACH-000701,-0.353460913108
ACH-000706,-0.230706684193
ACH-000711,-0.40779079616999997
ACH-000713,-0.297224928673
ACH-000714,-0.530110579392
ACH-000718,-0.43476825502800004
ACH-000720,-0.318262651772
ACH-000721,-0.402059337644
ACH-000724,-0.2252064636
ACH-000725,-0.487790559271
ACH-000732,-0.567657202717
ACH-000734,-0.27855146038600004
ACH-000735,-0.193395591433
ACH-000736,-0.290888693447
ACH-000738,-0.310920490312
ACH-000746,-0.5222000058349999
ACH-000747,-0.28256899554299997
ACH-000748,-0.5575851936640001
ACH-000753,-0.34427652162600003
ACH-000756,-0.459546036627
ACH-000757,-0.421169278203
ACH-000758,-0.573516271389
ACH-000760,-0.27259542677799997
ACH-000763,-0.23223602296999998
ACH-000764,-0.556507697311
ACH-000765,-0.42304011499300004
ACH-000766,-0.31043917360999995
ACH-000767,-0.476573404004
ACH-000768,-0.259421583663
ACH-000769,-0.621968853559
ACH-000770,-0.257530046116
ACH-000771,-0.172200146741
ACH-000773,-0.457280064455
ACH-000776,-0.356925519358
ACH-000777,-0.205549019485
ACH-000778,-0.267542080656
ACH-000781,-0.269788951392
ACH-000782,-0.7883613875059999
ACH-000783,-0.564796430394
ACH-000784,-0.266717850889
ACH-000785,-0.408830575736
ACH-000787,-0.36765481221
ACH-000788,-0.45904190316200005
ACH-000791,-0.5509855070449999
ACH-000792,-0.321963089124
ACH-000794,-0.541022508403
ACH-000796,-0.18593598307
ACH-000799,-0.538923052768
ACH-000800,-0.6472060031019999
ACH-000802,-0.36625066978200005
ACH-000804,-0.36935683091
ACH-000805,-0.653384263193
ACH-000809,-0.626263257478
ACH-000810,-0.843300222919
ACH-000811,-0.36797553061399996
ACH-000817,-0.241777012835
ACH-000819,-0.45415487373999996
ACH-000820,-0.211635426589
ACH-000821,-0.187831742391
ACH-000822,-0.26818179793200003
ACH-000823,-0.383615253804
ACH-000824,-0.395563222605
ACH-000827,-0.395887569572
ACH-000829,-0.420907566039
ACH-000831,-0.416222353723
ACH-000832,-0.24411933595600002
ACH-000833,-0.237803922244
ACH-000834,-0.399210298388
ACH-000835,-0.37138485016999995
ACH-000836,0.05550302141459999
ACH-000837,-0.386957710606
ACH-000838,-0.274471506937
ACH-000839,-0.436496678612
ACH-000840,-0.7444665179180001
ACH-000841,-0.32035493179499996
ACH-000843,-0.848528978231
ACH-000846,-0.174618246985
ACH-000847,-0.462783703323
ACH-000848,-0.346279811844
ACH-000849,-0.206389148737
ACH-000851,-0.404701367365
ACH-000855,-0.234310424385
ACH-000856,-0.531245069828
ACH-000858,-0.236629373802
ACH-000859,-0.48563909830799995
ACH-000861,-0.33474860824
ACH-000862,-0.134196355562
ACH-000865,-0.33354660058
ACH-000866,-0.352891397371
ACH-000867,-0.296136270798
ACH-000869,-0.316369821259
ACH-000872,-0.385046355344
ACH-000873,-0.48676223374899996
ACH-000876,-0.281173154873
ACH-000878,-0.22964017620000002
ACH-000880,-0.171463675277
ACH-000881,-0.739908237612
ACH-000882,-0.196290900608
ACH-000884,-0.294059131512
ACH-000885,-0.448350491649
ACH-000887,-0.522548636389
ACH-000888,-0.46592504398199996
ACH-000889,-0.331464803789
ACH-000890,-0.503718520243
ACH-000896,-0.23699013581599998
ACH-000898,-0.26961933488
ACH-000900,-0.647313557864
ACH-000901,-0.6728597424989999
ACH-000905,-0.758312923016
ACH-000906,-0.365258870713
ACH-000907,-0.8329441899009999
ACH-000910,-0.0932412476827
ACH-000911,-0.37026246067
ACH-000912,-0.495612683723
ACH-000913,-0.552853419649
ACH-000915,-0.312543554692
ACH-000916,-0.0950975220491
ACH-000917,-0.22066427139000003
ACH-000921,-0.597953785412
ACH-000924,-0.21259276423
ACH-000926,-0.229456116101
ACH-000928,-0.6424157094430001
ACH-000929,-0.47577365599
ACH-000932,-0.323574652486
ACH-000935,-0.465369187214
ACH-000936,-0.24887283303100002
ACH-000937,-0.457876871812
ACH-000938,-0.34270276210600004
ACH-000939,-0.08637962082930001
ACH-000941,-0.23367604718600002
ACH-000943,-0.284742955928
ACH-000946,-0.532443668713
ACH-000947,-0.438227608101
ACH-000948,-0.5215398764679999
ACH-000950,-0.232723376948
ACH-000953,-0.43539470779100004
ACH-000957,-0.5367794368419999
ACH-000958,-0.26791606094
ACH-000960,-0.159682376638
ACH-000963,-0.451837639936
ACH-000968,-0.6489536733860001
ACH-000969,-0.574806927899
ACH-000973,-0.342077424298
ACH-000974,-0.44267980368500004
ACH-000975,-0.208925961995
ACH-000976,-0.41015928944799995
ACH-000978,-0.603892061841
ACH-000980,-0.248359393937
ACH-000984,-0.621713581095
ACH-000986,-0.36153451534100006
ACH-000988,-0.242991804596
ACH-000993,-0.401452912835
ACH-000994,-0.315167228446
ACH-000996,-0.755357117431
ACH-001001,-0.271989964383
ACH-001020,-0.0935333548639
ACH-001028,-0.37828025990599995
ACH-001031,-0.394779198472
ACH-001038,-0.333479249182
ACH-001048,-0.44860256964100004
ACH-001050,-0.89449511448
ACH-001053,-0.394955267694
ACH-001054,-0.532763490573
ACH-001061,-0.15908745033500002
ACH-001067,-0.658929101084
ACH-001075,-0.130696704706
ACH-001096,-0.05144025741140001
ACH-001128,0.44960070623099996
ACH-001134,-0.45838325383100004
ACH-001151,-0.307237560871
ACH-001163,-0.40231832364799996
ACH-001164,-0.46391849671700003
ACH-001173,-0.297290259336
ACH-001183,-0.440500719709
ACH-001184,-0.471815656377
ACH-001190,-0.444929147957
ACH-001192,-0.315888116056
ACH-001193,-0.247382009095
ACH-001196,-0.286196177013
ACH-001197,-0.844785466195
ACH-001205,-0.489582396432
ACH-001211,-0.23162088308899997
ACH-001212,-0.547329989925
ACH-001228,-0.298412365313
ACH-001232,-0.383628207495
ACH-001239,-0.399832508498
ACH-001274,-0.5005186673309999
ACH-001275,-0.237763187883
ACH-001277,-0.0750530707051
ACH-001278,-0.302290738487
ACH-001280,-0.17351242455899998
ACH-001283,-0.593853716828
ACH-001289,-0.513048087449
ACH-001295,-0.642265333103
ACH-001300,-0.38515539248499997
ACH-001301,-0.39248285923500004
ACH-001302,-0.425895440044
ACH-001303,-0.528138752332
ACH-001306,-0.20444874765999999
ACH-001318,-0.456479109334
ACH-001322,-0.138428437498
ACH-001328,-0.5254668492450001
ACH-001332,-0.38938886301799996
ACH-001333,-0.407567680396
ACH-001336,-0.279687198668
ACH-001340,-0.211215825389
ACH-001346,-0.24334161278000002
ACH-001353,-0.22147887541900002
ACH-001354,-0.424840828013
ACH-001367,-0.434416551282
ACH-001368,-0.38428103098000005
ACH-001374,-0.11305661639799999
ACH-001375,-0.71097123921
ACH-001377,-0.38493477542800003
ACH-001380,-0.5230546336909999
ACH-001391,-0.410060699565
ACH-001407,-0.327373321042
ACH-001408,-0.57254484372
ACH-001413,-0.5902067544290001
ACH-001430,-0.37531228485600004
ACH-001431,-0.7837451043800001
ACH-001450,-0.285813240252
ACH-001496,-0.13424826842
ACH-001500,-0.22491484709000004
ACH-001521,-0.37789256166699997
ACH-001523,-0.329343680093
ACH-001532,-0.486882712012
ACH-001536,-0.20807391457000002
ACH-001550,-0.172692383213
ACH-001552,-0.484950993403
ACH-001554,-0.408612796386
ACH-001645,-0.722861566647
ACH-001654,-0.461122694144
ACH-001715,-0.443120302557
ACH-001735,-0.35482986613399997
ACH-001736,-0.37481758160499995
ACH-001737,-0.976111426371
ACH-001740,-0.0715193062677
