,SNTB2 (6645)
ACH-000004,-0.344705070546
ACH-000007,-0.00500009287011
ACH-000009,-0.12112539445
ACH-000011,-0.0947697568527
ACH-000012,-0.25233408627099996
ACH-000013,-0.364447239525
ACH-000014,-0.186713155815
ACH-000015,-0.10247759212799999
ACH-000017,-0.0887850099296
ACH-000018,-0.348108939223
ACH-000019,-0.0993504831742
ACH-000021,-0.150734207035
ACH-000022,-0.242602147446
ACH-000025,-0.5477849944200001
ACH-000028,-0.0456087650016
ACH-000030,-0.081749132354
ACH-000035,-0.15223407080499998
ACH-000036,-0.19879045655000002
ACH-000037,-0.466151121551
ACH-000039,-0.328141700781
ACH-000040,-0.0568551677048
ACH-000041,-0.13298781434100002
ACH-000042,-0.32323308841
ACH-000045,-0.23293248430799998
ACH-000047,-0.0009140961098350001
ACH-000052,-0.22229481994000003
ACH-000053,-0.171559145233
ACH-000054,-0.082247044036
ACH-000055,-0.13468981633899998
ACH-000060,-0.141673855547
ACH-000067,-0.317920606236
ACH-000070,-0.06548553720610001
ACH-000075,-0.553267082597
ACH-000078,-0.24226383319800002
ACH-000082,-0.193417396631
ACH-000085,-0.224414567074
ACH-000086,-0.126680571655
ACH-000087,-0.308970477769
ACH-000092,-0.156432874458
ACH-000095,-0.296411549276
ACH-000097,-0.36234513248499994
ACH-000098,-0.041176487043400004
ACH-000099,-0.14810889899399998
ACH-000108,-0.28074422666
ACH-000113,-0.191837447487
ACH-000115,-0.0306395652367
ACH-000116,0.0047184302111899995
ACH-000118,-0.013297121029
ACH-000120,-0.314234551488
ACH-000123,-0.31357116886
ACH-000127,-0.326224808448
ACH-000128,-0.191698562
ACH-000132,-0.357841914525
ACH-000133,-0.137126307947
ACH-000137,-0.37536751571800003
ACH-000138,-0.137621412976
ACH-000142,-0.307200917201
ACH-000143,-0.21277481287500002
ACH-000146,-0.21960879549400003
ACH-000148,-0.22764471687399998
ACH-000150,-0.129737394308
ACH-000152,-0.168931249397
ACH-000153,0.021660348633500002
ACH-000159,-0.234558982821
ACH-000160,-0.108766617862
ACH-000163,-0.0173372410294
ACH-000167,-0.19669463042100002
ACH-000168,-0.21622611779399997
ACH-000169,-0.14511371456
ACH-000178,-0.312459574937
ACH-000182,-0.21554284723900002
ACH-000183,-0.204762028807
ACH-000188,-0.011141551183700001
ACH-000189,0.086878171622
ACH-000190,-0.127166125463
ACH-000198,-0.116050277292
ACH-000204,-0.527954490495
ACH-000206,-0.09844015681489998
ACH-000207,-0.47464308159699997
ACH-000211,-0.325605227046
ACH-000215,-0.20855806922200001
ACH-000221,-0.274038356714
ACH-000222,0.00604579128742
ACH-000223,-0.236596947637
ACH-000226,-0.10421754507400001
ACH-000227,-0.10127560053099999
ACH-000228,-0.208990810753
ACH-000231,-0.206991810767
ACH-000232,-0.134246372045
ACH-000233,-0.253091621348
ACH-000234,-0.198356502103
ACH-000235,-0.172129252074
ACH-000237,-0.219277968669
ACH-000238,0.022591126871099997
ACH-000243,-0.19073065939599998
ACH-000244,-0.17116853937399998
ACH-000246,-0.09055550656860001
ACH-000248,-0.123163574177
ACH-000250,-0.147150793834
ACH-000251,-0.412314180105
ACH-000253,-0.203774908692
ACH-000255,-0.0678149054698
ACH-000256,0.023512888122700002
ACH-000257,-0.048206304623
ACH-000258,-0.373870937279
