,SDHAF2 (54949)
ACH-000004,-0.487124826345
ACH-000007,-0.636342957019
ACH-000009,-0.649086011409
ACH-000011,-0.6960942128550001
ACH-000012,-0.552043121904
ACH-000013,-0.414984274465
ACH-000014,-0.7785212346670001
ACH-000015,-0.35524654872100003
ACH-000017,-0.647216163445
ACH-000018,-0.538933959916
ACH-000019,-0.8102297587360001
ACH-000021,-0.6842782384739999
ACH-000022,-0.641589530549
ACH-000025,-0.525535533008
ACH-000028,-0.47050282264
ACH-000030,-0.75811490447
ACH-000035,-0.521938341107
ACH-000036,-0.6948251846119999
ACH-000037,-0.691056015454
ACH-000039,-0.8026320806999999
ACH-000040,-0.766867164672
ACH-000041,-0.7530815933789999
ACH-000042,-0.754069248888
ACH-000045,-0.7634775731219999
ACH-000047,-0.805924763839
ACH-000052,-0.574311155645
ACH-000053,-0.551147514853
ACH-000054,-0.5492647129770001
ACH-000055,-0.689419606746
ACH-000060,-0.313753389379
ACH-000067,-0.5502517270489999
ACH-000070,-0.9630429951389999
ACH-000075,-0.621321298253
ACH-000078,-0.44935616269100004
ACH-000082,-0.886691630833
ACH-000085,-0.8246933193279999
ACH-000086,-0.7018524357189999
ACH-000087,-0.5402000755899999
ACH-000092,-0.637045476682
ACH-000095,-0.5949539666879999
ACH-000097,-0.641061081146
ACH-000098,-0.432546672952
ACH-000099,-0.690018644501
ACH-000108,-0.808812299676
ACH-000113,-0.719148779695
ACH-000115,-0.692542663021
ACH-000116,-0.7666433136399999
ACH-000118,-0.864687583628
ACH-000120,-0.5527046195390001
ACH-000123,-0.6348651887210001
ACH-000127,-0.558400034713
ACH-000128,-0.585274185711
ACH-000132,-0.618700015718
ACH-000133,-0.8670502730480001
ACH-000137,-0.896896376927
ACH-000138,-0.877859635124
ACH-000142,-0.625451246101
ACH-000143,-0.47155740621299996
ACH-000146,-0.6300114753880001
ACH-000148,-0.569285952377
ACH-000150,-0.579136714873
ACH-000152,-0.5136485788090001
ACH-000153,-0.651796617416
ACH-000159,-0.696277140044
ACH-000160,-0.9409165833840001
ACH-000163,-0.536063920235
ACH-000167,-0.7836277546320001
ACH-000168,-0.591002700335
ACH-000169,-0.59305883448
ACH-000178,-0.53988411468
ACH-000182,-0.522183426304
ACH-000183,-0.8880143922229999
ACH-000188,-0.675969054721
ACH-000189,-0.662069898573
ACH-000190,-0.669585258513
ACH-000198,-0.6740892268970001
ACH-000204,-0.488717705464
ACH-000206,-0.5342706652279999
ACH-000207,-1.0852442702299998
ACH-000211,-0.596439107021
ACH-000215,-0.554062247702
ACH-000221,-0.7090434069079999
ACH-000222,-0.866670281832
ACH-000223,-0.841424122186
ACH-000226,-0.884127240702
ACH-000227,-1.01330515928
ACH-000228,-0.511105202429
ACH-000231,-0.452636215325
ACH-000232,-0.424323746473
ACH-000233,-0.599106996565
ACH-000234,-0.545706538969
ACH-000235,-0.6651516168370001
ACH-000237,-0.5089018802
ACH-000238,-0.898470164444
ACH-000243,-0.627940400957
ACH-000244,-0.63438219485
ACH-000246,-0.6975521998459999
ACH-000248,-0.50673241452
ACH-000250,-0.534108178655
ACH-000251,-0.7560472086839999
ACH-000253,-0.675770887332
ACH-000255,-0.35761158934199994
ACH-000256,-0.645849832733
ACH-000257,-0.41154825561999997
ACH-000258,-0.8093384806899999
ACH-000259,-0.782804697941
ACH-000260,-0.461962110652
ACH-000261,-0.734772457826
ACH-000262,-0.50930910478
ACH-000263,-0.333187609516
ACH-000264,-0.719727400506
ACH-000265,-0.737398216391
ACH-000266,-0.660704320634
ACH-000272,-0.646024419185
ACH-000273,-0.718342872362
ACH-000274,-0.55461733472
ACH-000277,-0.45132885598899997
ACH-000278,-0.524251837552
ACH-000279,-0.49493775210100005
ACH-000280,-0.49804273828699996
ACH-000281,-0.662448381705
ACH-000288,-0.61886770562
ACH-000291,-0.540833153243
ACH-000293,-0.9548726664910001
ACH-000294,-0.664852468545
ACH-000295,-0.6985349885940001
ACH-000296,-0.624193237981
ACH-000302,-0.46705743801000005
ACH-000304,-0.813216006828
ACH-000307,-0.76593490844
ACH-000308,-0.856370233318
ACH-000310,-0.8116187791220001
ACH-000311,-0.7805930271029999
ACH-000312,-0.58829235635
ACH-000315,-0.541192643267
ACH-000316,-0.633658494423
ACH-000317,-0.7307587013979999
ACH-000318,-0.687596227385
ACH-000319,-0.58484719041
ACH-000320,-0.78351809892
ACH-000322,-0.7074730807709999
ACH-000323,-0.562126832211
