,IFI44L (10964)
ACH-000004,0.006052442607289999
ACH-000007,-0.255780996189
ACH-000009,-0.26106242065699997
ACH-000011,-0.009038818658819999
ACH-000012,-0.169696673063
ACH-000013,-0.13286378652699998
ACH-000014,-0.297118730885
ACH-000015,-0.0627720647431
ACH-000017,-0.203139138378
ACH-000018,-0.115563816993
ACH-000019,-0.010798540328
ACH-000021,-0.376298341593
ACH-000022,-0.0422507935331
ACH-000025,-0.382798443428
ACH-000028,-0.194908875641
ACH-000030,-0.23524016033000003
ACH-000035,-0.141013855297
ACH-000036,-0.285555492916
ACH-000037,-0.0394532285688
ACH-000039,-0.297968554076
ACH-000040,-0.0666594093111
ACH-000041,-0.24422616792500002
ACH-000042,-0.09579958495110001
ACH-000045,-0.20092405647
ACH-000047,-0.052342165302999996
ACH-000052,-0.0827900116653
ACH-000053,-0.23193679900699998
ACH-000054,-0.128499208723
ACH-000055,-0.08693709531189998
ACH-000060,-0.133272957405
ACH-000067,-0.06758146918829999
ACH-000070,-0.359430828003
ACH-000075,0.0629303130921
ACH-000078,-0.49186739366800003
ACH-000082,-0.0139281932863
ACH-000085,-0.0908174082578
ACH-000086,-0.163203916635
ACH-000087,0.057771707285900004
ACH-000092,-0.113669575381
ACH-000095,-0.13143777530099998
ACH-000097,-0.0899368245349
ACH-000098,-0.141728214147
ACH-000099,-0.17702535450399998
ACH-000108,-0.13196654003699998
ACH-000113,-0.07446511875539999
ACH-000115,0.00918336673502
ACH-000116,-0.0899054622236
ACH-000118,-0.187089779848
ACH-000120,-0.138433605484
ACH-000123,-0.28399943665
ACH-000127,-0.0598363625748
ACH-000128,-0.198697983721
ACH-000132,-0.216484531681
ACH-000133,-0.320616631966
ACH-000137,-0.227511472302
ACH-000138,-0.196585890665
ACH-000142,-0.06607809407269999
ACH-000143,-0.27455106346700003
ACH-000146,-0.20665295513300003
ACH-000148,-0.168039365955
ACH-000150,-0.325744362528
ACH-000152,-0.11234950315600001
ACH-000153,-0.126187538438
ACH-000159,-0.255143715396
ACH-000160,-0.25900354204
ACH-000163,-0.0187245278252
ACH-000167,-0.246253043386
ACH-000168,-0.123624486294
ACH-000169,-0.0549164494054
ACH-000178,0.0472003538624
ACH-000182,0.105501676732
ACH-000183,-0.09905539181339999
ACH-000188,0.005984041948300001
ACH-000189,0.0409503563825
ACH-000190,-0.0581830846491
ACH-000198,-0.17491346154399998
ACH-000204,-0.027299650764200004
ACH-000206,-0.13217738352299999
ACH-000207,-0.24913896989300002
ACH-000211,-0.029520951878400002
ACH-000215,-0.126918234532
ACH-000221,0.0373120550616
ACH-000222,-0.27705838952100004
ACH-000223,-0.164647379813
ACH-000226,-0.203970910159
ACH-000227,-0.254495320341
ACH-000228,-0.058204673849300004
ACH-000231,-0.11014001826400001
ACH-000232,-0.111636046816
ACH-000233,-0.173431535792
ACH-000234,-0.022170475260999998
ACH-000235,-0.0948079887051
ACH-000237,-0.23442948164000002
ACH-000238,-0.316488170331
ACH-000243,-0.139246926804
ACH-000244,-0.115667065183
ACH-000246,-0.111415883187
ACH-000248,-0.0998809326213
ACH-000250,-0.158781077259
ACH-000251,-0.504024117389
ACH-000253,-0.101537256327
ACH-000255,-0.08646413542300001
ACH-000256,-0.102660192498
ACH-000257,-0.20543865530699998
ACH-000258,-0.0338953486725
ACH-000259,-0.162448069029
ACH-000260,-0.154824135892
ACH-000261,-0.06876692774069999
ACH-000262,-0.369400280537
ACH-000263,-0.0397284346443
ACH-000264,-0.166641284565
ACH-000265,-0.280546184043
ACH-000266,-0.147402190562
ACH-000272,-0.20917156955
ACH-000273,-0.238212639103
ACH-000274,-0.166021246763
ACH-000277,-0.10544022321100001
ACH-000278,-0.166104847896
ACH-000279,-0.288909020053
ACH-000280,-0.00683029604128
ACH-000281,-0.0586378832215
ACH-000288,-0.290639713067
ACH-000291,-0.145950982257
ACH-000293,-0.0578829856783
ACH-000294,-0.297271928406
ACH-000295,-0.256285936894
ACH-000296,-0.398491828881
ACH-000302,-0.279733943725
ACH-000304,0.009357780396709998
ACH-000307,-0.18929565154199998
ACH-000308,-0.113185206845
ACH-000310,-0.578826907754
ACH-000311,-0.296018814222
ACH-000312,-0.167753318969
ACH-000315,-0.0922933390779
ACH-000316,-0.0518019835951
ACH-000317,-0.0500386600516
ACH-000318,0.0147025777327
ACH-000319,-0.23198267370499998
ACH-000320,-0.19744075112999998
ACH-000322,-0.09107303680710001
ACH-000323,-0.25585526817
ACH-000324,-0.222223531694
ACH-000329,-0.17262184627500002
ACH-000330,-0.239778862424
ACH-000331,-0.222855227273
ACH-000332,-0.10576196068
ACH-000334,-0.147561744101
ACH-000335,-0.12293668863299999
ACH-000336,-0.140361937909
ACH-000337,0.0994878368547
ACH-000339,-0.18413543131299998
ACH-000341,-0.037826743049900004
ACH-000348,-0.168563163124
ACH-000350,-0.0859981820438
ACH-000352,0.0346271265905
ACH-000356,-0.411653584424
ACH-000361,-0.204665055701
ACH-000362,-0.10868721748
ACH-000363,-0.0664327272987
ACH-000364,-0.000434624984813
ACH-000365,-0.16662293153899999
ACH-000366,-0.237805073557
ACH-000368,-0.163767264127
ACH-000374,-0.33679941475100006
ACH-000375,-0.013238494239
ACH-000376,-0.0666154773819
ACH-000381,-0.049448468804
ACH-000383,-0.214904977735
ACH-000387,-0.164956395374
ACH-000389,-0.043130449168400004
ACH-000390,-0.0927687351841
ACH-000393,-0.0484418316507
ACH-000395,-0.24183318770799997
ACH-000397,-0.0587509068572
ACH-000401,-0.0737910709949
ACH-000402,-0.236472098048
ACH-000403,-0.04783950665
ACH-000404,0.364245267359
ACH-000406,-0.149522678556
ACH-000407,-0.16646910076500002
ACH-000408,-0.270675833467
ACH-000410,-0.17858950147100003
ACH-000411,-0.238879267232
ACH-000414,-0.111968617016
ACH-000415,-0.165942359939
ACH-000416,-0.07860935094339999
ACH-000420,-0.104012257348
ACH-000421,-0.10394520049900001
ACH-000424,0.045278074782300004
ACH-000425,-0.00704993964086
ACH-000426,-0.0100293007708
ACH-000427,-0.266675591735
ACH-000433,0.00920617762015
ACH-000436,-0.0561745481103
ACH-000444,-0.00837069485004
ACH-000445,0.00500277717497
ACH-000448,-0.0916351530782
ACH-000450,0.107860705699
ACH-000452,-0.156487605626
ACH-000454,-0.103006618866
ACH-000458,-0.111664700296
ACH-000459,0.296756281222
ACH-000460,-0.227400884472
ACH-000461,-0.017860924935
ACH-000463,-0.169869581728
ACH-000464,-0.0843847950609
ACH-000466,0.021321128170699997
ACH-000467,-0.0656263901666
ACH-000468,-0.147522723268
ACH-000469,-0.19127497016
ACH-000470,-0.238455513948
ACH-000471,-0.0161863662928
ACH-000472,-0.132498184481
ACH-000473,0.0539339615146
ACH-000475,-0.128411834057
ACH-000476,-0.0930918090294
ACH-000477,0.047540164853600006
ACH-000480,-0.0319338740111
ACH-000481,-0.20016146959399997
ACH-000483,-0.137031407528
ACH-000484,-0.15840077930500002
ACH-000485,0.077308682291
ACH-000486,-0.169896274735
ACH-000487,-0.0444576625294
ACH-000488,-0.0608332800036
ACH-000490,-0.02494973519
ACH-000491,-0.28712649616
ACH-000495,-0.23377955403700001
ACH-000496,-0.285278492522
ACH-000499,-0.116616915101
ACH-000500,-0.114300850085
ACH-000502,-0.103482776096
ACH-000503,-0.176500464685
ACH-000505,-0.133114802236
ACH-000507,-0.143569872313
ACH-000510,-0.115331150904
ACH-000511,-0.13652982022399998
ACH-000512,-0.0179772383503
ACH-000516,-0.0395079604606
ACH-000517,-0.139001652063
ACH-000518,0.0617697961766
ACH-000520,-0.170811731066
ACH-000521,-0.195058886994
ACH-000522,-0.319071527148
ACH-000524,-0.108114409123
ACH-000527,-0.125633585567
ACH-000528,-0.187058331439
ACH-000537,-0.039028003829699995
ACH-000541,-0.23670974487
ACH-000542,-0.18234885736200002
ACH-000544,-0.19712642824700002
ACH-000545,-0.258485255236
