,EMR3 (84658)
ACH-000004,-0.005404102338659999
ACH-000007,-0.0332548431986
ACH-000009,0.133032878323
ACH-000011,0.197545498697
ACH-000012,0.0657941314072
ACH-000013,0.0637688218756
ACH-000014,0.19911612118500002
ACH-000015,-0.09499792438889999
ACH-000017,0.17087697271
ACH-000018,0.213760480009
ACH-000019,-0.0432789174892
ACH-000021,-0.148384876504
ACH-000022,0.146006568271
ACH-000025,0.07541289994889999
ACH-000028,0.023604837590400003
ACH-000030,-0.0637139406685
ACH-000035,-0.198373545363
ACH-000036,0.129029654004
ACH-000037,0.023023893363799997
ACH-000039,-0.0229070253377
ACH-000040,0.07889272934560002
ACH-000041,0.0386560868565
ACH-000042,0.0191694906896
ACH-000045,0.134036147943
ACH-000047,0.08493768455839999
ACH-000052,-0.0293412321511
ACH-000053,0.0783992498853
ACH-000054,0.0983417222842
ACH-000055,0.20936367596799998
ACH-000060,0.143623373493
ACH-000067,-0.016439784495399998
ACH-000070,0.24644704623000002
ACH-000075,0.273736330618
ACH-000078,-0.0169243353235
ACH-000082,0.053443351125199996
ACH-000085,0.017670043208000002
ACH-000086,0.18183099054000001
ACH-000087,-0.048597141967400004
ACH-000092,0.09767071348539999
ACH-000095,0.07230303313110001
ACH-000097,0.139861149011
ACH-000098,0.204408397016
ACH-000099,0.0870434679597
ACH-000108,-0.024975473409799998
ACH-000113,0.125317978541
ACH-000115,-0.15479527997
ACH-000116,-0.00771897733869
ACH-000118,-0.0596587356005
ACH-000120,0.00488183248665
ACH-000123,0.14473419718299999
ACH-000127,0.0366769858424
ACH-000128,0.059444984030900004
ACH-000132,0.070934012774
ACH-000133,0.180640410278
ACH-000137,-0.09751284219419999
ACH-000138,-0.123013435894
ACH-000142,-0.11495408197899999
ACH-000143,-0.09071798851669999
ACH-000146,-0.024614377697400002
ACH-000148,0.139979283246
ACH-000150,-0.150374294157
ACH-000152,0.15797757123
ACH-000153,0.43570871732
ACH-000159,0.08766723742860001
ACH-000160,0.253882257407
ACH-000163,-0.00806589981278
ACH-000167,-0.159487177433
ACH-000168,-0.106570363031
ACH-000169,0.14558651700300002
ACH-000178,0.0306599136948
ACH-000182,0.117306154196
ACH-000183,0.12375177336200001
ACH-000188,-0.102220641885
ACH-000189,0.09409945345899999
ACH-000190,0.34207777920000004
ACH-000198,-0.0106375722462
ACH-000204,0.015022368859700002
ACH-000206,0.219142570633
ACH-000207,0.16261238582499998
ACH-000211,-0.00306785317091
ACH-000215,0.0335989524249
ACH-000221,0.124673254029
ACH-000222,-0.052838789604699996
ACH-000223,0.06606200774439999
ACH-000226,0.128497654363
ACH-000227,0.287748558456
ACH-000228,0.317190165551
ACH-000231,0.09399456082280001
ACH-000232,0.0527490032821
ACH-000233,-0.103824421009
ACH-000234,-0.04373728721800001
ACH-000235,0.024039508227800002
ACH-000237,0.0252361011754
ACH-000238,-0.0335310825534
ACH-000243,0.0469481583502
ACH-000244,0.0522040995381
ACH-000246,0.0567246070727
ACH-000248,0.0569192812601
ACH-000250,0.17544505871
ACH-000251,-0.377223991413
ACH-000253,0.18247370121
ACH-000255,-0.101425138217
ACH-000256,0.21002448166700002
ACH-000257,0.117185526175
ACH-000258,0.284155272649
ACH-000259,0.10059610051000001
ACH-000260,0.000602351100689
ACH-000261,0.0735258370445
ACH-000262,0.031931298870099996
ACH-000263,0.0822363697128
ACH-000264,0.14083859035000001
ACH-000265,0.137338053126
ACH-000266,0.135936843092
ACH-000272,-0.0758613773455
ACH-000273,0.141956418557
ACH-000274,0.24721236818000003
ACH-000277,0.15252571300999998
ACH-000278,-0.186230995497
ACH-000279,0.165467022693
ACH-000280,0.12298166470899999
ACH-000281,0.235520782029
ACH-000288,0.272937525504
ACH-000291,-0.174507251754
ACH-000293,0.283446640356
ACH-000294,-0.0765731371616
ACH-000295,0.14947720465999997
ACH-000296,-0.23020016552900002
ACH-000302,-0.108955166904
ACH-000304,-0.252529132845
ACH-000307,-0.0786136367847
ACH-000308,0.162787811576
ACH-000310,-0.06872338545819999
ACH-000311,-0.18676631837000002
ACH-000312,0.119340745831
ACH-000315,-0.00206823315169
ACH-000316,0.246070090827
ACH-000317,0.13946177373500002
ACH-000318,-0.0355851576524
ACH-000319,-0.0810266970475
ACH-000320,0.0363518586983
ACH-000322,0.22914263829300002
ACH-000323,0.151392595714
ACH-000324,0.060266443580599995
ACH-000329,0.19086163952500002
ACH-000330,0.20807974557199999
ACH-000331,0.152911330204
ACH-000332,0.00376422157756
ACH-000334,0.0208208240667
ACH-000335,0.22408548291400002
ACH-000336,0.304274352778
ACH-000337,0.22926614775100002
ACH-000339,0.05394336414630001
ACH-000341,-0.30052573549899997
ACH-000348,-0.07449851634869999
ACH-000350,0.148655794984
ACH-000352,0.217095726426
ACH-000356,-0.060770407331999995
ACH-000361,0.0273100259651
ACH-000362,0.048367516973800005
ACH-000363,0.149557769714
ACH-000364,0.115509555483
ACH-000365,0.25957705863499997
ACH-000366,-0.0181460964031
ACH-000368,0.0477111919238
ACH-000374,-0.00647569783648
ACH-000375,-0.0779430941225
ACH-000376,0.192220795317
ACH-000381,0.158102755384
ACH-000383,0.07282338408160001
