,HLA-F (3134)
ACH-000004,-0.6960133919
ACH-000007,-0.0177830039916
ACH-000009,-0.17628974715999998
ACH-000011,-0.326263595083
ACH-000012,-0.20800249297
ACH-000013,-0.166963820717
ACH-000014,-0.017272393224400003
ACH-000015,-0.210548577618
ACH-000017,-0.205904323507
ACH-000018,-0.494479807659
ACH-000019,-0.17897367149799998
ACH-000021,-0.0775251252235
ACH-000022,-0.268819561475
ACH-000025,-0.28084482492699997
ACH-000028,-0.0204561734447
ACH-000030,-0.154789230219
ACH-000035,-0.120841107851
ACH-000036,-0.37719986586099996
ACH-000037,-0.327832852495
ACH-000039,-0.0731439853645
ACH-000040,-0.19827734091600002
ACH-000041,-0.400666543305
ACH-000042,-0.155198617688
ACH-000045,0.0825822487327
ACH-000047,-0.305428276525
ACH-000052,-0.199233222405
ACH-000053,-0.298685590428
ACH-000054,-0.177325902548
ACH-000055,-0.0918522432734
ACH-000060,-0.174683628862
ACH-000067,-0.125086304574
ACH-000070,-0.31564620401
ACH-000075,-0.6878013198649999
ACH-000078,-0.184297852634
ACH-000082,-0.240845630044
ACH-000085,-0.161735485898
ACH-000086,-0.188077032231
ACH-000087,-0.267941467708
ACH-000092,-0.313394387364
ACH-000095,-0.25846325978
ACH-000097,-0.201199383413
ACH-000098,-0.17404393205200003
ACH-000099,-0.200643057416
ACH-000108,-0.030114757384200004
ACH-000113,-0.290028766367
ACH-000115,-0.666798120013
ACH-000116,-0.04251890197909999
ACH-000118,-0.172135580913
ACH-000120,-0.194571457025
ACH-000123,-0.0644063337746
ACH-000127,-0.307707252732
ACH-000128,-0.5109855981710001
ACH-000132,-0.007809855070869999
ACH-000133,-0.0923092434091
ACH-000137,-0.349509142303
ACH-000138,-0.24177543139000002
ACH-000142,-0.290396735807
ACH-000143,-0.197962079804
ACH-000146,-0.148551341493
ACH-000148,-0.234447217456
ACH-000150,-0.18131596972300001
ACH-000152,-0.253828254795
ACH-000153,-0.129996838796
ACH-000159,-0.186701156134
ACH-000160,-0.338665452354
ACH-000163,-0.318743895916
ACH-000167,-0.251481301606
ACH-000168,-0.11318987339099999
ACH-000169,-0.025997681117599997
ACH-000178,-0.128995620821
ACH-000182,-0.336009582825
ACH-000183,0.08048113765920001
ACH-000188,-0.208260753657
ACH-000189,-0.161915484013
ACH-000190,-0.567771643337
ACH-000198,-0.379790587653
ACH-000204,-0.294828484983
ACH-000206,-0.325680901566
ACH-000207,-0.483427331316
ACH-000211,-0.283892993669
ACH-000215,-0.221400273983
ACH-000221,-0.410338198355
ACH-000222,-0.301507199141
ACH-000223,-0.24369374791600001
ACH-000226,-0.391496419652
ACH-000227,-0.185138694108
ACH-000228,-0.21742641888099998
ACH-000231,-0.133333341114
ACH-000232,-0.044661933239900004
ACH-000233,-0.44677943821599997
ACH-000234,-0.297075835418
ACH-000235,-0.259592476891
ACH-000237,-0.25111243378000003
ACH-000238,-0.48996903981299994
ACH-000243,-0.115843392232
ACH-000244,-0.37241766981299995
ACH-000246,0.032958620516499997
ACH-000248,-0.326554245985
ACH-000250,-0.39245440292499995
ACH-000251,-0.373346956883
ACH-000253,-0.19603107274599998
ACH-000255,-0.266276307238
ACH-000256,-0.36150993987700003
ACH-000257,0.0653770365808
ACH-000258,-0.267321199245
ACH-000259,-0.17147584819800002
ACH-000260,-0.037030958362300005
ACH-000261,-0.139081053949
ACH-000262,-0.0827440608759
ACH-000263,-0.425239931771
ACH-000264,-0.08448946931050001
ACH-000265,-0.231181900943
ACH-000266,-0.276606107474
ACH-000272,-0.226503028425
ACH-000273,-0.36193314599699994
ACH-000274,-0.18929459734700002
ACH-000277,-0.155315409523
ACH-000278,-0.177334407518
ACH-000279,-0.274687844554
ACH-000280,-0.315238708488
ACH-000281,-0.34953653934699996
ACH-000288,-0.27586895018
ACH-000291,-0.041175140948000004
ACH-000293,-0.24999805283000004
ACH-000294,0.0676497324304
ACH-000295,-0.12538308377000001
ACH-000296,-0.017488969682099998
ACH-000302,-0.16219146886299998
ACH-000304,0.32648498846
ACH-000307,-0.130676025482
ACH-000308,-0.0760438450689
ACH-000310,-0.0719544075143
ACH-000311,-0.22998520378000004
ACH-000312,-0.267023617925
ACH-000315,-0.334259138544
ACH-000316,-0.290150424222
ACH-000317,-0.213192778803
ACH-000318,-0.197588601997
ACH-000319,-0.152413073457
ACH-000320,-0.407869074807
ACH-000322,-0.12798860991699998
ACH-000323,-0.25887006562
ACH-000324,-0.238859536266
ACH-000329,-0.31527005190499996
ACH-000330,-0.360023642568
ACH-000331,-0.225299505263
ACH-000332,-0.23325720650899998
ACH-000334,-0.373408179148
ACH-000335,-0.316170108918
ACH-000336,0.0207158504932
ACH-000337,-0.123250877474
ACH-000339,-0.250559600806
ACH-000341,-0.37970324729000005
ACH-000348,-0.154277830567
ACH-000350,-0.09440424294569999
ACH-000352,-0.141507254935
ACH-000356,-0.5072063473349999
ACH-000361,-0.103070480429
ACH-000362,-0.41443161522200006
ACH-000363,-0.198060202432
ACH-000364,-0.351901006254
ACH-000365,-0.274536347792
ACH-000366,-0.133404667872
ACH-000368,-0.17718072019099998
ACH-000374,-0.506823454452
ACH-000375,-0.231918324278
ACH-000376,-0.348653264249
ACH-000381,-0.282694368588
ACH-000383,-0.268100277745
ACH-000387,-0.174069632069
ACH-000389,-0.0971598099034
ACH-000390,-0.38968898549000003
ACH-000393,-0.230224772791
ACH-000395,-0.495184586056
ACH-000397,-0.230410238347
ACH-000401,-0.15454241914300001
ACH-000402,-0.642183369618
ACH-000403,-0.317626230527
ACH-000404,0.0152615843606
ACH-000406,-0.290482844301
ACH-000407,-0.325916923694
ACH-000408,-0.261513160714
ACH-000410,-0.21630954149700002
ACH-000411,-0.187609667427
ACH-000414,-0.0481246561407
ACH-000415,-0.138296587708
ACH-000416,-0.210344394954
ACH-000420,-0.27991725525899996
ACH-000421,-0.152327229553
ACH-000424,-0.25043013745000003
ACH-000425,-0.36352151165200003
ACH-000426,-0.450422900093
ACH-000427,-0.0981752568103
ACH-000433,0.024545953071
ACH-000436,-0.34818501885200004
ACH-000444,-0.458962261518
ACH-000445,0.0220732089078
ACH-000448,-0.163646842359
ACH-000450,0.036424095078
ACH-000452,-0.130265389399
ACH-000454,-0.335908613493
ACH-000458,-0.174885511041
ACH-000459,-0.07591743495299999
ACH-000460,-0.358389010225
ACH-000461,-0.327400618708
ACH-000463,-0.274311372619
ACH-000464,-0.16950905936799998
ACH-000466,-0.192529723706
ACH-000467,-0.304062937754
ACH-000468,-0.0290874334296
ACH-000469,-0.26886607647599997
ACH-000470,-0.344585150548
ACH-000471,-0.00821969280654
ACH-000472,-0.24076528403900002
ACH-000473,-0.201873193326
ACH-000475,-0.184043030535
ACH-000476,-0.45598221105
ACH-000477,-0.14065328896600002
ACH-000480,-0.0361822176714
ACH-000481,-0.0828806944008
ACH-000483,-0.089227464635
ACH-000484,-0.237348514222
ACH-000485,-0.0764691993013
ACH-000486,-0.143741628699
ACH-000487,-0.250879714472
ACH-000488,-0.19013305644900003
ACH-000490,-0.0410116529714
ACH-000491,-0.0653280019801
ACH-000495,-0.10165975537699999
ACH-000496,-0.256160639531
ACH-000499,0.200551994314
ACH-000500,-0.0523024083653
ACH-000502,-0.294806211683
ACH-000503,-0.434365264754
ACH-000505,-0.181728886555
ACH-000507,-0.0573517436547
ACH-000510,-0.164194216471
ACH-000511,-0.25375143930300004
ACH-000512,-0.28827373484499996
ACH-000516,-0.37484296929399996
ACH-000517,-0.29735889737300003
ACH-000518,-0.24803070298399998
ACH-000520,-0.195891334001
ACH-000521,-0.37789748143299995
ACH-000522,-0.290937743412
ACH-000524,-0.413829627555
ACH-000527,-0.0804542102322
ACH-000528,-0.0060501521358800004
ACH-000537,-0.134675036347
ACH-000541,-0.344825525124
ACH-000542,-0.288708517381
ACH-000544,-0.224971199426
ACH-000545,-0.20658179800299997
ACH-000547,0.05438710707930001
ACH-000548,-0.237504450718
ACH-000549,-0.30781817754
ACH-000550,-0.324216474435
ACH-000552,-0.289994832502
ACH-000556,-0.0430317717934
ACH-000557,-0.176462207962
ACH-000570,-0.143652947276
ACH-000571,-0.126173357125
ACH-000573,-0.157091440791
ACH-000576,-0.37963621294100003
ACH-000580,-0.13231780860099998
ACH-000584,-0.129199714013
ACH-000585,-0.191820919767
ACH-000588,-0.274133859887
ACH-000589,-0.186327829912
ACH-000591,-0.29173935225000003
ACH-000593,-0.103073699804
ACH-000600,-0.0895411874928
ACH-000601,-0.0652323481912
ACH-000604,-0.521154931862
ACH-000605,-0.24070004506999998
ACH-000606,-0.178074379972
ACH-000608,-0.47288979623000005
ACH-000614,-0.112652507531
ACH-000616,-0.0405329202193
ACH-000618,-0.368379668494
ACH-000619,-0.23877768563700003
ACH-000620,-0.153172254783
ACH-000621,-0.174107251301
ACH-000622,-0.436275498459
ACH-000623,-0.23906548177099998
ACH-000624,-0.118439072675
ACH-000627,-0.34145444878
ACH-000630,-0.29159272685
ACH-000632,-0.236655246118
ACH-000633,-0.18083558636
ACH-000637,-0.43254837000699997
ACH-000638,-0.274252510849
ACH-000646,-0.316202671622
ACH-000647,-0.21943410329500002
ACH-000648,-0.18489628195500002
ACH-000649,-0.180482015572
ACH-000651,-0.09695205236639999
ACH-000652,-0.232280964318
ACH-000653,-0.234372910554
ACH-000657,-0.048377141287400005
ACH-000658,-0.26497065435199996
ACH-000661,-0.377740978011
ACH-000662,-0.235174248669
ACH-000663,-0.204059070208
ACH-000665,-0.138394318179
ACH-000671,-0.201597667418
ACH-000673,-0.13224727084000001
ACH-000676,-0.14743466167000002
ACH-000677,-0.18394421729000002
ACH-000681,-0.08088915737639998
ACH-000682,-0.433652817676
ACH-000683,-0.16818694065200002
ACH-000684,0.146167563424
ACH-000688,-0.298844650121
ACH-000693,-0.0767433710728
ACH-000694,-0.241070822096
ACH-000695,-0.21590924547200002
ACH-000696,-0.224312193282
ACH-000697,-0.04031931726580001
ACH-000699,-0.146319449873
ACH-000701,-0.409115402395
ACH-000706,-0.142410939528
ACH-000711,-0.22355162661
ACH-000713,-0.378272062575
ACH-000714,-0.129718530607
ACH-000718,-0.0196167491314
ACH-000720,-0.44461630091000004
ACH-000721,-0.212550558584
ACH-000724,-0.536009823375
ACH-000725,0.011449117233799998
ACH-000732,0.00499169628547
ACH-000734,-0.23368844798
ACH-000735,-0.08614031826469999
ACH-000736,-0.323335444136
ACH-000738,-0.09740512079989999
ACH-000746,-0.141604981583
ACH-000747,-0.114460921924
ACH-000748,-0.129088114768
ACH-000753,-0.15494259110300002
