,HLA-F (3134)
ACH-000756,-0.0392788266573
ACH-000757,0.0253893046392
ACH-000758,0.00282160769273
ACH-000760,-0.171983078851
ACH-000763,-0.520676522875
ACH-000764,-0.46801608898100006
ACH-000765,-0.12121265027599999
ACH-000766,-0.32736101357700004
ACH-000767,-0.187767540134
ACH-000768,-0.36731241957500005
ACH-000769,-0.0275428777496
ACH-000770,-0.33123180250100004
ACH-000771,-0.122786790687
ACH-000773,-0.41633550366899996
ACH-000776,-0.397635880486
ACH-000777,-0.522372723963
ACH-000778,-0.08442843030719999
ACH-000781,-0.23787639151299997
ACH-000782,0.08189908553780001
ACH-000783,-0.463751294502
ACH-000784,-0.193144423207
ACH-000785,-0.12363182633099999
ACH-000787,-0.34696137380000003
ACH-000788,-0.15330175660599998
ACH-000791,-0.0936275320531
ACH-000792,-0.351038629894
ACH-000794,-0.145486135194
ACH-000796,-0.147250086471
ACH-000799,-0.145995514481
ACH-000800,0.0388634585228
ACH-000802,-0.132501156574
ACH-000804,-0.12877591703500002
ACH-000805,-0.159040153649
ACH-000809,-0.21383852172
ACH-000810,-0.255438586334
ACH-000811,-0.213957256282
ACH-000817,-0.36393309784199995
ACH-000819,-0.396200858481
ACH-000820,0.129001634458
ACH-000821,-0.17167200421599998
ACH-000822,0.180197180391
ACH-000823,-0.130950246159
ACH-000824,-0.326811290752
ACH-000827,-0.330773721768
ACH-000829,-0.018252050168099998
ACH-000831,-0.271486530185
ACH-000832,-0.228225886378
ACH-000833,-0.079446703197
ACH-000834,-0.376524095251
ACH-000835,-0.196790703511
ACH-000836,-0.297134049819
ACH-000837,0.0251337969162
ACH-000838,-0.37769290380599996
ACH-000839,-0.18145948261599998
ACH-000840,-0.332429761929
ACH-000841,-0.165613351527
ACH-000843,-0.354990478341
ACH-000846,-0.384187785527
ACH-000847,-0.19662498601599998
ACH-000848,-0.156774555842
ACH-000849,-0.429556041155
ACH-000851,-0.0318420445995
ACH-000855,-0.270423888935
ACH-000856,-0.0040835139099499995
ACH-000858,-0.18767656986900003
ACH-000859,-0.07514558270610001
ACH-000861,-0.180162525698
ACH-000862,-0.290793709459
ACH-000865,-0.35673006390199996
ACH-000866,-0.35148153041
ACH-000867,-0.241151742635
ACH-000869,-0.293651240945
ACH-000872,-0.11643407812300001
ACH-000873,-0.223035454017
ACH-000876,-0.369468826435
ACH-000878,-0.15057418398800002
ACH-000880,-0.305063170638
ACH-000881,-0.253018467952
ACH-000882,-0.213624927345
ACH-000884,-0.236482276229
ACH-000885,-0.10775448139299999
ACH-000887,-0.24610831436
ACH-000888,-0.18376070562
ACH-000889,-0.603964812108
ACH-000890,-0.259740256893
ACH-000896,-0.160529305131
ACH-000898,-0.229030750478
ACH-000900,-0.0873833323834
ACH-000901,-0.22784274345
ACH-000905,-0.191623678264
ACH-000906,-0.19674520209000002
ACH-000907,-0.161449501292
ACH-000910,-0.283753421498
ACH-000911,-0.17289428399
ACH-000912,-0.097204433959
ACH-000913,-0.467955482664
ACH-000915,-0.06363010562140001
ACH-000916,-0.562728661121
ACH-000917,-0.13216410358300001
ACH-000921,-0.137149716209
ACH-000924,-0.176647731467
ACH-000926,-0.257720062179
ACH-000928,0.266016824164
ACH-000929,-0.317205274511
ACH-000932,-0.376893464129
ACH-000935,-0.204189547024
ACH-000936,-0.268994225455
ACH-000937,-0.186018496297
ACH-000938,-0.288039112896
ACH-000939,-0.069568485463
ACH-000941,-0.185531215521
ACH-000943,-0.251440874491
ACH-000946,-0.0949652229398
ACH-000947,-0.301113989436
ACH-000948,-0.0812539114755
ACH-000950,-0.267976733006
ACH-000953,-0.449450418032
ACH-000957,-0.15259018132000002
ACH-000958,-0.0460920676542
ACH-000960,-0.23345149437600002
ACH-000963,0.048838418203800006
ACH-000968,-0.172107981655
ACH-000969,-0.281913374934
ACH-000973,-0.294266313284
ACH-000974,-0.35385510735
ACH-000975,-0.0672384859652
ACH-000976,-0.175060447647
ACH-000978,-0.0498798546385
ACH-000980,-0.22165368935600002
ACH-000984,-0.0179919819933
ACH-000986,-0.273268451059
ACH-000988,-0.20668210045000002
ACH-000993,0.018648170303599998
ACH-000994,-0.186529289966
ACH-000996,-0.11457184690500001
ACH-001001,-0.303048795031
ACH-001020,-0.124468483093
ACH-001028,-0.251273774737
ACH-001031,-0.272744327687
ACH-001038,-0.137077950943
ACH-001048,-0.326989583973
ACH-001050,-0.21987961661999997
ACH-001053,-0.216439545579
ACH-001054,-0.222101072225
ACH-001061,-0.1548078017
ACH-001067,-0.115622660853
ACH-001075,-0.278347025062
ACH-001096,-0.018915578580000002
ACH-001128,-0.015150366769700002
ACH-001134,-0.363839975901
ACH-001151,-0.240352834031
ACH-001163,-0.17328176868200001
ACH-001164,-0.268638054176
ACH-001173,-0.21348182823399997
ACH-001183,-0.310367191745
ACH-001184,0.09060130054139999
ACH-001190,-0.444518447173
ACH-001192,-0.170938242875
ACH-001193,-0.35860227817900003
ACH-001196,0.0541354490264
ACH-001197,-0.142568917971
ACH-001205,-0.29985976975699996
ACH-001211,-0.40552195229000004
ACH-001212,-0.41329448763899995
ACH-001228,0.0662367815301
ACH-001232,-0.0814055568161
ACH-001239,-0.141466714677
ACH-001274,-0.173566576603
ACH-001275,-0.314895087649
ACH-001277,0.039615691643199995
ACH-001278,-0.21313421868299998
ACH-001280,-0.0343361730071
ACH-001283,-0.214919388794
ACH-001289,-0.330540678025
ACH-001295,-0.223526130713
ACH-001300,-0.25483039211999997
ACH-001301,-0.06733388883449999
ACH-001302,-0.274657300203
ACH-001303,-0.04783752202930001
ACH-001306,-0.398770396566
ACH-001318,-0.19497571482099998
ACH-001322,-0.35145377001500006
ACH-001328,-0.386495420591
ACH-001332,-0.0974162457371
ACH-001333,-0.132571549895
ACH-001336,-0.011281545967899998
ACH-001340,-0.20144269217900002
ACH-001346,-0.121325726475
ACH-001353,-0.380027046803
ACH-001354,-0.39614451314800003
ACH-001367,0.102578225266
ACH-001368,-0.15087095245999999
ACH-001374,-0.0439424194434
ACH-001375,-0.189162546891
ACH-001377,-0.09445816878669999
ACH-001380,-0.322119656177
ACH-001391,0.07969514717500001
ACH-001407,-0.288068971507
ACH-001408,-0.0313110337531
ACH-001413,-0.17904625340799998
ACH-001430,-0.429125689073
ACH-001431,-0.211242516465
ACH-001450,-0.19682323099800003
ACH-001496,-0.16582580387499998
ACH-001500,-0.20892880262699998
ACH-001521,-0.173258158639
ACH-001523,-0.007674805738390001
ACH-001532,-0.00300876606007
ACH-001536,-0.0441473890818
ACH-001550,-0.30086976367400003
ACH-001552,-0.570973887707
ACH-001554,-0.29950173725900003
ACH-001645,-0.606818783135
ACH-001654,-0.326333705872
ACH-001715,-0.451424106677
ACH-001735,-0.34086939344000006
ACH-001736,-0.11523053937000001
ACH-001737,-0.328272899269
ACH-001740,-0.31995235087699997
ACH-001745,-0.20326090207699998
ACH-001750,-0.031916073015799996
ACH-001765,-0.400180556703
ACH-001956,-0.237514111793
ACH-001957,-0.28943634926399997
