,CCK (885)
ACH-000004,0.0346311853884
ACH-000007,-0.008313004674689999
ACH-000009,0.0131253630143
ACH-000011,0.0655171361417
ACH-000012,-0.0134280559133
ACH-000013,0.045618756827800006
ACH-000014,-0.101920568945
ACH-000015,-0.080339745953
ACH-000017,0.041710216268800004
ACH-000018,-0.0221098791512
ACH-000019,-0.15654826643300002
ACH-000021,0.011111112020199999
ACH-000022,-0.0735818702349
ACH-000025,-0.222175818722
ACH-000028,0.144470244878
ACH-000030,0.081379824297
ACH-000035,0.08747850135639999
ACH-000036,-0.108632416805
ACH-000037,0.00949838060216
ACH-000039,0.0149811390041
ACH-000040,0.107668070332
ACH-000041,0.0803516514707
ACH-000042,0.0692794731979
ACH-000045,0.0548173945466
ACH-000047,0.141449813639
ACH-000052,0.24843406560400003
ACH-000053,-0.0249711659799
ACH-000054,0.041832494099499996
ACH-000055,-0.0250322666089
ACH-000060,-0.030871604097599998
ACH-000067,-0.0540884672028
ACH-000070,-0.236782323275
ACH-000075,-0.08917950959010001
ACH-000078,0.033895864898099995
ACH-000082,-0.140157383365
ACH-000085,0.0515872969481
ACH-000086,0.026916137308099997
ACH-000087,0.029947534683099998
ACH-000092,0.061286295238
ACH-000095,0.08371871921139999
ACH-000097,-0.0156386084729
ACH-000098,-0.119598147892
ACH-000099,-0.028260719777500002
ACH-000108,0.268366806209
ACH-000113,0.16530935043
ACH-000115,0.00530201773893
ACH-000116,0.0131920021445
ACH-000118,0.150555167112
ACH-000120,0.172617456523
ACH-000123,0.18282099397399998
ACH-000127,0.0628352898446
ACH-000128,-0.0721022451996
ACH-000132,0.088943324967
ACH-000133,-0.0388196791176
ACH-000137,0.0168270643032
ACH-000138,0.10187818411699999
ACH-000142,0.109017222565
ACH-000143,0.09742057235739998
ACH-000146,-0.0558062319097
ACH-000148,0.0856504696565
ACH-000150,0.04045069881
ACH-000152,-0.12251912507200001
ACH-000153,0.031772762180599996
ACH-000159,-0.117351957454
ACH-000160,0.141085253189
ACH-000163,-0.024169330044299997
ACH-000167,-0.120238093461
ACH-000168,-0.0768816953569
ACH-000169,0.0817268529783
ACH-000178,0.08030445460789999
ACH-000182,-0.012275769374
ACH-000183,-0.0126061501213
ACH-000188,0.015576952566799999
ACH-000189,0.0244272889678
ACH-000190,0.015929469117399998
ACH-000198,-0.00196956526393
ACH-000204,0.123263902578
ACH-000206,0.120728817847
ACH-000207,-0.118949296557
ACH-000211,0.027789308506
ACH-000215,0.000457114381368
ACH-000221,-0.12486419138
ACH-000222,0.0750005509382
ACH-000223,0.105493376694
ACH-000226,-0.033370097142599996
ACH-000227,-0.0583183143298
ACH-000228,0.202116471439
ACH-000231,-0.0401871197343
ACH-000232,0.07461054052010001
ACH-000233,0.118504220514
ACH-000234,-0.18186266354800001
ACH-000235,0.125864007687
ACH-000237,-0.0833656131357
ACH-000238,-0.139513777234
ACH-000243,0.022881743447400002
ACH-000244,-0.216741500616
ACH-000246,-0.048983330853
ACH-000248,-0.0360880921743
ACH-000250,0.0391776097381
ACH-000251,-0.131017753815
ACH-000253,-0.112494880218
ACH-000255,0.00211327312062
ACH-000256,0.033936397131599995
ACH-000257,0.0108147929103
ACH-000258,0.16482664219499998
ACH-000259,0.0210941509969
ACH-000260,0.0328042997152
ACH-000261,-0.0066058283421999995
ACH-000262,-0.04907927732819999
ACH-000263,-0.16347966166300001
ACH-000264,-0.0742758445105
ACH-000265,0.10357467177000002
ACH-000266,0.11413726711100002
ACH-000272,-0.0344071449685
ACH-000273,0.0575209341842
ACH-000274,-0.165384722362
ACH-000277,-0.00510383538141
ACH-000278,0.05707510710469999
ACH-000279,-0.0563080107722
ACH-000280,-0.163401453103
ACH-000281,0.085281902186
ACH-000288,0.0701055802414
ACH-000291,-0.197785643552
ACH-000293,-0.015814655574299997
ACH-000294,0.0043134461889799995
ACH-000295,0.055648826100099996
ACH-000296,-0.0019910660068299998
ACH-000302,-0.000856048691996
ACH-000304,0.272452293153
ACH-000307,-0.060175204054300005
ACH-000308,0.116156621952
ACH-000310,-0.159772696663
ACH-000311,0.169399502101
ACH-000312,0.0736037169168
ACH-000315,-0.17047081195099997
ACH-000316,0.056228746844
ACH-000317,-0.0326898080586
