,OXNAD1 (92106)
ACH-000004,-0.029262274671
ACH-000007,0.043796747474199996
ACH-000009,0.17266110227499998
ACH-000011,0.234207540823
ACH-000012,0.0218432232818
ACH-000013,0.0865212609849
ACH-000014,0.111145679053
ACH-000015,-0.06735339577119999
ACH-000017,0.10135793368200001
ACH-000018,-0.104887074019
ACH-000019,0.06922076558330001
ACH-000021,0.09673392272220001
ACH-000022,0.0629302587605
ACH-000025,-0.048642209547800005
ACH-000028,0.128333619991
ACH-000030,0.12390091571699999
ACH-000035,0.254003922876
ACH-000036,0.22832823125100002
ACH-000037,0.214917448669
ACH-000039,-0.057645289602699996
ACH-000040,0.05652657952930001
ACH-000041,0.151581746262
ACH-000042,-0.0392780253031
ACH-000045,0.13017855705999998
ACH-000047,-0.0368269100034
ACH-000052,0.11906155440199999
ACH-000053,-0.012378158258400001
ACH-000054,0.0673877944775
ACH-000055,0.204270899197
ACH-000060,0.13711419333900002
ACH-000067,0.069584245666
ACH-000070,0.0797077710505
ACH-000075,0.115631468981
ACH-000078,-0.050759406978
ACH-000082,0.0895435955463
ACH-000085,0.0238566673673
ACH-000086,0.07271218006289999
ACH-000087,0.293180905748
ACH-000092,0.0754916022963
ACH-000095,0.08269195798710001
ACH-000097,0.116004365249
ACH-000098,0.13053318833799998
ACH-000099,0.147051098504
ACH-000108,-0.0237656687567
ACH-000113,0.172357843087
ACH-000115,0.0328627002258
ACH-000116,0.130772861985
ACH-000118,0.12793467949
ACH-000120,0.10084570069900001
ACH-000123,0.102485815283
ACH-000127,0.0268951756721
ACH-000128,0.315253560451
ACH-000132,0.105337493245
ACH-000133,0.14361543874000002
ACH-000137,0.0785089353835
ACH-000138,-0.171380556644
ACH-000142,0.0723027408303
ACH-000143,-0.0218948720328
ACH-000146,0.196887127564
ACH-000148,0.0374134899738
ACH-000150,-0.0481409246335
ACH-000152,0.152579023417
ACH-000153,-0.247101163984
ACH-000159,0.11463464684800001
ACH-000160,0.24812459264400002
ACH-000163,-0.0160861862763
ACH-000167,-0.22821827404
ACH-000168,0.136497101418
ACH-000169,0.127096423917
ACH-000178,0.185240203061
ACH-000182,0.152599661295
ACH-000183,0.230333362476
ACH-000188,0.101768714965
ACH-000189,0.11959117010399999
ACH-000190,0.22515923121800002
ACH-000198,0.133815875398
ACH-000204,0.261836677081
ACH-000206,0.151640698317
ACH-000207,0.281103036524
ACH-000211,0.117678177402
ACH-000215,0.104869252676
ACH-000221,0.162194305496
ACH-000222,-0.16176290888599998
ACH-000223,0.042672872748300006
ACH-000226,0.111563274428
ACH-000227,0.0136319625526
ACH-000228,0.16886891567899998
ACH-000231,0.0726759195787
ACH-000232,0.221000484887
ACH-000233,0.0286863317281
ACH-000234,0.176740710689
ACH-000235,0.13390057236400002
ACH-000237,0.0397817478169
ACH-000238,0.108944371087
ACH-000243,0.008308090152170001
ACH-000244,-0.011583796108899999
ACH-000246,-0.0394354955375
ACH-000248,0.0178748519005
ACH-000250,-0.0167814352674
ACH-000251,-0.0191011191529
ACH-000253,0.12087534788899999
ACH-000255,0.0546844919395
ACH-000256,0.09028157029549999
ACH-000257,0.136156358959
ACH-000258,-0.128474636937
ACH-000259,0.018616376245
ACH-000260,0.0516710028374
ACH-000261,0.231912193935
ACH-000262,0.08556017437439999
ACH-000263,0.221201888189
ACH-000264,-0.016854706998100003
ACH-000265,0.046884616022199996
ACH-000266,0.0431925575915
ACH-000272,0.30249298071999997
ACH-000273,-0.0025794327069299998
ACH-000274,-0.022242632796099997
ACH-000277,0.174955774934
ACH-000278,0.261524915379
ACH-000279,0.0456000070424
ACH-000280,-0.0568653443452
ACH-000281,0.15143839032099998
ACH-000288,0.07957735672439999
ACH-000291,0.14237675967
ACH-000293,0.257501337563
ACH-000294,0.154017607489
ACH-000295,0.282480302867
ACH-000296,-0.181950098498
ACH-000302,0.427418035613
ACH-000304,0.249388203693
ACH-000307,-0.07864734546260001
ACH-000308,0.0809761980032
ACH-000310,0.014224937093
ACH-000311,0.138692805646
ACH-000312,0.125637482503
ACH-000315,0.351242750563
ACH-000316,-0.015211712551
ACH-000317,0.0979507792856
ACH-000318,0.141283921887
ACH-000319,0.127020100657
ACH-000320,-0.09333246913360002
ACH-000322,0.217937189722
ACH-000323,-0.11834475365999998
ACH-000324,0.185604143294
ACH-000329,0.1671766888
ACH-000330,0.09882557607789999
ACH-000331,0.052119114198
ACH-000332,-0.0910650061155
ACH-000334,0.19202976767700003
ACH-000335,0.156637046932
ACH-000336,0.177064245718
ACH-000337,-0.0257741162981
ACH-000339,0.0545549053811
ACH-000341,0.058954109996999994
ACH-000348,0.167060813631
ACH-000350,-0.00228311686639
ACH-000352,0.13108939359000002
ACH-000356,0.248926971184
ACH-000361,0.368266451808
ACH-000362,-0.024861683287
ACH-000363,0.17304258684300003
ACH-000364,0.153933304973
ACH-000365,-0.0824745799435
ACH-000366,0.044337102786099994
ACH-000368,0.03745942227369999
ACH-000374,0.137492720019
ACH-000375,0.163908426603
ACH-000376,0.15072912764000002
ACH-000381,0.040457272941900005
ACH-000383,0.18939332480300003
ACH-000387,0.145175116289
ACH-000389,0.16303436964600002
ACH-000390,0.0841163604023
ACH-000393,-0.028834325019299997
ACH-000395,0.06898894225789999
ACH-000397,-0.13730120486300001
ACH-000401,0.153629877892
ACH-000402,0.36612972033200003
ACH-000403,0.131866539995
ACH-000404,0.21403156292599998
ACH-000406,0.108376136501
ACH-000407,-0.0228810406133
ACH-000408,0.034992760164800005
ACH-000410,0.019519200807299998
ACH-000411,0.14934108584300002
ACH-000414,-0.0301732892686
ACH-000415,0.23819849760200001
ACH-000416,0.00936063462005
ACH-000420,-0.0183996630122
ACH-000421,0.17354575118299997
ACH-000424,0.162652600629
ACH-000425,0.121879476855
ACH-000426,0.14696255240800002
ACH-000427,0.252714676873
ACH-000433,0.154683846086
ACH-000436,0.298820651095
ACH-000444,0.024622746583500003
ACH-000445,-0.0981318698365
ACH-000448,0.104204404224
ACH-000450,0.305500923316
ACH-000452,0.0647082856563
